"gene","lens","max_to_lens","mean_to_lens","nearest_lens_member","pct_uniform_background","pct_depth_matched_background","depth_band","n_background_in_band","band_saturated","counted","n_terms","is_lens_member"
"Hspa1a","TCR_activation",0.530166935742601,0.37173240909143,"Traf2",0.590749120160885,0.444444444444444,"(32,50]",36,FALSE,TRUE,35,FALSE
"Hspa1b","TCR_activation",0.497711403237433,0.34810156702769,"Traf2",0.53393665158371,0.470588235294118,"(22,32]",51,FALSE,TRUE,24,FALSE
"Hspg2","TCR_activation",0.472297851602251,0.336111968176519,"Dusp1",0.495726495726496,0.518181818181818,"(15,22]",110,FALSE,TRUE,17,FALSE
"Hsph1","TCR_activation",0.470026699507729,0.353092784456802,"Atf3",0.49069884364002,0.5,"(10,15]",136,FALSE,TRUE,11,FALSE
"Idi2","TCR_activation",0.256967730396693,0.132908108725392,"Fosb",0.0623428858722976,0.0813648293963255,"(3,6]",381,FALSE,TRUE,4,FALSE
"Ier3","TCR_activation",0.401446131316461,0.307236763440521,"Traf3",0.345399698340875,0.205882352941176,"(10,15]",136,FALSE,TRUE,12,TRUE
"Igf2bp2","TCR_activation",0.405281265500543,0.230551488339847,"Egr2",0.356460532931121,0.505703422053232,"(6,10]",263,FALSE,TRUE,8,FALSE
"Igkc","TCR_activation",0.49353405558502,0.216754640469648,"Itk",0.527400703871292,0.40082219938335,"(0,3]",973,TRUE,FALSE,2,FALSE
"Il17f","TCR_activation",0.639297527495733,0.385223940153756,"Traf3",0.750628456510809,0.972727272727273,"(15,22]",110,FALSE,TRUE,17,FALSE
"Il1a","TCR_activation",0.585935118456953,0.419144506625309,"Traf6",0.695324283559578,0.861111111111111,"(32,50]",36,FALSE,TRUE,33,FALSE
"Il1rn","TCR_activation",0.438703891735378,0.291979049552915,"Lat",0.428355957767722,0.375,"(10,15]",136,FALSE,TRUE,14,FALSE
"Il2","TCR_activation",0.651661244317783,0.4257550699253,"Il2ra",0.877828054298643,0.980392156862745,"(22,32]",51,FALSE,TRUE,27,TRUE
"Il23a","TCR_activation",0.645222341929239,0.408914532994525,"Il2",0.874811463046757,0.980392156862745,"(22,32]",51,FALSE,TRUE,25,FALSE
"Il24","TCR_activation",0.604730222162327,0.333770839183328,"Lta",0.721970839617898,0.926509186351706,"(3,6]",381,FALSE,TRUE,5,FALSE
"Il3","TCR_activation",0.617355399713806,0.41916748215246,"Cd40lg",0.732528908999497,0.901960784313726,"(22,32]",51,FALSE,TRUE,24,FALSE
"Il9","TCR_activation",0.557968089288569,0.370495084467704,"Cd40lg",0.638511814982403,0.844106463878327,"(6,10]",263,FALSE,TRUE,7,FALSE
"Ildr1","TCR_activation",0.336505447320102,0.24562567877394,"Egr1",0.211664152840623,0.262357414448669,"(6,10]",263,FALSE,TRUE,8,FALSE
"Inhba","TCR_activation",0.550218244989809,0.376525952017674,"Jun",0.626445449974862,0.583333333333333,"(32,50]",36,FALSE,TRUE,46,FALSE
"Irf6","TCR_activation",0.571456784890754,0.348105031403507,"Nfatc1",0.668677727501257,0.863636363636364,"(15,22]",110,FALSE,TRUE,17,FALSE
"Itga3","TCR_activation",0.498568376715549,0.359343402259459,"Cd3e",0.534942182001006,0.470588235294118,"(22,32]",51,FALSE,TRUE,25,FALSE
"Kdm6b","TCR_activation",0.601211943275992,0.311725660617789,"Fos",0.71744595274007,0.948529411764706,"(10,15]",136,FALSE,TRUE,11,FALSE
"Klrc1","TCR_activation",0.603162591300975,0.245216185013267,"Cd226",0.720462543991956,0.504624871531346,"(0,3]",973,TRUE,FALSE,3,FALSE
"Lamc2","TCR_activation",0.515214542498834,0.287773379495946,"Gab2",0.566616390145802,0.769028871391076,"(3,6]",381,FALSE,TRUE,5,FALSE
"Lta","TCR_activation",0.632497881405117,0.421410249160765,"Cd40lg",0.744092508798391,0.963235294117647,"(10,15]",136,FALSE,TRUE,15,TRUE
"Mab21l3","TCR_activation",0.642857142857143,0.31132061275669,"Myc",0.813222724987431,0.654162384378212,"(0,3]",973,TRUE,FALSE,1,FALSE
"Mcf2l","TCR_activation",0.680172494008736,0.392564973386588,"Traf5",0.887380593262946,0.958005249343832,"(3,6]",381,FALSE,TRUE,4,FALSE
"Mocos","TCR_activation",0.375219899408855,0.146338838754964,"Fosb",0.294620412267471,0.285714285714286,"(0,3]",973,TRUE,FALSE,3,FALSE
"Mst1r","TCR_activation",0.565974828273549,0.341754874855569,"Gab2",0.656108597285068,0.855643044619423,"(3,6]",381,FALSE,TRUE,6,FALSE
"Myo16","TCR_activation",0.523815318971167,0.321195728626955,"Gab2",0.576671694318753,0.779527559055118,"(3,6]",381,FALSE,TRUE,5,FALSE
"Nab2","TCR_activation",0.511449483344571,0.273648863531327,"Fos",0.559577677224736,0.763779527559055,"(3,6]",381,FALSE,TRUE,6,FALSE
"Neb","TCR_activation",0.254609460840322,0.156740170573283,"Cd247",0.0618401206636501,0.0935251798561151,"(0,3]",973,TRUE,FALSE,3,FALSE
"Neo1","TCR_activation",0.445684223920248,0.298376071282584,"Fos",0.443438914027149,0.397058823529412,"(10,15]",136,FALSE,TRUE,12,FALSE
"Notch3","TCR_activation",0.613275479854744,0.378667519817721,"Fos",0.729512317747612,0.963235294117647,"(10,15]",136,FALSE,TRUE,13,FALSE
"Nppc","TCR_activation",0.507964409006292,0.341047239322199,"Jun",0.553041729512318,0.305555555555556,"(32,50]",36,FALSE,TRUE,34,FALSE
"Npr3","TCR_activation",0.488830930666634,0.361858179138816,"Dusp5",0.519859225741579,0.618181818181818,"(15,22]",110,FALSE,TRUE,18,FALSE
"Nr4a1","TCR_activation",0.631794243677821,0.348734589778053,"Egr3",0.744092508798391,0.972727272727273,"(15,22]",110,FALSE,TRUE,21,TRUE
"Nr4a2","TCR_activation",0.672273537586127,0.358188963856572,"Fos",0.884866767219708,0.980392156862745,"(22,32]",51,FALSE,TRUE,31,TRUE
"Nr4a3","TCR_activation",0.607597040283178,0.384070230061761,"Jun",0.723479135243841,0.916666666666667,"(32,50]",36,FALSE,TRUE,40,TRUE
"Oaf","TCR_activation",0.642857142857143,0.31132061275669,"Myc",0.813222724987431,0.654162384378212,"(0,3]",973,TRUE,FALSE,1,FALSE
"Oas3","TCR_activation",0.613916991221436,0.328613532602411,"Traf3",0.729512317747612,0.954545454545455,"(15,22]",110,FALSE,TRUE,18,FALSE
"Olr1","TCR_activation",0.479782750464865,0.225105688721745,"Fosb",0.50729009552539,0.394655704008222,"(0,3]",973,TRUE,FALSE,3,FALSE
"Ophn1","TCR_activation",0.374682428188108,0.266988554220923,"Fyn",0.294620412267471,0.172727272727273,"(15,22]",110,FALSE,TRUE,17,FALSE
"Pak1","TCR_activation",0.505075977574272,0.349071341080044,"Pik3r1",0.54851684263449,0.305555555555556,"(32,50]",36,FALSE,TRUE,43,FALSE
"Pdgfb","TCR_activation",0.580989326380728,0.377732986303554,"Jun",0.687280040221217,0.717948717948718,"(50,Inf]",39,FALSE,TRUE,79,FALSE
"Pik3ap1","TCR_activation",0.658485234028263,0.348569548640414,"Grap2",0.88034188034188,0.973384030418251,"(6,10]",263,FALSE,TRUE,8,FALSE
"Pkib","TCR_activation",1,0.341546095497773,"Myc",0.972347913524384,0.943473792394656,"(0,3]",973,TRUE,FALSE,1,FALSE
"Pla1a","TCR_activation",0.556396810708243,0.216616111810626,"Tnf",0.636249371543489,0.452723535457348,"(0,3]",973,TRUE,FALSE,1,FALSE
"Pla2g4c","TCR_activation",0.273808616439036,0.137909427198334,"Plcg1",0.0874811463046757,0.110236220472441,"(3,6]",381,FALSE,TRUE,5,FALSE
"Plaur","TCR_activation",0.509931910676038,0.375584415568783,"Cblb",0.556058320764203,0.698529411764706,"(10,15]",136,FALSE,TRUE,11,FALSE
"Plek","TCR_activation",0.450491272720506,0.316170951695291,"Traf5",0.453996983408748,0.418181818181818,"(15,22]",110,FALSE,TRUE,21,FALSE
"Plek2","TCR_activation",0.346184131478424,0.207110694974395,"Tnfrsf18",0.22674710910005,0.242548818088386,"(0,3]",973,TRUE,FALSE,3,FALSE
"Plk2","TCR_activation",0.507276997279459,0.331400238830034,"Cblb",0.553041729512318,0.490196078431373,"(22,32]",51,FALSE,TRUE,24,FALSE
"Plk3","TCR_activation",0.46697329603345,0.327050368815186,"Myc",0.483660130718954,0.481818181818182,"(15,22]",110,FALSE,TRUE,17,FALSE
"Plxnb2","TCR_activation",0.47869041240204,0.347068328024,"Fyn",0.503770739064857,0.545454545454545,"(15,22]",110,FALSE,TRUE,21,FALSE
"Procr","TCR_activation",0.615951824996928,0.279597407965572,"Tnf",0.73202614379085,0.510791366906475,"(0,3]",973,TRUE,FALSE,1,FALSE
"Ptger2","TCR_activation",0.451314274976616,0.31741742707594,"Lta",0.455505279034691,0.615969581749049,"(6,10]",263,FALSE,TRUE,9,FALSE
"Ptgs2","TCR_activation",0.516566157901692,0.340789342003286,"Tnf",0.566616390145802,0.361111111111111,"(32,50]",36,FALSE,TRUE,47,FALSE
"Ptpn5","TCR_activation",0.500435074802899,0.342026459320706,"Traf5",0.537958773252891,0.714828897338403,"(6,10]",263,FALSE,TRUE,10,FALSE
"Pxdc1","TCR_activation",0.642857142857143,0.31132061275669,"Myc",0.813222724987431,0.654162384378212,"(0,3]",973,TRUE,FALSE,1,FALSE
"Rab34","TCR_activation",0.396295931545334,0.252163801459965,"Vav1",0.337858220211161,0.198529411764706,"(10,15]",136,FALSE,TRUE,15,FALSE
"Rgs16","TCR_activation",0.641754166621929,0.293336955289674,"Grap2",0.753142282554047,0.532374100719424,"(0,3]",973,TRUE,FALSE,2,FALSE
"Ripk4","TCR_activation",0.301031573322556,0.127216963217697,"Nfatc1",0.134741075917546,0.173689619732785,"(0,3]",973,TRUE,FALSE,2,FALSE
"Rnf152","TCR_activation",0.48149664862369,0.320612934779118,"Traf2",0.508295625942685,0.580882352941177,"(10,15]",136,FALSE,TRUE,15,FALSE
"S1pr3","TCR_activation",0.563816771844246,0.363742938515631,"Traf5",0.64957264957265,0.847769028871391,"(3,6]",381,FALSE,TRUE,6,FALSE
"Samd4","TCR_activation",0.361362705073554,0.200008583918712,"Fosb",0.26194067370538,0.2672147995889,"(0,3]",973,TRUE,FALSE,3,FALSE
"Scn9a","TCR_activation",0.34519945616849,0.226641198868443,"Nr4a2",0.225741578682755,0.0661764705882353,"(10,15]",136,FALSE,TRUE,14,FALSE
"Sdc1","TCR_activation",0.548105704007732,0.270411719725304,"Gab2",0.621920563097034,0.821522309711286,"(3,6]",381,FALSE,TRUE,6,FALSE
"Sdc4","TCR_activation",0.389956862987626,0.239635131229807,"Gab2",0.32579185520362,0.448669201520913,"(6,10]",263,FALSE,TRUE,10,FALSE
"Sema4a","TCR_activation",0.491860925128189,0.314207081525593,"Gab2",0.525389643036702,0.639705882352941,"(10,15]",136,FALSE,TRUE,13,FALSE
"Serpine1","TCR_activation",0.553131995388398,0.352312718446489,"Il10",0.630467571644042,0.583333333333333,"(32,50]",36,FALSE,TRUE,40,FALSE
"Sgms2","TCR_activation",0.331110789670105,0.154759957107925,"Odc1",0.197586726998492,0.26246719160105,"(3,6]",381,FALSE,TRUE,4,FALSE
"Sh3gl3","TCR_activation",0.297842498309689,0.199512685163338,"Tnfrsf18",0.128205128205128,0.167523124357657,"(0,3]",973,TRUE,FALSE,3,FALSE
"Sh3pxd2b","TCR_activation",0.457735911115571,0.280792083530688,"Nfatc1",0.467068878833585,0.436363636363636,"(15,22]",110,FALSE,TRUE,19,FALSE
"Six5","TCR_activation",0.549400208170709,0.313995255708321,"Jund",0.625942684766214,0.832699619771863,"(6,10]",263,FALSE,TRUE,8,FALSE
"Slc13a3","TCR_activation",0.309778673329729,0.0793334474975991,"Cd3g",0.150326797385621,0.136882129277567,"(6,10]",263,FALSE,TRUE,7,FALSE
"Slc35d3","TCR_activation",0.307039601126304,0.20602620064795,"Cd3g",0.145801910507793,0.188976377952756,"(3,6]",381,FALSE,TRUE,6,FALSE
"Slc41a1","TCR_activation",0.238224462437222,0.138963773183126,"Plcg1",0.0437405731523379,0.0603674540682415,"(3,6]",381,FALSE,TRUE,5,FALSE
"Slc4a11","TCR_activation",0.317526745495489,0.214424707528094,"Cd3g",0.16691804927099,0.0147058823529412,"(10,15]",136,FALSE,TRUE,12,FALSE
"Sp7","TCR_activation",0.614623293526261,0.317806495298378,"Jund",0.730015082956259,0.950570342205323,"(6,10]",263,FALSE,TRUE,8,FALSE
"Sphk1","TCR_activation",0.545395789492211,0.401276130087667,"Jun",0.618903971845148,0.583333333333333,"(32,50]",36,FALSE,TRUE,39,FALSE
"Spint1","TCR_activation",0.423609176929596,0.226389008315019,"Junb",0.395676219205631,0.547528517110266,"(6,10]",263,FALSE,TRUE,9,FALSE
"Spp1","TCR_activation",0.478693952961699,0.313589527214088,"Jun",0.503770739064857,0.431372549019608,"(22,32]",51,FALSE,TRUE,23,FALSE
"Spry1","TCR_activation",0.491163995277584,0.313369688856593,"Dusp1",0.523881347410759,0.627272727272727,"(15,22]",110,FALSE,TRUE,16,FALSE
"Srxn1","TCR_activation",0.317944476169767,0.178309660199759,"Map3k14",0.169934640522876,0.20863309352518,"(0,3]",973,TRUE,FALSE,2,FALSE
"Sspo","TCR_activation",0.642857142857143,0.31132061275669,"Myc",0.813222724987431,0.654162384378212,"(0,3]",973,TRUE,FALSE,1,FALSE
"Stra6","TCR_activation",0.456012560305384,0.247639742237291,"Nfatc1",0.464555052790347,0.111111111111111,"(32,50]",36,FALSE,TRUE,39,FALSE
"Syt15","TCR_activation",0.292548945659528,0.174784803952853,"Cd3g",0.117144293614882,0.157245632065776,"(0,3]",973,TRUE,FALSE,2,FALSE
"Tal2","TCR_activation",0.513252524051646,0.246565336871974,"Fos",0.563097033685269,0.763779527559055,"(3,6]",381,FALSE,TRUE,5,FALSE
"Tanc2","TCR_activation",0.336373868836445,0.182384190521354,"Junb",0.210155857214681,0.286089238845144,"(3,6]",381,FALSE,TRUE,4,FALSE
"Tex15","TCR_activation",0.340616552388251,0.225059293265522,"Junb",0.216189039718451,0.0441176470588235,"(10,15]",136,FALSE,TRUE,13,FALSE
"Tgm1","TCR_activation",0.423196670781536,0.273592183544027,"Gab2",0.395173453996983,0.553805774278215,"(3,6]",381,FALSE,TRUE,4,FALSE
"Tgm2","TCR_activation",0.507605912021354,0.359715547791201,"Traf2",0.553041729512318,0.490196078431373,"(22,32]",51,FALSE,TRUE,27,FALSE
"Timd2","TCR_activation",0.309286203071658,0.191274777141703,"Cd226",0.150326797385621,0.188078108941418,"(0,3]",973,TRUE,FALSE,3,FALSE
"Timp1","TCR_activation",0.490114242467564,0.331103897749973,"Traf5",0.522373051784817,0.610294117647059,"(10,15]",136,FALSE,TRUE,11,FALSE
"Tmeff2","TCR_activation",0.418888421406557,0.243493108675629,"Ier2",0.391151332327803,0.551181102362205,"(3,6]",381,FALSE,TRUE,5,FALSE
"Tmem125","TCR_activation",0.642857142857143,0.31132061275669,"Myc",0.813222724987431,0.654162384378212,"(0,3]",973,TRUE,FALSE,1,FALSE
"Tmem205","TCR_activation",0.642857142857143,0.31132061275669,"Myc",0.813222724987431,0.654162384378212,"(0,3]",973,TRUE,FALSE,1,FALSE
"Tnfrsf11b","TCR_activation",0.325662727461089,0.224770069495689,"Traf5",0.18753142282554,0.251968503937008,"(3,6]",381,FALSE,TRUE,5,FALSE
"Tnfsf11","TCR_activation",0.653742876778187,0.423714757850843,"Traf6",0.879336349924585,1,"(32,50]",36,FALSE,TRUE,38,FALSE
"Tnfsf14","TCR_activation",0.630225831119263,0.374364460565406,"Traf5",0.744092508798391,0.958174904942966,"(6,10]",263,FALSE,TRUE,8,FALSE
"Tnfsf9","TCR_activation",0.637002283491417,0.296702345400063,"Cd83",0.748114630467572,0.961977186311787,"(6,10]",263,FALSE,TRUE,7,FALSE
"Trp73","TCR_activation",0.619250202523716,0.412502766280668,"Jun",0.735042735042735,0.901960784313726,"(22,32]",51,FALSE,TRUE,28,FALSE
"Trpm6","TCR_activation",0.292987288275482,0.153689919936702,"Plcg1",0.118652589240825,0.144356955380577,"(3,6]",381,FALSE,TRUE,6,FALSE
"Ttc39c","TCR_activation",0.243684474459847,0.115161435804813,"Cd3d",0.0482654600301659,0.0729701952723535,"(0,3]",973,TRUE,FALSE,2,FALSE
"Uap1","TCR_activation",0.510847642948743,0.231453173328595,"Traf3",0.558069381598793,0.761154855643045,"(3,6]",381,FALSE,TRUE,4,FALSE
"Upp1","TCR_activation",0.282981297680101,0.119815477224727,"Fosb",0.0990447461035696,0.0722433460076046,"(6,10]",263,FALSE,TRUE,9,FALSE
"Vill","TCR_activation",0.265467969255841,0.154954626451481,"Cd3d",0.0744092508798391,0.104830421377184,"(0,3]",973,TRUE,FALSE,3,FALSE
"Wnt3","TCR_activation",0.487973811729761,0.339673119629882,"Nfatc1",0.518350930115636,0.470588235294118,"(22,32]",51,FALSE,TRUE,29,FALSE
"Yap1","TCR_activation",0.573702121213763,0.385817277455964,"Jun",0.674710910005028,0.666666666666667,"(50,Inf]",39,FALSE,TRUE,59,FALSE
"Zbtb32","TCR_activation",0.521449248591211,0.35045663930434,"Tnfrsf4",0.573655103066868,0.779527559055118,"(3,6]",381,FALSE,TRUE,5,FALSE
"Zfp583","TCR_activation",1,0.567093556175443,"Atf3",0.972347913524384,0.943473792394656,"(0,3]",973,TRUE,FALSE,1,FALSE
"2010003K11Rik","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"AA467197","Lombardi2022_HIF",1,0.216758635910501,"Bnip3",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Actbl2","Lombardi2022_HIF",0.507111317058108,0.172016277312881,"Sema4b",0.28147029204431,0.270941054808687,"(0,3]",967,TRUE,FALSE,2,FALSE
"Adam8","Lombardi2022_HIF",0.858735779401793,0.268296718088908,"Mob3a",0.680261832829809,0.486111111111111,"(32,50]",36,TRUE,FALSE,36,FALSE
"Adcy4","Lombardi2022_HIF",0.923133685893494,0.261134653976562,"Mob3a",0.745216515609265,0.920844327176781,"(3,6]",379,TRUE,FALSE,4,FALSE
"Adm","Lombardi2022_HIF",0.805237265710009,0.261544582228563,"Mob3a",0.622608257804632,0.584905660377358,"(22,32]",53,FALSE,TRUE,30,TRUE
"Adora2a","Lombardi2022_HIF",0.923133685893494,0.256498400841806,"Mob3a",0.745216515609265,0.75,"(32,50]",36,TRUE,FALSE,41,FALSE
"Adora2b","Lombardi2022_HIF",0.805237265710009,0.236189325353932,"Mob3a",0.622608257804632,0.633928571428571,"(15,22]",112,TRUE,FALSE,22,FALSE
"Ak4","Lombardi2022_HIF",0.430632195088431,0.222049537087654,"Pgk1",0.143001007049345,0.20844327176781,"(3,6]",379,TRUE,FALSE,5,TRUE
"Aldh1a2","Lombardi2022_HIF",0.858735779401793,0.269773866435464,"Mob3a",0.680261832829809,0.486111111111111,"(32,50]",36,TRUE,FALSE,40,FALSE
"Ankrd33b","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Ano1","Lombardi2022_HIF",0.858735779401793,0.246546671663634,"Mob3a",0.680261832829809,0.805147058823529,"(10,15]",136,FALSE,TRUE,13,FALSE
"Anxa2","Lombardi2022_HIF",1,0.2870268774051,"P4ha1",0.885196374622356,0.955357142857143,"(15,22]",112,TRUE,FALSE,22,TRUE
"Anxa3","Lombardi2022_HIF",0.619883040935673,0.2323916928151,"Ahnak2",0.459214501510574,0.641160949868074,"(3,6]",379,TRUE,FALSE,6,FALSE
"Aplp1","Lombardi2022_HIF",0.824536777091522,0.239086724635881,"P4ha1",0.642497482376637,0.826996197718631,"(6,10]",263,FALSE,TRUE,8,FALSE
"Areg","Lombardi2022_HIF",0.923133685893494,0.257909238053643,"Mob3a",0.745216515609265,0.911764705882353,"(10,15]",136,FALSE,TRUE,14,FALSE
"Arhgef25","Lombardi2022_HIF",1,0.20953481650563,"Sema4b",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Asb2","Lombardi2022_HIF",0.440179142674344,0.225334853357974,"Ppfia4",0.165659617321249,0.0661764705882353,"(10,15]",136,FALSE,TRUE,14,FALSE
"Atf3","Lombardi2022_HIF",0.661694700095208,0.303383462852623,"Mob3a",0.505790533736153,0.525735294117647,"(10,15]",136,FALSE,TRUE,15,FALSE
"Atp2b4","Lombardi2022_HIF",0.681666495033301,0.236928892981595,"Mob3a",0.523665659617321,0.377358490566038,"(22,32]",53,FALSE,TRUE,25,FALSE
"Avpr1a","Lombardi2022_HIF",0.923133685893494,0.241936231689923,"Mob3a",0.745216515609265,0.879464285714286,"(15,22]",112,TRUE,FALSE,22,FALSE
"B3gnt5","Lombardi2022_HIF",0.395009913841569,0.192642678517599,"Gys1",0.0926485397784491,0.105480868665977,"(0,3]",967,TRUE,FALSE,3,FALSE
"Batf3","Lombardi2022_HIF",0.633702793986538,0.225658536913164,"Mxi1",0.479859013091641,0.670184696569921,"(3,6]",379,TRUE,FALSE,5,FALSE
"Bcam","Lombardi2022_HIF",0.386792452830189,0.205087945517513,"Ankrd37",0.0808157099697885,0.0915201654601861,"(0,3]",967,TRUE,FALSE,3,FALSE
"Bcl6b","Lombardi2022_HIF",0.560536533709848,0.275192813348387,"Mob3a",0.377895266868077,0.519011406844107,"(6,10]",263,FALSE,TRUE,7,FALSE
"Bicd1","Lombardi2022_HIF",0.516797613327597,0.209040872825212,"Mob3a",0.311933534743202,0.429657794676806,"(6,10]",263,FALSE,TRUE,9,FALSE
"C3","Lombardi2022_HIF",0.67208814270724,0.251022842324971,"Ppfia4",0.512588116817724,0.194444444444444,"(32,50]",36,TRUE,FALSE,34,FALSE
"Calca","Lombardi2022_HIF",0.858735779401793,0.267776160565827,"Mob3a",0.680261832829809,0.486111111111111,"(32,50]",36,TRUE,FALSE,38,FALSE
"Camk2n1","Lombardi2022_HIF",0.253555707806051,0.130116850741695,"Ppp1r13l",0.00302114803625378,0,"(3,6]",379,TRUE,FALSE,4,FALSE
"Casz1","Lombardi2022_HIF",0.556888147187051,0.229982043312785,"Kctd11",0.370090634441088,0.505703422053232,"(6,10]",263,FALSE,TRUE,10,FALSE
"Ccl20","Lombardi2022_HIF",0.805237265710009,0.229737961626862,"Mob3a",0.622608257804632,0.809885931558935,"(6,10]",263,FALSE,TRUE,9,FALSE
"Ccl22","Lombardi2022_HIF",0.641888535057785,0.221691429388502,"Mob3a",0.486908358509567,0.682058047493404,"(3,6]",379,TRUE,FALSE,6,FALSE
"Ccl3","Lombardi2022_HIF",0.805237265710009,0.282599020763793,"Mob3a",0.622608257804632,0.277777777777778,"(32,50]",36,TRUE,FALSE,46,FALSE
"Ccl4","Lombardi2022_HIF",0.641888535057785,0.225839007592115,"Mob3a",0.486908358509567,0.634980988593156,"(6,10]",263,FALSE,TRUE,9,FALSE
"Ccn1","Lombardi2022_HIF",1,0.305142894967062,"Mob3a",0.885196374622356,0.916666666666667,"(32,50]",36,TRUE,FALSE,35,FALSE
"Cd200","Lombardi2022_HIF",0.586258229892344,0.251751645453388,"Tnip1",0.415911379657603,0.3125,"(15,22]",112,TRUE,FALSE,16,FALSE
"Cd40lg","Lombardi2022_HIF",1,0.280009979143822,"Mob3a",0.885196374622356,0.981132075471698,"(22,32]",53,FALSE,TRUE,26,FALSE
"Cd53","Lombardi2022_HIF",0.555073585307965,0.17906895463647,"Mob3a",0.367321248741188,0.327817993795243,"(0,3]",967,TRUE,FALSE,3,FALSE
"Cd70","Lombardi2022_HIF",0.743687335522739,0.181585888404636,"Mob3a",0.571248741188318,0.743346007604563,"(6,10]",263,FALSE,TRUE,8,FALSE
"Cd80","Lombardi2022_HIF",0.923133685893494,0.216053827012531,"Mob3a",0.745216515609265,0.923954372623574,"(6,10]",263,FALSE,TRUE,9,FALSE
"Cd83","Lombardi2022_HIF",0.480225912184541,0.141341553014426,"Hilpda",0.241691842900302,0.345646437994723,"(3,6]",379,TRUE,FALSE,4,FALSE
"Cdkn1a","Lombardi2022_HIF",0.679285772300379,0.273470070343976,"Mob3a",0.51963746223565,0.194444444444444,"(32,50]",36,TRUE,FALSE,41,FALSE
"Cldn4","Lombardi2022_HIF",0.411562018796783,0.203827191252186,"Actg1",0.114300100704935,0.133079847908745,"(6,10]",263,FALSE,TRUE,9,FALSE
"Clu","Lombardi2022_HIF",0.743687335522739,0.293430244498541,"Mob3a",0.571248741188318,0.222222222222222,"(32,50]",36,TRUE,FALSE,44,FALSE
"Cpm","Lombardi2022_HIF",0.426083257511547,0.178488237892448,"Ubc",0.133182275931521,0.142192347466391,"(0,3]",967,TRUE,FALSE,2,FALSE
"Cpne6","Lombardi2022_HIF",0.544352666546956,0.170330528840959,"Ppfia4",0.354229607250755,0.31540847983454,"(0,3]",967,TRUE,FALSE,3,FALSE
"Crabp2","Lombardi2022_HIF",0.311622720649063,0.173388177752401,"Slc16a3",0.0146022155085599,0.0184696569920844,"(3,6]",379,TRUE,FALSE,4,FALSE
"Csf2","Lombardi2022_HIF",0.858735779401793,0.284163483870687,"Mob3a",0.680261832829809,0.716981132075472,"(22,32]",53,FALSE,TRUE,25,FALSE
"Cth","Lombardi2022_HIF",0.609050873513269,0.277952012085696,"Ahnak2",0.439828801611279,0.330357142857143,"(15,22]",112,TRUE,FALSE,16,FALSE
"Dab2","Lombardi2022_HIF",0.575588258562305,0.278717611471029,"Mob3a",0.403826787512588,0.111111111111111,"(32,50]",36,TRUE,FALSE,44,FALSE
"Dagla","Lombardi2022_HIF",0.418101109733083,0.217505292879595,"Kctd11",0.122356495468278,0.144486692015209,"(6,10]",263,FALSE,TRUE,8,FALSE
"Dennd3","Lombardi2022_HIF",0.579033739076351,0.210191879107522,"Mob3a",0.408358509566969,0.354705274043433,"(0,3]",967,TRUE,FALSE,3,FALSE
"Dnah7a","Lombardi2022_HIF",0.402623383272817,0.14569981091987,"Tuba1c",0.0991943605236657,0.112719751809721,"(0,3]",967,TRUE,FALSE,3,FALSE
"Ebf1","Lombardi2022_HIF",0.984067173875036,0.19793728959783,"Zfp395",0.769889224572004,0.941952506596306,"(3,6]",379,TRUE,FALSE,4,FALSE
"Egfr","Lombardi2022_HIF",1,0.285870502011474,"Mob3a",0.885196374622356,0.95,"(50,Inf]",40,TRUE,FALSE,69,FALSE
"Egr1","Lombardi2022_HIF",0.641888535057785,0.278262322459811,"Mob3a",0.486908358509567,0.180555555555556,"(32,50]",36,TRUE,FALSE,42,FALSE
"Egr2","Lombardi2022_HIF",0.627892588785886,0.257018834403655,"Ahnak2",0.469284994964753,0.292452830188679,"(22,32]",53,FALSE,TRUE,25,FALSE
"Egr3","Lombardi2022_HIF",0.614706708902549,0.250107124323421,"Ahnak2",0.450151057401813,0.433823529411765,"(10,15]",136,FALSE,TRUE,12,FALSE
"Ehd2","Lombardi2022_HIF",0.444077130407289,0.203713792203305,"Nckipsd",0.169184290030211,0.201520912547529,"(6,10]",263,FALSE,TRUE,8,FALSE
"Emilin2","Lombardi2022_HIF",0.560536533709848,0.239565564539454,"Mob3a",0.377895266868077,0.519011406844107,"(6,10]",263,FALSE,TRUE,9,FALSE
"Eomes","Lombardi2022_HIF",0.614706708902549,0.271879554966239,"Ahnak2",0.450151057401813,0.273584905660377,"(22,32]",53,FALSE,TRUE,31,FALSE
"Epcam","Lombardi2022_HIF",0.76168248008524,0.290018091356429,"Mob3a",0.593152064451158,0.768060836501901,"(6,10]",263,FALSE,TRUE,10,FALSE
"Epha2","Lombardi2022_HIF",0.805237265710009,0.269018259164373,"Mob3a",0.622608257804632,0.277777777777778,"(32,50]",36,TRUE,FALSE,45,FALSE
