"gene","lens","max_to_lens","mean_to_lens","nearest_lens_member","pct_uniform_background","pct_depth_matched_background","depth_band","n_background_in_band","band_saturated","counted","n_terms","is_lens_member"
"Epn2","Lombardi2022_HIF",0.858735779401793,0.259695563457527,"Mob3a",0.680261832829809,0.870722433460076,"(6,10]",263,FALSE,TRUE,8,FALSE
"Esyt3","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"F3","Lombardi2022_HIF",0.71157447871145,0.245749981981085,"Mob3a",0.547079556898288,0.573529411764706,"(10,15]",136,FALSE,TRUE,14,FALSE
"Fah","Lombardi2022_HIF",0.50555103104341,0.14216070629153,"Bckdk",0.279959718026183,0.390501319261214,"(3,6]",379,TRUE,FALSE,4,FALSE
"Fam110c","Lombardi2022_HIF",0.516797613327597,0.187961244844528,"Mob3a",0.311933534743202,0.286452947259566,"(0,3]",967,TRUE,FALSE,3,FALSE
"Fam83g","Lombardi2022_HIF",0.670192158608542,0.256545662404695,"Ddit4",0.510070493454179,0.428128231644261,"(0,3]",967,TRUE,FALSE,1,FALSE
"Fasl","Lombardi2022_HIF",0.829759009506964,0.278311602597944,"Mob3a",0.647029204431017,0.669642857142857,"(15,22]",112,TRUE,FALSE,21,FALSE
"Fosl1","Lombardi2022_HIF",0.858735779401793,0.314589259977844,"Mob3a",0.680261832829809,0.805147058823529,"(10,15]",136,FALSE,TRUE,15,FALSE
"Fosl2","Lombardi2022_HIF",0.614706708902549,0.269609194523875,"Ahnak2",0.450151057401813,0.025,"(50,Inf]",40,TRUE,FALSE,57,TRUE
"Gap43","Lombardi2022_HIF",0.462007406423347,0.208745422856668,"Kctd11",0.197381671701913,0.247148288973384,"(6,10]",263,FALSE,TRUE,9,FALSE
"Gatm","Lombardi2022_HIF",0.383394890761634,0.219428262163644,"Errfi1",0.0760322255790534,0.0836501901140684,"(6,10]",263,FALSE,TRUE,10,FALSE
"Gdf6","Lombardi2022_HIF",0.761104188096074,0.271539567161027,"Mob3a",0.587109768378651,0.621323529411765,"(10,15]",136,FALSE,TRUE,14,FALSE
"Gfi1","Lombardi2022_HIF",0.656916705981024,0.275264368284161,"Mob3a",0.502769385699899,0.433035714285714,"(15,22]",112,TRUE,FALSE,18,FALSE
"Gfpt2","Lombardi2022_HIF",0.846701005641403,0.239197939557843,"Pfkfb3",0.653071500503525,0.860158311345646,"(3,6]",379,TRUE,FALSE,6,FALSE
"Gja5","Lombardi2022_HIF",0.571900826446281,0.226951759900052,"Mob3a",0.395770392749245,0.025,"(50,Inf]",40,TRUE,FALSE,52,FALSE
"Gm867","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Gpr183","Lombardi2022_HIF",0.923133685893494,0.227471575432812,"Mob3a",0.745216515609265,0.911764705882353,"(10,15]",136,FALSE,TRUE,15,FALSE
"Gprc5a","Lombardi2022_HIF",1,0.191888233037673,"Errfi1",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Gprin2","Lombardi2022_HIF",0.765875455690802,0.246331011609404,"Adm",0.593655589123867,0.489141675284385,"(0,3]",967,TRUE,FALSE,1,FALSE
"Grp","Lombardi2022_HIF",0.858735779401793,0.24845566967165,"Mob3a",0.680261832829809,0.805147058823529,"(10,15]",136,FALSE,TRUE,13,FALSE
"Hbegf","Lombardi2022_HIF",0.724907303843327,0.259532874766191,"Mob3a",0.559919436052367,0.53125,"(15,22]",112,TRUE,FALSE,17,FALSE
"Hk2","Lombardi2022_HIF",0.846701005641403,0.296745240126782,"Pfkfb3",0.653071500503525,0.669642857142857,"(15,22]",112,TRUE,FALSE,18,TRUE
"Hspa1a","Lombardi2022_HIF",0.816698369335147,0.297947886486078,"Ahnak2",0.634441087613293,0.305555555555556,"(32,50]",36,TRUE,FALSE,35,FALSE
"Hspa1b","Lombardi2022_HIF",0.523430383811377,0.283171269901803,"Ahnak2",0.330060422960725,0.132075471698113,"(22,32]",53,FALSE,TRUE,24,FALSE
"Hspg2","Lombardi2022_HIF",0.858735779401793,0.283833671217977,"Mob3a",0.680261832829809,0.736607142857143,"(15,22]",112,TRUE,FALSE,17,FALSE
"Hsph1","Lombardi2022_HIF",0.51495119998165,0.276768431667608,"Ahnak2",0.300855991943605,0.242647058823529,"(10,15]",136,FALSE,TRUE,11,FALSE
"Idi2","Lombardi2022_HIF",0.627258862134307,0.183066255774738,"Pfkfb3",0.464753272910373,0.643799472295514,"(3,6]",379,TRUE,FALSE,4,FALSE
"Ier3","Lombardi2022_HIF",0.63660768904076,0.262844326120802,"Mob3a",0.481369587109768,0.503676470588235,"(10,15]",136,FALSE,TRUE,12,FALSE
"Igf2bp2","Lombardi2022_HIF",0.573946833735251,0.225123483770172,"Ahnak2",0.398791540785498,0.543726235741445,"(6,10]",263,FALSE,TRUE,8,FALSE
"Igkc","Lombardi2022_HIF",0.554949679531576,0.145171269935672,"Slamf9",0.365558912386707,0.326783867631851,"(0,3]",967,TRUE,FALSE,2,FALSE
"Il17f","Lombardi2022_HIF",0.641888535057785,0.246791022593023,"Mob3a",0.486908358509567,0.40625,"(15,22]",112,TRUE,FALSE,17,FALSE
"Il1a","Lombardi2022_HIF",0.71157447871145,0.276702620360684,"Mob3a",0.547079556898288,0.222222222222222,"(32,50]",36,TRUE,FALSE,33,FALSE
"Il1rn","Lombardi2022_HIF",0.422447935056013,0.236562750262958,"Mob3a",0.12638469284995,0.0220588235294118,"(10,15]",136,FALSE,TRUE,14,FALSE
"Il2","Lombardi2022_HIF",0.923133685893494,0.253737860555004,"Mob3a",0.745216515609265,0.89622641509434,"(22,32]",53,FALSE,TRUE,27,FALSE
"Il23a","Lombardi2022_HIF",0.858735779401793,0.21850355453261,"Mob3a",0.680261832829809,0.716981132075472,"(22,32]",53,FALSE,TRUE,25,FALSE
"Il24","Lombardi2022_HIF",0.682297942307703,0.247430931735401,"Fth1",0.52416918429003,0.728232189973615,"(3,6]",379,TRUE,FALSE,5,FALSE
"Il3","Lombardi2022_HIF",0.858735779401793,0.292603843469391,"Mob3a",0.680261832829809,0.716981132075472,"(22,32]",53,FALSE,TRUE,24,FALSE
"Il9","Lombardi2022_HIF",0.641888535057785,0.224052200033695,"Mob3a",0.486908358509567,0.634980988593156,"(6,10]",263,FALSE,TRUE,7,FALSE
"Ildr1","Lombardi2022_HIF",1,0.235815907428429,"Ahnak2",0.885196374622356,0.975285171102662,"(6,10]",263,FALSE,TRUE,8,FALSE
"Inhba","Lombardi2022_HIF",0.829759009506964,0.288096189375736,"Mob3a",0.647029204431017,0.333333333333333,"(32,50]",36,TRUE,FALSE,46,FALSE
"Irf6","Lombardi2022_HIF",0.642857142857143,0.298143538546379,"Ankrd37",0.491188318227593,0.419642857142857,"(15,22]",112,TRUE,FALSE,17,FALSE
"Itga3","Lombardi2022_HIF",0.877012082333032,0.28198207853233,"Ppfia4",0.714249748237664,0.811320754716981,"(22,32]",53,FALSE,TRUE,25,FALSE
"Kdm6b","Lombardi2022_HIF",0.536581992566401,0.262295253276254,"Kdm3a",0.344410876132931,0.301470588235294,"(10,15]",136,FALSE,TRUE,11,FALSE
"Klrc1","Lombardi2022_HIF",0.409317419721112,0.14111769633126,"Mob3a",0.107250755287009,0.119958634953464,"(0,3]",967,TRUE,FALSE,3,FALSE
"Lamc2","Lombardi2022_HIF",0.605538308129322,0.238340047974594,"Sema4b",0.436555891238671,0.614775725593668,"(3,6]",379,TRUE,FALSE,5,FALSE
"Lta","Lombardi2022_HIF",0.923133685893494,0.268018764357984,"Mob3a",0.745216515609265,0.911764705882353,"(10,15]",136,FALSE,TRUE,15,FALSE
"Mab21l3","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Mcf2l","Lombardi2022_HIF",0.923133685893494,0.264957085692307,"Mob3a",0.745216515609265,0.920844327176781,"(3,6]",379,TRUE,FALSE,4,FALSE
"Mocos","Lombardi2022_HIF",0.538154006605249,0.195745569404605,"Pfkfb3",0.344914400805639,0.309203722854188,"(0,3]",967,TRUE,FALSE,3,FALSE
"Mst1r","Lombardi2022_HIF",0.805237265710009,0.254745789600696,"Mob3a",0.622608257804632,0.827176781002638,"(3,6]",379,TRUE,FALSE,6,FALSE
"Myo16","Lombardi2022_HIF",0.858735779401793,0.242140512411374,"Mob3a",0.680261832829809,0.881266490765171,"(3,6]",379,TRUE,FALSE,5,FALSE
"Nab2","Lombardi2022_HIF",0.627892588785886,0.23764086079673,"Ahnak2",0.469284994964753,0.649076517150396,"(3,6]",379,TRUE,FALSE,6,FALSE
"Neb","Lombardi2022_HIF",0.47151282916939,0.154649941257016,"Tagln2",0.209466263846929,0.210961737331955,"(0,3]",967,TRUE,FALSE,3,FALSE
"Neo1","Lombardi2022_HIF",0.627892588785886,0.245282304282301,"Ahnak2",0.469284994964753,0.466911764705882,"(10,15]",136,FALSE,TRUE,12,FALSE
"Notch3","Lombardi2022_HIF",0.858735779401793,0.276628131218174,"Mob3a",0.680261832829809,0.805147058823529,"(10,15]",136,FALSE,TRUE,13,FALSE
"Nppc","Lombardi2022_HIF",0.805237265710009,0.287848671150066,"Mob3a",0.622608257804632,0.277777777777778,"(32,50]",36,TRUE,FALSE,34,FALSE
"Npr3","Lombardi2022_HIF",1,0.279242309012368,"Mob3a",0.885196374622356,0.955357142857143,"(15,22]",112,TRUE,FALSE,18,FALSE
"Nr4a1","Lombardi2022_HIF",0.614706708902549,0.263386705240006,"Ahnak2",0.450151057401813,0.366071428571429,"(15,22]",112,TRUE,FALSE,21,FALSE
"Nr4a2","Lombardi2022_HIF",0.627892588785886,0.283536293009839,"Ahnak2",0.469284994964753,0.292452830188679,"(22,32]",53,FALSE,TRUE,31,FALSE
"Nr4a3","Lombardi2022_HIF",0.923133685893494,0.280070638672535,"Mob3a",0.745216515609265,0.75,"(32,50]",36,TRUE,FALSE,40,FALSE
"Oaf","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Oas3","Lombardi2022_HIF",0.689253184427896,0.210588376111565,"Mob3a",0.528700906344411,0.477678571428571,"(15,22]",112,TRUE,FALSE,18,FALSE
"Olr1","Lombardi2022_HIF",0.545914135030258,0.218898827325781,"Mxi1",0.358006042296073,0.319544984488108,"(0,3]",967,TRUE,FALSE,3,FALSE
"Ophn1","Lombardi2022_HIF",0.621184122995048,0.247367502751106,"Ppfia4",0.460221550855992,0.392857142857143,"(15,22]",112,TRUE,FALSE,17,FALSE
"Pak1","Lombardi2022_HIF",0.923133685893494,0.276830180404569,"Mob3a",0.745216515609265,0.75,"(32,50]",36,TRUE,FALSE,43,FALSE
"Pdgfb","Lombardi2022_HIF",0.923133685893494,0.283107050428152,"Mob3a",0.745216515609265,0.8,"(50,Inf]",40,TRUE,FALSE,79,FALSE
"Pik3ap1","Lombardi2022_HIF",0.805237265710009,0.222211364472942,"Mob3a",0.622608257804632,0.809885931558935,"(6,10]",263,FALSE,TRUE,8,FALSE
"Pkib","Lombardi2022_HIF",0.581718686614584,0.239560674326133,"Vegfa",0.410876132930514,0.356773526370217,"(0,3]",967,TRUE,FALSE,1,FALSE
"Pla1a","Lombardi2022_HIF",0.734597981204316,0.225671386241511,"Errfi1",0.565206445115811,0.468976215098242,"(0,3]",967,TRUE,FALSE,1,FALSE
"Pla2g4c","Lombardi2022_HIF",0.509711326072054,0.190579067136507,"Pfkfb3",0.283987915407855,0.391820580474934,"(3,6]",379,TRUE,FALSE,5,FALSE
"Plaur","Lombardi2022_HIF",0.858735779401793,0.26602890448307,"Mob3a",0.680261832829809,0.805147058823529,"(10,15]",136,FALSE,TRUE,11,TRUE
"Plek","Lombardi2022_HIF",0.858735779401793,0.272818585945123,"Mob3a",0.680261832829809,0.736607142857143,"(15,22]",112,TRUE,FALSE,21,FALSE
"Plek2","Lombardi2022_HIF",0.468325569241511,0.200860200849089,"Nckipsd",0.204431017119839,0.207859358841779,"(0,3]",967,TRUE,FALSE,3,FALSE
"Plk2","Lombardi2022_HIF",0.805237265710009,0.271653375670513,"Mob3a",0.622608257804632,0.584905660377358,"(22,32]",53,FALSE,TRUE,24,FALSE
"Plk3","Lombardi2022_HIF",0.560536533709848,0.270787868236355,"Mob3a",0.377895266868077,0.254464285714286,"(15,22]",112,TRUE,FALSE,17,FALSE
"Plxnb2","Lombardi2022_HIF",0.858735779401793,0.285515656196744,"Mob3a",0.680261832829809,0.736607142857143,"(15,22]",112,TRUE,FALSE,21,FALSE
"Procr","Lombardi2022_HIF",0.514737598849748,0.206211023703724,"Sap30",0.300100704934542,0.282316442605998,"(0,3]",967,TRUE,FALSE,1,FALSE
"Ptger2","Lombardi2022_HIF",0.805237265710009,0.230131775901711,"Mob3a",0.622608257804632,0.809885931558935,"(6,10]",263,FALSE,TRUE,9,FALSE
"Ptgs2","Lombardi2022_HIF",0.560536533709848,0.257157496008014,"Mob3a",0.377895266868077,0.0972222222222222,"(32,50]",36,TRUE,FALSE,47,FALSE
"Ptpn5","Lombardi2022_HIF",1,0.267941911144908,"Mob3a",0.885196374622356,0.975285171102662,"(6,10]",263,FALSE,TRUE,10,FALSE
"Pxdc1","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Rab34","Lombardi2022_HIF",0.543227560163746,0.233255399371939,"Mob3a",0.352719033232628,0.308823529411765,"(10,15]",136,FALSE,TRUE,15,FALSE
"Rgs16","Lombardi2022_HIF",0.923133685893494,0.207157152339194,"Mob3a",0.745216515609265,0.578076525336091,"(0,3]",967,TRUE,FALSE,2,FALSE
"Ripk4","Lombardi2022_HIF",0.604558185922173,0.131562849019698,"Car9",0.434038267875126,0.381592554291624,"(0,3]",967,TRUE,FALSE,2,FALSE
"Rnf152","Lombardi2022_HIF",0.805237265710009,0.257073600608328,"Mob3a",0.622608257804632,0.672794117647059,"(10,15]",136,FALSE,TRUE,15,FALSE
"S1pr3","Lombardi2022_HIF",0.858735779401793,0.243772103456512,"Mob3a",0.680261832829809,0.881266490765171,"(3,6]",379,TRUE,FALSE,6,FALSE
"Samd4","Lombardi2022_HIF",0.496877749141307,0.19241295871919,"Ahnak2",0.265357502517623,0.258531540847983,"(0,3]",967,TRUE,FALSE,3,FALSE
"Scn9a","Lombardi2022_HIF",0.476744186046512,0.203262580596198,"Ankrd37",0.232628398791541,0.150735294117647,"(10,15]",136,FALSE,TRUE,14,FALSE
"Sdc1","Lombardi2022_HIF",0.711900571995141,0.223708788875655,"Mob3a",0.549597180261833,0.758575197889182,"(3,6]",379,TRUE,FALSE,6,FALSE
"Sdc4","Lombardi2022_HIF",0.493494001870078,0.200637793571554,"Actg1",0.262839879154079,0.346007604562738,"(6,10]",263,FALSE,TRUE,10,FALSE
"Sema4a","Lombardi2022_HIF",0.858735779401793,0.22365979300984,"Mob3a",0.680261832829809,0.805147058823529,"(10,15]",136,FALSE,TRUE,13,FALSE
"Serpine1","Lombardi2022_HIF",0.560536533709848,0.251727255727314,"Mob3a",0.377895266868077,0.0972222222222222,"(32,50]",36,TRUE,FALSE,40,FALSE
"Sgms2","Lombardi2022_HIF",0.377367354728837,0.172830905368323,"Pfkfb3",0.0624370594159114,0.0897097625329815,"(3,6]",379,TRUE,FALSE,4,FALSE
"Sh3gl3","Lombardi2022_HIF",0.497268296139908,0.177454414072055,"Kctd11",0.265357502517623,0.258531540847983,"(0,3]",967,TRUE,FALSE,3,FALSE
"Sh3pxd2b","Lombardi2022_HIF",0.688002662377281,0.256932832833878,"P4ha1",0.528197381671702,0.473214285714286,"(15,22]",112,TRUE,FALSE,19,FALSE
"Six5","Lombardi2022_HIF",0.614706708902549,0.249654219638304,"Ahnak2",0.450151057401813,0.593155893536122,"(6,10]",263,FALSE,TRUE,8,FALSE
"Slc13a3","Lombardi2022_HIF",0.538111175190357,0.119442933203813,"Slc16a3",0.344914400805639,0.475285171102662,"(6,10]",263,FALSE,TRUE,7,FALSE
"Slc35d3","Lombardi2022_HIF",0.389588208217095,0.225206341723528,"Slc2a1",0.0830815709969789,0.121372031662269,"(3,6]",379,TRUE,FALSE,6,FALSE
"Slc41a1","Lombardi2022_HIF",0.439035170373818,0.152497104585362,"Mt1",0.162638469284995,0.229551451187335,"(3,6]",379,TRUE,FALSE,5,FALSE
"Slc4a11","Lombardi2022_HIF",0.442644897377469,0.224583415785938,"Stc2",0.169184290030211,0.0735294117647059,"(10,15]",136,FALSE,TRUE,12,FALSE
"Sp7","Lombardi2022_HIF",0.614706708902549,0.274619657891987,"Ahnak2",0.450151057401813,0.593155893536122,"(6,10]",263,FALSE,TRUE,8,FALSE
"Sphk1","Lombardi2022_HIF",0.923133685893494,0.295823239528052,"Mob3a",0.745216515609265,0.75,"(32,50]",36,TRUE,FALSE,39,FALSE
"Spint1","Lombardi2022_HIF",0.824536777091522,0.219042247139861,"P4ha1",0.642497482376637,0.826996197718631,"(6,10]",263,FALSE,TRUE,9,FALSE
"Spp1","Lombardi2022_HIF",0.525062079646124,0.267277526989286,"Ahnak2",0.334340382678751,0.132075471698113,"(22,32]",53,FALSE,TRUE,23,FALSE
"Spry1","Lombardi2022_HIF",0.534971285051919,0.237553988025376,"Kctd11",0.342900302114804,0.223214285714286,"(15,22]",112,TRUE,FALSE,16,FALSE
"Srxn1","Lombardi2022_HIF",0.382591093117409,0.167312443867811,"Ankrd37",0.0704934541792548,0.0858324715615305,"(0,3]",967,TRUE,FALSE,2,FALSE
"Sspo","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Stra6","Lombardi2022_HIF",0.504962237268062,0.220046823430585,"Mob3a",0.27920443101712,0.0833333333333333,"(32,50]",36,TRUE,FALSE,39,FALSE
"Syt15","Lombardi2022_HIF",0.480713988244171,0.197854113166705,"Nckipsd",0.241691842900302,0.232678386763185,"(0,3]",967,TRUE,FALSE,2,FALSE
"Tal2","Lombardi2022_HIF",0.646319536078227,0.224950413596997,"Mxi1",0.494461228600201,0.691292875989446,"(3,6]",379,TRUE,FALSE,5,FALSE
"Tanc2","Lombardi2022_HIF",0.40481492179764,0.173236944129869,"Nckipsd",0.102719033232628,0.155672823218997,"(3,6]",379,TRUE,FALSE,4,FALSE
"Tex15","Lombardi2022_HIF",0.530961986824486,0.212817877158131,"Ahnak2",0.339375629405841,0.301470588235294,"(10,15]",136,FALSE,TRUE,13,FALSE
"Tgm1","Lombardi2022_HIF",0.462176624606251,0.218403649372388,"Kctd11",0.197381671701913,0.279683377308707,"(3,6]",379,TRUE,FALSE,4,FALSE
"Tgm2","Lombardi2022_HIF",0.923133685893494,0.278590323153085,"Mob3a",0.745216515609265,0.89622641509434,"(22,32]",53,FALSE,TRUE,27,FALSE
"Timd2","Lombardi2022_HIF",0.407882839594925,0.165012995459258,"Fth1",0.105740181268882,0.118924508790072,"(0,3]",967,TRUE,FALSE,3,FALSE
"Timp1","Lombardi2022_HIF",0.685685432971472,0.250643789098695,"Mob3a",0.526938569989929,0.544117647058823,"(10,15]",136,FALSE,TRUE,11,FALSE
"Tmeff2","Lombardi2022_HIF",0.453192142768684,0.224683819942431,"Sap30",0.18429003021148,0.263852242744063,"(3,6]",379,TRUE,FALSE,5,FALSE
"Tmem125","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Tmem205","Lombardi2022_HIF",1,0.31767261088039,"Ankrd37",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
"Tnfrsf11b","Lombardi2022_HIF",0.824536777091522,0.198119533438513,"P4ha1",0.642497482376637,0.853562005277045,"(3,6]",379,TRUE,FALSE,5,FALSE
"Tnfsf11","Lombardi2022_HIF",0.923133685893494,0.283705727289031,"Mob3a",0.745216515609265,0.75,"(32,50]",36,TRUE,FALSE,38,FALSE
"Tnfsf14","Lombardi2022_HIF",0.923133685893494,0.232360673143675,"Mob3a",0.745216515609265,0.923954372623574,"(6,10]",263,FALSE,TRUE,8,FALSE
"Tnfsf9","Lombardi2022_HIF",0.466141911951068,0.158589464819196,"Hilpda",0.201409869083585,0.250950570342205,"(6,10]",263,FALSE,TRUE,7,FALSE
"Trp73","Lombardi2022_HIF",0.643921372229874,0.300987466694033,"Mob3a",0.493202416918429,0.320754716981132,"(22,32]",53,FALSE,TRUE,28,FALSE
"Trpm6","Lombardi2022_HIF",0.495140232289732,0.175378677379607,"Slc6a8",0.263846928499496,0.37467018469657,"(3,6]",379,TRUE,FALSE,6,FALSE
"Ttc39c","Lombardi2022_HIF",0.282059176371917,0.124242491800946,"Ppfia4",0.00755287009063444,0.0134436401240951,"(0,3]",967,TRUE,FALSE,2,FALSE
"Uap1","Lombardi2022_HIF",0.47315780691221,0.201524711567435,"Ddx41",0.2134944612286,0.308707124010554,"(3,6]",379,TRUE,FALSE,4,FALSE
"Upp1","Lombardi2022_HIF",0.451946788927095,0.166530599570522,"Pfkfb3",0.177240684793555,0.220532319391635,"(6,10]",263,FALSE,TRUE,9,FALSE
"Vill","Lombardi2022_HIF",0.548330988886851,0.182763216001189,"Tagln2",0.360523665659617,0.321613236814891,"(0,3]",967,TRUE,FALSE,3,FALSE
"Wnt3","Lombardi2022_HIF",1,0.263723738459105,"Mob3a",0.885196374622356,0.981132075471698,"(22,32]",53,FALSE,TRUE,29,FALSE
"Yap1","Lombardi2022_HIF",0.858735779401793,0.294716169957798,"Mob3a",0.680261832829809,0.5375,"(50,Inf]",40,TRUE,FALSE,59,FALSE
"Zbtb32","Lombardi2022_HIF",0.530060413288532,0.238812930123826,"Mxi1",0.337865055387714,0.474934036939314,"(3,6]",379,TRUE,FALSE,5,FALSE
"Zfp583","Lombardi2022_HIF",1,0.339177989318882,"Bhlhe40",0.885196374622356,0.796794208893485,"(0,3]",967,TRUE,FALSE,1,FALSE
