pathway_id,pathway_name,database,nes,pvalue,padj,set_size,core_enrichment,contrast,direction
HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon-alpha Response,Hallmark,3.13844797,1.3884292399999999e-25,6.94214619e-24,96,Ifi27/Helz2/Irf7/Rtp4/Samd9l/Eif2ak2/Lgals3bp/Trim12c/Mx2/Dhx58/Usp18/Isg15/Trim25/Stat2/Ifit3/Oasl1/Oas1a/Adar/Trafd1/Ddx60/Uba7/Ifih1/Ogfr/Irf9/Cmpk2/Cd47/Herc6/Parp12/Parp14/Sp110/Parp9/Rsad2/Trim5/Trim26/Slc25a28/Ifi44/Ifit2/Il4ra,Interaction,Up
HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon-gamma Response,Hallmark,2.8450962,4.81991887e-24,1.20497972e-22,187,Ifi27/Helz2/Irf7/Rtp4/Xaf1/Samd9l/Rnf213/Eif2ak2/Lgals3bp/Mx2/Ddx58/Dhx58/Usp18/Isg15/Oas3/Trim25/Stat2/Oas2/Ifit3/Oasl1/Adar/Gbp9/Trafd1/Ddx60/Pml/Ifih1/Ogfr/Il2rb/Irf9/Cmpk2/Tapbp/Herc6/Ccl5/Parp12/Parp14/Auts2/Sp110/Rsad2/Znfx1/Cd38/Trim26/Slc25a28/Klrk1/Ifi44/Ifit2/Il4ra/Zbp1/Lcp2/Psme2/Casp4/Stat1/Epsti1/Lysmd2/Tap1/Rbck1/Nmi/Gbp10/Cd40/Cxcl10/Plscr1/Vamp5/Rapgef6/Trim14/Gbp4,Interaction,Up
GOBP_DEFENSE_RESPONSE_TO_VIRUS,Defense Response to Virus,GO_BP,2.78139419,5.2147367e-18,1.24632207e-14,118,Ifi27/Irf7/Rtp4/Eif2ak2/Trim12c/Mx2/Ddx58/Dhx58/Usp18/Isg15/Oas3/Trim25/Stat2/Oas2/Ifit3/Oasl1/Oas1a/Adar/Ddx60/Pml/Ifih1/Irf9/Tlr7/Il12rb1/Parp9/Rsad2/Znfx1/Rnasel/Trim5/Trim26/Ifit2/Zbp1,Interaction,Up
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,Interferon-alpha beta Signaling,Reactome,2.85737237,5.51607089e-16,3.66267107e-13,57,Ifi27/Irf7/Xaf1/Eif2ak2/Mx2/Usp18/Isg15/Oas3/Stat2/Oas2/Ifit3/Oasl1/Oas1a/Adar/Irf9/H2-T23/Rsad2/Rnasel/Ubc/Ifit2,Interaction,Up
GOBP_RESPONSE_TO_VIRUS,Response to Virus,GO_BP,2.50776596,1.87886508e-15,2.24524377e-12,168,Ifi27/Irf7/Rtp4/Eif2ak2/Trim12c/Mx2/Ddx58/Dhx58/Usp18/Isg15/Oas3/Trim25/Stat2/Oas2/Ifit3/Oasl1/Oas1a/Adar/Ddx60/Pml/Ifih1/Irf9/Tlr7/Ccl5/Il12rb1/Parp9/Rsad2/Znfx1/Rnasel/Trim5/Trim26/Gbf1/Ifi44/Ifit2/Zbp1,Interaction,Up
REACTOME_INTERFERON_SIGNALING,Interferon Signaling,Reactome,2.50267133,2.21208846e-14,7.34413368e-12,165,Ifi27/Irf7/Xaf1/Eif2ak2/Trim12c/Mx2/Ddx58/Usp18/Isg15/Oas3/Trim25/Stat2/Oas2/Ifit3/Oasl1/Oas1a/Adar/Gbp9/Pml/Uba7/Ifih1/Eif4g2/Irf9/H2-T23/Nup98/Rsad2/Rnasel/Trim5/Trim26/Ubc/Ifi44/Ifit2/Pom121,Interaction,Up
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,Cytokine Signaling in Immune System,Reactome,2.03318375,3.39836533e-13,7.52171527e-11,438,Ifi27/Irf7/Xaf1/Eif2ak2/Trim12c/Mx2/Ddx58/Usp18/Isg15/Oas3/Trim25/Stat2/Oas2/Ifit3/Oasl1/Oas1a/Adar/Gbp9/Crlf2/Serpinb2/Pml/Uba7/Ifih1/Eif4g2/Il2rb/Irf9/H2-T23/Lcp1/Ccl5/Nup98/Il12rb1/Map3k7/Il11/Rsad2/Hras/Rnasel/Prlr/Trim5/Trim26/Birc3/Cd4/Ubc/Ifi44/Ltbr/Ifit2/Il4ra/Cul1/Relb/Prkaca/Pom121/Il17rb/Irak2/Psme2/Cdk1/Socs2/Mapk9/Src/Cebpd/Grb2/Zeb1/Stat1/Usp14/Rae1/Ptprj/Rps6ka5/Mapkapk2/Csk/Gsto1/Mapk14/H2-Q1/Ager/Msn/Tnfrsf1b/Pou2f1/Shc1/Gbp10/Cbl/Psmd3/Foxo1/Il2ra/Cd40/Cxcl10/Stat5a/Ptpn14/Adrm1/Fyn/Ip6k2/Trim14/Smad3/Gbp4/Tnfrsf1a/Cish/Akt1/Bola2/Nlrc5/Ptk2b/Ptpn1/Mcl1/Trp53/Ebi3/Cd70/Ripk2/Pik3r3/Ppp2cb/Socs5/Dusp3/Furin/Trim21/Map2k3/Rps6ka3/Raf1/Ikbkb/Cnn2/Il18bp/Lck/Adam17/Ilf3/Il10rb/Sod1/Ifitm3/Eif2ak3/Chuk/Eif4a1/Hif1a/Fbxw11/Psmd14/Ccr5/Ywhaz/Ifit1bl1/Il1a/Traf2/Cd44/Bcl2l1/Il18rap/Itgb2/Nup153/Irak1/Plcg1/Ppia/Eif4g3/Kpna2/Mmp9/Nod1/Ccl22/Tnfrsf11b/B2m/Flna/Sos1/Peli1/Mapk8/Fgf2,Interaction,Up
WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION,Type I Interferon Induction and Signaling During Sarscov2 Infection,WikiPathways,2.71748753,6.26073259e-13,2.61072549e-10,20,Irf7/Eif2ak2/Ddx58/Oas3/Stat2/Oas2/Oas1a/Ifih1/Irf9/Tlr7,Interaction,Up
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE,Regulation of Viral Life Cycle,GO_BP,2.71819982,6.56302591e-13,5.22854398e-10,55,Eif2ak2/Trim12c/Mx2/Isg15/Oas3/Trim25/Oas2/Oasl1/Oas1a/Adar/Ifih1/Pabpc1/Ccl5/Axl/Rsad2/Znfx1/Rnasel/Trim5/Vps37b,Interaction,Up
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE,Antiviral Innate Immune Response,GO_BP,2.70957965,1.31037827e-11,6.26360812e-9,30,Eif2ak2/Mx2/Ddx58/Dhx58/Usp18/Oas3/Trim25/Oas2/Ifit3/Oasl1/Oas1a/Ifih1/Ifit2/Zbp1,Interaction,Up
