pathway_id,pathway_name,database,nes,pvalue,padj,set_size,core_enrichment,contrast,direction
TRANSPORTDB_ABC,Transportdb Abc,TransportDB,1.60942053,0.0166474247,0.133179397,31,Abcd3/Abcc4/Abca1/Abca17/Tap1/Abcb1b/Abcc10/Abca4/Abcc3/Abcb9/Abcb10/Abcb1a/Abca2/Abcb11/Abcb4/Abcc8/Abcd1/Abcc1/Abca3,Interaction,Up
TRANSPORTDB_MFS,Transportdb Mfs,TransportDB,1.44362191,0.0362676377,0.145070551,55,Slc2a8/Flvcr2/Slc46a1/Slc16a1/Slc22a21/Mfsd6l/Slc46a3/Slc43a2/Slc37a1/Sv2a/Slc16a5/Flvcr1/Slc2a10/Slc43a3/Mfsd14a/Slc16a4/Mfsd14b/Mfsd10/Slc17a7/Slc17a6/Slc43a1/Slc17a5/Slc16a6,Interaction,Up
TRANSPORTDB_MC,Transportdb Mc,TransportDB,1.28981353,0.114502836,0.305340896,44,Slc25a28/Ucp3/Slc25a44/Ucp2/Slc25a18/Slc25a39/Mtch2/Slc25a16/Slc25a23/Slc25a33/Slc25a22/Slc25a38/Slc25a45/Slc25a24/Slc25a12/Slc25a51/Slc25a36/Slc25a46/Slc25a1/Slc25a17/Slc25a48/Slc25a29/Mtch1,Interaction,Up
MITOXPLORER_Fe_S_Cluster_Biosynthesis,Mitoxplorer Fe S Cluster Biosynthesis,MitoXplorer,-1.62774506,0.0162477732,0.373698783,25,Glrx5/Nubp2/AK157302/Lyrm4/Fdxr/Nfu1/Isca2/Hscb/Nfs1/Ciao1/Narf/Ciapin1/Ciao2a/Ciao2b,Interaction,Down
TRANSPORTDB_DMT,Transportdb Dmt,TransportDB,1.19238125,0.223971149,0.37814731,23,Slc35a4/Slc35a5/Slc35e4/Slc35c2/Slc35d3/Slc35d1/Slc35e1/Slc35b1,Interaction,Up
TRANSPORTDB_VIC,Transportdb Vic,TransportDB,-1.14691038,0.236342069,0.37814731,44,Kcna2/Kcnn1/Tpcn1/Cacna1b/Scn3a/Kcnk10/Kcnq2/Kcnd3/Hcn3/Kcns1/Kcna3/Cnga1/Kcnk4/Cacna1g/Cacna1d/Cacna1c/Kcnk6/Kcnh3/Scn1a,Interaction,Down
MITOPATHWAYS_Metabolism.Detoxification.Xenobiotic_metabolism,Mitopathways Metabolism.detoxification.xenobiotic Metabolism,MitoPathways,1.65887442,0.018397096,0.452557948,15,Gstz1/Aldh1b1/Cyb5r3/Bphl/Tst/Cyb5b/Akr1b8,Interaction,Up
MITOPATHWAYS_Mitochondrial_central_dogma.Translation.Translation_factors,Mitopathways Mitochondrial Central Dogma.translation.translation Factors,MitoPathways,-1.65365247,0.0185173468,0.452557948,16,Mtrf1l/Mrrf/Tsfm/Cox14/Mrpl58/Mtrf1/Mtif3,Interaction,Down
MITOPATHWAYS_OXPHOS.Complex_I.CI_subunits,Mitopathways Oxphos.complex I.ci Subunits,MitoPathways,-1.4967757,0.0330339473,0.452557948,36,Ndufb6/Ndufa13/Ndufv1/Ndufa3/Ndufa8/Ndufv2/Ndufs5/Ndufb7/Ndufa9/Ndufb3,Interaction,Down
MITOPATHWAYS_Mitochondrial_central_dogma.mtRNA_metabolism.mtRNA_stability_and_decay,Mitopathways Mitochondrial Central Dogma.mtrna Metabolism.mtrna Stability and...,MitoPathways,-1.4485905,0.0683106336,0.452557948,17,Fastkd3/Rnaseh1/Rexo2/Endog/Slirp,Interaction,Down
MITOPATHWAYS_Signaling,Mitopathways Signaling,MitoPathways,1.41808108,0.0531499312,0.452557948,43,Ifi27/Dele1/Prkaca/Macrod1/C1qbp/Pptc7/Ppif/Slc8b1/Slc25a23/Sphkap/Nlrx1/Slc25a24/Slc25a12/Mul1/Lypla1/Mrs2/Mavs/Vdac3/Acod1,Interaction,Up
MITOPATHWAYS_OXPHOS.Complex_I,Mitopathways Oxphos.complex I,MitoPathways,-1.34913161,0.0631876698,0.452557948,57,Ndufb6/Dmac2/Ndufa13/Timmdc1/Ndufv1/Ndufaf2/Ndufa3/Ndufa8/Acad9/Ndufv2/Ndufs5/Tmem126b/Ndufb7/Ndufa9/Ndufb3,Interaction,Down
MITOPATHWAYS_OXPHOS.OXPHOS_subunits,Mitopathways Oxphos.oxphos Subunits,MitoPathways,-1.33866346,0.0602713222,0.452557948,66,Ndufv3/Sdhd/Ndufc2/Cox8a/Cox5b/Ndufb6/Ndufa13/Cox6b2/Ndufv1/Sdha/Uqcrc2/Cox4i1/Cox7b/Ndufa3/Ndufa8/Ndufv2/Cox7c/Ndufs5/Ndufb7/Ndufa9/Ndufb3,Interaction,Down
