pathway_id,pathway_name,database,nes_WT_heat,padj_WT_heat,nes_KO_heat,padj_KO_heat,nes_interaction,padj_interaction,sig_interaction,pattern,nes_temp_main,nes_geno_main
ADA2_TARGET_GENES,Ada2 Target Genes,TF_Targets,1.04559012,0.435754493,1.08534397,0.381107681,-1.04772196,0.757297268,False,shared_heat,1.11454272,0.987503985
ADNP_TARGET_GENES,Adnp Target Genes,TF_Targets,1.4431528,0.0445799614,1.31458747,0.128573532,1.18280264,0.552202014,False,shared_heat,1.39413012,1.20012219
AEBP2_TARGET_GENES,Aebp2 Target Genes,TF_Targets,1.12571399,0.27125434,1.1072517,0.307486142,0.969515143,0.904430752,False,shared_heat,1.12412031,-1.20276109
AHRR_TARGET_GENES,Ahrr Target Genes,TF_Targets,1.43046837,0.0122045148,1.37265509,0.0331905493,1.18046247,0.475811869,False,shared_heat,1.39543174,0.904480261
ALKBH3_TARGET_GENES,Alkbh3 Target Genes,TF_Targets,0.902729458,0.706384283,0.951993225,0.616996224,0.847565239,0.999658814,False,shared_heat,0.949956668,-0.810110568
ARHGAP35_TARGET_GENES,Arhgap35 Target Genes,TF_Targets,-1.23769988,0.293275222,-1.12627567,0.410891001,-1.11767058,0.73838064,False,shared_heat,-1.10881013,-1.04348498
ARID3B_TARGET_GENES,Arid3b Target Genes,TF_Targets,1.19842827,0.305039709,1.20761402,0.330590276,0.794779419,0.999658814,False,shared_heat,1.13902731,1.29504778
ARID5B_TARGET_GENES,Arid5b Target Genes,TF_Targets,-1.37883551,0.0465420355,-1.34126846,0.0964204685,1.22750531,0.414557019,False,shared_heat,-1.34383739,0.975673235
ARNT2_TARGET_GENES,Arnt2 Target Genes,TF_Targets,1.00503477,0.528402293,-0.891214033,0.78594453,1.30840656,0.375786574,False,shared_heat,0.949770396,-0.969774974
ASH1L_TARGET_GENES,Ash1l Target Genes,TF_Targets,-1.14224006,0.246643432,-1.18272599,0.235498197,1.1520859,0.528436719,False,shared_heat,-1.16549669,-1.02271578
ATF5_TARGET_GENES,Atf5 Target Genes,TF_Targets,1.30962648,0.165535774,1.39626278,0.115788634,-1.32852303,0.375786574,False,shared_heat,1.34778864,1.14222235
ATF6_TARGET_GENES,Atf6 Target Genes,TF_Targets,1.07844214,0.346106318,-1.02421807,0.488378843,1.12661977,0.583722661,False,shared_heat,1.05178302,-1.17373209
ATXN7L3_TARGET_GENES,Atxn7l3 Target Genes,TF_Targets,1.54172659,0.00924470902,1.64982447,0.00251424437,-1.03336968,0.791256804,False,shared_heat,1.60367792,-1.12343194
AUTS2_TARGET_GENES,Auts2 Target Genes,TF_Targets,1.3987274,0.0629197909,1.34418555,0.114704939,0.746849492,0.999658814,False,shared_heat,1.34533635,-0.821847658
BANP_TARGET_GENES,Banp Target Genes,TF_Targets,-1.25617039,0.175191086,-1.2290334,0.235498197,-0.793408036,0.999658814,False,shared_heat,-1.21510161,-0.911506239
BARHL1_TARGET_GENES,Barhl1 Target Genes,TF_Targets,1.52274709,0.00311738461,1.42597739,0.0236591589,0.923639662,0.97975828,False,shared_heat,1.4871944,1.10591367
BARX1_TARGET_GENES,Barx1 Target Genes,TF_Targets,1.28892914,0.073754947,1.09705627,0.325537531,0.986622256,0.876802204,False,shared_heat,1.19990628,-1.07122152
BARX2_TARGET_GENES,Barx2 Target Genes,TF_Targets,-1.27895455,0.0532697135,-1.39837829,0.0147813058,1.27230905,0.272354625,False,shared_heat,-1.33685275,-1.24224687
BCL6B_TARGET_GENES,Bcl6b Target Genes,TF_Targets,-1.40397079,0.166426048,-1.60098068,0.0737626699,1.31410943,0.501716407,False,shared_heat,-1.48208409,0.929806311
BDP1_TARGET_GENES,Bdp1 Target Genes,TF_Targets,-1.06982075,0.367379158,-1.13089159,0.300810582,1.05251128,0.73838064,False,shared_heat,-1.08527807,-0.97886871
BPTF_TARGET_GENES,Bptf Target Genes,TF_Targets,-1.19127506,0.202254786,-1.25872637,0.155938113,1.24267635,0.375786574,False,shared_heat,-1.24686992,1.16246379
BRCA2_TARGET_GENES,BRCA2 Target Genes,TF_Targets,1.26882869,0.0713908331,1.22993135,0.120897692,0.959120521,0.939204022,False,shared_heat,1.25246654,-1.14758889
CASP8AP2_TARGET_GENES,Casp8ap2 Target Genes,TF_Targets,1.07229929,0.418969431,1.0462816,0.468426018,0.771350971,0.999658814,False,shared_heat,1.06465021,-0.73308269
CBX5_TARGET_GENES,Cbx5 Target Genes,TF_Targets,1.47619858,0.0379167008,1.35056336,0.118233706,1.07809495,0.73838064,False,shared_heat,1.40289874,1.15104624
CBX7_TARGET_GENES,Cbx7 Target Genes,TF_Targets,1.32223017,0.110511316,1.17985116,0.249264183,1.36220436,0.272354625,False,shared_heat,1.23537654,0.941938266
CC2D1A_TARGET_GENES,Cc2d1a Target Genes,TF_Targets,1.4049013,0.0137844811,1.30883099,0.0581761618,0.883909531,0.999658814,False,shared_heat,1.36652371,0.95492028
CDC5L_TARGET_GENES,Cdc5l Target Genes,TF_Targets,-1.04556395,0.463784174,-1.18975213,0.318702256,1.21533873,0.580002225,False,shared_heat,-1.11359151,-0.996888727
CDC73_TARGET_GENES,Cdc73 Target Genes,TF_Targets,1.14646345,0.279513424,-1.04056522,0.467103792,0.970622088,0.888213669,False,shared_heat,1.08641521,0.927046079
CDH4_TARGET_GENES,Cdh4 Target Genes,TF_Targets,-1.06372837,0.463784174,-1.12336881,0.417313264,1.62753953,0.272354625,False,shared_heat,-1.07957136,0.9224275
CEBPZ_TARGET_GENES,Cebpz Target Genes,TF_Targets,-1.24021481,0.126381156,-1.32374073,0.068612359,1.0538521,0.73838064,False,shared_heat,-1.28306098,-1.38476631
CENPT_TARGET_GENES,Cenpt Target Genes,TF_Targets,0.724734558,0.887442615,-0.761074106,0.83777767,0.977166941,0.875872718,False,shared_heat,-0.791470353,-1.31039037
CHAF1A_TARGET_GENES,Chaf1a Target Genes,TF_Targets,-1.22725058,0.30363668,-1.3338889,0.252111949,-0.904443767,0.939204022,False,shared_heat,-1.38421878,1.00201393
CHAF1B_TARGET_GENES,Chaf1b Target Genes,TF_Targets,1.06085573,0.387810611,-1.02921127,0.475969461,1.0393694,0.783349529,False,shared_heat,-1.05534422,-0.968537625
CHAMP1_TARGET_GENES,Champ1 Target Genes,TF_Targets,1.35486964,0.208157617,1.47841381,0.15779592,-0.771123215,0.999658814,False,shared_heat,1.41859061,0.93953794
CIC_TARGET_GENES,Cic Target Genes,TF_Targets,1.31085566,0.160059853,1.070838,0.414325033,1.11375631,0.670551953,False,shared_heat,1.21611663,1.06531921
CIITA_TARGET_GENES,Ciita Target Genes,TF_Targets,1.08102996,0.338706409,-0.995576845,0.548911756,1.03975029,0.772774417,False,shared_heat,-1.02591573,-1.12714716
COBLL1_TARGET_GENES,Cobll1 Target Genes,TF_Targets,1.05045962,0.466313704,0.839932382,0.784335067,1.19105499,0.631604234,False,shared_heat,0.993995818,1.37341369
CREB3L2_TARGET_GENES,Creb3l2 Target Genes,TF_Targets,0.913663375,0.648410632,0.785526403,0.824951591,-1.01712941,0.842282796,False,shared_heat,0.861010538,0.852308992
CREB3L4_TARGET_GENES,Creb3l4 Target Genes,TF_Targets,-1.13427556,0.250232586,1.17169262,0.211300627,-1.18951866,0.375786574,False,shared_heat,1.14865642,-1.30030162
CREB3_TARGET_GENES,CREB-3 Target Genes,TF_Targets,1.17899901,0.279513424,0.98570565,0.563705721,1.35144817,0.375786574,False,shared_heat,1.0230012,1.94274814
CSHL1_TARGET_GENES,Cshl1 Target Genes,TF_Targets,1.22059886,0.264800959,-1.00632657,0.532959148,1.39180353,0.375786574,False,shared_heat,1.11744767,1.7366293
CTR9_TARGET_GENES,Ctr9 Target Genes,TF_Targets,1.42115103,0.198134233,1.6061812,0.115865652,-0.723273425,0.999658814,False,shared_heat,1.50234306,0.885419377
CUX1_TARGET_GENES,Cux1 Target Genes,TF_Targets,1.24219889,0.192744543,1.1060586,0.36272495,1.06265717,0.742839455,False,shared_heat,1.17747934,1.09968295
DACH1_TARGET_GENES,Dach1 Target Genes,TF_Targets,-1.13136197,0.279513424,-1.21586067,0.224332234,1.30399582,0.309935642,False,shared_heat,-1.17172934,-1.11433057
DBP_TARGET_GENES,Dbp Target Genes,TF_Targets,1.36301854,0.0248788026,1.3189258,0.0506723781,0.955101846,0.939457641,False,shared_heat,1.32398898,-0.925853522
DICER1_TARGET_GENES,Dicer1 Target Genes,TF_Targets,1.17156753,0.357840426,1.19234952,0.370485608,-0.760846575,0.999658814,False,shared_heat,1.1750881,0.977536121
DIDO1_TARGET_GENES,Dido1 Target Genes,TF_Targets,0.969387355,0.62280908,0.918491575,0.802884091,-0.907350606,0.999658814,False,shared_heat,0.947884355,-1.06126474
DLX2_TARGET_GENES,Dlx2 Target Genes,TF_Targets,-1.21642349,0.27125434,-1.29595351,0.235681693,1.3579633,0.38138296,False,shared_heat,-1.17206215,-0.845527266
DLX4_TARGET_GENES,Dlx4 Target Genes,TF_Targets,-1.09679938,0.339748035,-1.0706027,0.41025126,1.18761695,0.519529162,False,shared_heat,-1.06626532,1.07017479
DLX6_TARGET_GENES,Dlx6 Target Genes,TF_Targets,1.29587451,0.149033299,1.29029271,0.153823428,-0.992745466,0.871866957,False,shared_heat,1.29964897,-1.04241787
DMRT1_TARGET_GENES,Dmrt1 Target Genes,TF_Targets,-0.883786195,0.77203293,-0.860798958,0.810553938,-1.08071423,0.736348645,False,shared_heat,0.894874168,-1.60978948
DNMT1_TARGET_GENES,Dnmt1 Target Genes,TF_Targets,1.34402293,0.188098085,1.36636286,0.19213757,-0.610587894,0.999658814,False,shared_heat,1.35274955,-0.816196214
DNMT3A_TARGET_GENES,Dnmt3a Target Genes,TF_Targets,0.983178428,0.569459286,1.09765915,0.370485608,-0.819280509,0.999658814,False,shared_heat,1.05695837,0.997554204
DYRK1A_TARGET_GENES,Dyrk1a Target Genes,TF_Targets,-1.06877604,0.389406275,1.03963443,0.456456157,-0.825899661,0.999658814,False,shared_heat,-0.998904473,0.76481054
E2F2_TARGET_GENES,E2f2 Target Genes,TF_Targets,1.26466947,0.0769433512,1.2280213,0.120897692,0.825912762,0.999658814,False,shared_heat,1.27019827,-1.03424668
E2F5_TARGET_GENES,E2f5 Target Genes,TF_Targets,-1.03384927,0.448477785,-1.06076804,0.412116366,-0.885624273,0.999658814,False,shared_heat,-1.00594424,1.42180293
EBNA1BP2_TARGET_GENES,Ebna1bp2 Target Genes,TF_Targets,-1.07023561,0.417220698,-1.09621975,0.40515124,1.41352549,0.309935642,False,shared_heat,-1.0953244,1.25935938
ELF2_TARGET_GENES,Elf2 Target Genes,TF_Targets,-1.01431887,0.500417041,-1.00575109,0.531848646,-0.966139564,0.939204022,False,shared_heat,-1.02055244,-1.01023779
ELF5_TARGET_GENES,Elf5 Target Genes,TF_Targets,1.12964447,0.322282945,1.19007119,0.276580341,-0.921770699,0.964636938,False,shared_heat,1.14812084,-0.921988503
EMX1_TARGET_GENES,Emx1 Target Genes,TF_Targets,-1.00415738,0.533266775,-0.864194276,0.779442906,-0.826200007,0.999658814,False,shared_heat,-0.955354994,0.883671684
EPC1_TARGET_GENES,Epc1 Target Genes,TF_Targets,1.70601447,0.00959651036,1.60939875,0.0265821408,0.994485507,0.871866957,False,shared_heat,1.73690724,1.08465204
EWSR1_TARGET_GENES,Ewsr1 Target Genes,TF_Targets,1.12707463,0.279513424,-1.02230532,0.492669366,1.10200505,0.648184243,False,shared_heat,1.11779444,-0.947065741
F10_TARGET_GENES,F10 Target Genes,TF_Targets,1.14166388,0.33333261,1.07903718,0.419827233,0.795952304,0.999658814,False,shared_heat,1.06968755,1.33621063
FEV_TARGET_GENES,Fev Target Genes,TF_Targets,1.39803404,0.0127683448,1.31492741,0.0506723781,1.00921727,0.842282796,False,shared_heat,1.35392558,-1.05202274
FOXC1_TARGET_GENES,Foxc1 Target Genes,TF_Targets,1.62243988,0.0847382156,1.43432595,0.224332234,1.51035138,0.375786574,False,shared_heat,1.50780388,0.979223121
FOXD2_TARGET_GENES,Foxd2 Target Genes,TF_Targets,1.53914038,0.00362475208,1.45955888,0.0124893557,0.908069491,0.999658814,False,shared_heat,1.50114402,0.99202873
FOXE1_TARGET_GENES,Foxe1 Target Genes,TF_Targets,1.257044,0.161442587,1.21367013,0.22333515,-0.816943601,0.999658814,False,shared_heat,1.23840292,-1.10777243
FOXG1_TARGET_GENES,Foxg1 Target Genes,TF_Targets,1.03136336,0.467811898,-0.888375905,0.779005752,0.842184762,0.999658814,False,shared_heat,0.958511615,-0.837384152
FOXJ2_TARGET_GENES,Foxj2 Target Genes,TF_Targets,1.36223446,0.120913442,1.26293444,0.22333515,0.970892963,0.885657469,False,shared_heat,1.29437798,-1.06264682
FOXN3_TARGET_GENES,Foxn3 Target Genes,TF_Targets,1.58023381,0.00311738461,1.44235507,0.023962165,1.43316845,0.121999134,False,shared_heat,1.50202537,1.33685576
FOXO4_TARGET_GENES,Foxo4 Target Genes,TF_Targets,1.16748913,0.289161151,0.984858615,0.563775065,1.21777567,0.552202014,False,shared_heat,1.10021882,-1.22060167
FOXR2_TARGET_GENES,Foxr2 Target Genes,TF_Targets,1.37530956,0.165535774,1.2920369,0.239090661,-0.82674733,0.999658814,False,shared_heat,1.28065704,-0.963557172
FXR1_TARGET_GENES,Fxr1 Target Genes,TF_Targets,-1.05631588,0.398356978,-1.18808666,0.235681693,1.08148148,0.695944794,False,shared_heat,-1.14040882,-1.08466704
GLI1_TARGET_GENES,Gli1 Target Genes,TF_Targets,-1.08660746,0.379196581,-1.08995234,0.397417201,-0.991116731,0.871866957,False,shared_heat,-1.11309654,-0.986957261
GLI3_TARGET_GENES,Gli3 Target Genes,TF_Targets,1.21333254,0.202254786,1.11043332,0.340822226,1.15119797,0.583722661,False,shared_heat,1.17545597,0.844597934
GLI4_TARGET_GENES,Gli4 Target Genes,TF_Targets,-1.311734,0.135003168,-1.2590398,0.21031726,0.845823103,0.999658814,False,shared_heat,-1.2819793,-1.5932208
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,Acetyl CoA Biosynthetic Process,GO_BP,-1.80976119,0.0210350395,-1.81071126,0.0259132252,0.950695616,0.896633964,False,shared_heat,-1.74222219,-0.964862063
GOBP_ACETYL_COA_METABOLIC_PROCESS,Acetyl CoA Metabolic Process,GO_BP,-2.00411737,0.00240105762,-2.06395089,0.000854304275,1.25278023,0.61117042,False,shared_heat,-1.95968302,0.944711794
GOBP_ACIDIC_AMINO_ACID_TRANSPORT,Acidic Amino Acid Transport,GO_BP,1.29007883,0.249530401,1.18857318,0.363271393,1.20668036,0.670561403,False,shared_heat,1.21227615,1.42637024
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT,Actin Filament Based Movement,GO_BP,1.29054336,0.216181612,1.30279883,0.226084798,0.762144255,0.996578828,False,shared_heat,1.29395994,-1.06184845
GOBP_ACTIN_FILAMENT_BASED_PROCESS,Actin Filament Based Process,GO_BP,1.69165533,0.000174372969,1.56203694,0.00211021845,1.00219562,0.856897011,False,shared_heat,1.60468374,1.14845434
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,Actin Filament Bundle Organization,GO_BP,1.70004239,0.0120704204,1.5710384,0.0431470646,1.03258553,0.839590835,False,shared_heat,1.65301329,1.15889734
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,Actin Filament Depolymerization,GO_BP,0.999255555,0.550189508,1.04668963,0.506988598,-1.3733583,0.492128003,False,shared_heat,0.969589446,0.785237867
GOBP_ACTIN_FILAMENT_ORGANIZATION,Actin Filament Organization,GO_BP,1.59676383,0.00719509685,1.49101564,0.0259132252,0.967210776,0.898474155,False,shared_heat,1.52877382,1.06743977
GOBP_ACTIN_FILAMENT_POLYMERIZATION,Actin Filament Polymerization,GO_BP,-1.18449399,0.310645656,-1.23163672,0.283936365,0.903302269,0.946455972,False,shared_heat,-1.16527553,1.02703737
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,Actin Mediated Cell Contraction,GO_BP,1.27130109,0.247639301,1.25834893,0.28384986,0.726545495,0.999948662,False,shared_heat,1.29844377,-1.02249672
GOBP_ACTIN_NUCLEATION,Actin Nucleation,GO_BP,0.929223722,0.630912965,0.771362615,0.820503548,0.858403751,0.950156705,False,shared_heat,0.896194402,-0.901266102
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,Actin Polymerization or Depolymerization,GO_BP,-1.06756495,0.446613689,-1.07560763,0.452916537,0.7933786,0.994909646,False,shared_heat,-1.0255018,1.03708227
GOBP_ACTION_POTENTIAL,Action Potential,GO_BP,1.13905255,0.37480098,1.053991,0.487064493,0.774681031,0.994346977,False,shared_heat,1.13091612,1.25356406
GOBP_ACTIVATED_T_CELL_PROLIFERATION,Activated T Cell Proliferation,GO_BP,1.718819,0.0334844039,1.45349679,0.161967082,1.05026082,0.836393647,False,shared_heat,1.59308676,-1.05448271
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE,Activation of Immune Response,GO_BP,1.44236088,0.0179618076,1.18345708,0.210597403,1.82474005,6.55080772e-05,True,WT_only,1.28323691,1.84226778
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,Activation of Innate Immune Response,GO_BP,1.23101691,0.196612682,-1.17979911,0.294278995,1.98450858,0.000108195275,True,sign_reversal,-1.048451,2.38227719
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,Activation of Protein Kinase Activity,GO_BP,1.42847575,0.164633939,1.04461381,0.508986162,1.29751359,0.583108204,False,shared_heat,1.28961619,-0.782442601
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,Activin Receptor Signaling Pathway,GO_BP,-1.10734744,0.436392631,-1.12486156,0.43564756,1.05178412,0.832981042,False,shared_heat,-1.10714738,-0.651114666
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Actomyosin Structure Organization,GO_BP,1.53429218,0.0386495404,1.43345448,0.0866104236,1.04833427,0.811351454,False,shared_heat,1.43286992,1.19780212
GOBP_ACUTE_INFLAMMATORY_RESPONSE,Acute Inflammatory Response,GO_BP,1.64588933,0.0397539576,1.47084466,0.12531693,1.56071409,0.267987106,False,shared_heat,1.5169317,0.675212792
GOBP_ACUTE_PHASE_RESPONSE,Acute Phase Response,GO_BP,1.5958702,0.0828853175,1.50762859,0.148664874,1.23692449,0.669537991,False,shared_heat,1.55909368,-0.615080579
GOBP_ACYL_COA_BIOSYNTHETIC_PROCESS,Acyl CoA Biosynthetic Process,GO_BP,-1.84710149,0.00998670888,-1.89825188,0.00914628193,1.2529722,0.5990368,False,shared_heat,-1.82467422,-0.903232951
GOBP_ACYL_COA_METABOLIC_PROCESS,Acyl CoA Metabolic Process,GO_BP,-2.0661074,0.000242238281,-2.13567918,0.00026286258,1.30965288,0.491578783,False,shared_heat,-2.0833791,-1.05900611
GOBP_ADAPTIVE_IMMUNE_RESPONSE,Adaptive Immune Response,GO_BP,1.35085379,0.0515142428,1.27437138,0.112705392,1.18502025,0.516421412,False,shared_heat,1.30980881,-0.895746204
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,Adaptive Immune Response Based On Somatic Recombination of Immune Receptors B...,GO_BP,1.36880463,0.0615282946,1.28132197,0.139275051,1.24697009,0.459063284,False,shared_heat,1.3160087,0.953348059
GOBP_ADAPTIVE_THERMOGENESIS,Adaptive Thermogenesis,GO_BP,1.22689793,0.246076574,1.21015102,0.286315939,1.13945411,0.701594507,False,shared_heat,1.13951239,-1.38471031
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Activating G Protein Coupled Receptor Signaling Pathway,GO_BP,-1.1326521,0.380432686,-1.2528693,0.28658851,1.20837075,0.645895151,False,shared_heat,-1.13813176,-0.95732291
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Inhibiting G Protein Coupled Receptor Signaling Pathway,GO_BP,0.669778611,0.923546347,-0.787373805,0.80215845,-0.502993469,0.999948662,False,shared_heat,-0.718566114,1.28906941
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Modulating G Protein Coupled Receptor Signaling Pathway,GO_BP,-0.978737922,0.580952133,-1.11751532,0.41282334,1.11475495,0.739144788,False,shared_heat,-1.0432718,0.893186536
GOBP_ADHERENS_JUNCTION_ORGANIZATION,Adherens Junction Organization,GO_BP,-0.705904938,0.894165172,-0.757290218,0.838178733,-0.550971794,0.999948662,False,shared_heat,-0.75667824,1.06353494
GOBP_ADIPOSE_TISSUE_DEVELOPMENT,Adipose Tissue Development,GO_BP,1.01582137,0.528261964,0.930994253,0.635759141,0.650412153,0.999948662,False,shared_heat,0.996460201,-1.13171099
GOBP_ADULT_BEHAVIOR,Adult Behavior,GO_BP,1.3283794,0.191384511,1.25138569,0.283936365,1.2359879,0.60998474,False,shared_heat,1.29534815,1.02801494
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,Adult Locomotory Behavior,GO_BP,1.37573118,0.195473587,1.16507227,0.396482012,1.36607852,0.506063695,False,shared_heat,1.3016197,1.02688459
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,Alcohol Biosynthetic Process,GO_BP,-1.50300043,0.0693857001,-1.78947115,0.0127312022,1.71844752,0.0787781904,False,shared_heat,-1.63674859,0.836758414
GOBP_ALCOHOL_CATABOLIC_PROCESS,Alcohol Catabolic Process,GO_BP,1.15113222,0.397149285,1.12226217,0.437756134,-0.791199496,0.980529725,False,shared_heat,1.13050936,0.897608219
GOBP_ALCOHOL_METABOLIC_PROCESS,Alcohol Metabolic Process,GO_BP,-1.46468736,0.0352985427,-1.63211163,0.0104868911,1.2732604,0.437440391,False,shared_heat,-1.52318706,0.83302897
GOBP_ALDEHYDE_METABOLIC_PROCESS,Aldehyde Metabolic Process,GO_BP,1.08373815,0.450060919,1.11803567,0.429584325,-0.955514,0.896633964,False,shared_heat,1.04167547,-1.33769799
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,alpha Amino Acid Biosynthetic Process,GO_BP,1.50093573,0.104201276,1.47487567,0.139275051,0.602973919,0.999948662,False,shared_heat,1.4728041,0.806267989
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS,alpha Amino Acid Metabolic Process,GO_BP,1.34397167,0.133087229,1.29510294,0.193968,0.801090946,0.994909646,False,shared_heat,1.32154334,-0.859605361
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,alpha beta T Cell Activation,GO_BP,1.25577204,0.178293441,1.22008187,0.234205155,1.00553397,0.852313896,False,shared_heat,1.20446517,0.952608472
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,alpha beta T Cell Differentiation,GO_BP,1.04379254,0.474375011,1.02155051,0.51538418,0.54456943,0.999948662,False,shared_heat,0.990117021,0.977919826
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION,alpha beta T Cell Proliferation,GO_BP,-1.14425889,0.388469933,-1.39913419,0.186564479,1.65523845,0.201444713,False,shared_heat,-1.25735819,1.03780803
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,Alternative mRNA Splicing via Spliceosome,GO_BP,-0.641385619,0.945333466,0.925835224,0.638966829,-1.25398124,0.612741338,False,shared_heat,0.759818456,1.19562104
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,Ameboidal Type Cell Migration,GO_BP,1.60978987,0.0163070985,1.52477001,0.0416659476,1.00459062,0.853223766,False,shared_heat,1.55882996,1.26996949
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,Amide Biosynthetic Process,GO_BP,-1.5602825,0.0397539576,-1.58847808,0.0403109467,0.906467874,0.945726528,False,shared_heat,-1.53123112,-0.779597004
GOBP_AMIDE_METABOLIC_PROCESS,Amide Metabolic Process,GO_BP,-1.44028083,0.0294741777,-1.56102486,0.0109523552,1.01751562,0.844399056,False,shared_heat,-1.48117668,-0.861446722
GOBP_AMIDE_TRANSPORT,Amide Transport,GO_BP,-1.09866965,0.392639841,-1.30632809,0.171518336,1.45700444,0.240587711,False,shared_heat,-1.14527684,-1.04548585
GOBP_AMINE_BIOSYNTHETIC_PROCESS,Amine Biosynthetic Process,GO_BP,1.49059986,0.135721604,1.51610248,0.14333963,-1.37086409,0.508905807,False,shared_heat,1.49009304,0.92618946
GOBP_AMINE_METABOLIC_PROCESS,Amine Metabolic Process,GO_BP,1.4857919,0.10372309,1.60887986,0.067827748,-0.802913199,0.985926477,False,shared_heat,1.52012185,-1.11987527
GOBP_AMINE_TRANSPORT,Amine Transport,GO_BP,1.29044117,0.263695323,1.04151682,0.511118784,0.773526999,0.986502275,False,shared_heat,1.1521002,0.927946963
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,Aminoglycan Biosynthetic Process,GO_BP,1.17752536,0.371332753,0.826903056,0.756916116,1.11151598,0.791459509,False,shared_heat,1.06928445,1.33087628
GOBP_AMINOGLYCAN_METABOLIC_PROCESS,Aminoglycan Metabolic Process,GO_BP,1.15978726,0.364081966,-0.831168851,0.773707899,1.18057611,0.694777195,False,shared_heat,1.10498402,-0.999783112
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS,Amino Acid Biosynthetic Process,GO_BP,1.6075832,0.0534314863,1.55917333,0.0862486765,0.778678564,0.992649497,False,shared_heat,1.58229992,0.964620719
GOBP_AMINO_ACID_CATABOLIC_PROCESS,Amino Acid Catabolic Process,GO_BP,1.21977884,0.283898492,1.19829616,0.329458011,0.606355524,0.999948662,False,shared_heat,1.21253356,-1.01183713
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,Amino Acid Import Across Plasma Membrane,GO_BP,1.36594149,0.212599205,1.28149465,0.303434394,1.5779826,0.313440676,False,shared_heat,1.30337931,1.36784632
GOBP_AMINO_ACID_METABOLIC_PROCESS,Amino Acid Metabolic Process,GO_BP,1.28908286,0.160391168,1.20817763,0.264694529,0.700405722,0.999948662,False,shared_heat,1.24842268,-0.850279861
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,Amino Acid Transmembrane Transport,GO_BP,1.40659292,0.165298441,1.32429573,0.253082111,1.40815857,0.455775885,False,shared_heat,1.38053265,1.04120473
GOBP_AMINO_ACID_TRANSPORT,Amino Acid Transport,GO_BP,1.46109676,0.100072307,1.25109003,0.279074527,1.5828434,0.221700999,False,shared_heat,1.35101942,1.37118837
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,Amino Sugar Metabolic Process,GO_BP,1.29968509,0.276592323,1.16228432,0.413401156,0.693222131,0.997837984,False,shared_heat,1.23426767,0.782314398
GOBP_AMYLOID_BETA_CLEARANCE,Amyloid beta Clearance,GO_BP,1.79874157,0.0189354804,1.58586081,0.0865177501,0.870575968,0.950156705,False,shared_heat,1.6938063,1.05514007
GOBP_AMYLOID_BETA_FORMATION,Amyloid beta Formation,GO_BP,0.906118287,0.663119504,0.763290928,0.846764929,-0.63609769,0.999948662,False,shared_heat,0.856293576,0.997901125
GOBP_AMYLOID_BETA_METABOLIC_PROCESS,Amyloid beta Metabolic Process,GO_BP,1.11413422,0.419647706,0.979405233,0.574297758,0.73017595,0.996578828,False,shared_heat,1.06493413,1.0275338
GOBP_AMYLOID_FIBRIL_FORMATION,Amyloid Fibril Formation,GO_BP,1.11489355,0.428804901,0.957406664,0.60442334,-0.852360197,0.950156705,False,shared_heat,1.0362553,1.05449954
