"gene_symbol","ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","contrast"
"Abca1","ENSMUSG00000015243.4",-0.783978915,5.61469483,-18.9943599,4.16077938e-18,4.3094725e-15,"WT_heat"
"Dot1l","ENSMUSG00000061589.14",0.670384861,8.12014758,18.7123764,6.26376524e-18,6.16323181e-15,"WT_heat"
"Ahr","ENSMUSG00000019256.17",-1.15310734,3.99799298,-18.6293221,7.07289327e-18,6.6279746e-15,"WT_heat"
"Gm48583","ENSMUSG00000114277.1",-1.24333099,5.70924289,-21.273676,7.9525404e-18,6.80426272e-15,"WT_heat"
"St6galnac6","ENSMUSG00000026811.18",0.853674123,5.26802717,18.560951,7.81953455e-18,6.80426272e-15,"WT_heat"
"Itga5","ENSMUSG00000000555.8",0.889385466,4.97252475,18.4582531,9.09710097e-18,7.45924375e-15,"WT_heat"
"Csgalnact1","ENSMUSG00000036356.15",0.915852027,4.83609554,18.3163977,1.12252131e-17,8.20836641e-15,"WT_heat"
"Zfp944","ENSMUSG00000033972.9",-0.738993965,5.66800071,-18.3538366,1.06180024e-17,8.20836641e-15,"WT_heat"
"Slc44a1","ENSMUSG00000028412.17",-0.719578645,6.30542843,-18.2897479,1.16791635e-17,8.20836641e-15,"WT_heat"
"Acsl6","ENSMUSG00000020333.17",-0.588665856,6.69275219,-18.2905129,1.16658708e-17,8.20836641e-15,"WT_heat"
"Usp22","ENSMUSG00000042506.15",-0.629580454,7.11450913,-18.2596146,1.2215321e-17,8.28914836e-15,"WT_heat"
"C3","ENSMUSG00000024164.15",1.66690396,3.65074346,19.1710302,1.35020012e-17,8.85686269e-15,"WT_heat"
"Rcbtb2","ENSMUSG00000022106.14",-0.947548561,4.57695798,-18.0312306,1.72001697e-17,1.09187787e-14,"WT_heat"
"Ophn1","ENSMUSG00000031214.13",1.84959845,1.95923542,17.9501728,1.94385471e-17,1.1954099e-14,"WT_heat"
"Fam83g","ENSMUSG00000042377.8",1.62350864,4.4658382,20.740017,2.76503345e-17,1.64888161e-14,"WT_heat"
"Tspan3","ENSMUSG00000032324.11",0.979169183,5.01436396,17.4551137,4.14555234e-17,2.39942131e-14,"WT_heat"
"Glb1","ENSMUSG00000045594.10",0.572491407,6.1970441,17.3885345,4.59629459e-17,2.58429946e-14,"WT_heat"
"Arl5c","ENSMUSG00000038352.15",-1.14221563,4.89033355,-18.1091692,5.00883411e-17,2.73802351e-14,"WT_heat"
"Rorc","ENSMUSG00000028150.14",0.86419512,7.06690893,18.5374622,5.59720058e-17,2.89861343e-14,"WT_heat"
"Crebrf","ENSMUSG00000048249.14",-0.846796958,5.85602926,-17.2750361,5.48467607e-17,2.89861343e-14,"WT_heat"
"Gm12940","ENSMUSG00000085334.7",-0.757253724,5.19083447,-17.0694351,7.57244955e-17,3.82098038e-14,"WT_heat"
"Fah","ENSMUSG00000030630.16",1.25260085,3.65144281,17.0403144,7.92847818e-17,3.90061305e-14,"WT_heat"
"Lgals3","ENSMUSG00000050335.17",0.900795082,5.43904938,16.8033147,1.33784319e-16,6.2684324e-14,"WT_heat"
"Traf5","ENSMUSG00000026637.13",-0.748487273,4.67132058,-16.72218,1.31527297e-16,6.2684324e-14,"WT_heat"
"Ncmap","ENSMUSG00000043924.16",-1.66274069,3.47760354,-17.8545637,1.41819426e-16,6.48853884e-14,"WT_heat"
"Scarb2","ENSMUSG00000029426.8",-0.606532965,6.17794825,-16.6611217,1.4507633e-16,6.48853884e-14,"WT_heat"
"Rpl10a-ps2","ENSMUSG00000061988.3",2.03682742,1.81279272,16.6281416,1.5298504e-16,6.69020579e-14,"WT_heat"
"Hspa4l","ENSMUSG00000025757.13",0.615283977,7.2540347,16.5767038,1.66217731e-16,7.11086681e-14,"WT_heat"
"Maged1","ENSMUSG00000025151.16",0.919520696,4.76406246,16.3899666,2.25029964e-16,9.22575973e-14,"WT_heat"
"Sell","ENSMUSG00000026581.14",-0.668510097,7.3004298,-16.3942308,2.23471722e-16,9.22575973e-14,"WT_heat"
"Igfbp4","ENSMUSG00000017493.12",-0.45489037,9.32851269,-16.2922261,2.63989275e-16,1.06021325e-13,"WT_heat"
"Rbmx","ENSMUSG00000031134.16",-0.652010335,6.2357189,-16.2545137,2.80822992e-16,1.10526313e-13,"WT_heat"
"Pou2f2","ENSMUSG00000008496.19",0.637856083,6.99332035,16.1495146,3.33767161e-16,1.26713619e-13,"WT_heat"
"Myo1c","ENSMUSG00000017774.19",0.604798102,7.781593,16.1475881,3.34829422e-16,1.26713619e-13,"WT_heat"
"Satb1","ENSMUSG00000023927.15",-0.849741615,5.36329606,-16.129037,3.45237853e-16,1.28187466e-13,"WT_heat"
"Hbp1","ENSMUSG00000002996.17",-0.689353951,5.89972553,-16.0892127,3.68723233e-16,1.34372305e-13,"WT_heat"
"A630001G21Rik","ENSMUSG00000052760.16",-0.689846032,5.53542125,-16.0448235,3.96849458e-16,1.41992736e-13,"WT_heat"
"Sidt1","ENSMUSG00000022696.17",-1.34022231,3.16675269,-16.0129426,4.18406705e-16,1.47032599e-13,"WT_heat"
"Zc3h6","ENSMUSG00000042851.17",-0.973116737,3.24750655,-15.9700698,4.49313885e-16,1.55123648e-13,"WT_heat"
"Uvssa","ENSMUSG00000037355.14",-0.775761548,4.4201933,-15.9540572,4.61452318e-16,1.56567589e-13,"WT_heat"
"Wdyhv1","ENSMUSG00000022359.10",-0.591837238,5.54999535,-15.9302574,4.80121499e-16,1.60140864e-13,"WT_heat"
"Zc3h7b","ENSMUSG00000022390.11",-0.560682949,6.43705742,-15.8910879,5.12558694e-16,1.68110709e-13,"WT_heat"
"Slc39a14","ENSMUSG00000022094.15",0.632550565,6.41701489,15.8474483,5.51368689e-16,1.77875155e-13,"WT_heat"
"Grap2","ENSMUSG00000042351.9",-0.641485879,8.31828054,-16.1459747,5.68513143e-16,1.80447906e-13,"WT_heat"
"Lrp4","ENSMUSG00000027253.15",-1.6360352,1.52733099,-15.8101643,5.86920381e-16,1.83333431e-13,"WT_heat"
"Itgav","ENSMUSG00000027087.11",0.736409831,7.36409662,16.5686913,6.1512476e-16,1.89141252e-13,"WT_heat"
"Clk1","ENSMUSG00000026034.17",-0.627560386,7.65378763,-15.7115794,6.92755586e-16,2.09734418e-13,"WT_heat"
"Axl","ENSMUSG00000002602.16",0.657917881,7.67346377,15.8904573,7.35677595e-16,2.17649685e-13,"WT_heat"
"Atmin","ENSMUSG00000047388.10",0.633703779,5.79416008,15.6716699,7.41019813e-16,2.17649685e-13,"WT_heat"
"Irak2","ENSMUSG00000060477.14",0.850971054,4.90939619,15.6354056,7.87878307e-16,2.28009665e-13,"WT_heat"
"Pdcd1lg2","ENSMUSG00000016498.10",0.826919805,5.09204894,15.6126286,8.18860008e-16,2.30839488e-13,"WT_heat"
"Smurf1","ENSMUSG00000038780.14",-0.566861215,6.43331294,-15.6110041,8.21117137e-16,2.30839488e-13,"WT_heat"
"Jcad","ENSMUSG00000033960.6",0.721444754,5.803431,15.6000403,8.36518577e-16,2.31857029e-13,"WT_heat"
"Arhgef5","ENSMUSG00000033542.13",0.835968945,4.64015848,15.4841566,1.01871583e-15,2.78434843e-13,"WT_heat"
"Baz1a","ENSMUSG00000035021.13",0.462671356,7.64547627,15.3562222,1.26799639e-15,3.4182056e-13,"WT_heat"
"Klrc1","ENSMUSG00000030167.15",1.32088664,3.91348819,16.1326895,1.32792933e-15,3.53139476e-13,"WT_heat"
"Adora2a","ENSMUSG00000020178.6",1.15534483,4.42147219,16.0540334,1.50021837e-15,3.88457859e-13,"WT_heat"
"Dnaja3","ENSMUSG00000004069.17",0.498636533,5.81447736,15.2658728,1.48125518e-15,3.88457859e-13,"WT_heat"
"Sacs","ENSMUSG00000048279.19",0.473597017,7.63311311,15.248879,1.52532745e-15,3.89830115e-13,"WT_heat"
"Slfn10-ps","ENSMUSG00000072621.13",0.907335063,4.3174981,15.2321054,1.57015399e-15,3.95806807e-13,"WT_heat"
"Ctsz","ENSMUSG00000016256.10",0.68885989,7.31966777,15.751026,1.58893937e-15,3.95806807e-13,"WT_heat"
"Ptpn5","ENSMUSG00000030854.17",1.15918281,4.36697728,15.9470768,1.61494602e-15,3.97256534e-13,"WT_heat"
"Anxa4","ENSMUSG00000029994.17",0.784684244,5.45106721,15.1930529,1.6798528e-15,4.08121276e-13,"WT_heat"
"Atg9b","ENSMUSG00000038295.14",0.895715807,4.27559744,15.1594645,1.78050692e-15,4.27299948e-13,"WT_heat"
"Wnt10b","ENSMUSG00000022996.15",-0.814772358,5.12751629,-15.1289966,1.87718079e-15,4.45072781e-13,"WT_heat"
"Gm12216","ENSMUSG00000081769.9",-1.56667273,2.04069654,-15.1148065,1.92403449e-15,4.45447938e-13,"WT_heat"
"Smarca2","ENSMUSG00000024921.17",-0.744148661,6.52318931,-15.6944638,1.91715328e-15,4.45447938e-13,"WT_heat"
"Ampd2","ENSMUSG00000027889.17",0.495910888,6.85771351,15.0926335,1.99967125e-15,4.57575935e-13,"WT_heat"
"Plek","ENSMUSG00000020120.15",1.15530703,6.31119974,19.1630411,2.10283783e-15,4.7024711e-13,"WT_heat"
"Kcnk5","ENSMUSG00000023243.9",0.844817111,5.06279915,15.0692727,2.08267819e-15,4.7024711e-13,"WT_heat"
"Olfr56","ENSMUSG00000040328.16",-1.3761235,2.09518775,-15.0467271,2.16615544e-15,4.78963741e-13,"WT_heat"
"Ttc39c","ENSMUSG00000024424.15",1.24990735,4.52754271,16.6888195,2.42413613e-15,5.20029996e-13,"WT_heat"
"Tbc1d16","ENSMUSG00000039976.4",-0.909500643,5.96429243,-16.5141112,2.42914496e-15,5.20029996e-13,"WT_heat"
"Tmx4","ENSMUSG00000034723.11",-0.622087179,5.06270443,-14.9806665,2.43115807e-15,5.20029996e-13,"WT_heat"
"Zswim4","ENSMUSG00000035671.6",0.662101136,5.89502658,14.9547266,2.54414591e-15,5.38346745e-13,"WT_heat"
"Rab19","ENSMUSG00000029923.4",-1.46917823,1.63281706,-14.9441612,2.59170316e-15,5.42575814e-13,"WT_heat"
"Tanc2","ENSMUSG00000053580.16",1.10511958,3.94402406,14.8990566,2.80525315e-15,5.75047675e-13,"WT_heat"
"Fgfr1op","ENSMUSG00000069135.11",-0.502678066,6.29930209,-14.9016303,2.79259353e-15,5.75047675e-13,"WT_heat"
"Lcp2","ENSMUSG00000002699.13",0.543093719,8.56234576,14.8790018,2.90594416e-15,5.89547166e-13,"WT_heat"
"Cobll1","ENSMUSG00000034903.18",0.8539875,4.40703219,14.8724432,2.93967514e-15,5.90304766e-13,"WT_heat"
"Dennd3","ENSMUSG00000036661.14",1.0739745,3.26302567,14.8657713,2.97440231e-15,5.91245082e-13,"WT_heat"
"Tcf12","ENSMUSG00000032228.16",-0.595256169,6.70778142,-14.8345195,3.14278041e-15,6.12980134e-13,"WT_heat"
"Ets1","ENSMUSG00000032035.16",-0.373850021,9.33479735,-14.833931,3.14604368e-15,6.12980134e-13,"WT_heat"
"Orai1","ENSMUSG00000049686.14",0.727133594,5.40944501,14.808575,3.29000565e-15,6.22538666e-13,"WT_heat"
"Nrde2","ENSMUSG00000021179.8",-0.655934422,5.53945193,-14.8145663,3.25538814e-15,6.22538666e-13,"WT_heat"
"Zdhhc20","ENSMUSG00000021969.8",-0.632954738,7.9755018,-15.2811038,3.27104773e-15,6.22538666e-13,"WT_heat"
"Rcbtb1","ENSMUSG00000035469.17",-0.606380386,7.0513881,-14.7808788,3.4550261e-15,6.47537701e-13,"WT_heat"
"Fam129a","ENSMUSG00000026483.13",0.586216971,7.14110663,14.7742046,3.49605152e-15,6.49045262e-13,"WT_heat"
"Rab34","ENSMUSG00000002059.18",1.197061,2.82890412,14.7360871,3.74016245e-15,6.81506082e-13,"WT_heat"
"Ncs1","ENSMUSG00000062661.6",0.768015242,5.5228237,14.7404609,3.71128295e-15,6.81506082e-13,"WT_heat"
"Mkrn1","ENSMUSG00000029922.15",-0.480747228,6.15927675,-14.6903424,4.05644518e-15,7.32355824e-13,"WT_heat"
"Galnt10","ENSMUSG00000020520.14",-1.05431167,5.87964704,-17.454088,4.26040734e-15,7.62186873e-13,"WT_heat"
"Gm9745","ENSMUSG00000021148.11",1.97698543,2.00309477,15.186698,5.18341513e-15,9.18958795e-13,"WT_heat"
"9830144P21Rik","ENSMUSG00000087528.1",-0.972383412,3.67833981,-14.5469547,5.23843587e-15,9.20421246e-13,"WT_heat"
"Zdhhc18","ENSMUSG00000037553.14",0.586205512,7.16525244,14.5295371,5.40441602e-15,9.41181442e-13,"WT_heat"
"Armcx4","ENSMUSG00000049804.9",-0.666110868,6.0329509,-14.501395,5.68412288e-15,9.81209247e-13,"WT_heat"
"Scyl2","ENSMUSG00000069539.11",0.487718842,6.60890217,14.4925568,5.7750082e-15,9.88229446e-13,"WT_heat"
"Denn2b","ENSMUSG00000031024.13",0.790227375,5.15152467,14.4685893,6.02907601e-15,1.02281196e-12,"WT_heat"
"Pyroxd2","ENSMUSG00000060224.4",-2.22897855,2.72953576,-17.3766697,6.51968631e-15,1.08729582e-12,"WT_heat"
"Uba7","ENSMUSG00000032596.14",-0.789378524,5.65016818,-14.8279083,6.51095436e-15,1.08729582e-12,"WT_heat"
"Zdhhc2","ENSMUSG00000039470.15",0.718108033,5.5519783,14.4018629,6.79878932e-15,1.12431408e-12,"WT_heat"
"Uhrf1bp1","ENSMUSG00000039512.12",-0.579210142,6.44762349,-14.3757742,7.12661364e-15,1.16870525e-12,"WT_heat"
"Il21r","ENSMUSG00000030745.9",0.783974168,6.30506585,15.3484705,7.60028225e-15,1.23608227e-12,"WT_heat"
"Trpm6","ENSMUSG00000024727.9",1.66990339,1.58373318,14.3216046,7.86028496e-15,1.25758169e-12,"WT_heat"
"Tsc22d3","ENSMUSG00000031431.13",-0.676877196,5.46786606,-14.323236,7.83709202e-15,1.25758169e-12,"WT_heat"
"Ankrd16","ENSMUSG00000047909.11",-0.619138717,5.88589053,-14.2873636,8.3637415e-15,1.32733927e-12,"WT_heat"
"Srgn","ENSMUSG00000020077.14",0.543972063,7.69745186,14.254399,8.87981657e-15,1.39796728e-12,"WT_heat"
"Slfn2","ENSMUSG00000072620.3",0.576843246,7.35094446,14.1583429,1.05787753e-14,1.65221999e-12,"WT_heat"
"Samhd1","ENSMUSG00000027639.16",-0.581762994,9.57798389,-15.0309988,1.12918063e-14,1.7496965e-12,"WT_heat"
"Rsrp1","ENSMUSG00000037266.18",-0.488022831,8.58833416,-14.0937959,1.190542e-14,1.83036531e-12,"WT_heat"
"Crabp2","ENSMUSG00000004885.5",1.54090383,4.94479432,18.7732146,1.27508512e-14,1.94514729e-12,"WT_heat"
"Dyrk4","ENSMUSG00000030345.16",-1.48033132,1.5965776,-14.0503082,1.2894759e-14,1.95196895e-12,"WT_heat"
"Procr","ENSMUSG00000027611.12",1.28005113,3.67920589,14.7160881,1.31526812e-14,1.96084556e-12,"WT_heat"
"Zadh2","ENSMUSG00000049090.3",-0.595126407,5.53896145,-14.0419496,1.30944097e-14,1.96084556e-12,"WT_heat"
"Art2b","ENSMUSG00000030651.5",-0.940932387,4.01182488,-14.0330338,1.3310878e-14,1.96950954e-12,"WT_heat"
"Ikzf2","ENSMUSG00000025997.13",-1.00067045,3.83302662,-14.0278933,1.3437357e-14,1.97014333e-12,"WT_heat"
"Socs2","ENSMUSG00000020027.18",-0.362707121,9.46533592,-14.0247465,1.35153895e-14,1.97014333e-12,"WT_heat"
"Perp","ENSMUSG00000019851.8",0.674525378,4.90685728,14.0193907,1.3649275e-14,1.97503002e-12,"WT_heat"
"Tmeff2","ENSMUSG00000026109.14",1.05470013,3.85650591,13.9834276,1.45843702e-14,2.07975233e-12,"WT_heat"
"Pnpla2","ENSMUSG00000025509.15",-0.579938584,5.8918676,-13.9860741,1.45133628e-14,2.07975233e-12,"WT_heat"
"Gtf2e1","ENSMUSG00000022828.10",0.591743397,6.00934496,13.9187228,1.643632e-14,2.31035958e-12,"WT_heat"
"Jak2","ENSMUSG00000024789.13",0.551406458,8.05601427,13.9542273,1.63873751e-14,2.31035958e-12,"WT_heat"
"Klhl6","ENSMUSG00000043008.9",-0.538075517,6.90294026,-13.8323798,1.92914051e-14,2.65479414e-12,"WT_heat"
"Inpp5k","ENSMUSG00000006127.9",-0.496756507,6.34159085,-13.8357921,1.91694103e-14,2.65479414e-12,"WT_heat"
"Gm12715","ENSMUSG00000059195.10",0.468407671,8.38602594,13.8336464,1.92460311e-14,2.65479414e-12,"WT_heat"
"Hivep3","ENSMUSG00000028634.17",0.652543773,8.50368904,15.1150083,1.98543158e-14,2.71328528e-12,"WT_heat"
"A530013C23Rik","ENSMUSG00000006462.6",1.43853281,1.51313512,13.809578,2.01273766e-14,2.73163203e-12,"WT_heat"
"Ehd2","ENSMUSG00000074364.6",1.72277903,1.33461681,13.7916964,2.08089833e-14,2.8047944e-12,"WT_heat"
"Trib2","ENSMUSG00000020601.8",-0.732961811,6.38090888,-14.616201,2.11596558e-14,2.83265895e-12,"WT_heat"
"Rarg","ENSMUSG00000001288.15",0.60112084,6.19161143,13.7603901,2.20600628e-14,2.93324308e-12,"WT_heat"
"Kif1b","ENSMUSG00000063077.15",-0.483838817,6.24394404,-13.740323,2.29024579e-14,3.02481523e-12,"WT_heat"
"Dyrk3","ENSMUSG00000016526.8",0.717416891,4.10658188,13.6823981,2.55246938e-14,3.34866967e-12,"WT_heat"
"Irf6","ENSMUSG00000026638.15",1.23483743,2.96947967,13.6765722,2.58049921e-14,3.36302278e-12,"WT_heat"
"Adarb1","ENSMUSG00000020262.15",0.562304579,6.60908067,13.6517565,2.7034851e-14,3.50012391e-12,"WT_heat"
"Sfn","ENSMUSG00000047281.3",0.765535795,5.02115749,13.6069653,2.9409615e-14,3.7826916e-12,"WT_heat"
"Plekhd1","ENSMUSG00000066438.6",-1.3239069,5.1728579,-17.4595547,3.06941965e-14,3.92227983e-12,"WT_heat"
"Bcr","ENSMUSG00000009681.10",0.527815325,5.27418254,13.575037,3.12325936e-14,3.96533039e-12,"WT_heat"
"1110002J07Rik","ENSMUSG00000097134.2",1.69527741,2.3227664,14.0770766,3.15101744e-14,3.97492771e-12,"WT_heat"
"Glipr2","ENSMUSG00000028480.14",0.448779689,6.01160678,13.5637762,3.19029282e-14,3.99883901e-12,"WT_heat"
"Plod3","ENSMUSG00000004846.10",0.555062995,5.89472111,13.5357274,3.36377441e-14,4.18960232e-12,"WT_heat"
"B3gnt5","ENSMUSG00000022686.14",1.08927805,5.26969187,15.9705185,3.6142808e-14,4.4732976e-12,"WT_heat"
"Accs","ENSMUSG00000040272.14",-1.10574223,4.26373953,-14.3661683,3.72101806e-14,4.57661964e-12,"WT_heat"
"Stat3","ENSMUSG00000004040.16",-0.411264486,8.4910086,-13.479087,3.74430398e-14,4.57665578e-12,"WT_heat"
"Dbp","ENSMUSG00000059824.12",-1.26669239,3.98689046,-14.7994686,3.85675209e-14,4.6850015e-12,"WT_heat"
"Gimap4","ENSMUSG00000054435.16",-0.444801916,8.34383809,-13.4444923,3.99824634e-14,4.82708526e-12,"WT_heat"
"Atp8a1","ENSMUSG00000037685.15",-0.683079755,4.08635845,-13.4036465,4.32102218e-14,5.18496314e-12,"WT_heat"
"Asb2","ENSMUSG00000021200.14",1.29259916,2.67637069,13.3971845,4.37449086e-14,5.21730943e-12,"WT_heat"
"Olr1","ENSMUSG00000030162.14",1.3199255,2.81815587,13.3842766,4.48334292e-14,5.31185066e-12,"WT_heat"
"Prkacb","ENSMUSG00000005034.15",-0.436286561,7.01827515,-13.3814272,4.5077446e-14,5.31185066e-12,"WT_heat"
"Top1","ENSMUSG00000070544.6",0.331992644,8.2173838,13.366579,4.63713095e-14,5.43179166e-12,"WT_heat"
"Rasgrp1","ENSMUSG00000027347.18",-0.496777045,7.3737132,-13.3625617,4.67279016e-14,5.44117382e-12,"WT_heat"
"Slc20a1","ENSMUSG00000027397.14",-0.569047885,7.35234285,-13.4601209,4.72032142e-14,5.46418855e-12,"WT_heat"
"Igkc","ENSMUSG00000076609.2",1.55819317,1.3677249,13.3537268,4.75220725e-14,5.46892904e-12,"WT_heat"
"Sp100","ENSMUSG00000026222.16",-0.46333785,7.15706725,-13.3350768,4.92444271e-14,5.63419233e-12,"WT_heat"
"Zfp945","ENSMUSG00000059142.16",-1.28388104,2.81620141,-13.3010425,5.25549509e-14,5.90987931e-12,"WT_heat"
"Akap7","ENSMUSG00000039166.16",0.969432856,3.86855604,13.3035086,5.23075607e-14,5.90987931e-12,"WT_heat"
"Herc3","ENSMUSG00000029804.17",-0.512539233,6.44672696,-13.3035513,5.23032841e-14,5.90987931e-12,"WT_heat"
"Itpr2","ENSMUSG00000030287.15",-0.631603798,5.55250329,-13.2738708,5.53618057e-14,6.12058974e-12,"WT_heat"
"Sh3rf1","ENSMUSG00000031642.9",0.558188096,5.51624249,13.2753888,5.52010081e-14,6.12058974e-12,"WT_heat"
"Epg5","ENSMUSG00000039840.8",-0.525347006,6.09195608,-13.2750123,5.5240841e-14,6.12058974e-12,"WT_heat"
"Actbl2","ENSMUSG00000055194.3",1.47521881,0.620160993,13.2609115,5.67543644e-14,6.23949239e-12,"WT_heat"
"Cystm1","ENSMUSG00000046727.13",1.03575015,2.94038246,13.2335708,5.9811718e-14,6.53908221e-12,"WT_heat"
"Stk40","ENSMUSG00000042608.15",0.547650033,6.12825554,13.2280646,6.04476601e-14,6.5720967e-12,"WT_heat"
"Epcam","ENSMUSG00000045394.9",1.13042729,5.38979233,16.2298958,6.16959724e-14,6.67096177e-12,"WT_heat"
"Ildr1","ENSMUSG00000022900.14",1.37620259,1.67384506,13.1943965,6.44904212e-14,6.89732064e-12,"WT_heat"
"Abcc5","ENSMUSG00000022822.16",-0.691733149,4.78863963,-13.1962619,6.42593165e-14,6.89732064e-12,"WT_heat"
"Scn9a","ENSMUSG00000075316.11",1.48097483,1.1267671,13.1902498,6.50072314e-14,6.91501247e-12,"WT_heat"
"BE692007","ENSMUSG00000099757.1",-1.19272722,4.48658371,-15.0643833,6.54233885e-14,6.92186485e-12,"WT_heat"
"Cyth4","ENSMUSG00000018008.8",0.509571971,7.8480295,13.1689691,6.77272633e-14,7.12729848e-12,"WT_heat"
"Tacc1","ENSMUSG00000065954.11",-0.542855419,5.96537926,-13.1632075,6.84836405e-14,7.16856149e-12,"WT_heat"
"Ywhag","ENSMUSG00000051391.9",0.401447629,7.37888766,13.1491827,7.03613221e-14,7.32613998e-12,"WT_heat"
"Upp1","ENSMUSG00000020407.13",1.47522041,3.97780795,15.6588216,7.38586733e-14,7.64981491e-12,"WT_heat"
"Arhgef1","ENSMUSG00000040940.18",-0.516203496,9.24881428,-13.5635828,7.45252437e-14,7.67844121e-12,"WT_heat"
"Pcyt1a","ENSMUSG00000005615.15",0.567688489,5.39587368,13.0981211,7.76567606e-14,7.9594135e-12,"WT_heat"
"Fam129b","ENSMUSG00000026796.16",0.460583237,7.83602957,13.0849855,7.96563942e-14,8.12206312e-12,"WT_heat"
"Npr3","ENSMUSG00000022206.7",1.76500236,0.549753722,13.0782559,8.07012659e-14,8.17238848e-12,"WT_heat"
"Hspe1","ENSMUSG00000073676.4",0.433651232,6.99727905,13.0764725,8.09805251e-14,8.17238848e-12,"WT_heat"
"Gm44851","ENSMUSG00000108436.1",1.19067462,2.51667465,13.0584277,8.38626192e-14,8.42006369e-12,"WT_heat"
"Mpzl3","ENSMUSG00000070305.10",0.783029654,5.00008678,13.1703214,8.53066064e-14,8.43592315e-12,"WT_heat"
"Ints6","ENSMUSG00000035161.7",0.527800196,6.91590221,13.0500558,8.52353977e-14,8.43592315e-12,"WT_heat"
"Fnip1","ENSMUSG00000035992.15",-0.494815289,6.84346392,-13.0498755,8.52652072e-14,8.43592315e-12,"WT_heat"
"Atp1b1","ENSMUSG00000026576.12",-0.80212971,7.89421033,-15.7697793,8.87258896e-14,8.73018391e-12,"WT_heat"
"Ube2q2","ENSMUSG00000032307.16",0.725608384,5.91915951,13.6860817,8.95555866e-14,8.76798203e-12,"WT_heat"
"Slc22a5","ENSMUSG00000018900.7",-0.617295648,5.75782205,-13.0061095,9.28299941e-14,9.04357155e-12,"WT_heat"
"Pik3ap1","ENSMUSG00000025017.10",1.13003874,4.61195068,14.780039,9.3397405e-14,9.05402726e-12,"WT_heat"
"Epha2","ENSMUSG00000006445.3",1.99725017,1.59469133,13.7154285,9.46234323e-14,9.12791434e-12,"WT_heat"
"Rnf123","ENSMUSG00000041528.15",-0.504294543,6.65014979,-12.9908265,9.56313658e-14,9.18014462e-12,"WT_heat"
"Ptprs","ENSMUSG00000013236.17",0.621160349,7.75857806,13.8848807,9.7877985e-14,9.35019838e-12,"WT_heat"
"Hmgn2","ENSMUSG00000003038.15",-0.46071037,7.43142844,-12.972116,9.91797382e-14,9.42878294e-12,"WT_heat"
"Usp3","ENSMUSG00000032376.12",-0.567792846,6.75510173,-12.9680595,9.99667227e-14,9.45790931e-12,"WT_heat"
"Septin1","ENSMUSG00000000486.13",-0.375221743,7.89487923,-12.9622034,1.01114199e-13,9.5207001e-12,"WT_heat"
"Idi2","ENSMUSG00000033520.2",1.98855539,3.91558393,17.7332953,1.04067422e-13,9.70588999e-12,"WT_heat"
"Etnk1","ENSMUSG00000030275.6",-0.484442253,8.36659311,-12.9477271,1.04009236e-13,9.70588999e-12,"WT_heat"
