pathway_id,pathway_name,database,nes,pvalue,padj,set_size,core_enrichment,contrast,direction
CORESH_Q_sig_WT_heat_up_fdr_logfc_GSE46185,Coresh Q Sig Wt Heat Up Fdr Logfc Gse46185,CoReSh_derived,2.76760807,1.76479195e-14,1.23535436e-13,49,Plek/Crabp2/Lta/Tnfsf11/Olr1/Inhba/Pdzk1ip1/Nr4a2/Il2/Ccl4/Cd70/Nr4a3/Nr4a1/Il1a/Ccl3/Hbegf/Egr2/Csf2/Rgs16/Il3/Egr3/Cd83/Spry1/Cth/Areg/Dusp4/Mpzl2/Cxcl2/Il24/Ifng/Il4,WT_heat,Up
CORESH_Q_sig_WT_heat_up_fdr_logfc_GSE65083,Coresh Q Sig Wt Heat Up Fdr Logfc Gse65083,CoReSh_derived,2.73613911,1.54620309e-14,1.23535436e-13,46,Timp1/Il17f/Tnfsf11/Srxn1/Zeb2/Sphk1/Inhba/Pdzk1ip1/Bdh2/Il2/Ccl4/Nr4a1/Ccl3/Wnt3/Egr2/Csf2/Rgs16/Il1r2/Il3/Egr3/Cd83/Mst1r/Egr1/Areg/Mpzl2/C2cd4b/Rhov/Mt2/Ifng/Havcr2,WT_heat,Up
CORESH_Q_sig_WT_heat_up_fdr_logfc_GSE41833,Coresh Q Sig Wt Heat Up Fdr Logfc Gse41833,CoReSh_derived,2.46346219,1.46159852e-9,6.5929226e-9,44,Olr1/Nr4a2/Serpine1/Ccl4/F3/Nr4a3/Il23a/Nr4a1/Dusp5/Il1a/Kdm6b/Ptgs2/Tnfsf9/Egr1/Areg/Cxcl2/Hilpda/Csrnp1/Serpinb2/Ccl5/Dusp2/Gem/Dusp14/Tnf/Lif/Acod1,WT_heat,Up
CORESH_Q_sig_WT_heat_up_fdr_logfc_GSE169006,Coresh Q Sig Wt Heat Up Fdr Logfc Gse169006,CoReSh_derived,2.4593006,1.88369217e-9,6.5929226e-9,48,Crabp2/Perp/Srxn1/Cdkn1a/Tnfsf14/Serpine1/Il2/Ccl4/F3/Gls2/Galnt3/AA467197/Csf2/Asns/Il3/Bhlhe40/Plscr1/Cth/Tbx21/Mir155hg/Il24/Ifng/Atf3/Dusp14/Lif/Stc2/Fam171b/Sema3b,WT_heat,Up
CORESH_Q_sig_Interaction_up_fdr_logfc_GSE89069,Coresh Q Sig Interaction Up Fdr Logfc Gse89069,CoReSh_derived,-2.30830336,4.24417155e-8,1.18836803e-7,48,Gbp3/Dtx3l/Parp9/Samd9l/Iigp1/Tapbp/Stat2/Shisa5/Ifit2/Stat1/Parp14/Erap1/Irgm1/Mpeg1/Herc6/Slfn5/H2-T23/Zc3hav1/Mov10/Gbp7/Trim56/H2-T22/Irf9/Eif2s3y,WT_heat,Down
CORESH_Q_sig_Interaction_up_fdr_only_GSE94388,Coresh Q Sig Interaction Up Fdr Only Gse94388,CoReSh_derived,-2.141803,1.90522998e-6,4.44553663e-6,48,Dtx3l/Parp9/Lgals9/Tapbp/Stat2/Trim21/H2-Q4/Shisa5/Ifit2/Stat1/Tcirg1/Erap1/Irgm1/Gbp6/Slfn5/H2-T23/Zc3hav1/Mov10/Gbp7/H2-T22/Irf9,WT_heat,Down
CORESH_Q_sig_Interaction_up_fdr_logfc_GSE62758,Coresh Q Sig Interaction Up Fdr Logfc Gse62758,CoReSh_derived,-2.08488864,2.10683353e-5,4.21366705e-5,47,Samhd1/Gbp3/Dtx3l/Parp9/Samd9l/Gbp2/Iigp1/Igtp/Tgtp2/Trim21/Shisa5/Ifi35/Ifit2/Stat1/Irgm1/Gbp6/Nmi/Psmb8/Zc3hav1/Irf1/Gbp7/Irf9/Phf11d,WT_heat,Down
CORESH_Q_sig_Interaction_up_fdr_logfc_GSE193605,Coresh Q Sig Interaction Up Fdr Logfc Gse193605,CoReSh_derived,-2.01684967,8.25557441e-5,1.44472552e-4,46,Dtx3l/Parp9/Apol9b/Lgals9/Igtp/Irgm2/Apol9a/Stat2/Trim21/Ifi35/Ifit2/Stat1/Parp14/Parp10/Irgm1/Herc6/Irf9/Tap1/Oas1b,WT_heat,Down
CORESH_Q_sig_Interaction_up_fdr_logfc_GSE62757,Coresh Q Sig Interaction Up Fdr Logfc Gse62757,CoReSh_derived,-1.99381849,1.12474886e-4,1.57464841e-4,46,Gbp3/Dtx3l/Parp9/Samd9l/Gbp2/Iigp1/Igtp/Tgtp2/Trim21/Ifi35/Ifit2/Stat1/Irgm1/Gbp6/Psmb9/Psmb8/Zc3hav1/Gbp7/Irf9,WT_heat,Down
CORESH_Q_sig_WT_heat_up_fdr_only_GSE163856,Coresh Q Sig Wt Heat Up Fdr Only Gse163856,CoReSh_derived,1.98799009,1.10018529e-4,1.57464841e-4,48,Baz1a/Srxn1/Hspa1b/Stk40/Cdkn1a/Bag3/Nr4a2/Map2k3/Hspa1a/Fosl1/Tsc22d2/Tubb6/Sertad1/Etf1/Hmga1/Itpkc/Mt2/Csrnp1/Atf3/Pim1/Errfi1,WT_heat,Up
CORESH_Q_sig_WT_heat_up_fdr_only_GSE48870,Coresh Q Sig Wt Heat Up Fdr Only Gse48870,CoReSh_derived,1.41058525,0.0508130081,0.0646711013,37,Perp/Bcam/Dsp/Gsn/Thbs1/Ahnak/Anxa2/Rpl4/S100a6/Eef1a1/mt-Nd2/Tmsb4x,WT_heat,Up
CORESH_Q_sig_WT_heat_up_fdr_only_GSE212127,Coresh Q Sig Wt Heat Up Fdr Only Gse212127,CoReSh_derived,-1.13649426,0.230769231,0.269230769,46,Slc25a45/Irgm2/Cd72/Gbp6/Hscb/Tgfbr3l/Hcn1/Cep72/Mcts1/Thap6/Sp4/Rab9/AW554918/Adal/Borcs7/Olfml3,WT_heat,Down
CORESH_Q_sig_WT_heat_up_fdr_only_GSE174225,Coresh Q Sig Wt Heat Up Fdr Only Gse174225,CoReSh_derived,1.10585777,0.265593561,0.286023835,49,Ywhag/Atp2b1/Atp2a2/Mbp/Hsp90aa1/Rpl4/Eef1a1/Cltc/Aldoa/Actb/Malat1/mt-Nd2/Tmsb4x/Ppp1r9b/Atp1a1,WT_heat,Up
CORESH_Q_sig_WT_heat_up_fdr_only_GSE80205,Coresh Q Sig Wt Heat Up Fdr Only Gse80205,CoReSh_derived,-1.02975977,0.41025641,0.41025641,46,mt-Co1/Ddx5/mt-Nd5/Huwe1/mt-Nd4/Ncl/Fasn/Tcf7l1/Tubb5/Rplp0/Npm1/mt-Cytb/Eef2/Cfl1/Serbp1/Hspa8/Vim/Hnrnpu/Flna,WT_heat,Down
