"target","in_dorothea","in_collectri","t_wt","membership","abs_t","high_t"
"Vldlr",FALSE,TRUE,0.894819005,"CollecTRI-only",0.894819005,FALSE
"Cxcr1",FALSE,TRUE,0.881180368,"CollecTRI-only",0.881180368,FALSE
"Hif3a",FALSE,TRUE,0.81480123,"CollecTRI-only",0.81480123,FALSE
"Arc",FALSE,TRUE,-0.806964071,"CollecTRI-only",0.806964071,FALSE
"Dld",FALSE,TRUE,0.803390769,"CollecTRI-only",0.803390769,FALSE
"Dio3",FALSE,TRUE,0.797957728,"CollecTRI-only",0.797957728,FALSE
"Hes1",FALSE,TRUE,0.773830471,"CollecTRI-only",0.773830471,FALSE
"Sox9",FALSE,TRUE,0.750979277,"CollecTRI-only",0.750979277,FALSE
"Muc3a",FALSE,TRUE,-0.743710155,"CollecTRI-only",0.743710155,FALSE
"Prdx2",FALSE,TRUE,0.734412211,"CollecTRI-only",0.734412211,FALSE
"Fbln5",FALSE,TRUE,-0.721001169,"CollecTRI-only",0.721001169,FALSE
"Tubb3",TRUE,TRUE,-0.713587881,"shared (both)",0.713587881,FALSE
"Afp",FALSE,TRUE,-0.667009927,"CollecTRI-only",0.667009927,FALSE
"Epas1",FALSE,TRUE,0.652666182,"CollecTRI-only",0.652666182,FALSE
"Il1b",TRUE,TRUE,-0.64497348,"shared (both)",0.64497348,FALSE
"Atpif1",FALSE,TRUE,0.64165892,"CollecTRI-only",0.64165892,FALSE
"Snai1",FALSE,TRUE,0.640243688,"CollecTRI-only",0.640243688,FALSE
"Pepd",FALSE,TRUE,-0.636263417,"CollecTRI-only",0.636263417,FALSE
"Erbb2",FALSE,TRUE,0.62275579,"CollecTRI-only",0.62275579,FALSE
"Foxm1",TRUE,TRUE,0.613846398,"shared (both)",0.613846398,FALSE
"Angpt1",FALSE,TRUE,-0.591379356,"CollecTRI-only",0.591379356,FALSE
"Angpt2",TRUE,TRUE,0.571406289,"shared (both)",0.571406289,FALSE
"Stc1",FALSE,TRUE,-0.554744436,"CollecTRI-only",0.554744436,FALSE
"Ang",FALSE,TRUE,-0.546937981,"CollecTRI-only",0.546937981,FALSE
"Nos1",FALSE,TRUE,0.545271461,"CollecTRI-only",0.545271461,FALSE
"Slc2a4",FALSE,TRUE,0.544697636,"CollecTRI-only",0.544697636,FALSE
"Setd2",FALSE,TRUE,-0.537595587,"CollecTRI-only",0.537595587,FALSE
"Il6",FALSE,TRUE,0.533988604,"CollecTRI-only",0.533988604,FALSE
"Aqp9",FALSE,TRUE,0.493675135,"CollecTRI-only",0.493675135,FALSE
"Smad4",FALSE,TRUE,0.479644106,"CollecTRI-only",0.479644106,FALSE
"Igf2bp1",FALSE,TRUE,-0.471418106,"CollecTRI-only",0.471418106,FALSE
"Nos3",TRUE,FALSE,-0.470006078,"DoRothEA-only",0.470006078,FALSE
"Slc16a4",TRUE,FALSE,-0.456444228,"DoRothEA-only",0.456444228,FALSE
"Ldha",TRUE,TRUE,0.429648896,"shared (both)",0.429648896,FALSE
"Wsb1",FALSE,TRUE,0.389519761,"CollecTRI-only",0.389519761,FALSE
"Eno1b",TRUE,FALSE,-0.388243527,"DoRothEA-only",0.388243527,FALSE
"Hmgcr",TRUE,FALSE,0.38369006,"DoRothEA-only",0.38369006,FALSE
"Grin1",TRUE,TRUE,-0.379272511,"shared (both)",0.379272511,FALSE
"Prdx3",FALSE,TRUE,0.356316078,"CollecTRI-only",0.356316078,FALSE
"Casp3",FALSE,TRUE,0.304054291,"CollecTRI-only",0.304054291,FALSE
"Cdkn1c",FALSE,TRUE,0.279144978,"CollecTRI-only",0.279144978,FALSE
"Gbe1",TRUE,TRUE,-0.278237401,"shared (both)",0.278237401,FALSE
"Kcnj8",FALSE,TRUE,0.276966211,"CollecTRI-only",0.276966211,FALSE
"Abcc9",FALSE,TRUE,0.275119171,"CollecTRI-only",0.275119171,FALSE
"Dll4",FALSE,TRUE,-0.273475297,"CollecTRI-only",0.273475297,FALSE
"Bcl2",FALSE,TRUE,0.26231868,"CollecTRI-only",0.26231868,FALSE
"Fn1",FALSE,TRUE,0.262240528,"CollecTRI-only",0.262240528,FALSE
"Pfkl",TRUE,TRUE,0.250312826,"shared (both)",0.250312826,FALSE
"Pkm",TRUE,TRUE,-0.229195093,"shared (both)",0.229195093,FALSE
"Ctf1",FALSE,TRUE,-0.1735934,"CollecTRI-only",0.1735934,FALSE
"Vegfd",TRUE,FALSE,-0.159443396,"DoRothEA-only",0.159443396,FALSE
"Fgf2",TRUE,TRUE,0.145563073,"shared (both)",0.145563073,FALSE
"Chka",FALSE,TRUE,-0.125555303,"CollecTRI-only",0.125555303,FALSE
"Nedd8",FALSE,TRUE,-0.113034018,"CollecTRI-only",0.113034018,FALSE
"Birc3",FALSE,TRUE,0.106819063,"CollecTRI-only",0.106819063,FALSE
"Txn2",FALSE,TRUE,-0.0973823373,"CollecTRI-only",0.0973823373,FALSE
"Cxcr2",FALSE,TRUE,0.0946467147,"CollecTRI-only",0.0946467147,FALSE
"Col2a1",FALSE,TRUE,0.0945978856,"CollecTRI-only",0.0945978856,FALSE
"Sod2",FALSE,TRUE,-0.0852772474,"CollecTRI-only",0.0852772474,FALSE
"Pla2g4a",TRUE,FALSE,0.0614164385,"DoRothEA-only",0.0614164385,FALSE
"Socs1",TRUE,TRUE,0.0607606977,"shared (both)",0.0607606977,FALSE
"S100a4",FALSE,TRUE,-0.0494922045,"CollecTRI-only",0.0494922045,FALSE
"Myc",FALSE,TRUE,-0.0399942987,"CollecTRI-only",0.0399942987,FALSE
"Eno1",TRUE,TRUE,0.0215029645,"shared (both)",0.0215029645,FALSE
"Ppfia4",FALSE,TRUE,-0.0056201837,"CollecTRI-only",0.0056201837,FALSE
