"gene_symbol","ensembl","logFC_WT_heat","adjP_WT_heat","logFC_KO_heat","adjP_KO_heat","logFC_Interaction","adjP_Interaction","cgas_dependent","in_stringent_gate","reverses_without_cgas","arm_class","interaction_rank"
"Tatdn2","ENSMUSG00000056952.13",0.0930861248,0.0439216973,0.0216667502,0.681683726,0.0714193747,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tatdn3","ENSMUSG00000026632.17",-0.212726417,0.0553479168,-0.223231826,0.0434772615,0.0105054093,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tax1bp1","ENSMUSG00000004535.12",0.076178531,0.0612099328,0.105034701,0.00979130753,-0.0288561704,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tax1bp3","ENSMUSG00000040158.12",0.0132023315,0.923639537,-0.033983363,0.794335602,0.0471856945,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Taz","ENSMUSG00000009995.17",-0.239172049,0.00035539524,-0.275220744,6.12453676e-05,0.0360486951,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d1","ENSMUSG00000029174.18",-0.00879908719,0.856264519,-0.0337778472,0.426233146,0.02497876,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d10a","ENSMUSG00000034412.13",0.114800922,0.016759098,0.146896616,0.00253943053,-0.0320956944,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d10b","ENSMUSG00000042492.12",0.199065912,4.192165e-05,0.206058674,2.48421628e-05,-0.00699276194,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d10c","ENSMUSG00000040247.6",-0.568874005,1.10666013e-10,-0.53017387,4.15129144e-10,-0.0387001346,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d12","ENSMUSG00000048720.8",0.236175664,0.01457587,0.209526238,0.0294506716,0.0266494264,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d13","ENSMUSG00000039678.12",0.0690573506,0.168754331,0.0467685716,0.367124942,0.022288779,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d14","ENSMUSG00000029192.17",-0.217267921,3.04053095e-07,-0.296294694,9.37986703e-10,0.0790267723,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d15","ENSMUSG00000020130.9",-0.116048169,0.00183734703,-0.0839051181,0.0208640345,-0.0321430508,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d16","ENSMUSG00000039976.4",-0.909500643,5.20029996e-13,-0.980929204,1.0619887e-13,0.0714285607,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d17","ENSMUSG00000038520.15",-0.0708293563,0.243723124,-0.196654363,0.00110828803,0.125825007,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d19","ENSMUSG00000039178.9",0.30890063,0.00117353857,0.224298146,0.0153111931,0.0846024836,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d2","ENSMUSG00000039813.14",-0.332581258,0.0340882917,-0.503915848,0.00166326954,0.171334589,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d20","ENSMUSG00000027465.13",-0.14219551,0.000570860984,-0.115340337,0.00404783991,-0.0268551732,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d22a","ENSMUSG00000051864.10",-0.0975805394,0.0318513053,-0.147071382,0.00154136648,0.049490843,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d22b","ENSMUSG00000042203.8",-0.245878682,3.50091086e-06,-0.340991868,1.15956927e-08,0.0951131862,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d22bos","ENSMUSG00000089900.2",-0.148635072,0.373697981,-0.134321535,0.423766089,-0.014313537,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d23","ENSMUSG00000022749.8",-0.280579113,1.34375739e-05,-0.303773784,3.87185856e-06,0.0231946704,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d24","ENSMUSG00000036473.16",-0.0831873555,0.35435626,-0.0996839575,0.254823707,0.016496602,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d25","ENSMUSG00000039201.10",0.283840816,6.62010072e-05,0.140872837,0.0328651795,0.14296798,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d2b","ENSMUSG00000037410.13",-0.276907715,0.00136667087,-0.302592268,0.000543023888,0.0256845534,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d30","ENSMUSG00000052302.6",-0.234617694,0.00458877757,-0.252647918,0.00237354031,0.0180302243,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d31","ENSMUSG00000022364.14",0.257152273,6.24521499e-05,0.389281574,9.39458134e-08,-0.132129301,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d32","ENSMUSG00000038122.9",-0.707728643,2.04045581e-08,-0.712031711,1.62445503e-08,0.004303068,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d4","ENSMUSG00000033083.16",-0.0703473325,0.234074772,-0.0870740933,0.131602717,0.0167267608,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d5","ENSMUSG00000023923.10",-0.175266547,0.00153782798,-0.203799244,0.000300899057,0.0285326975,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d7","ENSMUSG00000021368.15",0.0392159927,0.728300382,0.0809247961,0.435666972,-0.0417088034,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d8","ENSMUSG00000003134.10",0.0885769758,0.510306635,-0.0720643124,0.599036778,0.160641288,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Tbc1d8b","ENSMUSG00000042473.8",-0.0138302629,0.882391054,-0.0229083879,0.801712644,0.00907812499,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d9","ENSMUSG00000031709.15",-0.252793244,0.0354894028,-0.196517196,0.103174213,-0.0562760482,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbc1d9b","ENSMUSG00000036644.15",0.05508644,0.219511442,0.0483383405,0.283538473,0.0067480995,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbca","ENSMUSG00000042043.6",0.0119913217,0.839590731,0.0647872643,0.194681726,-0.0527959426,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbcb","ENSMUSG00000006095.12",0.0582057957,0.255262534,0.0563837061,0.268595471,0.00182208966,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbcc","ENSMUSG00000036430.8",-0.10319778,0.191935294,0.103431865,0.187483237,-0.206629644,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbccd1","ENSMUSG00000004462.7",-0.0713517594,0.404008344,-0.0864603552,0.29802955,0.0151085958,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbcd","ENSMUSG00000039230.14",-0.338430306,1.04312819e-08,-0.333289905,1.24148279e-08,-0.00514040134,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbce","ENSMUSG00000039233.12",-0.214536816,1.45878122e-05,-0.245862348,1.73954332e-06,0.031325532,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbcel","ENSMUSG00000037287.15",-0.1449842,0.0032689419,-0.077224215,0.112958714,-0.0677599849,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbck","ENSMUSG00000028030.12",0.0822228031,0.237469464,0.0054429281,0.952346597,0.076779875,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbk1","ENSMUSG00000020115.3",-0.0277112613,0.503025814,-0.0299947552,0.461837391,0.00228349383,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbkbp1","ENSMUSG00000038517.15",0.586805526,0.00581483477,0.684835287,0.00174791426,-0.0980297612,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbl1x","ENSMUSG00000025246.13",-0.00695567277,0.868900584,-0.0200809196,0.597327487,0.0131252469,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbl1xr1","ENSMUSG00000027630.13",-0.214528253,0.00094421311,-0.305237137,1.42677391e-05,0.0907088847,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbl2","ENSMUSG00000005374.13",0.267809738,1.66163396e-05,0.324169326,8.29343943e-07,-0.0563595882,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbl3","ENSMUSG00000040688.16",-0.0431735148,0.407640082,-0.0982015109,0.0436441187,0.0550279961,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbp","ENSMUSG00000014767.17",0.168197401,0.000684907362,0.16571981,0.000775378984,0.00247759175,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbpl1","ENSMUSG00000071359.13",0.203405388,0.000344469823,0.215194698,0.000169651292,-0.0117893094,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbr1","ENSMUSG00000035033.15",0.206285787,0.142804916,0.0575803973,0.720468524,0.14870539,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbrg1","ENSMUSG00000011114.18",-0.111327833,0.00763915459,-0.127830624,0.00239635105,0.0165027907,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbrg4","ENSMUSG00000000384.15",0.101666865,0.0108402006,0.0430326369,0.29626135,0.0586342277,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbx2","ENSMUSG00000000093.6",-0.722100191,1.19030282e-05,-0.696756613,1.87748074e-05,-0.0253435782,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbx21","ENSMUSG00000001444.2",0.8923593,8.64318454e-05,0.920502432,5.99133345e-05,-0.028143132,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbx6","ENSMUSG00000030699.16",-0.186387561,0.107250206,0.0587978677,0.649883468,-0.245185428,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbxa2r","ENSMUSG00000034881.8",-0.199084322,0.00850027408,-0.224058738,0.00324231735,0.0249744159,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tbxas1","ENSMUSG00000029925.13",-0.0149736288,0.926047076,0.0995743349,0.463910522,-0.114547964,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcaim","ENSMUSG00000046603.16",-0.0772867888,0.479567408,-0.222933688,0.0263847112,0.145646899,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcam1","ENSMUSG00000020712.11",-0.560068044,0.000473388345,-0.718407171,1.97249363e-05,0.158339127,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcea1","ENSMUSG00000033813.15",-0.0876377097,0.0538060049,-0.047455649,0.315246075,-0.0401820607,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcea1-ps1","ENSMUSG00000067869.4",-0.0476523615,0.363026019,0.01164962,0.850662661,-0.0593019815,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcea2","ENSMUSG00000059540.15",-0.173054828,0.0292019783,-0.263323888,0.00119978665,0.0902690596,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcea3","ENSMUSG00000001604.14",-0.396851579,0.00695225949,-0.263034953,0.0710999738,-0.133816627,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tceal3","ENSMUSG00000044550.11",0.360139579,0.018871202,0.388094735,0.0113707906,-0.027955156,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tceal8","ENSMUSG00000051579.10",0.0608376911,0.75350104,-0.244925644,0.14085298,0.305763335,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Tceal9","ENSMUSG00000042712.10",0.0139109014,0.809349161,0.0823956114,0.0877210996,-0.06848471,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tceanc","ENSMUSG00000051224.13",-0.27668645,0.00343352959,-0.328133219,0.000651572072,0.051446769,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tceanc2","ENSMUSG00000028619.15",-0.337331887,6.07314254e-07,-0.276855693,1.24402813e-05,-0.0604761932,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcerg1","ENSMUSG00000024498.16",0.150987765,0.000133556731,0.133723564,0.000524299963,0.0172642009,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcf12","ENSMUSG00000032228.16",-0.595256169,6.12980134e-13,-0.63906024,1.2516994e-13,0.0438040708,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcf19","ENSMUSG00000050410.15",-0.320959212,5.56412828e-06,-0.217963509,0.000688849441,-0.102995703,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcf20","ENSMUSG00000041852.15",-0.0988449136,0.00907475598,-0.0775702673,0.0390358773,-0.0212746463,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcf24","ENSMUSG00000099032.2",-0.572216407,0.00066866648,-0.367124001,0.0233339564,-0.205092405,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcf25","ENSMUSG00000001472.17",-0.0868944802,0.0267682219,-0.114146653,0.00394619084,0.0272521726,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcf3","ENSMUSG00000020167.14",-0.00650285811,0.914996144,-0.0518338255,0.302588948,0.0453309674,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcf4","ENSMUSG00000053477.17",0.0634578386,0.330179697,-0.0349484261,0.614791928,0.0984062647,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Tcf7","ENSMUSG00000000782.16",0.294674788,4.16570822e-06,0.284161456,6.59956034e-06,0.0105133321,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcf7l1","ENSMUSG00000055799.13",-0.525553802,0.000236108278,-0.367027981,0.00715565083,-0.158525821,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcf7l2","ENSMUSG00000024985.20",0.392340786,0.0713078435,0.152895862,0.513239195,0.239444924,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tchh","ENSMUSG00000052415.5",-0.0429919104,0.749026994,0.130336011,0.270157484,-0.173327921,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tchp","ENSMUSG00000002486.15",-0.151862362,0.0687149715,-0.0600532649,0.504866699,-0.091809097,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcirg1","ENSMUSG00000001750.16",-0.32841158,1.61462277e-07,-0.279093057,2.25496241e-06,-0.0493185228,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcn2","ENSMUSG00000020432.12",-0.0755967253,0.449230497,-0.19266391,0.0374278263,0.117067185,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcof1","ENSMUSG00000024613.16",0.0281167277,0.596349979,-0.0272344221,0.608469171,0.0553511497,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Tcp1","ENSMUSG00000068039.13",0.179058674,3.71035986e-05,0.180819874,3.07940997e-05,-0.00176119962,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcp11","ENSMUSG00000062859.15",0.335841373,0.0100160155,0.229586192,0.0767569787,0.106255181,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcp11l1","ENSMUSG00000027175.10",0.269219363,0.0715266107,0.387547091,0.00938817712,-0.118327727,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcp11l2","ENSMUSG00000020034.7",-0.361572838,0.000353033972,-0.400272761,0.000107813807,0.0386999226,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tcta","ENSMUSG00000039461.12",-0.084428768,0.443907194,-0.0408921879,0.732389907,-0.0435365801,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tctex1d1","ENSMUSG00000028523.14",-0.0875017963,0.529792979,0.140489699,0.284885476,-0.227991496,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tctex1d2","ENSMUSG00000014075.15",1.188763,3.881103e-09,1.11474552,1.14859033e-08,0.0740174788,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tctex1d4","ENSMUSG00000047671.8",0.336566843,0.0400498595,0.0751380066,0.688938153,0.261428836,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tctn1","ENSMUSG00000038593.18",-0.246302703,0.000874502951,-0.192499456,0.00746527033,-0.0538032465,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tctn2","ENSMUSG00000029386.15",0.474983325,0.0337593239,0.213839605,0.360112419,0.26114372,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tctn3","ENSMUSG00000025008.15",-0.353112446,5.69071772e-06,-0.291404863,7.99620484e-05,-0.0617075837,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdg","ENSMUSG00000034674.18",-0.0626183631,0.131315401,-0.064637319,0.116373176,0.00201895591,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdg-ps","ENSMUSG00000047347.7",0.0228705356,0.900236034,-0.0609101656,0.719732866,0.0837807011,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Tdg-ps2","ENSMUSG00000085666.3",-0.288942145,0.0194425658,-0.0428974693,0.769495374,-0.246044676,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdgf1","ENSMUSG00000032494.12",-0.218256547,0.120244506,-0.0704119182,0.653886737,-0.147844629,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdo2","ENSMUSG00000028011.16",-0.137257135,0.396747409,-0.202471668,0.190146175,0.0652145332,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdp1","ENSMUSG00000021177.16",-0.0139138066,0.827521896,0.00413884684,0.95392008,-0.0180526535,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdp2","ENSMUSG00000035958.3",-0.198835206,4.6218085e-05,-0.0632362758,0.166597404,-0.13559893,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdrd3","ENSMUSG00000022019.16",-0.220811941,0.00142350756,-0.242622355,0.000521040298,0.0218104139,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdrd5","ENSMUSG00000060985.15",-0.214305862,0.0818084634,-0.190060251,0.122985678,-0.0242456109,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdrd7","ENSMUSG00000035517.17",-0.293660203,0.00722512446,-0.306299382,0.00506258485,0.0126391788,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdrkh","ENSMUSG00000041912.12",0.0460299083,0.504663724,0.0780861109,0.22756035,-0.0320562026,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tdrp","ENSMUSG00000050052.12",0.0861771305,0.487065928,0.0228032023,0.87442413,0.0633739281,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tead1","ENSMUSG00000055320.18",-1.57256739e-05,1,-0.0950630807,0.00856053204,0.095047355,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tead2","ENSMUSG00000030796.17",-0.679365061,1.91945967e-05,-0.340363167,0.0184007149,-0.339001894,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tead3","ENSMUSG00000002249.21",0.894726611,3.79229215e-09,0.837155674,1.16446923e-08,0.0575709373,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tead4","ENSMUSG00000030353.15",0.288760428,0.0370108973,0.522680205,0.00030269476,-0.233919777,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tec","ENSMUSG00000029217.16",0.0778214671,0.284126889,0.0865287778,0.225178161,-0.00870731071,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tecpr1","ENSMUSG00000066621.12",-0.139874937,0.0156894269,-0.181485689,0.00212683768,0.0416107524,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tecpr2","ENSMUSG00000021275.16",0.480345373,3.09294733e-09,0.423987656,2.77259796e-08,0.0563577173,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tecr","ENSMUSG00000031708.17",-0.108051813,0.0126950488,-0.156887317,0.000470904176,0.048835504,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tedc1","ENSMUSG00000037466.13",0.0234007728,0.701913603,0.0203020742,0.744939402,0.00309869861,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tedc2","ENSMUSG00000024118.14",0.251708761,0.00179558824,0.2894751,0.000410608787,-0.0377663386,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Teddm2","ENSMUSG00000045968.7",-0.444238917,0.00667366822,-0.560000238,0.000814181567,0.115761321,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tef","ENSMUSG00000022389.15",-0.485304669,0.000100058946,-0.648000705,2.52341091e-06,0.162696036,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tefm","ENSMUSG00000046909.9",0.164963496,0.0441332277,0.1132405,0.172767286,0.0517229952,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tekt2","ENSMUSG00000028845.15",-0.171536089,0.253712404,-0.00799650188,0.968852721,-0.163539587,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Telo2","ENSMUSG00000024170.15",0.149881229,0.0116881893,0.123187413,0.0370435175,0.0266938161,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ten1","ENSMUSG00000020778.12",-0.496959006,1.66003216e-08,-0.454843959,7.44895194e-08,-0.042115047,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tenm1","ENSMUSG00000016150.15",0.0256206355,0.803134574,0.0119993163,0.913497208,0.0136213192,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tenm4","ENSMUSG00000048078.16",0.0120065187,0.92627082,-0.0208886649,0.871688601,0.0328951836,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Tent2","ENSMUSG00000042167.6",-0.0961617689,0.030145082,-0.110535354,0.0127220862,0.0143735855,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tent4a","ENSMUSG00000034575.13",0.277343991,0.00175078558,0.120768611,0.149816857,0.15657538,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tent4b","ENSMUSG00000036779.12",0.103308807,0.0147790055,0.135781758,0.00165793659,-0.0324729508,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tent5a","ENSMUSG00000032265.14",-0.14536554,0.476233317,-0.212951773,0.276781315,0.0675862328,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tent5c","ENSMUSG00000044468.14",-0.397025892,6.76863942e-09,-0.387671251,9.40101467e-09,-0.00935464125,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tent5d","ENSMUSG00000073007.10",-0.265316971,0.0683068762,-0.110226776,0.481094616,-0.155090195,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tep1","ENSMUSG00000006281.8",0.158105316,0.000966927668,0.0656289469,0.162603452,0.092476369,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tepsin","ENSMUSG00000025377.14",0.180311965,0.0028741437,0.243820388,0.000111831229,-0.0635084228,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Terb1","ENSMUSG00000052616.10",0.140543095,0.28792499,0.0619253133,0.668457416,0.0786177817,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Terf1","ENSMUSG00000025925.14",0.0638985531,0.161855142,0.138028123,0.00248084412,-0.0741295695,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Terf2","ENSMUSG00000031921.17",-0.095877452,0.0463543677,-0.174025566,0.000488245528,0.0781481137,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Terf2ip","ENSMUSG00000033430.10",-0.0759660956,0.196325111,-0.0361515305,0.566370991,-0.0398145651,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tert","ENSMUSG00000021611.9",0.202971551,0.0169009123,0.0974264966,0.265508876,0.105545055,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tes","ENSMUSG00000029552.19",0.305896191,5.38857269e-07,0.304449354,5.35963251e-07,0.00144683705,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tes3-ps","ENSMUSG00000113255.1",-0.0546093717,0.461419382,0.0715092522,0.317495646,-0.126118624,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tesc","ENSMUSG00000029359.13",-0.0234423965,0.785488223,0.0508121168,0.520294186,-0.0742545133,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tesk1","ENSMUSG00000028458.12",-0.351500551,1.86115577e-05,-0.516997803,3.14656914e-08,0.165497251,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tesk2","ENSMUSG00000033985.17",-0.176183299,0.00743011693,-0.204567456,0.00209570332,0.0283841575,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tesmin","ENSMUSG00000024905.15",-0.408988558,0.00552687547,-0.284902572,0.0503391197,-0.124085986,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tespa1","ENSMUSG00000034833.10",0.437466268,2.04531718e-05,0.331927871,0.0006026458,0.105538398,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tet1","ENSMUSG00000047146.17",-0.632633474,0.000108559898,-0.569436455,0.00036507641,-0.0631970187,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tet2","ENSMUSG00000040943.12",0.00169218463,0.979415633,0.0196847462,0.699156841,-0.0179925616,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tet3","ENSMUSG00000034832.15",-0.0799928136,0.122839565,-0.064905408,0.214737371,-0.0150874056,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tex10","ENSMUSG00000028345.15",0.0264214076,0.564194855,-0.0324020981,0.467419619,0.0588235057,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Tex11","ENSMUSG00000009670.11",-0.0616536832,0.928099278,-0.139532405,0.833559414,0.0778787215,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tex14","ENSMUSG00000010342.16",0.123279727,0.429091801,0.0566734704,0.738705398,0.066606257,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tex15","ENSMUSG00000009628.14",1.2147474,5.4995234e-11,1.21699724,4.7064347e-11,-0.00224983996,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tex2","ENSMUSG00000040548.16",-0.246126134,5.75800961e-06,-0.237410327,9.32084792e-06,-0.00871580667,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tex26","ENSMUSG00000029660.10",0.0830993741,0.538646888,0.110271052,0.397427644,-0.0271716775,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tex261","ENSMUSG00000014748.13",-0.281186974,2.11579808e-08,-0.309189943,3.26426432e-09,0.0280029691,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tex264","ENSMUSG00000040813.16",0.106833515,0.0255183369,0.124964445,0.00909982758,-0.0181309295,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tex30","ENSMUSG00000026049.11",0.307280908,6.19872113e-06,0.315895633,3.83060907e-06,-0.00861472483,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Tex38","ENSMUSG00000044556.3",0.0479624947,0.682684401,-0.0166598141,0.90004547,0.0646223088,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
