"gene_symbol","ensembl","logFC_WT_heat","adjP_WT_heat","logFC_KO_heat","adjP_KO_heat","logFC_Interaction","adjP_Interaction","cgas_dependent","in_stringent_gate","reverses_without_cgas","arm_class","interaction_rank"
"Ano8","ENSMUSG00000034863.9",-0.211432504,0.0910220787,-0.154184822,0.22098602,-0.0572476818,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anp32-ps","ENSMUSG00000069913.3",0.143570678,0.221118283,-0.0670659779,0.595804907,0.210636656,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Anp32a","ENSMUSG00000032249.14",-0.0178645084,0.687208959,0.0466203987,0.241269984,-0.0644849071,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anp32b","ENSMUSG00000028333.10",-0.0123785867,0.814162715,0.0521727083,0.247908643,-0.064551295,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anp32b-ps1","ENSMUSG00000081792.4",0.0800481589,0.212359436,-0.0799462001,0.209158101,0.159994359,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Anp32e","ENSMUSG00000015749.12",-0.0346045285,0.486504046,0.050860354,0.281871788,-0.0854648825,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anpep","ENSMUSG00000039062.15",-0.249618689,0.125427105,-0.294983964,0.0664234652,0.0453652753,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Antxr1","ENSMUSG00000033420.12",-0.307075647,0.0172398887,-0.221501306,0.085636769,-0.0855743403,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Antxr2","ENSMUSG00000029338.13",0.627774933,2.7289551e-05,0.543090166,0.000127150443,0.0846847664,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa1","ENSMUSG00000024659.15",0.505700006,0.00481232485,0.375526722,0.0321304701,0.130173285,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa11","ENSMUSG00000021866.15",-0.410239032,1.50698459e-07,-0.489833729,5.41781961e-09,0.0795946964,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa11os","ENSMUSG00000098609.1",-0.268065159,0.0800182007,-0.379450173,0.0128311554,0.111385014,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa13","ENSMUSG00000055114.9",0.121789788,0.398542022,0.178239241,0.195655203,-0.0564494537,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa2","ENSMUSG00000032231.14",1.11479538,2.7848092e-05,1.19737051,1.20791759e-05,-0.0825751332,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa3","ENSMUSG00000029484.12",1.00293111,3.20236305e-08,0.92891705,9.00938464e-08,0.0740140624,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa4","ENSMUSG00000029994.17",0.784684244,4.08121276e-13,0.807273456,1.81812957e-13,-0.0225892114,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa5","ENSMUSG00000027712.13",0.356115401,3.73621227e-09,0.373922401,1.30382489e-09,-0.0178070007,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa6","ENSMUSG00000018340.13",0.305705368,7.44523486e-06,0.345201651,1.17295658e-06,-0.0394962836,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa7","ENSMUSG00000021814.17",0.228935897,3.56346193e-06,0.226629858,3.88664034e-06,0.00230603843,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Anxa8","ENSMUSG00000021950.15",0.120528779,0.474619279,-0.0214207536,0.914281935,0.141949533,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Anxa9","ENSMUSG00000015702.13",0.542882407,4.77804883e-05,0.601834898,1.08027449e-05,-0.0589524911,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aoc1","ENSMUSG00000029811.14",0.879977456,1.56374032e-05,0.776923002,8.0874251e-05,0.103054454,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aoc2","ENSMUSG00000078651.8",-0.0127061737,0.888699589,-0.123224986,0.0947333854,0.110518812,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aoc3","ENSMUSG00000019326.14",-0.137918729,0.425861841,-0.107948352,0.541421027,-0.0299703776,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aopep","ENSMUSG00000021458.17",0.0525598702,0.358764435,0.0238860498,0.7016543,0.0286738204,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aox2","ENSMUSG00000079554.2",0.145829077,0.157076328,0.11236327,0.284326782,0.0334658066,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aox3","ENSMUSG00000064294.12",0.507097227,0.000608540922,0.557121993,0.000201533231,-0.0500247666,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap1ar","ENSMUSG00000074238.6",0.0540102661,0.157167772,0.0353727025,0.37182945,0.0186375636,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap1b1","ENSMUSG00000009090.17",-0.011596066,0.785827162,-0.102379509,0.00480517446,0.0907834434,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap1g1","ENSMUSG00000031731.16",0.142272182,0.000336404232,0.0785227798,0.0378545752,0.0637494018,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap1g2","ENSMUSG00000040701.16",0.131779871,0.00291686406,0.126470403,0.0040131049,0.00530946826,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap1m1","ENSMUSG00000003033.15",-0.137607153,0.000317683117,-0.180046099,8.8423764e-06,0.0424389458,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap1m2","ENSMUSG00000003309.14",-0.465270144,9.34350967e-05,-0.265514495,0.0170278275,-0.199755648,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap1s1","ENSMUSG00000004849.14",0.0737741496,0.0878271663,0.0612771425,0.158396235,0.0124970071,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap1s2","ENSMUSG00000031367.15",-0.273149667,0.00226836282,-0.273072682,0.00220777586,-7.69841118e-05,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap1s3","ENSMUSG00000054702.14",0.401599296,8.63315849e-08,0.310382244,5.65580883e-06,0.0912170525,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap2a1","ENSMUSG00000060279.14",-0.0869467499,0.0295119249,-0.0970431642,0.0150843471,0.0100964143,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap2a2","ENSMUSG00000002957.11",-0.0287557265,0.446742083,-0.0320262198,0.388535324,0.00327049334,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap2b1","ENSMUSG00000035152.14",0.112332945,0.000724181449,0.0878939111,0.00646194912,0.0244390339,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap2m1","ENSMUSG00000022841.15",-0.0138285682,0.759365784,0.00394217024,0.937595618,-0.0177707385,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap2m1-ps","ENSMUSG00000081272.1",-0.0336672618,0.450668175,0.0335900006,0.449943424,-0.0672572624,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap2s1","ENSMUSG00000008036.11",0.0174848379,0.70168583,0.00866493541,0.863453681,0.0088199025,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap3b1","ENSMUSG00000021686.6",-0.162119871,8.64731744e-05,-0.13013746,0.00102260696,-0.0319824116,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap3d1","ENSMUSG00000020198.8",-0.0929166856,0.0118588992,-0.134101116,0.000449408675,0.0411844305,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap3m1","ENSMUSG00000021824.13",-0.0718113506,0.138283524,-0.0540299431,0.273656897,-0.0177814075,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap3m1-ps","ENSMUSG00000094683.2",-0.00678480709,0.950988134,-0.0974427112,0.256509396,0.0906579041,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap3m2","ENSMUSG00000031539.6",-0.943255645,1.55750623e-11,-0.86942696,7.2012374e-11,-0.0738286856,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap3s1","ENSMUSG00000024480.9",0.089704135,0.0980322111,0.0534771585,0.342718318,0.0362269765,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap3s1-ps1","ENSMUSG00000085611.3",0.0626152069,0.535918216,0.0376935887,0.724663028,0.0249216182,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap3s1-ps2","ENSMUSG00000094257.2",0.118165185,0.307951147,0.0932706206,0.430235001,0.024894564,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap3s2","ENSMUSG00000063801.7",-0.0373427533,0.458401648,-0.0851838464,0.0675409784,0.0478410931,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap4b1","ENSMUSG00000032952.11",0.186868346,0.119579267,0.0217766797,0.886782544,0.165091666,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap4e1","ENSMUSG00000001998.15",-0.0302845024,0.554127036,0.0237282722,0.651221738,-0.0540127746,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap4m1","ENSMUSG00000019518.11",-0.0219295375,0.770487183,-0.0373236706,0.598290366,0.0153941331,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap4s1","ENSMUSG00000020955.9",-0.215029446,0.00536501362,-0.264396177,0.000790248114,0.0493667313,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap5b1","ENSMUSG00000049562.6",0.0445168014,0.718749799,0.167638223,0.119140783,-0.123121422,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap5m1","ENSMUSG00000036291.6",-0.0256322452,0.70698888,-0.0327302124,0.623170207,0.00709796719,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap5s1","ENSMUSG00000068264.11",-0.244005108,0.0190083329,-0.138670624,0.189600585,-0.105334485,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ap5z1","ENSMUSG00000039623.13",-0.214520441,0.00210932404,-0.161386888,0.0179654634,-0.0531335533,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apaf1","ENSMUSG00000019979.12",0.121086324,0.0132571831,0.144900287,0.00331237143,-0.0238139625,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apba1","ENSMUSG00000024897.9",0.326396862,0.00719069143,0.252992665,0.0328739456,0.0734041975,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apba3","ENSMUSG00000004931.11",0.0617283858,0.382839872,0.0451234473,0.534580025,0.0166049385,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apbb1","ENSMUSG00000037032.16",0.658001409,2.87730631e-05,0.682210185,1.64081923e-05,-0.0242087762,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apbb1ip","ENSMUSG00000026786.14",-0.255461383,3.93907718e-06,-0.35984627,1.00255683e-08,0.104384887,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apbb2","ENSMUSG00000029207.16",0.351660861,0.00391652753,0.220390389,0.0665185314,0.131270472,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apbb3","ENSMUSG00000117679.1",-0.126061446,0.0332714147,-0.0519400938,0.409209105,-0.0741213521,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apc","ENSMUSG00000005871.15",0.0765749691,0.0449024044,-0.0122209506,0.789603393,0.0887959196,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Apc-ps1","ENSMUSG00000083152.1",0.0447535068,0.814892179,-0.076325902,0.67527061,0.121079409,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Apc2","ENSMUSG00000020135.13",0.25790108,0.110152037,0.418981079,0.0089596877,-0.161079999,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apcdd1","ENSMUSG00000071847.13",0.000946134375,0.998347679,0.142061438,0.340726015,-0.141115303,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apeh","ENSMUSG00000032590.14",0.018767041,0.721076031,0.0495929368,0.292524945,-0.0308258957,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apex2","ENSMUSG00000025269.16",0.0921168071,0.0721798143,0.122927425,0.0159805416,-0.0308106175,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aph1a","ENSMUSG00000015750.15",-0.171342948,0.00664689134,-0.162431213,0.00960231267,-0.00891173565,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aph1b","ENSMUSG00000032375.15",0.072342117,0.583061983,0.110258839,0.379045785,-0.0379167223,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aph1c","ENSMUSG00000053040.13",0.0317776385,0.848791963,0.237715336,0.0831163141,-0.205937698,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Api5","ENSMUSG00000027193.12",0.0558803592,0.0827109553,0.0590439371,0.0649878672,-0.00316357798,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apip","ENSMUSG00000010911.12",-0.0935090054,0.186347851,-0.0711114129,0.324452692,-0.0223975925,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aplf","ENSMUSG00000030051.10",0.00269591578,0.985513353,0.106167926,0.27487187,-0.10347201,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apln","ENSMUSG00000037010.7",-0.669763907,3.02588647e-05,-0.953056916,1.08095215e-07,0.283293009,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aplp1","ENSMUSG00000006651.8",1.27787169,7.8627646e-08,1.16470106,2.76509707e-07,0.113170631,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aplp2","ENSMUSG00000031996.17",-0.195515981,0.000108741168,-0.17878066,0.000301991797,-0.0167353212,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apmap","ENSMUSG00000033096.7",0.00411835539,0.948838536,-0.0142118918,0.810755187,0.0183302472,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Apoa2","ENSMUSG00000005681.12",-0.179887172,0.154697339,-0.300774515,0.0155668659,0.120887343,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apobec1","ENSMUSG00000040613.14",-0.0176232073,0.932357518,0.150103149,0.380775899,-0.167726356,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apobec2","ENSMUSG00000040694.4",-0.585969468,4.92860852e-05,-0.589353143,4.38963156e-05,0.00338367515,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apobec3","ENSMUSG00000009585.18",-0.300213458,2.11815403e-08,-0.320270645,5.76847423e-09,0.0200571871,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apobr","ENSMUSG00000042759.12",0.105233513,0.267757195,0.168743337,0.064656823,-0.063509824,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apoc4","ENSMUSG00000074336.5",0.165868422,0.298940253,0.235538769,0.125957159,-0.0696703466,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apoe","ENSMUSG00000002985.16",-0.208654099,0.046342036,-0.0881291337,0.43012762,-0.120524965,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apol10b","ENSMUSG00000050014.8",-0.298232613,0.0291525319,-0.583184097,6.75220759e-05,0.284951484,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apol7e","ENSMUSG00000071716.5",-0.379803499,0.00423384585,-0.356914534,0.00674051249,-0.022888965,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apol8","ENSMUSG00000056656.6",0.215694632,0.344861871,-0.213716596,0.347036605,0.429411228,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Apol9a","ENSMUSG00000057346.12",-0.713816949,2.56102066e-09,-0.605342828,4.89162923e-08,-0.108474121,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apol9b","ENSMUSG00000068246.6",-0.502773161,3.4493317e-11,-0.428283009,7.9816058e-10,-0.0744901512,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apold1","ENSMUSG00000090698.2",-0.311678693,0.0349121032,-0.353535465,0.0166161393,0.0418567714,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apom","ENSMUSG00000024391.7",-0.00994509031,0.960048297,-0.189147421,0.205182486,0.179202331,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apon","ENSMUSG00000051716.6",0.0718302321,0.659371975,-0.157069155,0.290578312,0.228899387,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Apoo","ENSMUSG00000079508.8",-0.150417304,0.351917124,-0.01971033,0.920235136,-0.130706974,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apoo-ps","ENSMUSG00000049233.7",0.0751721766,0.295592587,0.124220972,0.070963658,-0.0490487954,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apool","ENSMUSG00000025525.12",-0.0614137732,0.327157538,-0.056168656,0.372074878,-0.0052451172,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Apopt1","ENSMUSG00000037787.14",-0.15803491,0.0298982792,-0.23832834,0.00136670798,0.0802934302,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"App","ENSMUSG00000022892.11",-0.492618399,0.000184277524,-0.464211099,0.000355743321,-0.0284073002,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Appbp2","ENSMUSG00000018481.9",0.169589732,0.000532733014,0.17850197,0.000287720893,-0.00891223832,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Appbp2os","ENSMUSG00000085628.4",-0.354091464,0.0140175827,0.130715531,0.390045794,-0.484806996,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Appl1","ENSMUSG00000040760.11",0.0550960967,0.255119453,0.0744137029,0.112819526,-0.0193176062,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Appl2","ENSMUSG00000020263.14",-0.55677895,7.19483352e-08,-0.543767117,1.01656781e-07,-0.0130118328,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aprt","ENSMUSG00000006589.8",0.0166373077,0.751903007,-0.0536956667,0.243027914,0.0703329744,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Aptx","ENSMUSG00000028411.15",-0.0826119678,0.132692519,-0.102352637,0.0587445998,0.0197406694,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aqp1","ENSMUSG00000004655.5",0.319856176,0.0921609663,0.387000793,0.0398503821,-0.067144617,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aqp10-ps","ENSMUSG00000105082.2",0.0302341435,0.867156474,0.0994212931,0.535304484,-0.0691871496,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aqp11","ENSMUSG00000042797.9",-0.271199767,0.0592205216,-0.00902872264,0.963957453,-0.262171044,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aqp3","ENSMUSG00000028435.8",-0.00780158464,0.868486581,0.0294264888,0.47560826,-0.0372280735,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aqp4","ENSMUSG00000024411.11",0.214078277,0.0880756992,0.277738514,0.0256335381,-0.0636602363,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aqp7","ENSMUSG00000028427.13",-0.312334009,0.028026275,-0.251553864,0.0766919041,-0.0607801455,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aqp9","ENSMUSG00000032204.13",0.0631184643,0.730149925,0.151810295,0.358405121,-0.0886918311,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Aqr","ENSMUSG00000040383.16",0.0947112088,0.00408344627,0.0802276133,0.0137517965,0.0144835955,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Ar","ENSMUSG00000046532.8",0.79280872,1.0743076e-10,0.90799044,9.13996454e-12,-0.11518172,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Araf","ENSMUSG00000001127.12",-0.12589595,0.000326566298,-0.172109052,4.74305199e-06,0.0462131014,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arap1","ENSMUSG00000032812.18",-0.280322733,5.11566271e-06,-0.26673637,1.01166875e-05,-0.0135863626,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arap2","ENSMUSG00000037999.13",0.173294371,0.00235740007,0.200850082,0.00052364513,-0.0275557104,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arap3","ENSMUSG00000024451.9",-0.241302016,0.0454280908,-0.0292194248,0.845742883,-0.212082591,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arc","ENSMUSG00000022602.14",-0.0890834582,0.551923327,0.102622106,0.48399052,-0.191705564,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arcn1","ENSMUSG00000032096.16",0.165030064,7.19585914e-05,0.171200666,4.23043349e-05,-0.00617060222,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Areg","ENSMUSG00000029378.5",1.84333248,6.16665381e-05,1.72351247,0.000117833559,0.119820009,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arel1","ENSMUSG00000042350.13",0.0884777499,0.0680894921,-0.00727678255,0.906732505,0.0957545325,1,FALSE,FALSE,TRUE,"no_detectable_difference",NA
"Arf1","ENSMUSG00000048076.14",0.122423275,0.00129954289,0.111618519,0.00295999877,0.010804756,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arf2","ENSMUSG00000062421.13",0.0658990306,0.257814033,0.103261074,0.0657244508,-0.0373620439,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arf3","ENSMUSG00000051853.10",0.0391910612,0.273495204,0.00803387414,0.851934713,0.0311571871,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arf4","ENSMUSG00000021877.12",0.295625998,1.80739948e-05,0.259570299,9.14814806e-05,0.0360556988,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arf5","ENSMUSG00000020440.13",0.115249441,0.0130760798,0.0576365277,0.223793914,0.0576129134,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arf6","ENSMUSG00000044147.8",0.329374456,2.2134445e-06,0.30041737,7.90349712e-06,0.0289570865,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arfgap1","ENSMUSG00000027575.19",0.0739373636,0.051919577,0.0250389827,0.547133425,0.0488983809,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arfgap2","ENSMUSG00000027255.14",-0.195203913,8.52871095e-05,-0.137360485,0.00343274152,-0.0578434278,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arfgap3","ENSMUSG00000054277.8",-0.115908786,0.0627444001,-0.0623171801,0.337787147,-0.0535916062,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arfgef1","ENSMUSG00000067851.11",0.0646606926,0.0771636894,0.0436234838,0.24315074,0.0210372088,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arfgef2","ENSMUSG00000074582.10",-0.355435266,7.49033601e-10,-0.411640501,3.44750473e-11,0.0562052351,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arfgef3","ENSMUSG00000019852.7",-0.182043006,0.00385027148,-0.223537326,0.000518750167,0.0414943205,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arfip1","ENSMUSG00000074513.9",-0.179425824,0.0189107419,-0.142752251,0.0610508245,-0.0366735729,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arfip2","ENSMUSG00000030881.15",0.0436348691,0.341035992,0.0229979677,0.63893834,0.0206369014,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arfrp1","ENSMUSG00000038671.15",0.0187292168,0.709690283,0.00349520637,0.952683131,0.0152340105,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arg1","ENSMUSG00000019987.9",0.182125301,0.227695387,0.135478959,0.38063456,0.0466463426,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arg2","ENSMUSG00000021125.6",0.22408639,0.113651054,0.0910805679,0.55394263,0.133005823,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arglu1","ENSMUSG00000040459.11",-0.247718731,3.7424038e-09,-0.261523994,1.17148982e-09,0.0138052632,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap1","ENSMUSG00000027247.16",-0.15249216,4.21584792e-05,-0.178299051,4.20877719e-06,0.0258068906,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap10","ENSMUSG00000037148.8",-0.10475407,0.133087224,-0.0902346374,0.198461298,-0.0145194327,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap11a","ENSMUSG00000041219.14",0.0557277304,0.355902019,0.0182889916,0.789603393,0.0374387388,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap12","ENSMUSG00000041225.16",-0.131227152,0.0146997415,-0.167465175,0.00216329285,0.0362380226,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap15","ENSMUSG00000049744.15",-0.131603211,0.00595168728,-0.11698805,0.0136329675,-0.0146151611,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap17","ENSMUSG00000030766.15",-0.0611283397,0.15496365,-0.00156136933,0.980374503,-0.0595669704,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap18","ENSMUSG00000039031.16",-0.0228201996,0.745566094,-0.100461108,0.0951323276,0.0776409085,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap19","ENSMUSG00000025154.15",-0.258642262,2.13928073e-06,-0.268430375,1.10714222e-06,0.00978811247,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap20","ENSMUSG00000053199.13",-0.0439212175,0.821112858,0.192791342,0.246805908,-0.23671256,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap21","ENSMUSG00000036591.16",0.347102809,1.17366744e-08,0.34124507,1.42706285e-08,0.0058577383,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap23","ENSMUSG00000049807.16",0.418868893,0.0119042983,0.399209002,0.0160540834,0.0196598904,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap24","ENSMUSG00000057315.14",-1.07228108,2.79710189e-08,-0.871598856,9.57942309e-07,-0.200682227,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap25","ENSMUSG00000030047.14",-0.376670663,2.91601539e-08,-0.401608889,8.15592739e-09,0.0249382257,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap26","ENSMUSG00000036452.18",-0.109466131,0.19146255,-0.290177321,0.000602136551,0.180711191,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap27","ENSMUSG00000034255.17",-0.14638301,0.00349702412,-0.174653946,0.000624222682,0.0282709363,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap27os3","ENSMUSG00000085887.2",-0.873158978,6.77660819e-11,-0.883187084,4.94309828e-11,0.010028106,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap29","ENSMUSG00000039831.16",0.286449357,0.0701296653,0.231727447,0.145114319,0.0547219096,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
"Arhgap30","ENSMUSG00000048865.16",-0.225764517,1.00398544e-06,-0.226632478,8.79722125e-07,0.000867960949,1,FALSE,FALSE,FALSE,"no_detectable_difference",NA
