"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","arm","collection","n_query_in_background","hit_genes","n_hits","size_tested","k_null_matched_mean","p_matched","frac_matched_reaching_q","p_uniform"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB","35/102","191/3666",0.183246073298429,6.58607945796119,13.412650736945,7.46326544274591e-21,3.2838367948082e-19,2.51394204387231e-19,"AREG/ATF3/CCL20/CCL4/CCN1/CD80/CD83/CDKN1A/CSF2/EGR1/EGR2/EGR3/F3/FOSL1/FOSL2/GFPT2/GPR183/HBEGF/IER3/IL1A/IL23A/INHBA/KDM6B/NR4A1/NR4A2/NR4A3/OLR1/PLAUR/PLEK/PLK2/PTGS2/SDC4/SERPINE1/SPHK1/TNFSF9",35,"WT_heat_up","Hallmark",199,"AREG/ATF3/CCL20/CCL4/CCN1/CD80/CD83/CDKN1A/CSF2/EGR1/EGR2/EGR3/F3/FOSL1/FOSL2/GFPT2/GPR183/HBEGF/IER3/IL1A/IL23A/INHBA/KDM6B/NR4A1/NR4A2/NR4A3/OLR1/PLAUR/PLEK/PLK2/PTGS2/SDC4/SERPINE1/SPHK1/TNFSF9",35,191,9.596,0.000499750124937531,0.099,0.000499750124937531
"HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE","21/102","166/3666",0.126506024096386,4.54677533664068,7.91082776922878,2.32052113280623e-09,5.1051464921737e-08,3.90824611841049e-08,"ADM/ADORA2B/CCL20/CCL22/CD70/CDKN1A/F3/GPR183/HBEGF/IL1A/INHBA/LTA/OLR1/PLAUR/PTGER2/RGS16/SERPINE1/SGMS2/SPHK1/TIMP1/TNFSF9",21,"WT_heat_up","Hallmark",199,"ADM/ADORA2B/CCL20/CCL22/CD70/CDKN1A/F3/GPR183/HBEGF/IL1A/INHBA/LTA/OLR1/PLAUR/PTGER2/RGS16/SERPINE1/SGMS2/SPHK1/TIMP1/TNFSF9",21,166,7.6195,0.000499750124937531,0.0570285142571286,0.000499750124937531
"HALLMARK_HYPOXIA","HALLMARK_HYPOXIA","18/102","171/3666",0.105263157894737,3.78328173374613,6.30521445092493,6.6532330594798e-07,9.75807515390371e-06,7.47029676853873e-06,"ADM/ADORA2B/AK4/ANXA2/ATF3/CCN1/CDKN1A/EGFR/F3/FOSL2/HK2/IER3/P4HA2/PDGFB/PLAUR/SDC4/SERPINE1/TGM2",18,"WT_heat_up","Hallmark",199,"ADM/ADORA2B/AK4/ANXA2/ATF3/CCN1/CDKN1A/EGFR/F3/FOSL2/HK2/IER3/P4HA2/PDGFB/PLAUR/SDC4/SERPINE1/TGM2",18,171,8.276,0.000999500249875062,0.079,0.000499750124937531
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","14/102","142/3666",0.0985915492957746,3.54349627174814,5.2290832414141,2.85072197004896e-05,0.000313579416705385,0.000240060797477807,"APLP1/AREG/CCN1/DAB2/INHBA/LAMC2/PLAUR/SDC1/SDC4/SERPINE1/SPP1/TGM2/TIMP1/TNFRSF11B",14,"WT_heat_up","Hallmark",199,"APLP1/AREG/CCN1/DAB2/INHBA/LAMC2/PLAUR/SDC1/SDC4/SERPINE1/SPP1/TGM2/TIMP1/TNFRSF11B",14,142,5.7545,0.00149925037481259,0.0180451127819549,0.000499750124937531
"HALLMARK_P53_PATHWAY","HALLMARK_P53_PATHWAY","15/102","187/3666",0.0802139037433155,2.88298206983328,4.47103429542205,0.000162002841046676,0.00142562500121075,0.0010913875607355,"ATF3/CDKN1A/EPHA2/HBEGF/IER3/IL1A/PLK2/PLK3/PLXNB2/PROCR/RGS16/SDC1/SPHK1/TNFSF9/UPP1",15,"WT_heat_up","Hallmark",199,"ATF3/CDKN1A/EPHA2/HBEGF/IER3/IL1A/PLK2/PLK3/PLXNB2/PROCR/RGS16/SDC1/SPHK1/TNFSF9/UPP1",15,187,7.366,0.00449775112443778,0.0225,0.000499750124937531
"HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP","13/102","161/3666",0.0807453416149068,2.9020825721593,4.17509652910345,0.000431522446170095,0.0031644979385807,0.00242258215393738,"ADAM8/ALDH1A2/ANO1/CCL20/CSF2/GFPT2/HBEGF/INHBA/PLAUR/PLEK2/PTGS2/RGS16/SPP1",13,"WT_heat_up","Hallmark",199,"ADAM8/ALDH1A2/ANO1/CCL20/CSF2/GFPT2/HBEGF/INHBA/PLAUR/PLEK2/PTGS2/RGS16/SPP1",13,161,5.7545,0.00549725137431284,0.00852130325814536,0.00199900049975012
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING","14/102","197/3666",0.0710659898477157,2.55419528217378,3.79319157386585,0.000941431830470797,0.00591757150581644,0.00453019828196474,"APLP1/BATF3/CD83/CSF2/EOMES/FAH/HK2/IRF6/PTGER2/RGS16/SCN9A/SPP1/TGM2/TNFSF11",14,"WT_heat_up","Hallmark",199,"APLP1/BATF3/CD83/CSF2/EOMES/FAH/HK2/IRF6/PTGER2/RGS16/SCN9A/SPP1/TGM2/TNFSF11",14,197,8.4225,0.0299850074962519,0.0465,0.00149925037481259
"HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT","12/102","162/3666",0.0740740740740741,2.66230936819172,3.66062750554205,0.00155981134649944,0.00857896240574693,0.00656762672210291,"C3/CD40LG/CLU/CPM/F3/HSPA1A/OLR1/PDGFB/PLAUR/PLEK/SERPINE1/TIMP1",12,"WT_heat_up","Hallmark",199,"C3/CD40LG/CLU/CPM/F3/HSPA1A/OLR1/PDGFB/PLAUR/PLEK/SERPINE1/TIMP1",12,162,6.19,0.0189905047476262,0.0190285428142213,0.00249875062468766
"HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS","11/102","151/3666",0.0728476821192053,2.61823139851967,3.43506263327159,0.00281063828339948,0.0137408982743975,0.0105193479612612,"ATF3/AVPR1A/CDKN1A/CLU/CTH/EGR3/FASLG/IER3/IL1A/PAK1/TIMP1",11,"WT_heat_up","Hallmark",199,"ATF3/AVPR1A/CDKN1A/CLU/CTH/EGR3/FASLG/IER3/IL1A/PAK1/TIMP1",11,151,8.6225,0.229885057471264,0.1635,0.00349825087456272
"HALLMARK_COAGULATION","HALLMARK_COAGULATION","8/102","95/3666",0.0842105263157895,3.0266253869969,3.38538904006207,0.00448182786456462,0.0197200426040843,0.0150966833332703,"C3/CLU/F3/OLR1/PDGFB/PLEK/SERPINE1/TIMP1",8,"WT_heat_up","Hallmark",199,"C3/CLU/F3/OLR1/PDGFB/PLEK/SERPINE1/TIMP1",8,95,3.402,0.0144927536231884,0.00617601646937725,0.00299850074962519
"GOBP_TAXIS","GOBP_TAXIS","23/183","334/11067",0.0688622754491018,4.16447433002847,7.61449063782155,6.28222890811767e-09,1.1623916324849e-05,9.35644009634642e-06,"ADAM8/C3/CALCA/CCL20/CCL22/CCL3/CCL4/CCN1/EGR3/EPHA2/F3/FOSL1/GPR183/HBEGF/IL23A/NR4A1/PDGFB/PLAUR/SEMA4A/SERPINE1/TNFSF11/TNFSF14/WNT3",23,"WT_heat_up","GO_BP",199,"ADAM8/C3/CALCA/CCL20/CCL22/CCL3/CCL4/CCN1/EGR3/EPHA2/F3/FOSL1/GPR183/HBEGF/IL23A/NR4A1/PDGFB/PLAUR/SEMA4A/SERPINE1/TNFSF11/TNFSF14/WNT3",23,334,10.5465,0.000499750124937531,0.12,0.000499750124937531
"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE","23/183","340/11067",0.0676470588235294,4.09098360655738,7.50626048165568,8.8093340847662e-09,1.1623916324849e-05,9.35644009634642e-06,"ADAM8/ADORA2A/ADORA2B/BCL6B/C3/CAMK2N1/CCL3/CD200/DAGLA/IER3/IL1A/IL1RN/IL2/IL23A/LTA/NR4A3/PIK3AP1/PLK2/PTGS2/SERPINE1/SPHK1/TNFSF11/TNFSF14",23,"WT_heat_up","GO_BP",199,"ADAM8/ADORA2A/ADORA2B/BCL6B/C3/CAMK2N1/CCL3/CD200/DAGLA/IER3/IL1A/IL1RN/IL2/IL23A/LTA/NR4A3/PIK3AP1/PLK2/PTGS2/SERPINE1/SPHK1/TNFSF11/TNFSF14",23,340,11.046,0.000499750124937531,0.1335,0.000499750124937531
"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT","GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT","18/183","228/11067",0.0789473684210526,4.77437446074202,7.46697008666442,3.93047597365999e-08,3.45750869816291e-05,2.78305281222662e-05,"ADM/ANXA3/ATP2B4/C3/EMILIN2/EPHA2/EPN2/F3/FASLG/HK2/HSPG2/IL17F/IL1A/PLK2/SEMA4A/SERPINE1/SPHK1/TGM2",18,"WT_heat_up","GO_BP",199,"ADM/ANXA3/ATP2B4/C3/EMILIN2/EPHA2/EPN2/F3/FASLG/HK2/HSPG2/IL17F/IL1A/PLK2/SEMA4A/SERPINE1/SPHK1/TGM2",18,228,7.218,0.000999500249875062,0.0645968953430145,0.000499750124937531
"GOBP_CELL_CHEMOTAXIS","GOBP_CELL_CHEMOTAXIS","17/183","233/11067",0.0729613733905579,4.4123689579962,6.8259977172095,2.98007616060708e-07,0.000164644585163445,0.000132527381926899,"ADAM8/C3/CALCA/CCL20/CCL22/CCL3/CCL4/EGR3/EPHA2/GPR183/HBEGF/IL23A/NR4A1/PDGFB/SERPINE1/TNFSF11/TNFSF14",17,"WT_heat_up","GO_BP",199,"ADAM8/C3/CALCA/CCL20/CCL22/CCL3/CCL4/EGR3/EPHA2/GPR183/HBEGF/IL23A/NR4A1/PDGFB/SERPINE1/TNFSF11/TNFSF14",17,233,7.671,0.00199900049975012,0.0945472736368184,0.000499750124937531
"GOBP_TISSUE_REMODELING","GOBP_TISSUE_REMODELING","13/183","134/11067",0.0970149253731343,5.86701737215562,7.34974434537677,3.11945026834871e-07,0.000164644585163445,0.000132527381926899,"ADAM8/CALCA/EPHA2/FOSL2/GJA5/IL1A/IL2/IL23A/NPPC/NPR3/SPP1/TIMP1/TNFSF11",13,"WT_heat_up","GO_BP",199,"ADAM8/CALCA/EPHA2/FOSL2/GJA5/IL1A/IL2/IL23A/NPPC/NPR3/SPP1/TIMP1/TNFSF11",13,134,4.803,0.000999500249875062,0.0548289738430583,0.000499750124937531
"GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION","GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION","20/183","327/11067",0.0611620795107034,3.69880182483582,6.42346470336518,4.51043344694449e-07,0.000198383897774775,0.000159685170104105,"ADAM8/CCL3/CD200/CD40LG/CD70/CD80/CD83/CDKN1A/EGR3/GPR183/HAVCR1/HSPH1/IL1A/IL2/IL23A/NR4A3/PLEK/TNFSF11/TNFSF14/TNFSF9",20,"WT_heat_up","GO_BP",199,"ADAM8/CCL3/CD200/CD40LG/CD70/CD80/CD83/CDKN1A/EGR3/GPR183/HAVCR1/HSPH1/IL1A/IL2/IL23A/NR4A3/PLEK/TNFSF11/TNFSF14/TNFSF9",20,327,12.1415,0.0114942528735632,0.2585,0.000499750124937531
"GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY","19/183","321/11067",0.059190031152648,3.57954139216587,6.08132495384692,1.45790912353476e-06,0.00054885500731485,0.000441789914346091,"ADORA2A/ATF3/CD40LG/CLU/CSF2/CTH/FASLG/HSPA1A/IER3/IL1A/INHBA/LTA/NR4A2/PLAUR/PTGS2/SERPINE1/TNFSF11/TNFSF14/YAP1",19,"WT_heat_up","GO_BP",199,"ADORA2A/ATF3/CD40LG/CLU/CSF2/CTH/FASLG/HSPA1A/IER3/IL1A/INHBA/LTA/NR4A2/PLAUR/PTGS2/SERPINE1/TNFSF11/TNFSF14/YAP1",19,321,10.315,0.00699650174912544,0.121,0.000499750124937531
"GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","8/183","51/11067",0.156862745098039,9.48633879781421,7.87626104557588,1.66382722945009e-06,0.00054885500731485,0.000441789914346091,"ADM/APLP1/ATP2B4/BICD1/CALCA/PLEK/RGS16/SERPINE1",8,"WT_heat_up","GO_BP",199,"ADM/APLP1/ATP2B4/BICD1/CALCA/PLEK/RGS16/SERPINE1",8,51,1.3115,0.000499750124937531,0.00336021505376344,0.000499750124937531
"GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","12/183","134/11067",0.0895522388059701,5.41570834352826,6.66821688666087,2.1219906231294e-06,0.000550787716135207,0.000443345609844578,"ATF3/CD40LG/CSF2/FASLG/HSPA1A/IL1A/INHBA/LTA/SERPINE1/TNFSF11/TNFSF14/YAP1",12,"WT_heat_up","GO_BP",199,"ATF3/CD40LG/CSF2/FASLG/HSPA1A/IL1A/INHBA/LTA/SERPINE1/TNFSF11/TNFSF14/YAP1",12,134,4.5275,0.00349825087456272,0.0434343434343434,0.000499750124937531
"GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION","GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION","21/183","395/11067",0.0531645569620253,3.21514837103133,5.81306355835132,2.23851480505187e-06,0.000550787716135207,0.000443345609844578,"ADAM8/CCN1/CD40LG/CD70/CD80/CD83/DAB2/EGR3/EMILIN2/HSPH1/IL1A/IL2/IL23A/NR4A3/PDGFB/PLAUR/SDC4/TGM2/TNFSF11/TNFSF14/TNFSF9",21,"WT_heat_up","GO_BP",199,"ADAM8/CCN1/CD40LG/CD70/CD80/CD83/DAB2/EGR3/EMILIN2/HSPH1/IL1A/IL2/IL23A/NR4A3/PDGFB/PLAUR/SDC4/TGM2/TNFSF11/TNFSF14/TNFSF9",21,395,14.2155,0.0289855072463768,0.305,0.000499750124937531
"GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE","GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE","12/183","135/11067",0.0888888888888889,5.37559198542805,6.63254953484214,2.29581844542906e-06,0.000550787716135207,0.000443345609844578,"ADAM8/ADORA2B/C3/CAMK2N1/CCL3/IL1A/IL2/IL23A/LTA/PTGS2/SERPINE1/TNFSF11",12,"WT_heat_up","GO_BP",199,"ADAM8/ADORA2B/C3/CAMK2N1/CCL3/IL1A/IL2/IL23A/LTA/PTGS2/SERPINE1/TNFSF11",12,135,4.5125,0.00199900049975012,0.0397984886649874,0.000499750124937531
"GOBP_LEUKOCYTE_PROLIFERATION","GOBP_LEUKOCYTE_PROLIFERATION","17/183","277/11067",0.0613718411552347,3.71148724625673,5.92602309205168,3.2986784071288e-06,0.000725434359701076,0.000583923949612801,"CD40LG/CD70/CD80/CDKN1A/CLU/CSF2/FOSL2/GPR183/IL1A/IL2/IL23A/IL9/NPR3/SDC4/TNFSF11/TNFSF14/TNFSF9",17,"WT_heat_up","GO_BP",199,"CD40LG/CD70/CD80/CDKN1A/CLU/CSF2/FOSL2/GPR183/IL1A/IL2/IL23A/IL9/NPR3/SDC4/TNFSF11/TNFSF14/TNFSF9",17,277,10.165,0.0164917541229385,0.1985,0.000499750124937531
"GOBP_WOUND_HEALING","GOBP_WOUND_HEALING","19/183","343/11067",0.0553935860058309,3.34994981599197,5.73262926580297,3.87888746758075e-06,0.000787414155918892,0.000633813353002264,"ADORA2A/ANXA2/CD40LG/CDKN1A/CLDN4/EMILIN2/F3/HBEGF/IL1A/PAK1/PDGFB/PLAUR/PLEK/PROCR/SDC4/SERPINE1/TIMP1/TMEFF2/YAP1",19,"WT_heat_up","GO_BP",199,"ADORA2A/ANXA2/CD40LG/CDKN1A/CLDN4/EMILIN2/F3/HBEGF/IL1A/PAK1/PDGFB/PLAUR/PLEK/PROCR/SDC4/SERPINE1/TIMP1/TMEFF2/YAP1",19,343,11.0415,0.0109945027486257,0.1335,0.000499750124937531
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS","18/183","314/11067",0.0573248407643312,3.46674323901013,5.7497711433415,4.39230361912916e-06,0.000827949232205846,0.000666441255894935,"ADORA2A/ANXA2/CD200/IER3/IL1A/IL1RN/IL2/KLRC1/NEO1/NR4A3/OAS3/PDGFB/PLAUR/PLK2/SERPINE1/SPP1/TNFSF14/WNT3",18,"WT_heat_up","GO_BP",199,"ADORA2A/ANXA2/CD200/IER3/IL1A/IL1RN/IL2/KLRC1/NEO1/NR4A3/OAS3/PDGFB/PLAUR/PLK2/SERPINE1/SPP1/TNFSF14/WNT3",18,314,10.2215,0.0119940029985007,0.1275,0.000499750124937531
"GOBP_REGULATION_OF_BODY_FLUID_LEVELS","GOBP_REGULATION_OF_BODY_FLUID_LEVELS","17/183","288/11067",0.0590277777777778,3.56972905282331,5.72955580516223,5.56574918802334e-06,0.00097920080714624,0.000788188200802183,"ADCY4/ADM/ADORA2A/ANO1/ANXA2/CD40LG/EMILIN2/F3/FOSL2/GJA5/HK2/NPR3/PDGFB/PLAUR/PLEK/PROCR/SERPINE1",17,"WT_heat_up","GO_BP",199,"ADCY4/ADM/ADORA2A/ANO1/ANXA2/CD40LG/EMILIN2/F3/FOSL2/GJA5/HK2/NPR3/PDGFB/PLAUR/PLEK/PROCR/SERPINE1",17,288,8.5215,0.00499750124937531,0.066,0.000499750124937531
"GOBP_HUMORAL_IMMUNE_RESPONSE","GOBP_HUMORAL_IMMUNE_RESPONSE","12/183","149/11067",0.0805369127516778,4.87050280558917,6.16759129883097,6.44172945689383e-06,0.00106248275229643,0.000855224345000773,"ADM/C3/CALCA/CCL20/CCL22/CCL3/CCL4/CD83/CLU/GPR183/IL17F/LTA",12,"WT_heat_up","GO_BP",199,"ADM/C3/CALCA/CCL20/CCL22/CCL3/CCL4/CD83/CLU/GPR183/IL17F/LTA",12,149,3.9395,0.00199900049975012,0.0142638818135507,0.000499750124937531
"GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","14/183","204/11067",0.0686274509803922,4.15027322404372,5.88864030384965,7.06163093425483e-06,0.00109621435502932,0.000882375927264784,"ATF3/CD40LG/CD70/CSF2/FASLG/HSPA1A/IL1A/IL2/INHBA/LTA/SERPINE1/TNFSF11/TNFSF14/YAP1",14,"WT_heat_up","GO_BP",199,"ATF3/CD40LG/CD70/CSF2/FASLG/HSPA1A/IL1A/IL2/INHBA/LTA/SERPINE1/TNFSF11/TNFSF14/YAP1",14,204,6.7345,0.00349825087456272,0.0630630630630631,0.000499750124937531
"GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH","GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH","11/183","129/11067",0.0852713178294574,5.15681789299784,6.15762881261772,9.15639748945881e-06,0.00134242960970454,0.00108056199612444,"AVPR1A/CPNE6/CRABP2/EGFR/HBEGF/IL2/IL9/PAK1/SPHK1/WNT3/YAP1",11,"WT_heat_up","GO_BP",199,"AVPR1A/CPNE6/CRABP2/EGFR/HBEGF/IL2/IL9/PAK1/SPHK1/WNT3/YAP1",11,129,3.947,0.00149925037481259,0.0276639344262295,0.000499750124937531
"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION","16/183","271/11067",0.0590405904059041,3.57050390176033,5.55517936767483,1.0595988458699e-05,0.00139945257282442,0.00112646149536694,"ADAM8/CD40LG/CD70/CD80/CD83/EGR3/EMILIN2/HSPH1/IL1A/IL2/IL23A/NR4A3/PLAUR/TNFSF11/TNFSF14/TNFSF9",16,"WT_heat_up","GO_BP",199,"ADAM8/CD40LG/CD70/CD80/CD83/EGR3/EMILIN2/HSPH1/IL1A/IL2/IL23A/NR4A3/PLAUR/TNFSF11/TNFSF14/TNFSF9",16,271,10.0235,0.0274862568715642,0.2085,0.000499750124937531
"GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT","GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT","9/183","85/11067",0.105882352941176,6.40327868852459,6.48414506499374,1.06059308285291e-05,0.00139945257282442,0.00112646149536694,"ATP2B4/EPHA2/EPN2/FASLG/HSPG2/IL17F/PLK2/SEMA4A/SERPINE1",9,"WT_heat_up","GO_BP",199,"ATP2B4/EPHA2/EPN2/FASLG/HSPG2/IL17F/PLK2/SEMA4A/SERPINE1",9,85,2.5625,0.000499750124937531,0.0128617363344051,0.000499750124937531
"GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","9/183","88/11067",0.102272727272727,6.18498509687034,6.33190028888683,1.41047662893416e-05,0.0017273813794152,0.0013904212615065,"ADORA2A/ANO1/BICD1/CALCA/GAP43/GRP/IL2/PLEK/TGM2",9,"WT_heat_up","GO_BP",199,"ADORA2A/ANO1/BICD1/CALCA/GAP43/GRP/IL2/PLEK/TGM2",9,88,2.17,0.000999500249875062,0.00567536889897843,0.000499750124937531
"GOBP_MESODERM_MORPHOGENESIS","GOBP_MESODERM_MORPHOGENESIS","7/183","49/11067",0.142857142857143,8.63934426229508,6.94911260151664,1.44002994873567e-05,0.0017273813794152,0.0013904212615065,"EOMES/EPHA2/INHBA/ITGA3/KDM6B/NR4A3/WNT3",7,"WT_heat_up","GO_BP",199,"EOMES/EPHA2/INHBA/ITGA3/KDM6B/NR4A3/WNT3",7,49,1.712,0.00249875062468766,0.0228228228228228,0.000499750124937531
"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY","7/183","50/11067",0.14,8.46655737704918,6.86120421121441,1.65129226595209e-05,0.00189467838689025,0.0015250836579823,"ATF3/CD40LG/FASLG/INHBA/LTA/TNFSF11/TNFSF14",7,"WT_heat_up","GO_BP",199,"ATF3/CD40LG/FASLG/INHBA/LTA/TNFSF11/TNFSF14",7,50,1.655,0.000499750124937531,0.0178132678132678,0.000499750124937531
"GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","10/183","116/11067",0.0862068965517241,5.21339739966083,5.91508703533338,2.14292034510608e-05,0.00235631949613956,0.00189667248088775,"ADM/APLP1/ATP2B4/BICD1/C3/CALCA/GRP/PLEK/RGS16/SERPINE1",10,"WT_heat_up","GO_BP",199,"ADM/APLP1/ATP2B4/BICD1/C3/CALCA/GRP/PLEK/RGS16/SERPINE1",10,116,3.1805,0.000999500249875062,0.00829445308449974,0.000499750124937531
"GOBP_PLACENTA_DEVELOPMENT","GOBP_PLACENTA_DEVELOPMENT","10/183","117/11067",0.0854700854700855,5.16883844752697,5.87797247475882,2.31005422644947e-05,0.00235742556730875,0.0018975627908614,"ADM/CCN1/CSF2/EGFR/EOMES/FOSL1/PDGFB/PTGS2/SPINT1/SPP1",10,"WT_heat_up","GO_BP",199,"ADM/CCN1/CSF2/EGFR/EOMES/FOSL1/PDGFB/PTGS2/SPINT1/SPP1",10,117,3.5195,0.00399800099950025,0.022119341563786,0.000499750124937531
"GOBP_LEUKOCYTE_MIGRATION","GOBP_LEUKOCYTE_MIGRATION","16/183","290/11067",0.0551724137931034,3.33657433578293,5.22824909553872,2.45582569859236e-05,0.00235742556730875,0.0018975627908614,"ADAM8/ASB2/C3/CALCA/CCL20/CCL22/CCL3/CCL4/CD200/GPR183/IL23A/ITGA3/PDGFB/SERPINE1/TNFSF11/TNFSF14",16,"WT_heat_up","GO_BP",199,"ADAM8/ASB2/C3/CALCA/CCL20/CCL22/CCL3/CCL4/CD200/GPR183/IL23A/ITGA3/PDGFB/SERPINE1/TNFSF11/TNFSF14",16,290,10.0305,0.039480259870065,0.1535,0.000499750124937531
"GOBP_LEUKOCYTE_CELL_CELL_ADHESION","GOBP_LEUKOCYTE_CELL_CELL_ADHESION","18/183","357/11067",0.0504201680672269,3.04918032786885,5.10324198190506,2.5316845836724e-05,0.00235742556730875,0.0018975627908614,"ADAM8/ADORA2A/CALCA/CD40LG/CD70/CD80/CD83/EGR3/HSPH1/IL1A/IL2/IL23A/NR4A3/OLR1/SDC4/TNFSF11/TNFSF14/TNFSF9",18,"WT_heat_up","GO_BP",199,"ADAM8/ADORA2A/CALCA/CD40LG/CD70/CD80/CD83/EGR3/HSPH1/IL1A/IL2/IL23A/NR4A3/OLR1/SDC4/TNFSF11/TNFSF14/TNFSF9",18,357,13.075,0.0779610194902549,0.2845,0.000499750124937531
"GOBP_EPITHELIAL_CELL_PROLIFERATION","GOBP_EPITHELIAL_CELL_PROLIFERATION","16/183","291/11067",0.0549828178694158,3.32510844459467,5.2117974357215,2.5615352140898e-05,0.00235742556730875,0.0018975627908614,"ALDH1A2/AREG/CALCA/CDKN1A/DAB2/EGFR/EGR3/EPHA2/F3/IRF6/NR4A1/NR4A3/PDGFB/TGM1/TNFSF11/YAP1",16,"WT_heat_up","GO_BP",199,"ALDH1A2/AREG/CALCA/CDKN1A/DAB2/EGFR/EGR3/EPHA2/F3/IRF6/NR4A1/NR4A3/PDGFB/TGM1/TNFSF11/YAP1",16,291,10.344,0.0434782608695652,0.181,0.000499750124937531
"GOBP_LEUKOCYTE_CHEMOTAXIS","GOBP_LEUKOCYTE_CHEMOTAXIS","12/183","172/11067",0.0697674418604651,4.2192146397255,5.51730701704986,2.75970365501024e-05,0.00235742556730875,0.0018975627908614,"ADAM8/C3/CALCA/CCL22/CCL3/CCL4/GPR183/IL23A/PDGFB/SERPINE1/TNFSF11/TNFSF14",12,"WT_heat_up","GO_BP",199,"ADAM8/C3/CALCA/CCL22/CCL3/CCL4/GPR183/IL23A/PDGFB/SERPINE1/TNFSF11/TNFSF14",12,172,5.922,0.0139930034982509,0.0676352705410822,0.000499750124937531
"GOBP_MONONUCLEAR_CELL_MIGRATION","GOBP_MONONUCLEAR_CELL_MIGRATION","12/183","172/11067",0.0697674418604651,4.2192146397255,5.51730701704986,2.75970365501024e-05,0.00235742556730875,0.0018975627908614,"ADAM8/ASB2/CALCA/CCL20/CCL3/CCL4/CD200/GPR183/PDGFB/SERPINE1/TNFSF11/TNFSF14",12,"WT_heat_up","GO_BP",199,"ADAM8/ASB2/CALCA/CCL20/CCL3/CCL4/CD200/GPR183/PDGFB/SERPINE1/TNFSF11/TNFSF14",12,172,6.211,0.0194902548725637,0.0790790790790791,0.000499750124937531
"GOBP_REGULATION_OF_COAGULATION","GOBP_REGULATION_OF_COAGULATION","7/183","54/11067",0.12962962962963,7.83940497874924,6.53264400025938,2.76923806694094e-05,0.00235742556730875,0.0018975627908614,"ANXA2/EMILIN2/F3/PDGFB/PLAUR/PROCR/SERPINE1",7,"WT_heat_up","GO_BP",199,"ANXA2/EMILIN2/F3/PDGFB/PLAUR/PROCR/SERPINE1",7,54,1.6625,0.000499750124937531,0.00967937084089534,0.000499750124937531
