"gene","ID","collection","p_matched","p.adjust","pvalue","fold_enrichment","enriched","n_sets_for_gene","weight_fractional","winner_id","is_winner","arm","variant"
"AREG","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"C3","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"CCL20","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"CCL22","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"CCL3","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"CCL4","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"CD40LG","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,2,0.5,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"CSF2","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"FASLG","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"GDF6","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,2,0.5,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"IL17F","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,4,0.25,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"IL1A","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,11,0.0909090909090909,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"IL1RN","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,4,0.25,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"IL2","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"IL23A","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"IL24","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,2,0.5,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"IL3","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,3,0.333333333333333,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"IL9","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,4,0.25,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"INHBA","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"LTA","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"SPP1","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"TIMP1","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"TNFRSF11B","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,3,0.333333333333333,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"TNFSF11","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"TNFSF14","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,5,0.2,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"TNFSF9","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,5,0.2,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"WNT3","GOMF_CYTOKINE_ACTIVITY","GO_MF",0.000499750124937531,4.3175329130964e-19,1.17965380139246e-21,11.5598516949153,TRUE,4,0.25,"GOMF_CYTOKINE_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"ADM","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,6,0.166666666666667,"HALLMARK_INFLAMMATORY_RESPONSE",FALSE,"WT_heat_up","unpinned"
"ADORA2A","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,5,0.2,"GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING",TRUE,"WT_heat_up","unpinned"
"APLP1","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,4,0.25,"GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",FALSE,"WT_heat_up","unpinned"
"AVPR1A","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,3,0.333333333333333,"GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING",TRUE,"WT_heat_up","unpinned"
"BICD1","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,3,0.333333333333333,"GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",FALSE,"WT_heat_up","unpinned"
"C3","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CALCA","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,6,0.166666666666667,"GOBP_TAXIS",FALSE,"WT_heat_up","unpinned"
"CCL20","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCL22","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCL3","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCL4","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"HSPA1A","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,1,1,"GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING",TRUE,"WT_heat_up","unpinned"
"IL2","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"WNT3","GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING","GO_MF",0.000499750124937531,0.000283417098444753,4.36734734945125e-06,4.31029010347235,TRUE,4,0.25,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"AREG","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CSF2","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"GDF6","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,2,0.5,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"HBEGF","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,9,0.111111111111111,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"IL2","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"IL3","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,3,0.333333333333333,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"IL9","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,4,0.25,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"INHBA","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"PDGFB","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,6,0.166666666666667,"GOBP_TAXIS",FALSE,"WT_heat_up","unpinned"
"TIMP1","GOMF_GROWTH_FACTOR_ACTIVITY","GO_MF",0.000499750124937531,0.000283417098444753,4.64618194171727e-06,6.15755729067479,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"ANXA2","GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING","GO_MF",0.000499750124937531,0.00263730614331841,5.76460359195282e-05,8.65298840321142,TRUE,6,0.166666666666667,"HALLMARK_HYPOXIA",FALSE,"WT_heat_up","unpinned"
"ANXA3","GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING","GO_MF",0.000499750124937531,0.00263730614331841,5.76460359195282e-05,8.65298840321142,TRUE,3,0.333333333333333,"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT",FALSE,"WT_heat_up","unpinned"
"CPNE6","GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING","GO_MF",0.000499750124937531,0.00263730614331841,5.76460359195282e-05,8.65298840321142,TRUE,3,0.333333333333333,"GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH",FALSE,"WT_heat_up","unpinned"
"ESYT3","GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING","GO_MF",0.000499750124937531,0.00263730614331841,5.76460359195282e-05,8.65298840321142,TRUE,1,1,"GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING",TRUE,"WT_heat_up","unpinned"
"PLA2G4C","GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING","GO_MF",0.000499750124937531,0.00263730614331841,5.76460359195282e-05,8.65298840321142,TRUE,1,1,"GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING",TRUE,"WT_heat_up","unpinned"
"SYT15","GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING","GO_MF",0.000499750124937531,0.00263730614331841,5.76460359195282e-05,8.65298840321142,TRUE,1,1,"GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING",TRUE,"WT_heat_up","unpinned"
"C3","GOMF_CHEMOKINE_ACTIVITY","GO_MF",0.000999500249875062,0.00647117953991703,0.000159127365735665,9.4486654977596,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCL20","GOMF_CHEMOKINE_ACTIVITY","GO_MF",0.000999500249875062,0.00647117953991703,0.000159127365735665,9.4486654977596,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCL22","GOMF_CHEMOKINE_ACTIVITY","GO_MF",0.000999500249875062,0.00647117953991703,0.000159127365735665,9.4486654977596,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCL3","GOMF_CHEMOKINE_ACTIVITY","GO_MF",0.000999500249875062,0.00647117953991703,0.000159127365735665,9.4486654977596,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCL4","GOMF_CHEMOKINE_ACTIVITY","GO_MF",0.000999500249875062,0.00647117953991703,0.000159127365735665,9.4486654977596,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"ANXA2","GOMF_PHOSPHATIDYLSERINE_BINDING","GO_MF",0.00149925037481259,0.0203056492490422,0.000665758991771877,7.02593075474431,TRUE,6,0.166666666666667,"HALLMARK_HYPOXIA",FALSE,"WT_heat_up","unpinned"
"ANXA3","GOMF_PHOSPHATIDYLSERINE_BINDING","GO_MF",0.00149925037481259,0.0203056492490422,0.000665758991771877,7.02593075474431,TRUE,3,0.333333333333333,"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT",FALSE,"WT_heat_up","unpinned"
"CPNE6","GOMF_PHOSPHATIDYLSERINE_BINDING","GO_MF",0.00149925037481259,0.0203056492490422,0.000665758991771877,7.02593075474431,TRUE,3,0.333333333333333,"GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH",FALSE,"WT_heat_up","unpinned"
"GAP43","GOMF_PHOSPHATIDYLSERINE_BINDING","GO_MF",0.00149925037481259,0.0203056492490422,0.000665758991771877,7.02593075474431,TRUE,2,0.5,"GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",FALSE,"WT_heat_up","unpinned"
"HAVCR1","GOMF_PHOSPHATIDYLSERINE_BINDING","GO_MF",0.00149925037481259,0.0203056492490422,0.000665758991771877,7.02593075474431,TRUE,2,0.5,"REACTOME_ATTACHMENT_AND_ENTRY",FALSE,"WT_heat_up","unpinned"
"ATF3","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"CASZ1","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,1,1,"GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"EGR1","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"EGR2","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"EGR3","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"FOSL2","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"IRF6","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,2,0.5,"GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"NR4A1","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"NR4A2","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"NR4A3","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"SIX5","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,1,1,"GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"SP7","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,1,1,"GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"TP73","GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY","GO_MF",0.00199900049975012,0.0411332501768706,0.00146101708278502,2.60963142319074,TRUE,1,1,"GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"ANXA2","GOMF_PEPTIDASE_INHIBITOR_ACTIVITY","GO_MF",0.00299850074962519,0.0435514879539746,0.00182019126529863,4.63117689185963,TRUE,6,0.166666666666667,"HALLMARK_HYPOXIA",FALSE,"WT_heat_up","unpinned"
"C3","GOMF_PEPTIDASE_INHIBITOR_ACTIVITY","GO_MF",0.00299850074962519,0.0435514879539746,0.00182019126529863,4.63117689185963,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"SERPINE1","GOMF_PEPTIDASE_INHIBITOR_ACTIVITY","GO_MF",0.00299850074962519,0.0435514879539746,0.00182019126529863,4.63117689185963,TRUE,11,0.0909090909090909,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"SPINT1","GOMF_PEPTIDASE_INHIBITOR_ACTIVITY","GO_MF",0.00299850074962519,0.0435514879539746,0.00182019126529863,4.63117689185963,TRUE,1,1,"GOMF_PEPTIDASE_INHIBITOR_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"SSPOP","GOMF_PEPTIDASE_INHIBITOR_ACTIVITY","GO_MF",0.00299850074962519,0.0435514879539746,0.00182019126529863,4.63117689185963,TRUE,1,1,"GOMF_PEPTIDASE_INHIBITOR_ACTIVITY",TRUE,"WT_heat_up","unpinned"
"TIMP1","GOMF_PEPTIDASE_INHIBITOR_ACTIVITY","GO_MF",0.00299850074962519,0.0435514879539746,0.00182019126529863,4.63117689185963,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"NR4A1","GOMF_NUCLEAR_GLUCOCORTICOID_RECEPTOR_BINDING","GO_MF",0.000999500249875062,0.0435514879539746,0.00187494944508005,11.7433414043584,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"NR4A2","GOMF_NUCLEAR_GLUCOCORTICOID_RECEPTOR_BINDING","GO_MF",0.000999500249875062,0.0435514879539746,0.00187494944508005,11.7433414043584,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"NR4A3","GOMF_NUCLEAR_GLUCOCORTICOID_RECEPTOR_BINDING","GO_MF",0.000999500249875062,0.0435514879539746,0.00187494944508005,11.7433414043584,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"ADM","GOMF_HORMONE_ACTIVITY","GO_MF",0.000999500249875062,0.0435514879539746,0.00190389018378031,5.59206733540874,TRUE,6,0.166666666666667,"HALLMARK_INFLAMMATORY_RESPONSE",FALSE,"WT_heat_up","unpinned"
"CALCA","GOMF_HORMONE_ACTIVITY","GO_MF",0.000999500249875062,0.0435514879539746,0.00190389018378031,5.59206733540874,TRUE,6,0.166666666666667,"GOBP_TAXIS",FALSE,"WT_heat_up","unpinned"
"GRP","GOMF_HORMONE_ACTIVITY","GO_MF",0.000999500249875062,0.0435514879539746,0.00190389018378031,5.59206733540874,TRUE,4,0.25,"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",FALSE,"WT_heat_up","unpinned"
"INHBA","GOMF_HORMONE_ACTIVITY","GO_MF",0.000999500249875062,0.0435514879539746,0.00190389018378031,5.59206733540874,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"NPPC","GOMF_HORMONE_ACTIVITY","GO_MF",0.000999500249875062,0.0435514879539746,0.00190389018378031,5.59206733540874,TRUE,2,0.5,"GOBP_TISSUE_REMODELING",FALSE,"WT_heat_up","unpinned"
"CD80","KEGG_TYPE_I_DIABETES_MELLITUS","KEGG",0.00699650174912544,0.0130360938313071,0.000411666120988644,7.61585365853659,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"FASLG","KEGG_TYPE_I_DIABETES_MELLITUS","KEGG",0.00699650174912544,0.0130360938313071,0.000411666120988644,7.61585365853659,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"IL1A","KEGG_TYPE_I_DIABETES_MELLITUS","KEGG",0.00699650174912544,0.0130360938313071,0.000411666120988644,7.61585365853659,TRUE,11,0.0909090909090909,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"IL2","KEGG_TYPE_I_DIABETES_MELLITUS","KEGG",0.00699650174912544,0.0130360938313071,0.000411666120988644,7.61585365853659,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"LTA","KEGG_TYPE_I_DIABETES_MELLITUS","KEGG",0.00699650174912544,0.0130360938313071,0.000411666120988644,7.61585365853659,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"HSPG2","KEGG_ECM_RECEPTOR_INTERACTION","KEGG",0.00299850074962519,0.046299736180353,0.00211188271182199,4.42210857592447,TRUE,3,0.333333333333333,"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT",FALSE,"WT_heat_up","unpinned"
"ITGA3","KEGG_ECM_RECEPTOR_INTERACTION","KEGG",0.00299850074962519,0.046299736180353,0.00211188271182199,4.42210857592447,TRUE,1,1,"KEGG_ECM_RECEPTOR_INTERACTION",TRUE,"WT_heat_up","unpinned"
"LAMC2","KEGG_ECM_RECEPTOR_INTERACTION","KEGG",0.00299850074962519,0.046299736180353,0.00211188271182199,4.42210857592447,TRUE,2,0.5,"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",FALSE,"WT_heat_up","unpinned"
