"gene","ID","collection","p_matched","p.adjust","pvalue","fold_enrichment","enriched","n_sets_for_gene","weight_fractional","winner_id","is_winner","arm","variant"
"AREG","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"ATF3","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"CCL20","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCL4","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,9,0.111111111111111,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCN1","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"CD80","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"CD83","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,2,0.5,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"CDKN1A","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,7,0.142857142857143,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"CSF2","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"EGR1","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"EGR2","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"EGR3","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"F3","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,8,0.125,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"FOSL1","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"FOSL2","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"GFPT2","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,2,0.5,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"GPR183","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"HBEGF","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,9,0.111111111111111,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"IER3","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"IL1A","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,11,0.0909090909090909,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"IL23A","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"INHBA","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"KDM6B","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,1,1,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"NR4A1","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"NR4A2","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"NR4A3","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"OLR1","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"PLAUR","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,7,0.142857142857143,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"PLEK","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"PLK2","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"PTGS2","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,6,0.166666666666667,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"SDC4","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"SERPINE1","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,11,0.0909090909090909,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"SPHK1","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,6,0.166666666666667,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",TRUE,"WT_heat_up","unpinned"
"TNFSF9","HALLMARK_TNFA_SIGNALING_VIA_NFKB","Hallmark",0.000499750124937531,3.51694792565474e-19,7.99306346739715e-21,6.5750102124183,TRUE,5,0.2,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"ADM","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,6,0.166666666666667,"HALLMARK_INFLAMMATORY_RESPONSE",TRUE,"WT_heat_up","unpinned"
"ADORA2B","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,4,0.25,"HALLMARK_INFLAMMATORY_RESPONSE",TRUE,"WT_heat_up","unpinned"
"CCL20","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCL22","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CD70","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,2,0.5,"HALLMARK_INFLAMMATORY_RESPONSE",TRUE,"WT_heat_up","unpinned"
"CDKN1A","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,7,0.142857142857143,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"F3","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,8,0.125,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"GPR183","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"HBEGF","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,9,0.111111111111111,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"IL1A","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,11,0.0909090909090909,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"INHBA","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"LTA","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"OLR1","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,3,0.333333333333333,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"PLAUR","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,7,0.142857142857143,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"PTGER2","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,3,0.333333333333333,"HALLMARK_INFLAMMATORY_RESPONSE",TRUE,"WT_heat_up","unpinned"
"RGS16","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,5,0.2,"HALLMARK_INFLAMMATORY_RESPONSE",TRUE,"WT_heat_up","unpinned"
"SERPINE1","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,11,0.0909090909090909,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"SGMS2","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,1,1,"HALLMARK_INFLAMMATORY_RESPONSE",TRUE,"WT_heat_up","unpinned"
"SPHK1","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,6,0.166666666666667,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"TIMP1","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"TNFSF9","HALLMARK_INFLAMMATORY_RESPONSE","Hallmark",0.000499750124937531,4.79332786991005e-08,2.17878539541366e-09,4.56289865343728,TRUE,5,0.2,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"ADM","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,6,0.166666666666667,"HALLMARK_INFLAMMATORY_RESPONSE",FALSE,"WT_heat_up","unpinned"
"ADORA2B","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,4,0.25,"HALLMARK_INFLAMMATORY_RESPONSE",FALSE,"WT_heat_up","unpinned"
"AK4","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,1,1,"HALLMARK_HYPOXIA",TRUE,"WT_heat_up","unpinned"
"ANXA2","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,6,0.166666666666667,"HALLMARK_HYPOXIA",TRUE,"WT_heat_up","unpinned"
"ATF3","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"CCN1","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"CDKN1A","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,7,0.142857142857143,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"EGFR","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,4,0.25,"HALLMARK_HYPOXIA",TRUE,"WT_heat_up","unpinned"
"F3","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,8,0.125,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"FOSL2","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"HK2","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,3,0.333333333333333,"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT",FALSE,"WT_heat_up","unpinned"
"IER3","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"P4HA2","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,1,1,"HALLMARK_HYPOXIA",TRUE,"WT_heat_up","unpinned"
"PDGFB","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,6,0.166666666666667,"GOBP_TAXIS",FALSE,"WT_heat_up","unpinned"
"PLAUR","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,7,0.142857142857143,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"SDC4","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"SERPINE1","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,11,0.0909090909090909,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"TGM2","HALLMARK_HYPOXIA","Hallmark",0.000499750124937531,1.01210827551184e-05,6.90073824212618e-07,3.77462380300958,TRUE,5,0.2,"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT",FALSE,"WT_heat_up","unpinned"
"APLP1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,4,0.25,"GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",FALSE,"WT_heat_up","unpinned"
"AREG","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"CCN1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"DAB2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,1,1,"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",TRUE,"WT_heat_up","unpinned"
"INHBA","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,7,0.142857142857143,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"LAMC2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,2,0.5,"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",TRUE,"WT_heat_up","unpinned"
"PLAUR","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,7,0.142857142857143,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"SDC1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,5,0.2,"REACTOME_SIGNALING_BY_INTERLEUKINS",FALSE,"WT_heat_up","unpinned"
"SDC4","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,5,0.2,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"SERPINE1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,11,0.0909090909090909,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"SPP1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,6,0.166666666666667,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"TGM2","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,5,0.2,"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT",FALSE,"WT_heat_up","unpinned"
"TIMP1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,10,0.1,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"TNFRSF11B","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","Hallmark",0.000499750124937531,0.000301577192238617,2.74161083853288e-05,3.55606186136426,TRUE,3,0.333333333333333,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"ATF3","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"CDKN1A","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,7,0.142857142857143,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"EPHA2","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,4,0.25,"GOBP_TAXIS",FALSE,"WT_heat_up","unpinned"
"HBEGF","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,9,0.111111111111111,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"IER3","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"IL1A","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,11,0.0909090909090909,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"PLK2","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,4,0.25,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"PLK3","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,1,1,"HALLMARK_P53_PATHWAY",TRUE,"WT_heat_up","unpinned"
"PLXNB2","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,1,1,"HALLMARK_P53_PATHWAY",TRUE,"WT_heat_up","unpinned"
"PROCR","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,2,0.5,"GOBP_REGULATION_OF_COAGULATION",FALSE,"WT_heat_up","unpinned"
"RGS16","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,5,0.2,"HALLMARK_INFLAMMATORY_RESPONSE",FALSE,"WT_heat_up","unpinned"
"SDC1","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,5,0.2,"REACTOME_SIGNALING_BY_INTERLEUKINS",FALSE,"WT_heat_up","unpinned"
"SPHK1","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,6,0.166666666666667,"HALLMARK_TNFA_SIGNALING_VIA_NFKB",FALSE,"WT_heat_up","unpinned"
"TNFSF9","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,5,0.2,"GOMF_CYTOKINE_ACTIVITY",FALSE,"WT_heat_up","unpinned"
"UPP1","HALLMARK_P53_PATHWAY","Hallmark",0.00499750124937531,0.00145612450757253,0.000165468694042333,2.87781602002503,TRUE,1,1,"HALLMARK_P53_PATHWAY",TRUE,"WT_heat_up","unpinned"
"ADAM8","HALLMARK_KRAS_SIGNALING_UP","Hallmark",0.00199900049975012,0.00325025329971556,0.000443216359052122,2.89439603001695,TRUE,5,0.2,"GOBP_TAXIS",FALSE,"WT_heat_up","unpinned"
