"arm","collection","ID","Count","p.adjust","p_matched","frac_matched_reaching_q","size_tested","enriched","pinned","fails_p_matched","fails_recurrence","pruned_by","pruned_hit_jaccard","rank_in_collection","selected","variant"
"WT_heat_up","Hallmark","HALLMARK_TNFA_SIGNALING_VIA_NFKB",35,3.51694792565474e-19,0.000499750124937531,0.1035,192,TRUE,FALSE,FALSE,FALSE,NA,NA,1,TRUE,"unpinned"
"WT_heat_up","Hallmark","HALLMARK_INFLAMMATORY_RESPONSE",21,4.79332786991005e-08,0.000499750124937531,0.0545272636318159,166,TRUE,FALSE,FALSE,FALSE,NA,NA,2,TRUE,"unpinned"
"WT_heat_up","Hallmark","HALLMARK_HYPOXIA",18,1.01210827551184e-05,0.000499750124937531,0.077,172,TRUE,FALSE,FALSE,FALSE,NA,NA,3,TRUE,"unpinned"
"WT_heat_up","Hallmark","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",14,0.000301577192238617,0.000499750124937531,0.0195195195195195,142,TRUE,FALSE,FALSE,FALSE,NA,NA,4,TRUE,"unpinned"
"WT_heat_up","Hallmark","HALLMARK_P53_PATHWAY",15,0.00145612450757253,0.00499750124937531,0.0200100050025013,188,TRUE,FALSE,FALSE,FALSE,NA,NA,6,TRUE,"unpinned"
"WT_heat_up","Hallmark","HALLMARK_KRAS_SIGNALING_UP",13,0.00325025329971556,0.00199900049975012,0.00701051577366049,162,TRUE,FALSE,FALSE,FALSE,NA,NA,5,TRUE,"unpinned"
"WT_heat_up","Hallmark","HALLMARK_IL2_STAT5_SIGNALING",14,0.0060117022787534,0.0289855072463768,0.0375,198,TRUE,FALSE,FALSE,FALSE,NA,NA,8,TRUE,"unpinned"
"WT_heat_up","Hallmark","HALLMARK_COMPLEMENT",12,0.00832503284040014,0.0184907546226887,0.0175262894341512,162,TRUE,FALSE,FALSE,FALSE,"HALLMARK_COAGULATION",0.666666666666667,NA,FALSE,"unpinned"
"WT_heat_up","Hallmark","HALLMARK_APOPTOSIS",11,0.0133701637984732,0.200899550224888,0.1465,151,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","Hallmark","HALLMARK_COAGULATION",8,0.0193060234492291,0.0149925037481259,0.00616649537512847,95,TRUE,FALSE,FALSE,FALSE,NA,NA,7,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_TAXIS",23,1.50928341624917e-05,0.000499750124937531,0.1025,335,TRUE,FALSE,FALSE,FALSE,NA,NA,1,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE",23,1.50928341624917e-05,0.00149925037481259,0.121,342,TRUE,FALSE,FALSE,FALSE,NA,NA,10,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT",18,4.45951590971985e-05,0.000499750124937531,0.0600300150075038,230,TRUE,FALSE,FALSE,FALSE,NA,NA,2,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_CELL_CHEMOTAXIS",17,0.000196318462817633,0.000999500249875062,0.069,233,TRUE,FALSE,FALSE,FALSE,"GOBP_TAXIS",0.739130434782609,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_TISSUE_REMODELING",13,0.000196318462817633,0.000999500249875062,0.0487682252388135,135,TRUE,FALSE,FALSE,FALSE,NA,NA,6,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION",20,0.000235986185094028,0.00899550224887556,0.277,328,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",19,0.000581917557966727,0.00549725137431284,0.1135,321,TRUE,FALSE,FALSE,FALSE,"GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.631578947368421,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",8,0.000581917557966727,0.000499750124937531,0.00206753962784287,51,TRUE,FALSE,FALSE,FALSE,NA,NA,3,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",12,0.000656899129331231,0.00299850074962519,0.0408472012102874,134,TRUE,FALSE,FALSE,FALSE,NA,NA,20,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE",12,0.000656899129331231,0.00149925037481259,0.0353178607467205,135,TRUE,FALSE,FALSE,FALSE,"GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE",0.521739130434783,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION",21,0.000659346727046919,0.0279860069965017,0.301,397,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_LEUKOCYTE_PROLIFERATION",17,0.000806073558888397,0.015992003998001,0.186,277,TRUE,FALSE,FALSE,FALSE,NA,NA,55,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_WOUND_HEALING",19,0.000882831930514725,0.00949525237381309,0.1105,343,TRUE,FALSE,FALSE,FALSE,NA,NA,45,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",18,0.00105437928697504,0.0119940029985007,0.1125,317,TRUE,FALSE,FALSE,FALSE,NA,NA,49,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_BODY_FLUID_LEVELS",17,0.00108657740005165,0.00249875062468766,0.0495,288,TRUE,FALSE,FALSE,FALSE,NA,NA,18,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_HUMORAL_IMMUNE_RESPONSE",12,0.00119837584077491,0.00199900049975012,0.0137544574630667,150,TRUE,FALSE,FALSE,FALSE,"GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",0.583333333333333,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",14,0.00119837584077491,0.00649675162418791,0.0620620620620621,204,TRUE,FALSE,FALSE,FALSE,"GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.857142857142857,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH",11,0.00155573188349498,0.000499750124937531,0.0208227526663281,130,TRUE,FALSE,FALSE,FALSE,NA,NA,4,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION",16,0.00164033412089476,0.0324837581209395,0.1985,272,TRUE,FALSE,FALSE,FALSE,NA,NA,72,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT",9,0.00164033412089476,0.00199900049975012,0.0122470713525027,86,TRUE,FALSE,FALSE,FALSE,NA,NA,13,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",9,0.00181759702049258,0.000999500249875062,0.00671516508114158,88,TRUE,FALSE,FALSE,FALSE,NA,NA,7,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_MESODERM_MORPHOGENESIS",7,0.00181759702049258,0.00349825087456272,0.0150511739915713,49,TRUE,FALSE,FALSE,FALSE,NA,NA,23,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",7,0.00199341535555395,0.00249875062468766,0.016969696969697,50,TRUE,FALSE,FALSE,FALSE,"REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY",0.571428571428571,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",10,0.00251954961652496,0.000499750124937531,0.0134715025906736,116,TRUE,FALSE,FALSE,FALSE,"GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.8,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_PLACENTA_DEVELOPMENT",10,0.00257514568555943,0.00299850074962519,0.016905737704918,117,TRUE,FALSE,FALSE,FALSE,NA,NA,21,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_LEUKOCYTE_MIGRATION",16,0.00257514568555943,0.0294852573713143,0.145,290,TRUE,FALSE,FALSE,FALSE,"GOBP_MONONUCLEAR_CELL_MIGRATION",0.75,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_EPITHELIAL_CELL_PROLIFERATION",16,0.00257514568555943,0.0344827586206897,0.155,291,TRUE,FALSE,FALSE,FALSE,"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION",0.5625,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_COAGULATION",7,0.00257514568555943,0.000999500249875062,0.00748596381784155,54,TRUE,FALSE,FALSE,FALSE,NA,NA,8,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_LEUKOCYTE_CHEMOTAXIS",12,0.00257514568555943,0.00999500249875063,0.0571142284569138,172,TRUE,FALSE,FALSE,FALSE,"GOBP_TAXIS",0.521739130434783,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_MONONUCLEAR_CELL_MIGRATION",12,0.00257514568555943,0.0154922538730635,0.0855855855855856,172,TRUE,FALSE,FALSE,FALSE,NA,NA,53,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_LEUKOCYTE_CELL_CELL_ADHESION",18,0.00257514568555943,0.0904547726136932,0.2855,359,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_EOSINOPHIL_MIGRATION",4,0.00267815156929937,0.000499750124937531,0.00681818181818182,12,TRUE,FALSE,FALSE,FALSE,NA,NA,5,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_SECRETION",14,0.00267815156929937,0.0284857571214393,0.111,233,TRUE,FALSE,FALSE,FALSE,NA,NA,67,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT",10,0.00267815156929937,0.00599700149925037,0.0323232323232323,122,TRUE,FALSE,FALSE,FALSE,"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT",0.555555555555556,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING",10,0.00267815156929937,0.00999500249875063,0.0390070921985816,122,TRUE,FALSE,FALSE,FALSE,"GOBP_REGULATION_OF_COAGULATION",0.545454545454545,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION",14,0.00305210763769822,0.0569715142428786,0.183,237,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_OSTEOCLAST_DIFFERENTIATION",9,0.00308413707707789,0.00399800099950025,0.0166147455867082,101,TRUE,FALSE,FALSE,FALSE,NA,NA,24,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_EMBRYONIC_ORGAN_DEVELOPMENT",16,0.00308413707707789,0.0249875062468766,0.0805,303,TRUE,FALSE,FALSE,FALSE,NA,NA,66,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS",13,0.00308413707707789,0.00199900049975012,0.0176144942123805,209,TRUE,FALSE,FALSE,FALSE,NA,NA,14,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",7,0.00308413707707789,0.00149925037481259,0.00346500346500346,58,TRUE,FALSE,FALSE,FALSE,NA,NA,11,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS",6,0.00352104510474752,0.00199900049975012,0.0102951269732327,41,TRUE,FALSE,FALSE,FALSE,NA,NA,15,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION",13,0.00449247235468738,0.0284857571214393,0.0895,218,TRUE,FALSE,FALSE,FALSE,"GOBP_OSTEOCLAST_DIFFERENTIATION",0.692307692307692,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_MESODERM_DEVELOPMENT",8,0.00464183654706788,0.00399800099950025,0.0164630908125332,84,TRUE,FALSE,FALSE,FALSE,"GOBP_MESODERM_MORPHOGENESIS",0.875,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT",17,0.00484134753477032,0.12143928035982,0.254,352,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION",10,0.00485859514100252,0.0239880059970015,0.0743345052737318,135,TRUE,FALSE,FALSE,FALSE,"GOBP_LEUKOCYTE_PROLIFERATION",0.588235294117647,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_CELL_GROWTH",16,0.00485859514100252,0.0199900049975013,0.061,319,TRUE,FALSE,FALSE,FALSE,"GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH",0.6875,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_RENAL_SYSTEM_PROCESS",8,0.00618409686580267,0.00499750124937531,0.0103373231773667,89,TRUE,FALSE,FALSE,FALSE,NA,NA,29,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_BEHAVIOR",4,0.00618409686580267,0.000999500249875062,0.00163132137030995,16,TRUE,FALSE,FALSE,FALSE,NA,NA,9,TRUE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_BEHAVIOR",6,0.00618409686580267,0.00199900049975012,0.00932090545938748,47,TRUE,FALSE,FALSE,FALSE,"GOBP_POSITIVE_REGULATION_OF_BEHAVIOR",0.666666666666667,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_ERK1_AND_ERK2_CASCADE",13,0.00618409686580267,0.0609695152423788,0.1325,230,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_WOUND_HEALING",8,0.00618409686580267,0.0134932533733133,0.0270692347735554,90,TRUE,FALSE,FALSE,FALSE,"GOBP_REGULATION_OF_COAGULATION",0.666666666666667,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",9,0.00618409686580267,0.00299850074962519,0.00633245382585752,115,TRUE,FALSE,FALSE,FALSE,NA,NA,22,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_BLOOD_PRESSURE",9,0.00618409686580267,0.00949525237381309,0.0236747297992795,115,TRUE,FALSE,FALSE,FALSE,"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",0.666666666666667,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_MUSCLE_TISSUE_DEVELOPMENT",15,0.00618409686580267,0.0489755122438781,0.099,296,TRUE,FALSE,FALSE,FALSE,NA,NA,83,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT",7,0.00667993224971962,0.00599700149925037,0.0156075808249721,69,TRUE,FALSE,FALSE,FALSE,"GOBP_PLACENTA_DEVELOPMENT",0.7,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS",8,0.00667993224971962,0.00399800099950025,0.0108636610537751,92,TRUE,FALSE,FALSE,FALSE,"GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS",0.615384615384615,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS",10,0.00667993224971962,0.0219890054972514,0.0452034153691612,144,TRUE,FALSE,FALSE,FALSE,NA,NA,63,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_EPIDERMIS_DEVELOPMENT",13,0.00693540996714872,0.0169915042478761,0.0300450676014021,235,TRUE,FALSE,FALSE,FALSE,NA,NA,57,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_ACUTE_INFLAMMATORY_RESPONSE",7,0.00704729455167232,0.00949525237381309,0.0175150519978106,70,TRUE,FALSE,FALSE,FALSE,"GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",0.571428571428571,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_LYMPHOCYTE_CHEMOTAXIS",5,0.0074897951866093,0.00599700149925037,0.0127915726109857,32,TRUE,FALSE,FALSE,FALSE,NA,NA,34,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",9,0.00795764954288029,0.0219890054972514,0.0344303797468354,121,TRUE,FALSE,FALSE,FALSE,NA,NA,64,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS",4,0.00795764954288029,0.00199900049975012,0.0023696682464455,18,TRUE,FALSE,FALSE,FALSE,NA,NA,16,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_MUSCLE_CELL_PROLIFERATION",10,0.00795764954288029,0.0619690154922539,0.104156234351527,149,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_MYELOID_LEUKOCYTE_ACTIVATION",12,0.00795764954288029,0.0584707646176912,0.1045,209,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_LEUKOCYTE_MEDIATED_IMMUNITY",16,0.00795764954288029,0.119940029985007,0.191,343,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS",8,0.00834234315700215,0.00149925037481259,0.00331308669243512,97,TRUE,FALSE,FALSE,FALSE,NA,NA,12,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_MONOCYTE_CHEMOTAXIS",5,0.0088887598102699,0.0079960019990005,0.0125786163522013,34,TRUE,FALSE,FALSE,FALSE,NA,NA,41,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_NEGATIVE_REGULATION_OF_COAGULATION",5,0.0088887598102699,0.00199900049975012,0.00252951096121417,34,TRUE,FALSE,FALSE,FALSE,"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT",0.6,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION",9,0.0090648125082519,0.0294852573713143,0.0469934310257706,125,TRUE,FALSE,FALSE,FALSE,NA,NA,69,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_NEUROINFLAMMATORY_RESPONSE",7,0.00917088162940211,0.0219890054972514,0.0315126050420168,75,TRUE,FALSE,FALSE,FALSE,"GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE",0.714285714285714,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_CARDIOCYTE_DIFFERENTIATION",8,0.0101323573412473,0.04047976011994,0.0507356671740233,101,TRUE,FALSE,FALSE,FALSE,"GOBP_CARDIAC_CELL_DEVELOPMENT",0.625,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_OSSIFICATION",15,0.0101323573412473,0.0399800099950025,0.063,318,TRUE,FALSE,FALSE,FALSE,"GOBP_OSTEOBLAST_DIFFERENTIATION",0.666666666666667,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",6,0.0104016780423761,0.00449775112443778,0.00479904019196161,55,TRUE,FALSE,FALSE,FALSE,NA,NA,26,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_DEFENSE_RESPONSE_TO_BACTERIUM",11,0.0104016780423761,0.0189905047476262,0.0326305220883534,187,TRUE,FALSE,FALSE,FALSE,NA,NA,60,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_LIPID_EXPORT_FROM_CELL",5,0.0104887679868949,0.00449775112443778,0.0063514467184192,36,TRUE,FALSE,FALSE,FALSE,NA,NA,27,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION",5,0.0104887679868949,0.00849575212393803,0.00990752972258917,36,TRUE,FALSE,FALSE,FALSE,"GOBP_LYMPHOCYTE_CHEMOTAXIS",0.666666666666667,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_MYELOID_LEUKOCYTE_MIGRATION",10,0.010505377372259,0.0449775112443778,0.0666666666666667,158,TRUE,FALSE,FALSE,FALSE,"GOBP_MONONUCLEAR_CELL_MIGRATION",0.571428571428571,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE",7,0.010505377372259,0.00349825087456272,0.00364741641337386,78,TRUE,FALSE,FALSE,FALSE,"GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",1,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_TISSUE_REMODELING",6,0.0107311011863985,0.0079960019990005,0.0115008625646924,56,TRUE,FALSE,FALSE,FALSE,NA,NA,42,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE",5,0.0113671912620397,0.0079960019990005,0.0100401606425703,37,TRUE,FALSE,FALSE,FALSE,NA,NA,43,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",11,0.0113965417218355,0.0459770114942529,0.0635635635635636,191,TRUE,FALSE,FALSE,FALSE,NA,NA,81,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",4,0.0115321463676553,0.00549725137431284,0.00875486381322957,21,TRUE,FALSE,FALSE,FALSE,NA,NA,33,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_RESPONSE_TO_STEROID_HORMONE",13,0.0120117890034996,0.0669665167416292,0.085,258,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_GROWTH",11,0.0120117890034996,0.0629685157421289,0.0760380190095048,193,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION",6,0.0120135069093948,0.0139930034982509,0.0140370578326783,58,TRUE,FALSE,FALSE,FALSE,"GOBP_LYMPHOCYTE_CHEMOTAXIS",0.571428571428571,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION",5,0.0120135069093948,0.00649675162418791,0.00819112627986348,38,TRUE,FALSE,FALSE,FALSE,NA,NA,37,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_LYMPHOCYTE_DIFFERENTIATION",17,0.0125933314932106,0.199400299850075,0.236,404,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION",6,0.0128183082499284,0.00649675162418791,0.00557620817843866,59,TRUE,FALSE,FALSE,FALSE,NA,NA,38,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION",4,0.0128183082499284,0.00449775112443778,0.00761179828734539,22,TRUE,FALSE,FALSE,FALSE,NA,NA,28,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_REGULATION_OF_T_CELL_ACTIVATION",15,0.0142492854416858,0.250874562718641,0.268,336,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_SKIN_DEVELOPMENT",11,0.0142492854416858,0.0299850074962519,0.0355889724310777,199,TRUE,FALSE,FALSE,FALSE,"GOBP_EPIDERMIS_DEVELOPMENT",0.6,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_KERATINOCYTE_PROLIFERATION",5,0.0142492854416858,0.00599700149925037,0.00548696844993141,40,TRUE,FALSE,FALSE,FALSE,NA,NA,35,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_EOSINOPHIL_CHEMOTAXIS",3,0.0142492854416858,0.00249875062468766,0.00987654320987654,10,TRUE,FALSE,FALSE,FALSE,"GOBP_EOSINOPHIL_MIGRATION",0.75,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_FOREBRAIN_DEVELOPMENT",13,0.0144632040356662,0.079960019990005,0.0855,267,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",7,0.0144632040356662,0.0119940029985007,0.0112660944206009,85,TRUE,FALSE,FALSE,FALSE,"GOBP_MESODERM_MORPHOGENESIS",1,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION",7,0.0144632040356662,0.04047976011994,0.0420560747663551,85,TRUE,FALSE,FALSE,FALSE,NA,NA,79,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_T_CELL_MIGRATION",6,0.0152376864742262,0.0199900049975013,0.0193156732891832,62,TRUE,FALSE,FALSE,FALSE,"GOBP_LYMPHOCYTE_CHEMOTAXIS",0.571428571428571,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_T_CELL_DIFFERENTIATION",14,0.0156264693823189,0.205397301349325,0.2115,305,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
"WT_heat_up","GO_BP","GOBP_GLIOGENESIS",12,0.015645216839565,0.126936531734133,0.121,236,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,"unpinned"
