"gene_symbol","ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","contrast"
"5830444B04Rik","ENSMUSG00000084803.8",-0.547069205,1.77561733,-6.00089065,1.49818141e-06,0.000951055222,"Geno_main"
"Adar","ENSMUSG00000027951.16",0.12821366,6.82759478,5.74842158,2.97835484e-06,0.00183159516,"Geno_main"
"Sp100","ENSMUSG00000026222.16",0.14019998,7.15706725,5.70638006,3.3487381e-06,0.00199696415,"Geno_main"
"Ms4a4b","ENSMUSG00000056290.16",0.312097974,3.91723031,5.67679548,3.8532844e-06,0.00223025834,"Geno_main"
"Cfap74","ENSMUSG00000078490.10",-0.471088668,1.83729251,-5.514204,5.72813482e-06,0.00322068472,"Geno_main"
"Ifi213","ENSMUSG00000073491.11",0.460181368,0.115931922,5.44309819,6.98918257e-06,0.003820559,"Geno_main"
"Slfn1","ENSMUSG00000078763.2",0.389961822,3.95962975,5.71260696,8.37439465e-06,0.00445404628,"Geno_main"
"Usp24","ENSMUSG00000028514.15",0.101080816,7.52266289,5.34651213,9.16020953e-06,0.00474378324,"Geno_main"
"Ifi214","ENSMUSG00000070501.14",0.584960532,0.362597285,5.31866004,9.90375273e-06,0.00499733205,"Geno_main"
"Ccl5","ENSMUSG00000035042.2",0.49936245,0.391673198,5.26910333,1.13794883e-05,0.00559842376,"Geno_main"
"Gm44164","ENSMUSG00000107756.1",0.733891744,3.522218,6.00309802,1.47024713e-05,0.0067436339,"Geno_main"
"Gm5970","ENSMUSG00000085977.1",0.465308873,2.47937739,5.31158934,1.44591992e-05,0.0067436339,"Geno_main"
"Slfn5","ENSMUSG00000054404.13",0.341438684,3.1442341,5.17976546,1.47353147e-05,0.0067436339,"Geno_main"
"Usp18","ENSMUSG00000030107.10",0.459862462,1.62427597,5.15379695,1.57228799e-05,0.00703205803,"Geno_main"
"Agrn","ENSMUSG00000041936.18",0.34275571,2.1692716,5.09540976,1.85201194e-05,0.00792298761,"Geno_main"
"Lgals9","ENSMUSG00000001123.15",0.162078302,5.61263214,5.09615712,1.84813437e-05,0.00792298761,"Geno_main"
"BC147527","ENSMUSG00000094796.2",0.413798663,1.053388,4.93868035,2.874067e-05,0.0120337797,"Geno_main"
"Lgals3bp","ENSMUSG00000033880.11",0.281615353,4.7830016,5.13114656,3.32969669e-05,0.0136510627,"Geno_main"
"Trim34a","ENSMUSG00000056144.14",0.248760165,3.55362799,4.86786609,3.50493504e-05,0.0140762483,"Geno_main"
"Stat2","ENSMUSG00000040033.16",0.156704622,6.26184898,4.84073157,3.78172787e-05,0.0148841246,"Geno_main"
"H2-T24","ENSMUSG00000053835.17",0.272280987,3.75040575,4.8255117,3.97265509e-05,0.015328996,"Geno_main"
"Gm20559","ENSMUSG00000106734.3",0.472674546,2.40950364,4.91286849,5.20179726e-05,0.0195030957,"Geno_main"
"Ifi209","ENSMUSG00000043263.13",0.392670124,1.08287454,4.72335031,5.252625e-05,0.0195030957,"Geno_main"
"Trat1","ENSMUSG00000030775.11",-0.158017419,5.76135405,-4.63238851,6.77305272e-05,0.0246827601,"Geno_main"
"Ddx58","ENSMUSG00000040296.15",0.330234112,3.2364048,4.68576685,7.03070895e-05,0.0251558766,"Geno_main"
"Ifi44","ENSMUSG00000028037.13",0.472998309,-0.516849401,4.63158166,7.69764148e-05,0.0270503369,"Geno_main"
"Pml","ENSMUSG00000036986.16",0.160100059,7.04539896,4.59129466,0.000101576413,0.0350688112,"Geno_main"
"Trim56","ENSMUSG00000043279.9",0.12473155,6.30274705,4.43832329,0.000116324039,0.0394679442,"Geno_main"
"Smg1","ENSMUSG00000030655.15",0.0870170069,8.41346146,4.36701115,0.0001418049,0.0472979427,"Geno_main"
"Oas1a","ENSMUSG00000052776.10",0.334307417,-0.634445414,4.34134879,0.000152265653,0.0499405963,"Geno_main"
"Usp25","ENSMUSG00000022867.11",0.0927662514,6.62878022,4.30099113,0.000170279169,0.0549331764,"Geno_main"
"Slfn9","ENSMUSG00000069793.12",0.147789689,5.68347022,4.24105807,0.000200978786,0.0637913149,"Geno_main"
"Usp34","ENSMUSG00000056342.16",0.0925131685,8.03495461,4.21306565,0.000217129639,0.067823717,"Geno_main"
"Ifi203","ENSMUSG00000039997.16",0.220318043,7.17787893,4.5428517,0.000232296115,0.0703285421,"Geno_main"
"Selenop","ENSMUSG00000064373.12",-0.1125017,5.73068444,-4.19032746,0.000231185353,0.0703285421,"Geno_main"
"Tdrd7","ENSMUSG00000035517.17",0.260054428,1.97076259,4.17255331,0.000242793571,0.0723929499,"Geno_main"
"Mdn1","ENSMUSG00000058006.12",0.103189537,7.69376252,4.09273479,0.000302405104,0.088821344,"Geno_main"
"Mt2","ENSMUSG00000031762.7",-0.207941266,3.16252225,-4.0586976,0.000332006873,0.0960818126,"Geno_main"
"Trim5","ENSMUSG00000060441.15",0.243851628,3.28872389,3.96930224,0.000423984405,0.120921581,"Geno_main"
"F830016B08Rik","ENSMUSG00000090942.1",0.377335941,1.22167103,3.9561933,0.000439422801,0.123534304,"Geno_main"
"Pccb","ENSMUSG00000032527.13",-0.157477636,4.03194719,-3.89625902,0.000517317228,0.143384306,"Geno_main"
"Tmem245","ENSMUSG00000055296.14",0.0944014532,6.17243969,3.88939209,0.000527062445,0.144056415,"Geno_main"
"Rbp1","ENSMUSG00000046402.10",-0.298261323,4.94883691,-4.17449438,0.000565719171,0.152503939,"Geno_main"
"Phf11a","ENSMUSG00000044703.5",0.384281008,0.396266612,3.8350243,0.000610826326,0.15410835,"Geno_main"
"Hsh2d","ENSMUSG00000062007.13",0.263572419,2.53941331,3.84330257,0.000597279804,0.15410835,"Geno_main"
"Gprin3","ENSMUSG00000045441.5",0.0988832604,7.30490867,3.8403658,0.000602051576,0.15410835,"Geno_main"
"Dnajc13","ENSMUSG00000032560.14",0.086663559,6.95677245,3.850063,0.000586435315,0.15410835,"Geno_main"
"Rps6ka3","ENSMUSG00000031309.15",0.0845556294,7.50500725,3.83642322,0.000608516251,0.15410835,"Geno_main"
"Ifit2","ENSMUSG00000045932.12",0.171330446,3.48032187,3.81465532,0.000645449162,0.160782203,"Geno_main"
"Sfmbt1","ENSMUSG00000006527.16",0.114752085,5.00421991,3.7844889,0.00070027274,0.172258341,"Geno_main"
"Rec8","ENSMUSG00000002324.8",-0.315782344,1.00382434,-3.77182135,0.00072462647,0.173901516,"Geno_main"
"Syne2","ENSMUSG00000063450.14",0.135858754,4.5861829,3.77403454,0.000720312764,0.173901516,"Geno_main"
"Malt1","ENSMUSG00000032688.9",0.0838485484,8.35560221,3.75391591,0.000760464922,0.180303484,"Geno_main"
"Phldb2","ENSMUSG00000033149.17",-0.264620427,3.37141604,-3.79486473,0.000781357721,0.181079376,"Geno_main"
"Gm48210","ENSMUSG00000112770.1",0.251439309,1.50037454,3.74348162,0.000782140705,0.181079376,"Geno_main"
"Gprc5b","ENSMUSG00000008734.9",-0.240492947,1.60647069,-3.73044443,0.000810071417,0.181152221,"Geno_main"
"Gm4070","ENSMUSG00000078606.8",0.222966631,2.97111628,3.73165017,0.000807447987,0.181152221,"Geno_main"
"B4galt5","ENSMUSG00000017929.13",0.09949168,5.56257156,3.73829295,0.000793142538,0.181152221,"Geno_main"
"Mycbp2","ENSMUSG00000033004.16",0.0849465572,7.45655249,3.72286671,0.000826750088,0.182804663,"Geno_main"
"Slfn8","ENSMUSG00000035208.16",0.187738442,3.38479564,3.69459902,0.00089197054,0.195034314,"Geno_main"
"Itpr1","ENSMUSG00000030102.11",0.121739291,4.9117482,3.68680121,0.000910826532,0.19696874,"Geno_main"
"Tlr7","ENSMUSG00000044583.13",0.352908501,0.841035757,3.67834185,0.000931721005,0.197088967,"Geno_main"
"Lbp","ENSMUSG00000016024.9",-0.278430891,1.16579343,-3.6800736,0.000927405996,0.197088967,"Geno_main"
"Birc6","ENSMUSG00000024073.16",0.0723239888,8.5257195,3.67447446,0.000941428065,0.197088967,"Geno_main"
"Gm50237","ENSMUSG00000118361.1",0.355883825,0.285182354,3.65841416,0.000982802446,0.20358494,"Geno_main"
"Taf1","ENSMUSG00000031314.18",0.0741037927,7.59177052,3.65269125,0.000997968907,0.204573231,"Geno_main"
"Sdc3","ENSMUSG00000025743.14",0.140109714,5.46049106,3.63886554,0.0010622544,0.211498001,"Geno_main"
"Fgf13","ENSMUSG00000031137.17",0.114228879,5.58138623,3.6287249,0.00106399218,0.211498001,"Geno_main"
"Gm9616","ENSMUSG00000114003.1",-0.0805847338,8.59812539,-3.63028409,0.00105957077,0.211498001,"Geno_main"
"Slfn2","ENSMUSG00000072620.3",0.104425428,7.35094446,3.62473179,0.00107539742,0.211627457,"Geno_main"
"H2-Q5","ENSMUSG00000055413.12",0.316225346,2.45275304,3.65980738,0.00109015194,0.212406932,"Geno_main"
"1810062G17Rik","ENSMUSG00000027713.6",-0.264021876,0.356829506,-3.611567,0.00111384667,0.214895968,"Geno_main"
"Cmpk2","ENSMUSG00000020638.8",0.328757908,1.82163017,3.60527612,0.00114634549,0.219018767,"Geno_main"
"Adgra3","ENSMUSG00000029090.12",-0.233699607,2.33492665,-3.58276113,0.0012026907,0.223280664,"Geno_main"
"Ift57","ENSMUSG00000032965.11",-0.0809262101,6.09642967,-3.58726264,0.00118836713,0.223280664,"Geno_main"
"Atp10a","ENSMUSG00000025324.8",0.0798046112,6.58967202,3.58475561,0.00119632383,0.223280664,"Geno_main"
"Rnf181","ENSMUSG00000055850.12",-0.0833440138,5.91881529,-3.57144892,0.00123942902,0.227950689,"Geno_main"
"Avpr1a","ENSMUSG00000020123.6",0.289683819,1.72524873,3.54662957,0.00132388777,0.228783842,"Geno_main"
"Gm6142","ENSMUSG00000084304.1",-0.175712128,2.56086932,-3.55293218,0.00130192645,0.228783842,"Geno_main"
"Shld3","ENSMUSG00000118537.1",-0.174743971,3.05617753,-3.54292444,0.00133696539,0.228783842,"Geno_main"
"Rpl32l","ENSMUSG00000111356.1",-0.152860836,4.67843874,-3.55220174,0.00130445348,0.228783842,"Geno_main"
"Atp11a","ENSMUSG00000031441.15",0.11712916,6.27660925,3.54885543,0.00132139529,0.228783842,"Geno_main"
"Rps15-ps2","ENSMUSG00000071419.7",-0.114649928,5.34349796,-3.5543897,0.00129689825,0.228783842,"Geno_main"
"Ppib","ENSMUSG00000032383.7",-0.0877332601,6.80866141,-3.56338586,0.00126627726,0.228783842,"Geno_main"
"Ipo8","ENSMUSG00000040029.15",0.0738914733,6.65728453,3.54350077,0.00133492298,0.228783842,"Geno_main"
"Mrtfb","ENSMUSG00000009569.14",0.110121816,4.82511736,3.5380814,0.00135424824,0.229743544,"Geno_main"
"Bst2","ENSMUSG00000046718.8",0.147188525,4.61287214,3.5299768,0.00138365562,0.232726144,"Geno_main"
"Gm17322","ENSMUSG00000097604.1",-0.148406001,3.68309761,-3.51286604,0.00144778712,0.240498233,"Geno_main"
"Ago2","ENSMUSG00000036698.11",0.0671606429,8.40429266,3.51116803,0.0014543061,0.240498233,"Geno_main"
"Cd86","ENSMUSG00000022901.13",0.214056779,2.49360335,3.49849107,0.00150388107,0.246623962,"Geno_main"
"Ankrd53","ENSMUSG00000014747.6",-0.308264176,0.265784181,-3.4870233,0.00155013325,0.252108035,"Geno_main"
"Gm8714","ENSMUSG00000118051.1",0.329488064,2.71907427,3.5783325,0.00157674809,0.252266875,"Geno_main"
"Mlkl","ENSMUSG00000012519.14",0.229615174,1.99007509,3.48192432,0.00157113785,0.252266875,"Geno_main"
"Xirp1","ENSMUSG00000079243.4",-0.270110709,2.72267368,-3.492579,0.00160698,0.255030319,"Geno_main"
"Ifit3b","ENSMUSG00000062488.9",0.263534795,-0.663808567,3.46278847,0.00165244773,0.260148151,"Geno_main"
"Ifih1","ENSMUSG00000026896.14",0.308086827,4.02964762,3.66182423,0.00168326706,0.262896925,"Geno_main"
"Chic1","ENSMUSG00000031327.10",0.246384678,0.942505558,3.44640407,0.00172528577,0.265249209,"Geno_main"
"Trim12a","ENSMUSG00000066258.13",0.140407165,4.75136828,3.44890736,0.00171395983,0.265249209,"Geno_main"
"Mbnl3","ENSMUSG00000036109.17",0.0948954042,5.93855833,3.4408915,0.00175048248,0.267036781,"Geno_main"
"Gm7645","ENSMUSG00000084033.3",0.296014478,-0.0387571283,3.42068777,0.00184590221,0.278396331,"Geno_main"
"mt-Ts2","ENSMUSG00000064365.1",0.293012602,0.729963217,3.41419832,0.00187760256,0.278396331,"Geno_main"
"Cox7b","ENSMUSG00000031231.4",-0.115349777,6.60751845,-3.43266142,0.00188153423,0.278396331,"Geno_main"
"Hsd17b10","ENSMUSG00000025260.10",-0.0910099572,5.46240037,-3.41587252,0.00186937433,0.278396331,"Geno_main"
"Gm16299","ENSMUSG00000089679.1",0.390655629,0.689256584,3.41615043,0.00194845246,0.282115057,"Geno_main"
"A430035B10Rik","ENSMUSG00000087305.8",0.240808579,0.501537517,3.3970322,0.00196401051,0.282115057,"Geno_main"
"Rps12-ps3","ENSMUSG00000067038.6",-0.0922268232,7.4640652,-3.40321832,0.00193243879,0.282115057,"Geno_main"
"Prdx2","ENSMUSG00000005161.15",-0.069348689,7.33706909,-3.3994757,0.00195148076,0.282115057,"Geno_main"
"Zfp651","ENSMUSG00000013419.7",-0.294977531,0.232028298,-3.38917827,0.00200481126,0.283085619,"Geno_main"
"I830077J02Rik","ENSMUSG00000074342.3",-0.270385773,-0.428941795,-3.37807214,0.00206390449,0.283085619,"Geno_main"
"Ppp2r2c","ENSMUSG00000029120.10",-0.254339109,-0.00521689468,-3.37667365,0.00207146344,0.283085619,"Geno_main"
"Gm6545","ENSMUSG00000111118.1",0.229045544,-0.735609677,3.38275269,0.00203879845,0.283085619,"Geno_main"
"Vasn","ENSMUSG00000039646.5",0.166947272,3.19798608,3.38711583,0.00201566027,0.283085619,"Geno_main"
"Ctsd","ENSMUSG00000007891.16",-0.081526063,6.02144841,-3.38177365,0.00204402545,0.283085619,"Geno_main"
"Arhgdib","ENSMUSG00000030220.13",-0.0692739643,8.36573649,-3.37849053,0.00206164822,0.283085619,"Geno_main"
"Snord88c","ENSMUSG00000096296.1",0.280312173,-0.17316196,3.36239278,0.00215019592,0.291818659,"Geno_main"
"Tmeff1","ENSMUSG00000028347.14",-0.135933706,5.67406503,-3.39281011,0.00217272722,0.292856843,"Geno_main"
"Gm4951","ENSMUSG00000073555.1",0.38017406,3.36495675,3.55875625,0.00224065555,0.29593195,"Geno_main"
"Gm15122","ENSMUSG00000087672.1",-0.193653893,2.36292021,-3.35092539,0.00221549611,0.29593195,"Geno_main"
"Mrpl23-ps1","ENSMUSG00000075279.5",-0.114021241,4.77179418,-3.34774244,0.00223395711,0.29593195,"Geno_main"
"Srcin1","ENSMUSG00000038453.17",0.235543682,-0.552241317,3.33708037,0.00229688155,0.301335546,"Geno_main"
"H1f3","ENSMUSG00000052565.7",0.302798993,0.456685875,3.32427489,0.00237471151,0.304636548,"Geno_main"
"Map10","ENSMUSG00000050930.5",0.262114327,1.25157073,3.32242578,0.00238615762,0.304636548,"Geno_main"
"Ifitm1","ENSMUSG00000025491.14",-0.241287211,2.521581,-3.32381105,0.00237757774,0.304636548,"Geno_main"
"Irf9","ENSMUSG00000002325.15",0.0951249606,6.34200731,3.32082501,0.0023961094,0.304636548,"Geno_main"
"Ubr4","ENSMUSG00000066036.14",0.0726797427,8.19183651,3.32029,0.00239944433,0.304636548,"Geno_main"
"Gper1","ENSMUSG00000053647.4",-0.24023979,-0.294658599,-3.30095197,0.00252302824,0.314244765,"Geno_main"
"Gm10143","ENSMUSG00000064032.2",0.224281068,1.29791131,3.30302595,0.00250948668,0.314244765,"Geno_main"
"Abca3","ENSMUSG00000024130.16",0.0789163594,5.9036958,3.30140071,0.00252009237,0.314244765,"Geno_main"
"Mtor","ENSMUSG00000028991.15",0.0757940941,6.3064625,3.29748371,0.00254583046,0.314756747,"Geno_main"
"Acp1","ENSMUSG00000044573.16",-0.0740709235,6.33808408,-3.29547488,0.00255912798,0.314756747,"Geno_main"
"Gramd1b","ENSMUSG00000040111.17",0.0957794686,6.71334162,3.27890215,0.00267140689,0.324509977,"Geno_main"
"Cd3d","ENSMUSG00000032094.8",-0.0809926986,7.5258169,-3.27919846,0.00266935849,0.324509977,"Geno_main"
"Mir130b","ENSMUSG00000065572.1",-0.226891422,-0.57564558,-3.27461062,0.00270124384,0.326121334,"Geno_main"
"Sult6b1","ENSMUSG00000038045.14",0.291200988,0.620999781,3.26201195,0.00279069574,0.334866472,"Geno_main"
"Nucb2","ENSMUSG00000030659.14",-0.0995292242,5.8409092,-3.25922907,0.00281083429,0.335238837,"Geno_main"
"Mndal","ENSMUSG00000090272.9",0.14967601,6.57332245,3.37571081,0.00287195475,0.340465046,"Geno_main"
"Fcrl1","ENSMUSG00000059994.10",0.222618345,2.56377711,3.24164141,0.00294137035,0.344543019,"Geno_main"
"Denn2b","ENSMUSG00000031024.13",-0.12521639,5.15152467,-3.24227834,0.00293654324,0.344543019,"Geno_main"
"Rsad2","ENSMUSG00000020641.16",0.250698705,-0.706333771,3.23832684,0.00296661362,0.345443725,"Geno_main"
"Gm44104","ENSMUSG00000107583.1",-0.252285467,-0.561991594,-3.23479018,0.00299377718,0.346556124,"Geno_main"
"E330032C10Rik","ENSMUSG00000117292.1",0.239556499,-0.317518545,3.22357719,0.00308148431,0.351012716,"Geno_main"
"Crocc2","ENSMUSG00000084989.3",-0.227346737,-0.774336517,-3.22380117,0.00307970851,0.351012716,"Geno_main"
"5830418P13Rik","ENSMUSG00000086236.9",-0.21391531,-0.780006946,-3.22303503,0.00308578688,0.351012716,"Geno_main"
"Kcnj14","ENSMUSG00000058743.6",0.271022636,0.0043339686,3.20679745,0.00321734655,0.361279966,"Geno_main"
"Gm8879","ENSMUSG00000094025.7",0.236788423,-0.199357677,3.20513402,0.00323112323,0.361279966,"Geno_main"
"Dock9","ENSMUSG00000025558.19",0.109369928,4.76140808,3.20812531,0.0032063895,0.361279966,"Geno_main"
"Gm44260","ENSMUSG00000107971.1",0.233786413,-0.115172977,3.20030608,0.00327142917,0.361465697,"Geno_main"
"Shtn1","ENSMUSG00000041362.17",-0.205522899,3.11763936,-3.19835088,0.0032878886,0.361465697,"Geno_main"
"Echs1","ENSMUSG00000025465.13",-0.101434016,5.40197177,-3.20140805,0.00326218716,0.361465697,"Geno_main"
"Flicr","ENSMUSG00000039545.16",0.152117584,3.28230639,3.19545376,0.00331242318,0.362139866,"Geno_main"
"Rps4l","ENSMUSG00000063171.4",0.286342244,1.59599216,3.18876027,0.00336977958,0.364362046,"Geno_main"
"Naca","ENSMUSG00000061315.14",-0.0706304479,7.64147195,-3.18912994,0.00336658724,0.364362046,"Geno_main"
"Oaz2","ENSMUSG00000040652.16",-0.0880123331,4.81468842,-3.1793915,0.00345165804,0.371175839,"Geno_main"
"Klc3","ENSMUSG00000040714.14",-0.119533387,5.02201079,-3.15907873,0.00363576379,0.388848889,"Geno_main"
"Trim14","ENSMUSG00000039853.18",0.155633522,3.63857292,3.15143261,0.003707466,0.39437418,"Geno_main"
"S100a13","ENSMUSG00000042312.10",-0.11540864,4.54516988,-3.14028635,0.003814415,0.403569208,"Geno_main"
"Lrrtm2","ENSMUSG00000071862.3",-0.320421542,2.12536528,-3.18689989,0.00388322668,0.406478818,"Geno_main"
"Gm16867","ENSMUSG00000093954.8",0.301693746,-0.231943475,3.13502266,0.00386593835,0.406478818,"Geno_main"
"Rnf17","ENSMUSG00000000365.9",0.331728483,-0.0693563063,3.12828303,0.00394052824,0.408705381,"Geno_main"
"Podn","ENSMUSG00000028600.15",-0.290233841,0.184159777,-3.1229489,0.00398664246,0.408705381,"Geno_main"
"Gm7072","ENSMUSG00000117284.1",0.10557121,4.41416726,3.12552239,0.00396061701,0.408705381,"Geno_main"
"Anapc16","ENSMUSG00000020107.10",-0.0799753339,5.72646885,-3.12285726,0.0039875722,0.408705381,"Geno_main"
"Bcl2l15","ENSMUSG00000044165.12",0.28636643,0.57216254,3.11938006,0.00402300394,0.41020049,"Geno_main"
"Gm6863","ENSMUSG00000043483.4",-0.0567435903,8.42764292,-3.11708318,0.004046573,0.410476856,"Geno_main"
"Gm18255","ENSMUSG00000110175.1",-0.203222128,-0.644952803,-3.09837044,0.00424355725,0.428251093,"Geno_main"
"Gm49307","ENSMUSG00000115555.1",0.20496352,-0.55310249,3.09493944,0.00428065216,0.429790581,"Geno_main"
"Ddx60","ENSMUSG00000037921.15",0.38529213,0.825143315,3.12331469,0.0043833405,0.430322679,"Geno_main"
"Brd8dc","ENSMUSG00000049357.11",-0.263506815,0.0572841428,-3.08274303,0.00441503246,0.430322679,"Geno_main"
"Gm15133","ENSMUSG00000087175.7",0.259422231,0.178614207,3.08850514,0.00435105219,0.430322679,"Geno_main"
"Gm22980","ENSMUSG00000064542.1",-0.203069604,-0.0830388718,-3.08234871,0.00441944345,0.430322679,"Geno_main"
"Thoc7","ENSMUSG00000053453.9",-0.0931998977,5.88757311,-3.09024865,0.00433186767,0.430322679,"Geno_main"
"Vps18","ENSMUSG00000034216.12",0.0903733736,4.98607359,3.08623016,0.00437620656,0.430322679,"Geno_main"
"Dnajc1","ENSMUSG00000026740.12",0.0771998283,5.86605856,3.08060303,0.00443902148,0.430322679,"Geno_main"
"Rhob","ENSMUSG00000054364.5",-0.120382754,4.26596589,-3.07323576,0.00452256004,0.434641025,"Geno_main"
"Nsd1","ENSMUSG00000021488.8",0.0578628288,8.17629543,3.07278315,0.00452774074,0.434641025,"Geno_main"
"Herc1","ENSMUSG00000038664.16",0.0817116624,7.19761739,3.07074589,0.00455112974,0.434765448,"Geno_main"
"A930004J17Rik","ENSMUSG00000102602.1",0.12202357,4.89335065,3.0682901,0.00457947666,0.435360006,"Geno_main"
"Apbb2","ENSMUSG00000029207.16",0.211282777,1.58506015,3.05707742,0.00471105153,0.438071288,"Geno_main"
"Trav13-1","ENSMUSG00000076839.3",-0.205097362,1.55751022,-3.0548916,0.00473711644,0.438071288,"Geno_main"
"Ddx43","ENSMUSG00000070291.4",-0.188508235,2.67545475,-3.05625243,0.00472087306,0.438071288,"Geno_main"
"Serf1","ENSMUSG00000021643.15",-0.149241341,2.88591208,-3.06316007,0.00463923499,0.438071288,"Geno_main"
"H2-T23","ENSMUSG00000067212.8",0.0976732762,7.83120936,3.08976416,0.00465465999,0.438071288,"Geno_main"
"Gm8186","ENSMUSG00000049124.4",-0.0798511331,6.37233769,-3.05451999,0.00474156128,0.438071288,"Geno_main"
"Pdk3","ENSMUSG00000035232.8",-0.0746880277,5.51703416,-3.0521893,0.00476952955,0.43859613,"Geno_main"
"Arl6ip1","ENSMUSG00000030654.9",-0.0573991153,8.59638524,-3.04709072,0.00483126043,0.44220639,"Geno_main"
"Fnip1","ENSMUSG00000035992.15",0.0815126855,6.84346392,3.04020913,0.0049157844,0.44579595,"Geno_main"
"Atr","ENSMUSG00000032409.15",0.0800028281,6.14346848,3.0418787,0.00489514946,0.44579595,"Geno_main"
"Trav7n-4","ENSMUSG00000095736.1",0.243759026,0.252839731,3.02921288,0.00505377041,0.452059763,"Geno_main"
"Gm27241","ENSMUSG00000099051.1",-0.238727344,0.207395707,-3.02932117,0.00505239375,0.452059763,"Geno_main"
"Gm6548","ENSMUSG00000091549.1",0.0980279763,5.08381919,3.0306826,0.00503511688,0.452059763,"Geno_main"
"Cyp4v3","ENSMUSG00000079057.4",0.273010616,1.00847186,3.01623591,0.00522134448,0.456709767,"Geno_main"
"Gm17149","ENSMUSG00000090334.1",-0.220183967,-0.527379882,-3.02007043,0.00517128725,0.456709767,"Geno_main"
"Otx1","ENSMUSG00000005917.15",0.212468219,-0.629537664,3.0112754,0.00528678338,0.456709767,"Geno_main"
"Spef2","ENSMUSG00000072663.12",0.167323984,2.64062849,3.01806071,0.00519746574,0.456709767,"Geno_main"
