"contrast","database","pathway_id","pathway_name","direction","nes","pvalue","padj","padj_pooled","set_size","n_tests_in_db","n_tests_pooled","sig_before_in_db","sig_after_in_db","sig_lost_in_db","core_enrichment"
"Interaction","GO_BP","GOBP_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","Positive Regulation of Receptor Signaling Pathway via STAT","Up",1.58886119,0.022597066,0.281091695,0.221175371,25,2389,4786,66,68,-2,"Crlf2/Ccl5/Il12rb1/Prlr/Notch1/Ptk2b/Adipor1/Il10rb/F2r/Il10/Il5/Tgfb1/Usp1/Il6"
"Interaction","GO_BP","GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION","Positive Regulation of Chemokine Production","Up",1.56604142,0.0228316469,0.281091695,0.222550432,32,2389,4786,66,68,-2,"Eif2ak2/Oas3/Oas1a/Tlr7/Il4ra"
"Interaction","GO_BP","GOBP_HUMORAL_IMMUNE_RESPONSE","Humoral Immune Response","Up",1.44140458,0.0230265499,0.281091695,0.223425985,86,2389,4786,66,68,-2,"H2-T23/Ccl5/Ccl17/C2/Try5/Masp2/Rpl39/C8g/C1qbp/Rbpj/Fcgr2b/Cxcl10/Ptprc/Notch1/Ebi3/Ang/Notch2/C3/Hmgn2/Cxcl11/Cd81/Slpi/Cd37/Cr1l/Trf/Cfi/Ccl22/B2m/Pomc/H2-Eb1/Lta/Cr2/Ccl20"
"Interaction","GO_BP","GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS","Cellular Response to Peptide Hormone Stimulus","Up",1.38043338,0.0230615204,0.281091695,0.223425985,145,2389,4786,66,68,-2,"Slc2a8/Map3k7/Fbn1/Apc/Hras/Rac1/Cflar/Prkaca/Pdk2/Slc27a1/Got1/Uso1/Socs2/Pxn/Src/Grb2/Ucp2/Selenos/Pak1/Ptprj/Csk/Ptk2/Shc1/Rb1/Foxo1/Stat5a/Fyn/Sgcb/Cul3/Baiap2/Akt1/Ptpn1/Pik3r3/Sp1/Smarcc1/Raf1/Adipor1/Tsc2/Por"
"Interaction","WikiPathways","WP_HEPATITIS_B_INFECTION","Hepatitis B Infection","Up",1.29392049,0.0789421784,0.28135802,0.389502336,88,417,4786,30,19,11,"Irf7/Stat2/Ifih1/Map3k7/Hras/Casp9/Mapk9/Src/Grb2/Stat1/Mapk14/Araf/Stat5a/Smad3/Akt1/Ptk2b/Pik3r3/Tgfbr2/Atf4/Map2k3/Raf1/Ikbkb/Chuk/Prkca/Ywhaz/Irak1/Mmp9/Sos1/Mapk8/Pik3cd/Tlr2/Crebbp/Stat4/Myc/Rela/Stat3"
"Interaction","GO_BP","GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING","DNA Replication Checkpoint Signaling","Down",-1.62443183,0.0237131655,0.284677148,0.225628648,15,2389,4786,66,68,-2,"Rfc2/Rfc3/Cdc45/Cdc7/Timeless/Cdc6/Hus1/Rad9a/Rfc4"
"Interaction","GO_BP","GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY","Positive Regulation of Wnt Signaling Pathway","Up",1.55110882,0.0236614789,0.284677148,0.225628648,34,2389,4786,66,68,-2,"Sulf2/Csnk1e/Egfr/Dab2/Src/Rps12/Csnk1d/Bmp2/Rbpj/Jup/Smad3/Usp8"
"Interaction","GO_BP","GOBP_CELLULAR_RESPONSE_TO_VIRUS","Cellular Response to Virus","Up",1.54318121,0.023590942,0.284677148,0.225628648,37,2389,4786,66,68,-2,"Oas1a/Adar/Ifih1/Tlr7/Ccl5/Gbf1/Ifi44/Gsdme/Mapk14/Cxcl10/Smad3/Il10rb/Chuk/Ext1/Hif1a"
"Interaction","WikiPathways","WP_CAMKK2_PATHWAY","Camkk2 Pathway","Up",1.32551267,0.0810509787,0.285859054,0.394581233,58,417,4786,30,19,11,"Oasl1/Arhgef7/Ccl5/Fasn/Plac8/Rac1/Rasgrp1/Abca1/Cyb5r3/Pak1/Cdh1/Camkk2"
"Interaction","WikiPathways","WP_MAPK_SIGNALING","MAPK Signaling","Up",1.26267279,0.081576085,0.285859054,0.3952095,124,417,4786,30,19,11,"Map3k7/Hras/Rac1/Rasa1/Relb/Prkaca/Rasgrp1/Egfr/Mapk9/Grb2/Pak1/Srf/Rps6ka5/Arrb1/Mapkapk2/Fgf18/Mapk14/Araf/Tnfrsf1a/Akt1/Trp53/Rac2/Arrb2/Tgfbr2/Dusp3/Atf4/Fgfr3/Map2k3/Rps6ka3/Raf1/Ikbkb/Chuk/Prkca/Il1a/Traf2/Map4k2/Flna/Sos1/Mapk8/Fgf2/Fgfr1/Mapk8ip2/Ppm1a/Myc/Cd14/Rela/Dusp6/Cacna1a/Mapkapk3"
"Interaction","GO_BP","GOBP_OUTFLOW_TRACT_MORPHOGENESIS","Outflow Tract Morphogenesis","Up",1.54930487,0.0243684328,0.287149302,0.228081671,33,2389,4786,66,68,-2,"Ryr1/Acvr1/Gja5/Rbpj/Notch1/Nipbl/Tgfbr2/Eng/Hif1a/Tgfbr3/Rara/Eln/Nedd4/Bmpr1a/Nrp2"
"Interaction","GO_BP","GOBP_MYOTUBE_DIFFERENTIATION","Myotube Differentiation","Up",1.49756797,0.0241765049,0.287149302,0.227677274,52,2389,4786,66,68,-2,"Xk/Dock2/Cflar/Ryr1/B4galnt2/Rpl9/Rpl39/Mapk14/Cdon/Ppif/Rpl34/Rbm38/Cxcl10/Notch1/Hdac1/Maml1/Ehd1/Dmpk/Mmp14/Cd81/Actn3/Hdac3"
"Interaction","GO_BP","GOBP_STEROL_METABOLIC_PROCESS","Sterol Metabolic Process","Up",1.45553442,0.0243998779,0.287149302,0.228081671,73,2389,4786,66,68,-2,"Fdft1/Dhcr7/Dhcr24/Lipa/Prkaca/Hsd17b7/Sqle/Abca1/Cyb5r3/Lss/Sc5d/Mvk/Srebf2/Ldlr/Cln6/Nfe2l1/Marchf6/Hmgcr/Fech/Nsdhl/Ebp/Ttc39b/Hmgcs1/Tsku/Scarb1/Cyp51/Abca2/Insig1/Lipe/Sec14l2/Acly/Ppard/Kpnb1/Mvd/Ch25h"
"Interaction","GO_BP","GOBP_FAT_CELL_DIFFERENTIATION","Fat Cell Differentiation","Up",1.42104546,0.024261473,0.287149302,0.227677274,98,2389,4786,66,68,-2,"Mest/Il11/Plac8/Rnasel/Mmp11/Sirt2/Cebpd/Retreg1/Cebpb/Bmp2/Tle3/Aldh6a1/Mapk14/Axin1/Foxo1/Grk5/Id2/Smad3/Akt1/Kcnj8/Nipbl/Arid5b/Lamb3/Tcf7l2"
"Interaction","GO_BP","GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE","Negative Regulation of Mitotic Cell Cycle","Down",-1.40591385,0.0246257623,0.288386991,0.228408718,99,2389,4786,66,68,-2,"Kntc1/Brca1/Fbxo5/Cdc7/Cdkn1a/Dynll2/Prkdc/Nabp1/Timeless/Chfr/Chek1/Cdc6/Hus1/Birc5/Tom1l1/Rad9a/Mad2l1/Spc24/Msh2/Slc9a3r1/Cdkn1b/Prmt2/Cdk2/Rpa2/Pkd2/Zwint/Dlg1/Ier3/Gpnmb"
"Interaction","Hallmark","HALLMARK_PI3K_AKT_MTOR_SIGNALING","PI3K AKT mTOR Signaling","Up",1.27236418,0.0866484821,0.288828274,0.406763089,98,50,4786,5,4,1,"Stat2/Map3k7/Hras/Rac1/Itpr2/Cltc/Cdk1/Egfr/Mapk9/Actr3/Grb2/Csnk2b/Vav3/Tnfrsf1a/Akt1/Arhgdia/Pik3r3/Dusp3/Map2k3/Rps6ka3/Raf1/Tsc2/Lck/Grk2/Prkar2a/Traf2/Cab39/Plcg1/Nod1/Mapk8/Ppp2r1b/Gsk3b/Acaca/Ube2d3/Pikfyve"
"Interaction","GO_BP","GOBP_ORGANIC_ANION_TRANSPORT","Organic Anion Transport","Up",1.38554328,0.0248541059,0.289641263,0.229636585,133,2389,4786,66,68,-2,"Slc2a8/Cd47/P2rx4/Slc26a2/Slc6a8/Slc3a2/Slc6a6/Abcd3/Abcc4/Slc16a1/Slc27a1/Slc1a5/Ucp2/Ank/Slc38a1/Acsl4/Psen1/Panx1/Slc7a1/Abcc3/Slc27a5/Slc1a4/Nfe2l1/Slc37a1/Slc23a1/Akt1/Slc7a5/Kcnj8/Pdpn/Slc5a6/Gja1/Slc25a23/Stxbp1/Slc25a38/Abcb1a/Gabbr1/Slc35d1/Lrrc8c/Abcb11/Cr1l/Slc25a12/Slc19a1/Slc10a3/Slc35b1/Got2/Anxa1/Ppard/Slc23a2/Abcb4/Abcc8/Ptgs2/Tnfsf11/Slc1a2/Abcd1/Slc25a1/Eprs/Slc39a6/Abcc1/Slc6a12/Slc12a2/Slc25a17/Slc16a6/P2rx7/Slc7a11/Pla2g4a/Cd36/Pla2g12a/Abat"
"Interaction","GO_BP","GOBP_RESPONSE_TO_VITAMIN_D","Response to Vitamin D","Up",1.59841859,0.0250275132,0.289935786,0.230169431,19,2389,4786,66,68,-2,"Trim25/Vdr/Cd4/Cdon/Cxcl10"
"Interaction","GO_BP","GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY","Regulation of Natural Killer Cell Mediated Immunity","Up",1.57533236,0.0252614551,0.289935786,0.231611732,24,2389,4786,66,68,-2,"H2-T23/Klrk1/Ap1g1/Rasgrp1/Grb2/Cd160/H2-Q1/Stat5a/Arrb2"
"Interaction","GO_BP","GOBP_MUSCLE_HYPERTROPHY","Muscle Hypertrophy","Up",1.56010765,0.0253648302,0.289935786,0.231671903,29,2389,4786,66,68,-2,"P2rx4/Inpp5f/Pak1/Arrb1/Tnfrsf1b/Foxo1/Smad3/Tnfrsf1a/Notch1/Arrb2/Prkca/Atp2a2"
"Interaction","GO_BP","GOBP_GROWTH","Growth","Up",1.28045181,0.0253139813,0.289935786,0.23164955,322,2389,4786,66,68,-2,"Cxcl16/Pml/Eif4g2/Ogfr/Alcam/Cyfip2/Wasf1/Auts2/Tmem97/Plac8/Ntrk3/Cd38/Prlr/Cflar/Supv3l1/Nlgn3/Ppt1/Zmiz1/Try5/Il17rb/Comt/Cdk1/Egfr/Dab2/Socs2/B4galnt2/Pak1/Ptprj/Acsl4/Srf/Cdh1/Rbpj/Serp1/Mapk14/Sertad3/Osgin1/Rb1/Pafah1b1/Nrcam/Stat5a/P3h1/Ip6k2/Exosc2/Smad3/Cish/Akt1/Kcnj8/Notch1/Trp53/Sphk2/Gja1/Nipbl/Taf10/Gpd2/Arid5b/Igfbp4/Tgfbr2/Notch2/Exosc9/Fgfr3/Ndufs6/Eif4h/Rps6ka3/Adipor1/Ercc1/Adam17/Btg1/Por/Lats1/Adam15/Myl2/Sod1/Gusb/Ext1/Hif1a/Cttn/Tsku/Mmp14/Trim28/Ezr/Cd81/Tgfbr3/Bcl2l1/Adam10/Sema4d/Actn3/Gamt/Tmed2/Gnas/Cd2ap/Atf5/Hdac3/Sos1/Fgf2/Tnc/Rara/Gsk3b/Fgfr1/Anxa1"
"Interaction","Reactome","REACTOME_MET_PROMOTES_CELL_MOTILITY","Met Promotes Cell Motility","Up",1.40436733,0.0834401146,0.294259553,0.400144678,20,663,4786,63,40,23,"Rac1/Src/Grb2/Lama3/Ptk2/Met/Lamb3"
"Interaction","Reactome","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES","Tp53 Regulates Transcription of Cell Cycle Genes","Down",-1.37620962,0.0830748829,0.294259553,0.399193162,28,663,4786,63,40,23,"Cnot4/Cdkn1b/Cdk2/Pcna/Bax"
"Interaction","Reactome","REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS","Processing of DNA Double Strand Break Ends","Down",-1.3492663,0.0832539408,0.294259553,0.399652318,37,663,4786,63,40,23,"Ppp4r2/H4c14/Nsd2/Rfc2/Rfc3/Brca1/Ube2n/Timeless/Chek1/Hus1/Rad9a/Rfc4/Rpa1/Cdk2/Rpa2/Rpa3"
"Interaction","Reactome","REACTOME_SIGNALING_BY_NOTCH2","Signaling by Notch2","Up",1.41369981,0.0839625319,0.294535231,0.401457881,17,663,4786,63,40,23,"Ubc/Ncstn/Psen1/Rbpj/Notch2/Maml1/Adam10"
"Interaction","Reactome","REACTOME_CELL_CYCLE","Cell Cycle","Down",-1.1694582,0.0849581102,0.29645909,0.402982671,308,663,4786,63,40,23,"Psmd8/Lmnb1/Mcm7/Mapk1/Mcm5/Ube2d1/Psma1/Akt2/Top2a/Rrm2/Cdca8/Lbr/H4c14/Nsd2/Ccnd3/Orc5/Nup107/Set/Cep192/Psma7/Lig1/Rad51c/Polr2i/Rfc2/Kif2c/Cdkn2d/Clasp1/Psmc6/Rfc3/Banf1/Msh5/Rab1a/Cks1b/Cdc45/Smc4/Kntc1/Dhfr/Brca1/Fbxo5/Cdc7/Mcm3/Cntrl/Cdkn1a/Ncaph2/Dynll2/Psmc3/Psmb2/Ube2e1/Ran/Ube2n/Numa1/Psmd7/Pds5b/Nhp2/H2aj/Chek1/Mapk11/Cdc6/Polr2k/Hus1/Birc5/Rad9a/Akt3/Polr2e/Prim1/Mad2l1/Rfc4/Mnat1/Fen1/Pold1/Psmd12/E2f5/Psmb5/Spc24/Rpa1/Tubb2b/Pole3/Hsp90aa1/Lyn/Prim2/Skp2/Cdkn1b/Ywhaq/Ywhah/Optn/Arpp19/Cdk2/Mcm2/Pcna/Rpa2/Smc1a/Smc3/Polr2d/Rpa3/Sdccag8/Cdkn2a/Polr2j/Rad51/Zwint/Cdkn2c"
"Interaction","WikiPathways","WP_TYROSINE_KINASE_INHIBITORS_IN_GLIOBLASTOMA","Tyrosine Kinase Inhibitors in Glioblastoma","Up",1.40112327,0.0854652372,0.296991699,0.403787389,19,417,4786,30,19,11,"Btc/Hras/Grb2/Akt1/Raf1/Tsc2"
"Interaction","GO_MF","GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","Amino Acid Transmembrane Transporter Activity","Up",1.52891001,0.037735495,0.297263287,0.283965533,23,386,4786,6,8,-2,"Slc6a8/Slc3a2/Slc6a6/Slc1a5/Ucp2/Slc38a1/Slc7a1/Slc1a4/Slc7a5/Pdpn"
"Interaction","KEGG","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES","Complement and Coagulation Cascades","Up",1.34935358,0.10244819,0.298238064,0.438787727,26,131,4786,5,4,1,"C2/F8/Masp2/F5/C8g/Vwf/C3/Serpinc1/Plau/Cr1l/Cfi/F2r"
"Interaction","Reactome","REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION","Asparagine N Linked Glycosylation","Up",1.27770947,0.0859356907,0.29830033,0.405530864,95,663,4786,63,40,23,"St6galnac2/B4galt5/F8/Ubc/Gbf1/F5/Uso1/Gmppa/Alg1/B4galnt2/Napa/B4galt1/Csnk1d/Fuca1/St3gal4/Cnih2/Sec31a/Arfgap1/Marchf6/Gfpt1/Copz2/Pgm3/Amfr/Sec24d/Man1a/Gosr2/Edem1/St6gal1/Sec22b/St3gal6/Tmed2/Ykt6"
"Interaction","Reactome","REACTOME_NEURONAL_SYSTEM","Neuronal System","Up",1.27498305,0.0871608631,0.300977355,0.408172104,96,663,4786,63,40,23,"Arhgef7/Hras/Ntrk3/Rac1/Syt12/Nlgn3/Prkaca/Comt/Sipa1l1/Src/Nlgn2/Slc38a1/Epb41/Panx1/Camkk2/Kcnj8/Gad2/Plcb2/Gngt2/Rps6ka3/Stxbp1/Gng2/Kcnh2/Prkca/Prkar2a/Gabbr1/Gng11/Arhgef9/Kcnd1/Gnb2/Kpna2/Ap2b1/Kcnmb1/Abcc8/Slc1a2/Gls/Cacna1a/Rps6ka1/Slc6a12"
"Interaction","Reactome","REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS","Late Sars Cov 2 Infection Events","Up",1.40165426,0.0881600637,0.302507232,0.409611269,18,663,4786,63,40,23,"St6galnac2/Parp14/Parp9/Ubc/St3gal4/Furin/Galnt1/St6gal1"
"Interaction","Reactome","REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION","Antigen Processing Ubiquitination Proteasome Degradation","Up",1.28640556,0.0885164449,0.302507232,0.410106201,80,663,4786,63,40,23,"Rnf213/Uba7/Ube2s/Herc6/Ube2c/Ubc/Cul1/Siah1a/Herc3/Siah2/Rbck1/Psmd3/Adrm1/Cul3/Fbxw7/Rchy1/Trim21/Rnf123/Cdc20/Fbxw11/Psmd14/Rnf4/Ube2j1/Cblb/Ubac1/Wwp1/Ube2d3/Zbtb16/Asb7/Nedd4/Fbxo9/Psma4/Huwe1/Rbx1/Psmb3/Asb13/Spsb1/Cdc34"
"Interaction","GO_BP","GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION","Regulation of Syncytium Formation by Plasma Membrane Fusion","Up",1.60066496,0.0266341983,0.302639991,0.239607656,16,2389,4786,66,68,-2,"Cflar/Rpl9/Rpl39/Mapk14/Rpl34/Cxcl10/Ehd1"
"Interaction","GO_BP","GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II","Positive Regulation of Transcription by RNA Polymerase II","Up",1.2536174,0.0267296099,0.302639991,0.239608451,409,2389,4786,66,68,-2,"Helz2/Irf7/Stat2/Irf9/Tlr7/Etv5/Nufip1/Auts2/Il11/Plac8/Vdr/Hras/Tmprss6/Rnasel/Zmiz1/Relb/Klf7/Sirt2/Ago2/Acvr1/Egfr/E2f4/Dab2/Actr3/Cebpd/Cebpb/Zeb1/Stat1/Mycn/Ecd/Srf/Rps6ka5/Bmp2/Arrb1/Ikzf4/Rbpj/Srebf2/Ncoa6/Mapk14/Pou2f1/Cdon/Litaf/Rb1/Zbtb17/Foxo1/Cd40/Cxcl10/Jup/Plscr1/Stat5a/E2f3/Nr1d2/Cdk9/Smad3/Nfe2l1/Tnfrsf1a/Akt1/Cxcr3/Mybbp1a/Nlrc5/Notch1/Trp53/Met/Hdac1/Usp16/Nipbl/Taf10/Ripk2/Tcf7l2/Pprc1/Apbb2/Sp1/Smarcc1/Notch2/Nfyc/Exosc9/Cdk8/Atf4/Ccnk/Eng/Maml1/Rps6ka3/Raf1/Ikbkb/Ercc1/Taf9/Ldb1/Etv4/Bcl11b/Hes6/Chuk/Eif4a1/Hif1a/Eomes/Hnrnpd/Ell"
"Interaction","GO_BP","GOBP_REGULATION_OF_MIRNA_METABOLIC_PROCESS","Regulation of miRNA Metabolic Process","Up",1.48796543,0.0269346734,0.303523277,0.239608451,50,2389,4786,66,68,-2,"Ncor2/Hras/Egfr/Mycn/Srf/Bmp2/Srebf2/Pou2f1/Smad3/Trp53/Notch2/Pnpt1/Hif1a/Fgf2/Il10/Rara/Ppard/Bmpr1a/Myc/Rela/Stat3/Tgfb1/Pdgfb/Smad1/Fosl1/Il6/Pparg/Foxo3/Gnl3"
"Interaction","Reactome","REACTOME_COMPLEMENT_CASCADE","Complement Cascade","Up",1.41122668,0.0898519884,0.303938104,0.412302604,15,663,4786,63,40,23,"C2/Masp2/C8g/C3/Cd81/Cr1l/Cfi/Cr2/Pros1/Cfp"
"Interaction","Reactome","REACTOME_SARS_COV_1_INFECTION","Sars Cov 1 Infection","Up",1.30660053,0.0894081788,0.303938104,0.411373365,61,663,4786,63,40,23,"Trim25/Ifih1/St6galnac2/Tlr7/Parp14/Parp9/Ubc/Irak2/Rps12/Rps3a1/St3gal4/Nmi/Rb1/Rps10/Smad3/Sp1/Galnt1/St6gal1/Ywhaz/Bcl2l1/Ppia/Kpna2/Tkfc/Gsk3b"
"Interaction","GO_CC","GOCC_PRESYNAPTIC_ACTIVE_ZONE","Presynaptic Active Zone","Up",1.53864888,0.0390072257,0.304398822,0.288987154,20,311,4786,5,5,0,"Nufip1/Nectin1/Napa/C1qbp/Syt11/Kcnj8/Stxbp1/Ehd1"
"Interaction","GO_CC","GOCC_CATALYTIC_STEP_2_SPLICEOSOME","Catalytic Step 2 Spliceosome","Down",-1.48550494,0.0391509739,0.304398822,0.28916136,30,311,4786,5,5,0,"Hnrnpc/Hnrnpr/Snrpa1/Hnrnpa1/Sf3a3/Snrpb2/Hnrnpa3/Hnrnpa2b1/Cdc5l/Pnn/Snrpd3/Lsm7"
"Interaction","GO_BP","GOBP_RESPONSE_TO_GROWTH_FACTOR","Response to Growth Factor","Up",1.29133103,0.0272351089,0.305467958,0.240157147,272,2389,4786,66,68,-2,"Pml/Cyfip2/Ccl5/Sulf2/Map3k7/Zyx/Wasf1/Fbn1/Ntrk3/Tmprss6/Gcnt2/Cflar/Zmiz1/Cul1/Got1/Acvr1/Egfr/Dab2/Pxn/Cdkn2b/Src/Grb2/Zeb1/Twsg1/Ext2/Bmp2/Mapkapk2/Fgf18/Nbl1/Rbpj/Ptk2/Mapk14/Axin1/Shc1/Cbl/Fyn/Itgb8/Smad3/Adgrg1/Baiap2/Akt1/Notch1/Ptpn1/Usp8/Hdac1/Arrb2/Tgfbr2/Dusp3/Notch2/Furin/Fgfr3/Map2k3/Eng/Raf1/Ehd1/Adam17/Lats1/Ext1/Hif1a/Eef2/Cd44/Tgfbr3/Trim33/Plcg1/Cd2ap/Sos1/Ltbp1/Fgf2/Il10/Ndst1/Fgfr1/Anxa1/Pik3cd/Ube2d3/Gpc1/Crebbp/Ppm1a/Nedd4/Fut8/Pgf/Col4a2/Fzd4/Bmpr1a/Nrp2/Myc/Rela/P2ry1/Stat3/Il4/Dusp6"
"Interaction","GO_BP","GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT","Ventricular Cardiac Muscle Tissue Development","Up",1.56038491,0.0275935909,0.307089105,0.241431309,25,2389,4786,66,68,-2,"Rbpj/Tnnc1/Id2/Kcnj8/Pkp2/Notch1/Eng/Myl2/Tgfbr3/Bmpr1a/Tnnt2/Ptcd2/Tgfb1/Smad7/Hey2"
"Interaction","GO_BP","GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","Positive Regulation of Pattern Recognition Receptor Signaling Pathway","Up",1.55046795,0.0278938199,0.307089105,0.241868053,29,2389,4786,66,68,-2,"Dhx58/Oasl1/Ddx60/Map3k7/Rsad2"
"Interaction","GO_BP","GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS","Positive Regulation of miRNA Metabolic Process","Up",1.50286396,0.0278515567,0.307089105,0.241868053,43,2389,4786,66,68,-2,"Hras/Egfr/Mycn/Srf/Bmp2/Srebf2/Pou2f1/Smad3/Trp53/Notch2/Pnpt1/Hif1a/Fgf2/Il10/Bmpr1a/Myc/Rela/Stat3/Tgfb1/Pdgfb/Smad1/Fosl1/Il6/Pparg/Foxo3/Gnl3/Atoh8"
"Interaction","GO_BP","GOBP_DNA_RECOMBINATION","DNA Recombination","Down",-1.37017011,0.0277849061,0.307089105,0.241868053,116,2389,4786,66,68,-2,"Mcm7/Mcm5/Top2a/Rad54l/Ppp4r2/Nsd2/Actr2/Xrcc6/Lig1/Rad51c/Rad51ap1/Msh5/Hells/Was/Klhdc3/Cdc45/Brca1/Cdc7/Mcm3/Rad52/Ube2n/Swap70/Prkdc/Nabp1/Timeless/Pds5b/Chek1/Hus1/Tfrc/Pms2/Fen1/Rpa1/Msh2/Skp2/Mcm2/Hspd1/Rpa2/Smc6/Uchl5/Rpa3/Rad51/Hmgb2/Apex1"
"Interaction","WikiPathways","WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING","Brainderived Neurotrophic Factor BDNF Signaling","Up",1.28239775,0.089145339,0.307219887,0.411373365,82,417,4786,30,19,11,"Apc/Marcks/Hras/Ntrk3/Rac1/Ranbp9/Mapk9/Src/Grb2/Stat1/Rps6ka5/Bmp2/Vav3/Mapk14/Shc1/Stat5a/Fyn/Akt1/Ptk2b/Rps6ka3/Raf1/Tsc2/Ikbkb/Adam17/Chuk/Eef2"
"Interaction","WikiPathways","WP_RNAPOLYMERASE_II_TRANSCRIPTION_THE_PREINITIATION_COMPLEX","Rnapolymerase II Transcription the Preinitiation Complex","Down",-1.371611,0.0906370244,0.309800321,0.413526024,23,417,4786,30,19,11,"Ercc3/Polr2i/Gtf2f1/Taf13/Polr2k/Gtf2b/Polr2e/Nelfb/Polr2d/Polr2j"
"Interaction","TF_Targets","TFCP2_TARGET_GENES","Tfcp2 Target Genes","Up",1.57043165,0.028092518,0.309935642,0.242690959,22,352,4786,6,6,0,"Eif4g2/Tmbim6/Phyh/Slc3a2/Ubc/Rps12"
"Interaction","TF_Targets","EBNA1BP2_TARGET_GENES","Ebna1bp2 Target Genes","Up",1.41352549,0.0308174644,0.309935642,0.25126471,84,352,4786,6,6,0,"Cmpk2/Etv5/Rsad2/Gcnt2/Itpr2/Acsm3/Sidt1/Pigr/Relb/Inpp5f/Abcd3/Comt/Slc27a1/Ptcd3/Src/Gsdme"
"Interaction","TF_Targets","NFXL1_TARGET_GENES","Nfxl1 Target Genes","Up",1.40150352,0.030250526,0.309935642,0.249189359,98,352,4786,6,6,0,"Sulf2/Auts2/Dtx1/Septin9/Chst12/Slc27a1/Acvr1/Aprt/Src/Synj2/Ecd/Csk/Tial1/Tnfrsf1b/H1f0/Rb1/Adgrg1/Baiap2/Ebi3/Tcf7l2/Apbb2/Abcb9/Rer1/Trim21"
"Interaction","TF_Targets","ZNF213_TARGET_GENES","Znf213 Target Genes","Up",1.39859692,0.0265197448,0.309935642,0.23943161,109,352,4786,6,6,0,"Cxcl16/Irf9/Agpat3/Map3k7/Zyx/Septin9/Dcp1a/Trim26/Csnk1e/Lipa/Cltc/Ndufs3/Ranbp9/Socs2/Cd160/Csnk1d/Hexa/Dcp2/H1f0/Pdp1/Exosc2/Kdm4b/Fam120a/Sgms1/Cpeb3/Aurkb/Esyt1/Bcl11b/Cyp2s1/Gabbr1/Uck2/Gnb2/Csnk2a2/Flna/Iqgap2/Ssbp1"
"Interaction","TF_Targets","DACH1_TARGET_GENES","Dach1 Target Genes","Up",1.30399582,0.0303177909,0.309935642,0.249314342,231,352,4786,6,6,0,"Stat2/Atp6v0d1/Abhd2/Parp12/Pex7/Wiz/Cbfa2t3/Nectin1/Eloa/Supv3l1/Atp6v0a1/Dhcr7/Pdia5/Evi5/Sqle/Acvr1/Picalm/Socs2/Stam/Actr3/Trp53inp2/Stat1/Lss/Sc5d/Rnf11/Rps12/Fgf18/Ikzf4/Trak2/Panx1/Smtn/Tcn2/Slc46a3/Id2/Baiap2/Cct4/Pgm3/Rac2/Idh3g/Myo9b/Ahcy/Blcap/Exosc5/Hmgn2/Eif4h/Ercc1/Atp6v1c1/Ehd1/Taf9/Kcnh2/Etv4/Tns1/Gosr2/Hes6/Arhgef6/Noc4l/Tk2/Hif1a/Fads1/Dgkg/Ell"
