"contrast","database","pathway_id","pathway_name","direction","nes","pvalue","padj","padj_pooled","set_size","n_tests_in_db","n_tests_pooled","sig_before_in_db","sig_after_in_db","sig_lost_in_db","core_enrichment"
"WT_heat","GO_BP","GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION","Positive Regulation of Hormone Secretion","Up",1.50373695,0.0206706959,0.0741475863,0.0865709722,49,2389,4787,546,508,38,"Spp1/Jak2/Tnfsf11/Inhba/Dab2/Glud1/Cd38/Nlgn2/Hif1a/Acsl4/Ppard/Aldoa/Gabbr1"
"WT_heat","GO_MF","GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","Oxidoreduction Driven Active Transmembrane Transporter Activity","Down",-1.54883326,0.0151124784,0.074787393,0.0715563146,43,386,4787,64,64,0,"Ndufc2/Ndufa7/Cox5b/Ndufs1/Ndufs8/Ndufb8/Surf1/Ndufb7/Cyc1/Uqcrc1/Ndufa8/Cox7b/Ndufs2/Ndufa4/Cox4i1/Ndufv2/Ndufa9/Ndufs3/Ndufv1/Ndufb2"
"WT_heat","GO_MF","GOMF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY","Transmembrane Receptor Protein Tyrosine Kinase Activity","Up",1.64366211,0.0155283998,0.0751777792,0.072600483,19,386,4787,64,64,0,"Axl/Epha2/Ret/Egfr/Tyro3/Nrp2/Nrp1/Ntrk3/Fgfr3"
"WT_heat","GO_MF","GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA","Catalytic Activity Acting On DNA","Up",1.45898862,0.0155808869,0.0751777792,0.072766542,83,386,4787,64,64,0,"Top1/Rad17/Pold3/Rbbp8/Aen/Exo1/Polh/Pole4/Ptges3/G3bp1/Hmga1/Ruvbl2/Polb/Dclre1b/Lig1/Isg20/Myd88/Hells/Rad51/Map1s/Poll/Pds5b/Mcm3/Cdk7/Rad54l/Ercc1/Pold1/Pold4/Mcm4/Polq/Lig3/Upf1/Mgmt/Dscc1"
"WT_heat","GO_BP","GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION","Positive Regulation of Mitotic Nuclear Division","Up",1.60016651,0.0210328638,0.0753336008,0.0878571719,20,2389,4787,546,508,38,"Sphk1/Il1a/Pdgfb/Ube2c/Aurka/Tnf/Espl1/Rb1"
"WT_heat","GO_BP","GOBP_ORGAN_GROWTH","Organ Growth","Up",1.46592454,0.0212600412,0.0760332911,0.0885742535,65,2389,4787,546,508,38,"Fosl2/Ar/Pak1/Rbpj/Mapk11/Bmpr1a/Basp1/Lats1/Tomm70a/Thbs3/Rara/Ext1/Ecm1/Cdk1/Pim1/Fgfr3"
"WT_heat","GO_BP","GOBP_REGULATION_OF_AMYLOID_BETA_CLEARANCE","Regulation of Amyloid beta Clearance","Up",1.61669995,0.0213324514,0.0760645169,0.0886843011,15,2389,4787,546,508,38,"Clu/Srf/Lrp1/Ifng/Il4/Rock1/Tnf"
"WT_heat","GO_BP","GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE","Antimicrobial Humoral Immune Response Mediated by Antimicrobial Peptide","Up",1.55810367,0.0213260224,0.0760645169,0.0886843011,31,2389,4787,546,508,38,"Lgals3/Ccl22/Ccl4/Ccl20/Ccl17/Cxcl2/Adm/Ccl5/Pglyrp1/Ltf/Cx3cl1/Cxcl3"
"WT_heat","GO_BP","GOBP_GLYCOPROTEIN_METABOLIC_PROCESS","Glycoprotein Metabolic Process","Up",1.40538337,0.0214050377,0.0762095904,0.0887919545,102,2389,4787,546,508,38,"Plod3/Gfpt2/Plod2/Galnt3/Gfpt1/Hbegf/Galnt1/Plod1/Rpn1/Hif1a/Sulf2/St6galnac2/Chst2/B3galt6/Gcnt2/Hs3st1/Chst12/Ago2/Ppard/St3gal4/Ext1/Slc35d1/Gmppb/Gpc1"
"WT_heat","GO_BP","GOBP_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS","Modified Amino Acid Biosynthetic Process","Up",1.59146212,0.02144705,0.0762455393,0.088889202,21,2389,4787,546,508,38,"Plod3/Gch1/Plod2/Plod1/Plscr1/Aldh7a1"
"WT_heat","WikiPathways","WP_TRYPTOPHAN_METABOLISM","Tryptophan Metabolism","Down",-1.66413497,0.0121253143,0.0762698579,0.0616831876,17,417,4787,51,57,-6,"Cat/Hadh/Stat1/Acat1/Ahr"
"WT_heat","WikiPathways","WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_STAGE_3_OF_3","Hair Follicle Development Cytodifferentiation Stage 3 of 3","Up",1.63798326,0.0123793276,0.0762698579,0.0628418253,28,417,4787,51,57,-6,"Perp/Rbpj/Nfkb1/Egfr/Egr2/Adam17/Bmpr1a/Fst/Notch2/Lhx2/Ifng"
"WT_heat","WikiPathways","WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586","Aryl Hydrocarbon Receptor Pathway Wp2586","Up",1.61750094,0.012437291,0.0762698579,0.0629358478,32,417,4787,51,57,-6,"Cdkn1a/Ret/Nrip1/Nfkb1/Egfr/Ncoa7/Vegfa/Cd36/Ptgs2/Hsp90aa1/Nf1/Plagl1/Hras/Tnf"
"WT_heat","GO_BP","GOBP_HEART_TRABECULA_MORPHOGENESIS","Heart Trabecula Morphogenesis","Up",1.61583738,0.0215184902,0.0763858441,0.0891081424,15,2389,4787,546,508,38,"Rbpj/Bmpr1a/Srf/Sos1/Fhl2"
"WT_heat","Reactome","REACTOME_RHO_GTPASE_CYCLE","rho Gtpase Cycle","Up",1.4200163,0.00750816104,0.0765832427,0.0452664571,166,663,4787,49,67,-18,"Ophn1/Epha2/Bcr/Rhof/Hspe1/Actg1/Pak1/Net1/Arhgef2/Tpm4/Stip1/Aaas/Lman1/Itgb1/Arhgef3/Map3k11/Stom/Cavin1/Tfrc/Basp1/Trip10/Arhgef9/Hnrnpc/Rhog/Ckap4/Slc1a5/Hsp90aa1/Cct7/Wasf1/Tiam1/Jag1/Anln/Ccp110/Tra2b/Sos1/Epsti1/Cltc/Pak4/Actb/Rock1/Cyfip1/Stbd1/Myo9b/Ect2/Farp1/Rhod/Vav2/Fermt2/Grb7/Pik3ca/Arhgef7/Def6/Akap12/Sowahc/Flot2/Stam"
"WT_heat","Reactome","REACTOME_CELL_CYCLE","Cell Cycle","Up",1.33109403,0.00749055296,0.0765832427,0.0452172472,308,663,4787,49,67,-18,"Jak2/Sfn/Ywhag/Tex15/Cdkn1a/Mapk11/Aaas/Rad17/Pold3/Rbbp8/Exo1/Cdk6/Kntc1/Cdc45/Nup98/Ccnd2/Csnk2a2/Pole4/Nup50/Pttg1/Nsd2/E2f5/Pom121/Ppp2r5b/Chek1/Plk3/Alms1/Hsp90aa1/Kmt5a/Hdac1/Gins1/Pafah1b1/E2f4/Ruvbl2/Csnk1e/Cdc27/Cenpf/Ube2c/Fbxw11/E2f3/Ccp110/Lmna/Mdm2/Aurka/Polr2h/Cdk1/Lig1/Skp2/Ywhaq/Sirt2/Hmmr/Bub1/Ywhae/Smc2/Plk4/Ube2n/Akt2/Espl1/Xpo1/Rad51/Tpx2/Pds5b/Mcm3/E2f2/Polr2g/Cdc25a/Rad1/Cdk7/Rb1/Gins3/Mad2l1/Orc2/Ccnd3/Tubgcp3/Polr2f/E2f1/Nup153/Cdc6/Ywhah/Ube2s/Pold1/Lmnb1/Ncaph2/Pold4/Mcm4/Prkaca/Banf1/Rae1/Tfdp1"
"WT_heat","GO_BP","GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION","Phosphatidylinositol 3 Kinase Protein Kinase B Signal Transduction","Up",1.3620773,0.021697566,0.0769072481,0.0896171255,143,2389,4787,546,508,38,"Axl/Jak2/Tnfsf11/Ret/Egfr/Adam8/Xbp1/Pik3r5/Sh2b3/Vegfa/Itgb1/Hbegf/Pdgfb/Adam17/Tyro3/Zfp36l1/Thbs1/Pdgfa/Klf4/Plk3/Hyal2/Gcnt2/Phlda3/Ntrk3/Ppard/Nf1/Hax1/Inppl1/Errfi1/Fgfr3/Ccl5/Cavin3/Tgfb1/Tnf/Txn1/Rras/Vav2/Fermt2/Pik3ca/Pik3cb/Pros1"
"WT_heat","TF_Targets","ZNF274_TARGET_GENES","Znf274 Target Genes","Up",1.34068909,0.0163051805,0.0769433512,0.0748912559,203,352,4787,57,61,-4,"Myo1c/Akap7/Cd44/Net1/M6pr/Nr4a2/Dab2/Rora/Arhgef2/Gls2/Fosl1/Lman1/Bst2/Gfpt1/Noct/Rnf19a/Atp2a2/Pdgfb/Nfat5/Egr2/Lrrc8c/Serpinc1/Basp1/Ptgs2/Grwd1/Trip10/Hnrnpc/Pcsk1/Cct7/Tmem9b/Ncoa6/Anln/E2f3/Ndufaf4/Cercam/Srsf3/Lmna/Mdm2/Cct5/Fhl2/Tpd52/Slc37a1/Atxn2/Espl1/Phldb1/Farp1/Map2k6/Kmt2d/Marchf6/Nt5c3/Ly96/Poll/Dram2/Taldo1/Fbxo34"
"WT_heat","TF_Targets","E2F2_TARGET_GENES","E2f2 Target Genes","Up",1.26466947,0.01639418,0.0769433512,0.075027667,373,352,4787,57,61,-4,"Galm/Plek2/Epcam/Ywhag/Tnfaip8/Ehd1/Nab2/Itgb5/Rps6ka1/Nr4a2/Stip1/Oxsr1/Pold3/Cdon/Map3k11/Spred2/Nol8/Kntc1/Hspa13/Nup98/Gale/Akr1b8/Plec/Rcan1/Ptges3/Cflar/Lipe/Myl6b/Ppp2r5b/Cyp2s1/Id1/Anxa2/Sertad1/Cpox/Slc25a23/Nrp1/Psme3/Gins1/Hyal2/Hsd17b11/Eed/Casp8ap2/Nolc1/Homer1/Mgst3/Cenpf/Chac1/Tmem97/Alcam/Tars/Pikfyve/Tipin/Map3k6/Nfkbib/Tra2b/Rps12/Mvb12a/Ccdc58/Polr2h/Cdk1/Pkp2/Inppl1/Pak4/Ndrg1/Sirt2/Spcs3/Nr6a1/Ptch1/Atxn2/Oasl1/Smc2/Ube2n/Akt2/Xpo1/Lsr/Rras/Socs5/Pkp3/Tpx2/Acss2/Cldn7/Oas1a/Anxa1/Miga2/E2f2/Tle1/Gspt1/Rad1/Stxbp1/Comt/Cdk7/Idh3a/Gins3/Slc30a5/Slc35a3/Tmx1/Rad54l"
"WT_heat","GO_BP","GOBP_PATTERN_SPECIFICATION_PROCESS","Pattern Specification Process","Up",1.40974917,0.0219563419,0.07769213,0.090361321,95,2389,4787,546,508,38,"C3/Aldh1a2/Ar/Rbpj/Eomes/Acvrl1/Cdon/Egr2/Bmpr1a/Basp1/Bhlhe40/Hif1a/Srf/Nrp2/Smad3/Fst/Nrp1/Eed/Notch2/Taf10/Lhx2/Tra2b/Ext1/Aurka/Kif3b/Acvr1/Ptch1/Ets2/Tmed2/Zbtb16/Bmp2/Adgrg1"
"WT_heat","GO_BP","GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION","Negative Regulation of Cell Differentiation","Up",1.30400773,0.0219840435,0.07769213,0.090361321,228,2389,4787,546,508,38,"Itgav/Spp1/Pak1/Rbpj/Inhba/Tnfrsf11b/Egfr/Il2/Rora/Xbp1/Notch3/Vegfa/Itgb1/Acvrl1/Noct/Spred2/Pdgfb/Foxo3/Cdk6/Eif4e/Ipo7/Bmpr1a/Thy1/Zfp36l1/Rcan1/Tspo/Id1/Smad3/Tomm70a/Fst/Areg/Hdac1/Nrp1/Pin1/Jag1/Ntrk3/Ppard/Nf1/Lhx2/Rara/Hspa9/Ifng/Cd74/Il4/Pkp2/Col5a2/Cul4a/Actb/Ctnna1/Appbp2/Sirt2/Enpp1/Lgals1/Tgfb1/Tnf/Ptch1"
"WT_heat","GO_BP","GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS","Regulation of Protein Modification Process","Up",1.28519721,0.0220242951,0.0777194105,0.090420498,256,2389,4787,546,508,38,"C3/Irak2/Lta/Lcp2/Jak2/Sfn/Ywhag/Plxnb2/Cdkn1a/Cd80/Sphk1/Map2k3/Egfr/Hspa1a/Arhgef2/Xbp1/Pik3r5/Plaur/Vegfa/Traf4/Map3k11/Dnaja1/Pdgfb/Itgb2/Thy1/Hif1a/Tspo/Lats1/Egr1/Ccnt1/Sertad1/Hsp90aa1/Nedd9/Hspa5/Rab3gap1/Pin1/Hspb1/Nolc1/Ube2c/Ifng/Ccng1/Bcl10/Tnfrsf1b/Cdk1/Il4/Skp2/Pim1/Errfi1/Fgfr3/Il7r/Sirt2/Tnf/Lif/Ubqln1/Ltbr/Myd88/Ube2l3/Ube2n/Ect2/Isg15/Il13"
"WT_heat","KEGG","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC","Arrhythmogenic Right Ventricular Cardiomyopathy Arvc","Up",1.60290582,0.0130545046,0.0777336412,0.0649604091,37,131,4787,10,17,-7,"Itga5/Itga3/Itgav/Actg1/Itgb5/Itgb1/Atp2a2/Tcf7/Itga10/Lmna/Pkp2/Actb/Ctnna1/Itga4"
"WT_heat","GO_BP","GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY","Negative Regulation of Antigen Receptor Mediated Signaling Pathway","Up",1.57048051,0.0221250052,0.0779596423,0.0907561267,26,2389,4787,546,508,38,"Lgals3/Pdcd1lg2/Cd80/Dusp3/Cd274/Thy1/Pdcd1"
"WT_heat","GO_BP","GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS","Nucleoside Triphosphate Biosynthetic Process","Down",-1.44679462,0.0222979015,0.0783377745,0.0910751318,73,2389,4787,546,508,38,"Atp5g1/Nme4/Slc25a13/Ndufc2/Cmpk2/Lipa/Ak3/Ndufa7/Ndufs1/Atp5o/Sdhb/Ndufs8/Nme1/Atp5g2/Ndufb8/Impdh2/Ndufb7/Cad/Pink1/Atp5j2/Ndufa8/Sdha/Ndufs2/Atp5c1/Ndufv2/Ndufa9/Atp5l/Atp5g3/Atp5a1/Dtymk/Ndufs3/Ndufv1/Ndufb2/Stat3"
"WT_heat","GO_BP","GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY","Regulation of Cell Junction Assembly","Up",1.41770261,0.0222750223,0.0783377745,0.0910593781,89,2389,4787,546,508,38,"Myo1c/Epha2/Actg1/S100a10/Vegfa/Acvrl1/Dusp3/Sdc4/Thy1/Nlgn2/Thbs1/Arf6/Lats1/Rhog/Crb3/Smad3/Nrp1/Ntrk3/Vcl/Nectin1/Rock1/Tnf/Prkch/Cul5/Farp1/Nphp1/Rhod/Fermt2/Map1b"
"WT_heat","GO_MF","GOMF_CADHERIN_BINDING","Cadherin Binding","Up",1.38862897,0.0164505516,0.0783939865,0.0752137445,136,386,4787,64,64,0,"Epcam/Epha2/Sfn/Ehd1/Bag3/Egfr/Hspa1a/Cttn/Notch3/Itgb1/Plec/Tes/S100a11/Ahnak/Anxa2/Vapa/Kif5b/Fscn1/Lad1/Hspa5/Anln/Cnn3/Bsg/Vcl/Pfkp/Pkp2/Aldoa/Pak4/Ctnna1/Acvr1/Ndrg1/Rsl1d1/Flnb/Ezr/Ywhae/Cnn2/Dnajb1/Hdlbp/Pkp3"
"WT_heat","WikiPathways","WP_EFFECT_OF_DASATINIB_ON_THE_BCRABL_SIGNALING_PATHWAY","Effect of Dasatinib On the Bcrabl Signaling Pathway","Up",1.63448625,0.0130919973,0.0791212008,0.0650118165,26,417,4787,51,57,-6,"Bcr/Rps6ka1/Mapk11/Bcar1/Hspb1/Sos1/Hras/Akt2/Pik3ca"
"WT_heat","GO_MF","GOMF_CALMODULIN_BINDING","Calmodulin Binding","Up",1.48678467,0.0169530789,0.0798035179,0.0766857696,65,386,4787,64,64,0,"Myo1c/Sphk1/Kcnn4/Atp2b1/Atp2b4/Myh10/Camk4/Rgs16/Basp1/Mbp/Cth/Map6/Edf1/Nos2/Mapkapk2/Cnn3/Ndufaf4/Marcks/Gem/Myo9b/Cnn2"
"WT_heat","GO_BP","GOBP_MAMMARY_GLAND_DUCT_MORPHOGENESIS","Mammary Gland Duct Morphogenesis","Up",1.60871059,0.0228621039,0.0801283068,0.0930338845,15,2389,4787,546,508,38,"Perp/Epha2/Ar/Etv5/Areg/Tgfb1/Ptch1"
"WT_heat","GO_BP","GOBP_MUSCLE_CELL_PROLIFERATION","Muscle Cell Proliferation","Up",1.40258143,0.0228746359,0.0801283068,0.0930338845,99,2389,4787,546,508,38,"Jak2/Pak1/Cdkn1a/Rbpj/Mapk11/Nr4a3/Xbp1/Notch3/Hbegf/Pdgfb/Bmpr1a/Thbs1/Cflar/Htr1b/Klf4/Efemp2/Hdac1/Ppard/Ifng/Eln/Cdk1/Pim1/Ccl5/Tgfb1/Tnf/Myd88/Ndrg2/Il13/Pik3ca/Bmp2/Pparg"
"WT_heat","GO_BP","GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS","Development of Primary Female Sexual Characteristics","Up",1.51738168,0.0229706463,0.0801886371,0.0931868507,40,2389,4787,546,508,38,"Bcl2l1/Cebpb/Inhba/Nrip1/Vegfa/Foxo3/Fst/Nupr1"
"WT_heat","GO_BP","GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION","Regulation of Epithelial Cell Differentiation","Up",1.45743479,0.0229280606,0.0801886371,0.0930929823,66,2389,4787,546,508,38,"Cebpb/Sfn/Serpine1/Etv4/Vegfa/Acvrl1/Spred2/Ipo7/Zfp36l1/Nfe2l1/Jag1/Ifng/Vcl/Errfi1/Rock1/Tnf/Lif/Prkch/Ptch1/Il13"
"WT_heat","GO_BP","GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS","Cellular Response to Hormone Stimulus","Up",1.28158835,0.022992556,0.0801886371,0.0931967532,259,2389,4787,546,508,38,"Myo1c/Ptger2/Aldh1a2/Jak2/Top1/Ywhag/Ar/Pak1/Inhba/Nfkb1/Nr4a2/Dab2/Hspa1a/Nr4a3/Nr4a1/Rxra/Xbp1/Atp2b1/Avpr1a/Ctsb/Foxo3/Igfbp7/Eif4e/Zfp36l1/Fkbp4/Cflar/Lats1/Klf4/Klf5/Bcar1/Hdac1/Rab31/Sp1/Ppard/Sos1/Hdac2/Rara/Blvrb/Dusp1/Prkcd/Skp2/Pim1/Errfi1/Cav2/Rock1/Enpp1/Tgfb1/Hras/Ube2l3/Akt2/Kdm3a/Eprs/Kmt2d/Map1b/Atp1a1/Grb7/Pik3ca/Zmiz1/Prkaa2/Anxa1/Pparg/Dhrs3"
"WT_heat","GO_BP","GOBP_HETEROTYPIC_CELL_CELL_ADHESION","Heterotypic Cell Cell Adhesion","Up",1.54407204,0.0230951234,0.080311863,0.0934542314,32,2389,4787,546,508,38,"Itga5/Itgav/Perp/Cd44/Itgb1/Itgb2/Thy1/Klf4/Gcnt2/Pkp2/Tnf/Itga4"
"WT_heat","GO_BP","GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS","Membrane Protein Proteolysis","Up",1.53676565,0.0230629045,0.080311863,0.093402812,33,2389,4787,546,508,38,"Timp1/Furin/Ret/Adam8/Adam17/Tspan5/Ifng/Tnfrsf1b/Rock1/Tgfb1/Tnf/Tmprss6/Il10"
"WT_heat","GO_BP","GOBP_DITERPENOID_METABOLIC_PROCESS","Diterpenoid Metabolic Process","Up",1.54345344,0.0231788773,0.0804859561,0.0936348402,32,2389,4787,546,508,38,"Crabp2/Aldh1a2/Akr1b8/Lipe/Lrp1/Cyp2s1/Retsat/Rdh1/Dhrs3/Dhrs7/Rbp1"
"WT_heat","KEGG","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","Alanine Aspartate and Glutamate Metabolism","Up",1.6620494,0.0143729121,0.080493387,0.0688031302,16,131,4787,10,17,-7,"Gfpt2/Gls2/Glud1/Gfpt1/Asns/Gad2/Ppat"
"WT_heat","KEGG","KEGG_TYPE_I_DIABETES_MELLITUS","Type I Diabetes Mellitus","Up",1.60428058,0.0153613334,0.080493387,0.0721635947,30,131,4787,10,17,-7,"Lta/Fasl/Cd80/Il2/Il1a/Gad2/Hspd1/Ifng/Gzmb/Tnf"
"WT_heat","KEGG","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY","Fc epsilon Ri Signaling Pathway","Up",1.55765704,0.0148773455,0.080493387,0.0707227934,44,131,4787,10,17,-7,"Lcp2/Map2k3/Mapk11/Pik3r5/Csf2/Mapk12/Sos1/Pla2g12a/Prkcd/Il4/Hras/Tnf/Akt2/Il13/Map2k6/Vav2/Pik3ca/Pik3cb/Mapk13"
"WT_heat","GO_BP","GOBP_HORMONE_TRANSPORT","Hormone Transport","Up",1.40640535,0.0232666851,0.0806736004,0.0939103049,93,2389,4787,546,508,38,"Spp1/Jak2/Tnfsf11/Inhba/Dab2/Glud1/Cd38/Nlgn2/Hif1a/Tspo/Acsl4/Nos2/Ppard/Pim3/Ifng/Jagn1/Aldoa/Ccl5/Slc16a1/Tnf/Lif/Gabbr1/Il11/Cpt1a/Anxa1/Pparg/Irs2"
"WT_heat","GO_BP","GOBP_RRNA_PROCESSING","rRNA Processing","Up",1.46544723,0.0233975702,0.0808926124,0.0942668718,59,2389,4787,546,508,38,"Rrp8/Ddx18/Rrp9/Nol8/Nop2/Mphosph10/Ppan/Bysl/Nolc1/Dnttip2/Imp4/Mrto4/Isg20/Wdr43/Exosc10/Lyar/Pwp1/Exosc1/Ddx10/Noc4l/Mtrex/Rcl1/Prmt5/Ddx21/Pop7"
"WT_heat","GO_BP","GOBP_DEFENSE_RESPONSE_TO_BACTERIUM","Defense Response to Bacterium","Up",1.39878664,0.0233736376,0.0808926124,0.0942625132,98,2389,4787,546,508,38,"Lta/Cebpb/Epha2/Rbpj/Nfkb1/Serpine1/Il23a/Ccl20/Irf8/Adam17/Cd36/Oas3/Notch2/Nos2/Adm/Znfx1/Prkcd/Acp5/Il7r/Tnf/Il18r1/Myd88/Isg15/Il18rap/Oas1a/Tlr2/Oas2/Pglyrp1/Il10/Rab14/Dhx15/Slc30a1/Il33"
"WT_heat","GO_BP","GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS","Cellular Component Assembly Involved in Morphogenesis","Up",1.51090345,0.0234693449,0.0810235042,0.0944098773,41,2389,4787,546,508,38,"Actg1/Itgb1/Myh10/Wdr1/Plec/Cflar/Srf/Mbp/Pafah1b1/Gpc1/Pmp22/Csrp2"
"WT_heat","GO_BP","GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL","Regulation of Systemic Arterial Blood Pressure Mediated by A Chemical Signal","Up",1.59648885,0.023582757,0.0811092477,0.094650897,17,2389,4787,546,508,38,"Gja5/Ctsz/Avpr1a"
"WT_heat","GO_BP","GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER","Protein Localization to Microtubule Organizing Center","Down",-1.593276,0.0235573764,0.0811092477,0.094650897,16,2389,4787,546,508,38,"Cep72/Mapre1/Cep192/Snx10/Numa1/Cep250/Stil"
"WT_heat","GO_BP","GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE","Antimicrobial Humoral Response","Up",1.51364476,0.0236299859,0.0811092477,0.0946583619,39,2389,4787,546,508,38,"Lgals3/Ccl22/Ccl4/Ccl20/Ccl17/Cxcl2/Adm/Ccl5/Try5/Pglyrp1/Ltf/Cx3cl1/Bcl3/H2-Q10/Cxcl3"
"WT_heat","GO_BP","GOBP_LIPID_OXIDATION","Lipid Oxidation","Down",-1.45629777,0.023596513,0.0811092477,0.094650897,64,2389,4787,546,508,38,"Echs1/Adh5/Acads/Hadha/Acox1/Auh/Cpt2/Mlycd/Ehhadh/Abcd1/Hadh/Acadm/Hadhb/Scp2/Adipor2/Crot/Pex2/Eci2/Abcb11/Acaa2/Acox3/Ilvbl/Acat1"
"WT_heat","GO_BP","GOBP_RESPONSE_TO_INTERLEUKIN_4","Response to Interleukin 4","Down",-1.55801205,0.0237532884,0.0814155036,0.0950727354,25,2389,4787,546,508,38,"Fasn/Xcl1/Gata3/Lef1/Parp14/Jak1/Ptprc/Coro1a/Cd40"
"WT_heat","GO_BP","GOBP_NEGATIVE_REGULATION_OF_GROWTH","Negative Regulation of Growth","Up",1.42216672,0.0238801543,0.0817330781,0.0953413667,80,2389,4787,546,508,38,"Spp1/Pak1/Cdkn1a/Inhba/Mapk11/Dab2/Hspa1a/Ppt1/Bst2/Acvrl1/Hif1a/Smad3/Tomm70a/Nrp1/Hyal2/Nf2/Ppard/Mt2/Fgfr3/Enpp1/Tgfb1/Ptch1/Stc2"
"WT_heat","GO_BP","GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE","Receptor Localization to Synapse","Up",1.58944495,0.0239437788,0.081811167,0.0954361941,18,2389,4787,546,508,38,"Stx7/Dlg4/Kifap3/Kif5b/Olfm1/Kif5c/Kif3b/Hras"
"WT_heat","GO_BP","GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT","L alpha Amino Acid Transmembrane Transport","Up",1.57786848,0.0239714596,0.081811167,0.0954670359,21,2389,4787,546,508,38,"Slc7a1/Itgb1/Praf2/Slc1a5/Cln8/Tnf/Slc7a2/Slc38a1"
"WT_heat","GO_BP","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","Negative Regulation of Response to Endoplasmic Reticulum Stress","Up",1.55905547,0.0240088751,0.0818219724,0.0955365628,26,2389,4787,546,508,38,"Bcl2l1/Hspa1a/Xbp1/Hyou1/Clu/Hspa5/Akt2/Ppp1r15b/Nck1/Ppp1r15a/Rack1/Sigmar1/Herpud1"
"WT_heat","GO_BP","GOBP_CARDIAC_CELL_DEVELOPMENT","Cardiac Cell Development","Up",1.54843586,0.0243652272,0.0828259847,0.0964237106,30,2389,4787,546,508,38,"Pak1/Inhba/Vegfa/Myh10/Bmpr1a/Plec/Srf/Tomm70a/Jag1/Lmna/Fhl2/Cdk1"
"WT_heat","GO_BP","GOBP_CELLULAR_RESPONSE_TO_UV","Cellular Response to UV","Up",1.50634496,0.0243728201,0.0828259847,0.0964237106,41,2389,4787,546,508,38,"Timp1/Cdkn1a/Mapk11/Pold3/Map3k20/Polh/Hyal2/Pbk/Ruvbl2/Prkcd/Eif2s1/Cul4a"
"WT_heat","GO_BP","GOBP_ACUTE_PHASE_RESPONSE","Acute Phase Response","Up",1.5958702,0.0244943634,0.0828853175,0.0966613017,16,2389,4787,546,508,38,"Cebpb/Tnfsf11/Il1a/Tfrc/Ptgs2/Plscr1"
"WT_heat","GO_BP","GOBP_CELLULAR_COMPONENT_MAINTENANCE","Cellular Component Maintenance","Up",1.56348578,0.0244401311,0.0828853175,0.0966101632,24,2389,4787,546,508,38,"Ophn1/Itga3/Cttn/Nlgn2/Arf6/Nedd9/Homer1"
"WT_heat","GO_BP","GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT","Mitotic G2 M Transition Checkpoint","Up",1.56296502,0.0244818734,0.0828853175,0.0966613017,24,2389,4787,546,508,38,"Cdkn1a/Ier3/Rad17/Rbbp8/Chek1/Cdk1/Cdc6/Cdc14b/Brca1/Foxo4/Hus1/Topbp1/Dbf4"
