pathway_id,pathway_name,database,nes,pvalue,padj,set_size,core_enrichment,contrast,direction
MITOXPLORER_Oxidative_Phosphorylation,Oxidative Phosphorylation,MitoXplorer,-2.02672302,4.04621787e-7,9.3063011e-6,157,Sdhc/Ecsit/Nipsnap2/Ndufaf7/Ndufv1/Ndufs8/Ndufaf5/Atp5b/Lyrm7/Cox6b1/Ndufs4/Atp5e/Atp5c1/Ndufb10/Ndufs7/Ndufb2/Ndufa12/Coa4/Uqcrh/Ndufb8/Ndufab1/Etfrf1/Ndufa7/Coq8b/Coa5/Ndufb4/Uqcc1/Ndufs2/Nipsnap1/Cisd1/Uqcr11/Ndufa6/Higd1a/Sdhaf1/Uqcrq/Ndufa1/Ndufb1-ps/Sdhaf2/Coq8a/Atp5md/Etfb/Uqcc2/Dmac1/Uqcc3/Uqcrc2/Ndufa4/Tmem126b/Ndufa10/Atp5j2/Cox10/Oxa1l/Higd2a/Ndufb11/Ndufaf8/Ndufa8/Dmac2/Atp5g3/Ndufa2/Ndufv3/Coa3/Ndufaf2/Ndufa9/Ndufc2/Ndufb7/Ndufa13/Cox5b/Coa6/Atp5k/Atp6v1e1/Ndufs5/Sdhd/Atp5j/Ndufb6/Cox8a/Cox14/Cox7c/Atp5o/Ndufv2/Ndufb3/Atpif1/Ndufa3/Cox6c/Cox16,Geno_at_39,Down
MITOPATHWAYS_OXPHOS,OXPHOS,MitoPathways,-1.9954989,1.55292775e-6,8.23051706e-5,129,Ndufaf4/Sdhc/Ecsit/Pnkd/Ndufaf7/Ndufv1/Ndufs8/Ndufaf5/Lyrm7/Cox6b1/Ndufs4/Taco1/Ndufb10/Ndufs7/Ndufb2/Ndufa12/Coa4/Ndufb8/Ndufab1/Ndufa7/Coa5/Ndufb4/Uqcc1/Ndufs2/Uqcr11/Ndufa6/Higd1a/Sdhaf1/Uqcrq/Ndufa1/Timm21/Sdhaf2/Smim20/Uqcc2/Dmac1/Uqcc3/Uqcrc2/Ndufa4/Tmem126b/Ndufa10/Cox10/Higd2a/Ndufb11/Ndufaf8/Atp5pb/Ndufa8/Dmac2/Ndufa2/Ndufv3/Coa3/Ndufaf2/Ndufa9/Ndufc2/Ndufb7/Ndufa13/Cox5b/Coa6/Tmem126a/Ndufs5/Sdhd/Ndufb6/Cox8a/Cox14/Cox7c/Ndufv2/Ndufb3/Ndufa3/Cox7b/Cox16,Geno_at_39,Down
MITOPATHWAYS_OXPHOS.OXPHOS_subunits,OXPHOS OXPHOS Subunits,MitoPathways,-2.0712944,6.19611586e-6,1.6419707e-4,66,Ndufv1/Ndufs8/Cox6b1/Ndufs4/Ndufb10/Ndufs7/Ndufb2/Ndufa12/Ndufb8/Ndufab1/Ndufa7/Ndufb4/Ndufs2/Uqcr11/Ndufa6/Uqcrq/Ndufa1/Uqcrc2/Ndufa4/Ndufa10/Ndufb11/Atp5pb/Ndufa8/Ndufa2/Ndufv3/Ndufa9/Ndufc2/Ndufb7/Ndufa13/Cox5b/Ndufs5/Sdhd/Ndufb6/Cox8a/Cox7c/Ndufv2/Ndufb3/Ndufa3/Cox7b,Geno_at_39,Down
MITOPATHWAYS_OXPHOS.Complex_I.CI_subunits,OXPHOS Complex I Ci Subunits,MitoPathways,-2.16047943,1.70940575e-5,3.01995016e-4,36,Ndufv1/Ndufs8/Ndufs4/Ndufb10/Ndufs7/Ndufb2/Ndufa12/Ndufb8/Ndufab1/Ndufa7/Ndufb4/Ndufs2/Ndufa6/Ndufa1/Ndufa10/Ndufb11/Ndufa8/Ndufa2/Ndufv3/Ndufa9/Ndufc2/Ndufb7/Ndufa13/Ndufs5/Ndufb6/Ndufv2/Ndufb3/Ndufa3,Geno_at_39,Down
MITOPATHWAYS_OXPHOS.Complex_I,OXPHOS Complex I,MitoPathways,-2.05053899,3.86812427e-5,5.12526466e-4,57,Ndufaf4/Ecsit/Ndufaf7/Ndufv1/Ndufs8/Ndufaf5/Ndufs4/Ndufb10/Ndufs7/Ndufb2/Ndufa12/Ndufb8/Ndufab1/Ndufa7/Ndufb4/Ndufs2/Ndufa6/Ndufa1/Dmac1/Tmem126b/Ndufa10/Ndufb11/Ndufaf8/Ndufa8/Dmac2/Ndufa2/Ndufv3/Ndufaf2/Ndufa9/Ndufc2/Ndufb7/Ndufa13/Tmem126a/Ndufs5/Ndufb6/Ndufv2/Ndufb3/Ndufa3,Geno_at_39,Down
MITOXPLORER_Fe_S_Cluster_Biosynthesis,Fe S Cluster Biosynthesis,MitoXplorer,-1.91433217,0.00118437443,0.0136203059,25,Nubp2/Fdxr/Bola3/Ciao2b/Slc25a37/Lyrm4/Ciapin1/Isca2/Nfu1/Ciao1/Glrx5/Fdx1/Hscb/Nfs1/Narf/Ciao2a,Geno_at_39,Down
MITOPATHWAYS_Metabolism.Lipid_metabolism.Fatty_acid_oxidation,Metabolism Lipid Metabolism Fatty Acid Oxidation,MitoPathways,-1.76895604,0.00276289002,0.0274285959,39,Etfb/Acat1/Hadhb/Acadm/Hadha/Cpt1a/Acadsb/Decr1/Hadh/Echs1/Hsd17b10/Pccb,Geno_at_39,Down
MITOPATHWAYS_OXPHOS.Complex_IV,OXPHOS Complex IV,MitoPathways,-1.74472924,0.00349694018,0.0274285959,40,Cox6b1/Taco1/Coa4/Coa5/Higd1a/Timm21/Smim20/Ndufa4/Cox10/Coa3/Cox5b/Coa6/Cox8a/Cox14/Cox7c/Cox7b/Cox16,Geno_at_39,Down
MITOPATHWAYS_Metabolism.Amino_acid_metabolism,Metabolism Amino Acid Metabolism,MitoPathways,-1.63696515,0.00362264475,0.0274285959,74,Ivd/Kyat3/Akr7a5/Got2/Acaa2/Amt/Kmo/Slc25a38/Hoga1/Acad8/Gcsh/Etfb/Pycr2/Dglucy/Nat8l/Acat1/Hadhb/Hadha/Grhpr/Ldhb/Maoa/Oat/Aldh4a1/Acadsb/Hadh/Bckdha/Echs1/Hsd17b10,Geno_at_39,Down
MITOPATHWAYS_Mitochondrial_central_dogma.Translation.Translation_factors,Mitochondrial Central Dogma Translation Translation Factors,MitoPathways,-1.78942701,0.00551274571,0.032463947,16,Taco1/Mtrf1l/Mrrf/Timm21/Tsfm/Mtrf1/Coa3/Mtif3/Cox14/Mrpl58,Geno_at_39,Down
MITOPATHWAYS_Mitochondrial_central_dogma.Translation.Mitochondrial_ribosome,Mitochondrial Central Dogma Translation Mitochondrial Ribosome,MitoPathways,-1.58288835,0.00518558365,0.032463947,81,Mrps9/Chchd1/Mrpl28/Mrpl2/Mrps24/Mrpl50/Aurkaip1/Mrpl21/Mrpl48/Mrpl1/Mrps27/Mrps14/Mrpl36/Mrpl4/Mrpl51/Mrps36/Mrpl49/Mrpl34/Mrps6/Mrpl13/Mrpl35/Mrpl43/Mrpl9/Mrps15/Mrps17/Mrpl11/Gadd45gip1/Mrpl41/Mrps21/Mrpl32/Mrpl55/Mrps25/Mrpl14/Mrps28/Mrps5/Mrpl58,Geno_at_39,Down
MITOPATHWAYS_Metabolism,Metabolism,MitoPathways,-1.29535638,0.0103342563,0.0547715585,405,Ivd/Kyat3/Guk1/Coq7/Slc25a25/Acaa1a/Nudt13/Slc25a10/Ndufab1/Akr7a5/Ak2/Ogdhl/Etfrf1/Slc25a37/Pcx/Lipt1/Eci2/Coq8b/Grpel1/Got2/Pdk3/Mmut/Ndufs2/Pdhb/Acaa2/Amt/Ckmt1/Kmo/Cisd1/Mpc1/Slc25a38/Abcb6/Txn2/Prdx4/Mecr/Ldhd/Aco2/Flad1/Slc25a5/Dtymk/Nmnat3/Prdx5/Suox/Lyrm4/Gpam/Pdha1/Nt5dc2/Hoga1/Dut/Acad8/Sirt4/Hagh/Mrps36/Mgst3/Pnpo/Isca2/Qdpr/H2-Ke6/Fth1/Nfu1/Idh3b/Oxct1/Coq8a/Gcsh/Etfb/Pycr2/Dglucy/Nat8l/Suclg1/Acat1/Dbi/Rfk/Chchd7/Etfbkmt/Acot2/Lias/Hadhb/Glrx5/Fdx1/Acot10/Osbpl1a/Acadm/Hscb/Slc25a14/Hadha/Cox10/Hint1/Nfs1/Mto1/Grhpr/Gpx4/Ldhb/Maoa/Nme6/Cpt1a/Sfxn5/Cpox/Nit1/Oat/Ptges2/Scp2/Aldh2/Triap1/Slc25a4/Aldh4a1/Acot13/Acadsb/Ehhadh/Pcbd2/Decr1/Cat/Hadh/Bckdha/Sdhd/Prelid1/Suclg2/Echs1/Ndufv2/Prdx2/Hsd17b10/Gpx1/Pccb,Geno_at_39,Down
MITOPATHWAYS_Signaling,Signaling,MitoPathways,1.64214122,0.0148999003,0.0703033693,43,Ifi27/Vdac3/Sphkap/Nlrx1/Pptc7/Mrs2/Ppif/Dele1/Macrod1/Slc25a12/C1qbp/Mul1/Prkaca,Geno_at_39,Up
MITOPATHWAYS_Protein_import_sorting_and_homeostasis,Protein Import Sorting and Homeostasis,MitoPathways,-1.4771582,0.015917744,0.0703033693,82,Immp1l/Mtx1/Hspd1/Stoml2/Fkbp10/Timm22/Timm10b/Grpel1/Romo1/Dnlz/Timm10/Tomm7/Timm21/Dnajc15/Casp8/Tomm34/Uqcrc2/Casp3/Phb2/Nln/Timm23/Atad1/Afg1l/Oxa1l/Samm50/Ide/Dnajc19/Oma1/Tomm22/Park7/Timm8a1/Tomm5/Hspe1,Geno_at_39,Down
TRANSPORTDB_P-ATPase,P-ATPase,TransportDB,1.60324282,0.02962456,0.0790027269,27,Atp10a/Atp9a/Atp11a/Atp2a2/Atp8a2/Atp9b/Atp11c/Atp7a/Atp10d/Atp13a1/Atp8b2/Atp8b4/Atp2a3/Atp2b1/Atp8a1/Atp1a1/Atp1a2,Geno_at_39,Up
TRANSPORTDB_ABC,ABC,TransportDB,1.58589289,0.0296260226,0.0790027269,31,Abca3/Abcd3/Abcb1b/Abcc4/Tap1/Abcc1/Abca4/Abcc3/Abcb10/Abca2/Abca5/Abca7/Abcd1/Abcb8/Abcc10/Abcb9,Geno_at_39,Up
TRANSPORTDB_F-ATPase,F-ATPase,TransportDB,-1.57966331,0.0279165144,0.0790027269,21,Atp6v0b/Atp6v1f/Atp6v1g2/Atp5pb/Tcirg1/Atp6v0e/Atp6v1e1/Atp6v1g1/Atp6v1d,Geno_at_39,Down
MITOPATHWAYS_Protein_import_sorting_and_homeostasis.Protein_homeostasis.Chaperones,Protein Import Sorting and Homeostasis Protein Homeostasis Chaperones,MitoPathways,-1.5920997,0.0299391546,0.108659648,15,Hspd1/Fkbp10/Timm10b/Dnlz/Timm10/Phb2/Timm8a1/Hspe1,Geno_at_39,Down
MITOPATHWAYS_Metabolism.Metals_and_cofactors.Fe-S-containing_proteins,Metabolism Metals and Cofactors Fe-S-Containing Proteins,MitoPathways,-1.52909492,0.0299605458,0.108659648,30,Ndufv1/Ndufs8/Glrx2/Bola3/Ndufs7/Ndufs2/Cisd1/Aco2/Isca2/Nfu1/Lias/Glrx5/Fdx1/Nfs1/Ndufv2,Geno_at_39,Down
MITOPATHWAYS_Metabolism.Lipid_metabolism,Metabolism Lipid Metabolism,MitoPathways,-1.37059134,0.0307527305,0.108659648,109,Mgst3/H2-Ke6/Gcsh/Etfb/Acat1/Dbi/Acot2/Lias/Hadhb/Fdx1/Acot10/Osbpl1a/Acadm/Hadha/Cpt1a/Ptges2/Scp2/Triap1/Acot13/Acadsb/Ehhadh/Decr1/Hadh/Prelid1/Echs1/Hsd17b10/Pccb,Geno_at_39,Down
MITOPATHWAYS_OXPHOS.OXPHOS_assembly_factors,OXPHOS OXPHOS Assembly Factors,MitoPathways,-1.40130363,0.0392449293,0.129998828,64,Ndufaf4/Ecsit/Pnkd/Ndufaf7/Ndufaf5/Lyrm7/Taco1/Coa4/Coa5/Uqcc1/Higd1a/Sdhaf1/Timm21/Sdhaf2/Smim20/Uqcc2/Dmac1/Uqcc3/Tmem126b/Cox10/Higd2a/Ndufaf8/Dmac2/Coa3/Ndufaf2/Coa6/Tmem126a/Cox14/Cox16,Geno_at_39,Down
MITOPATHWAYS_Mitochondrial_central_dogma.Translation,Mitochondrial Central Dogma Translation,MitoPathways,-1.2956042,0.0460281942,0.143499664,151,Rbfa/Taco1/Pars2/Mrps9/Aars2/Mtg2/Chchd1/Mrpl28/Mrpl2/Mtrf1l/Mrm3/Mrps24/Hars2/Mrpl50/Exd2/Aurkaip1/Mrpl21/Ngrn/Mrrf/Mrpl48/Mrpl1/Mrps27/Mrps14/Tars2/Mrpl36/Mrpl4/Timm21/Mrpl51/Mrps36/Mrpl49/Wars2/Mrpl34/Mrps6/Tsfm/Mrpl13/Mrpl35/Mrpl43/Mrpl9/Mrps15/Mpv17l2/Oxa1l/Mtrf1/Mrps17/Mrpl11/Gadd45gip1/Mrpl41/Slirp/Mrps21/Mrpl32/Mrpl55/Coa3/Mrps25/Mrpl14/Mtif3/Mrps28/Cox14/Mrps5/Mrpl58,Geno_at_39,Down
MITOPATHWAYS_Metabolism.Amino_acid_metabolism.Branched-chain_amino_acid_metabolism,Metabolism Amino Acid Metabolism Branched-Chain Amino Acid Metabolism,MitoPathways,-1.43256277,0.0637165977,0.172794804,25,Acad8/Etfb/Acat1/Hadha/Acadsb/Bckdha/Echs1/Hsd17b10,Geno_at_39,Down
MITOPATHWAYS_OXPHOS.Complex_IV.CIV_assembly_factors,OXPHOS Complex IV Civ Assembly Factors,MitoPathways,-1.4281723,0.0640514864,0.172794804,26,Taco1/Coa4/Coa5/Higd1a/Timm21/Smim20/Cox10/Coa3/Coa6/Cox14/Cox16,Geno_at_39,Down
MITOPATHWAYS_Metabolism.Detoxification.ROS_and_glutathione_metabolism,Metabolism Detoxification ROS and Glutathione Metabolism,MitoPathways,-1.42400087,0.0657472673,0.172794804,26,Txn2/Prdx4/Prdx5/Hagh/Gpx4/Nit1/Cat/Prdx2/Gpx1,Geno_at_39,Down
MITOPATHWAYS_Metabolism.Metals_and_cofactors,Metabolism Metals and Cofactors,MitoPathways,-1.28232851,0.0684658656,0.172794804,109,Slc25a3/Ndufv1/Ppox/Ndufs8/Alas1/Glrx2/Fdxr/Bola3/Naxe/Cyp11a1/Ndufs7/Slc25a42/Kyat3/Coq7/Nudt13/Ndufab1/Slc25a37/Coq8b/Grpel1/Ndufs2/Kmo/Cisd1/Slc25a38/Abcb6/Aco2/Nmnat3/Suox/Lyrm4/Sirt4/Isca2/Qdpr/Fth1/Nfu1/Coq8a/Chchd7/Lias/Glrx5/Fdx1/Hscb/Cox10/Nfs1/Cpt1a/Cpox/Pcbd2/Sdhd/Ndufv2,Geno_at_39,Down
