arm,arm_label,arm_hypothesis,method,feature,feature_kind,contrast,score,pvalue,padj,direction,significant
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:KEGG,Rig I Like Receptor Signaling Pathway,gene_set,Interaction,1.88595003,0.00131094288,0.0429333794,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:KEGG,Rig I Like Receptor Signaling Pathway,gene_set,Temp_main,0.955658007,0.537796976,0.632026746,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Antimicrobial Mechanism Of Ifn Stimulated Genes,gene_set,WT_heat,1.11435313,0.253968254,0.482466912,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Antimicrobial Mechanism Of Ifn Stimulated Genes,gene_set,KO_heat,-1.18049718,0.165829146,0.405700087,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Antimicrobial Mechanism Of Ifn Stimulated Genes,gene_set,Interaction,2.18685766,1.91128381e-7,3.16795291e-5,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Antimicrobial Mechanism Of Ifn Stimulated Genes,gene_set,Temp_main,-1.08403651,0.275862069,0.501086443,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Ddx58 Ifih1 Mediated Induction Of Interferon Alpha Beta,gene_set,WT_heat,0.952149068,0.515151515,0.662518169,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Ddx58 Ifih1 Mediated Induction Of Interferon Alpha Beta,gene_set,KO_heat,-1.05984413,0.360281195,0.552931556,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Ddx58 Ifih1 Mediated Induction Of Interferon Alpha Beta,gene_set,Interaction,2.07281217,1.63880963e-4,0.00776093416,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Ddx58 Ifih1 Mediated Induction Of Interferon Alpha Beta,gene_set,Temp_main,-0.96856862,0.498194946,0.647864499,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Gene And Protein Expression By Jak Stat Signaling After Interleukin 12 Stimulation,gene_set,WT_heat,1.15277626,0.252587992,0.482466912,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Gene And Protein Expression By Jak Stat Signaling After Interleukin 12 Stimulation,gene_set,KO_heat,-0.840246871,0.712177122,0.790910271,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Gene And Protein Expression By Jak Stat Signaling After Interleukin 12 Stimulation,gene_set,Interaction,1.21345106,0.210037175,0.478538305,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Gene And Protein Expression By Jak Stat Signaling After Interleukin 12 Stimulation,gene_set,Temp_main,0.906574321,0.595744681,0.723404255,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Alpha Beta Signaling,gene_set,WT_heat,-1.46552883,0.028651163,0.164222727,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Alpha Beta Signaling,gene_set,KO_heat,-1.83879214,4.48078503e-4,0.0164577067,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Alpha Beta Signaling,gene_set,Interaction,2.88068096,1.24894796e-15,8.28052497e-13,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Alpha Beta Signaling,gene_set,Temp_main,-1.69207823,0.00218649652,0.0471658147,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Gamma Signaling,gene_set,WT_heat,-1.49709915,0.0263766339,0.160411167,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Gamma Signaling,gene_set,KO_heat,-1.77195126,9.49774479e-4,0.0217138096,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Gamma Signaling,gene_set,Interaction,2.15026768,2.7287754e-6,3.61835618e-4,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Gamma Signaling,gene_set,Temp_main,-1.68004132,0.00306568726,0.0521166834,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Signaling,gene_set,WT_heat,-1.3878173,0.0197186744,0.143318988,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Signaling,gene_set,KO_heat,-1.7315059,7.75971929e-5,0.00514469389,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Signaling,gene_set,Interaction,2.4641326,5.9323483e-14,1.96657346e-11,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Interferon Signaling,gene_set,Temp_main,-1.58577012,0.00123672018,0.0315363645,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Isg15 Antiviral Mechanism,gene_set,WT_heat,0.940462025,0.534632035,0.670058675,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Isg15 Antiviral Mechanism,gene_set,KO_heat,-1.18441999,0.210896309,0.436950791,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Isg15 Antiviral Mechanism,gene_set,Interaction,2.22679478,1.39340036e-5,0.0013197492,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:Reactome,Isg15 Antiviral Mechanism,gene_set,Temp_main,-1.00571595,0.445848375,0.617113722,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:TF_Targets,Nfkbia Target Genes,gene_set,WT_heat,1.33712487,0.0107691618,0.0611410478,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:TF_Targets,Nfkbia Target Genes,gene_set,KO_heat,1.16191459,0.105978261,0.269909081,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:TF_Targets,Nfkbia Target Genes,gene_set,Interaction,1.47939156,0.00157550349,0.0792253183,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:TF_Targets,Nfkbia Target Genes,gene_set,Temp_main,1.22811725,0.0521455177,0.194852313,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Antiviral And Antiinflammatory Effects Of Nrf2 On Sarscov2 Pathway,gene_set,WT_heat,0.858765574,0.650107991,0.724747082,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Antiviral And Antiinflammatory Effects Of Nrf2 On Sarscov2 Pathway,gene_set,KO_heat,0.918426706,0.572383073,0.652037284,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Antiviral And Antiinflammatory Effects Of Nrf2 On Sarscov2 Pathway,gene_set,Interaction,0.71713983,0.870841487,0.955640581,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Antiviral And Antiinflammatory Effects Of Nrf2 On Sarscov2 Pathway,gene_set,Temp_main,0.918029803,0.572984749,0.67686867,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Hostpathogen Interaction Of Human Coronaviruses Interferon Induction,gene_set,WT_heat,-1.32628014,0.13559322,0.330657151,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Hostpathogen Interaction Of Human Coronaviruses Interferon Induction,gene_set,KO_heat,-1.69810146,0.00798997926,0.0724308989,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Hostpathogen Interaction Of Human Coronaviruses Interferon Induction,gene_set,Interaction,2.43314518,4.76322147e-8,9.93131677e-6,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Hostpathogen Interaction Of Human Coronaviruses Interferon Induction,gene_set,Temp_main,-1.59188349,0.0184239312,0.128556262,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferon Signaling In Tuberculosis,gene_set,WT_heat,-1.57790617,0.0178444715,0.106182778,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferon Signaling In Tuberculosis,gene_set,KO_heat,-1.58839316,0.0136028632,0.0900379994,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferon Signaling In Tuberculosis,gene_set,Interaction,1.81576868,0.00392691183,0.0584829369,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferon Signaling In Tuberculosis,gene_set,Temp_main,-1.66471603,0.00666074044,0.0661316372,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferon Type I Signaling,gene_set,WT_heat,-1.49496298,0.0285987099,0.150957747,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferon Type I Signaling,gene_set,KO_heat,-1.54060584,0.00922390389,0.0754189788,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferon Type I Signaling,gene_set,Interaction,1.56204224,0.0317928337,0.179156914,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferon Type I Signaling,gene_set,Temp_main,-1.45207258,0.0407132461,0.197411903,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferonmediated Signaling,gene_set,WT_heat,-1.13837751,0.297951583,0.464300626,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferonmediated Signaling,gene_set,KO_heat,-1.3440156,0.137184116,0.345123738,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferonmediated Signaling,gene_set,Interaction,1.29178316,0.164728682,0.421422457,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Interferonmediated Signaling,gene_set,Temp_main,-1.29573067,0.168784029,0.383754722,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Nfkb Signaling And Artd Family Members,gene_set,WT_heat,-1.24516497,0.202185792,0.401518043,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Nfkb Signaling And Artd Family Members,gene_set,KO_heat,-1.42190625,0.0781527531,0.264956895,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Nfkb Signaling And Artd Family Members,gene_set,Interaction,1.72032268,0.0137655616,0.115231117,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Nfkb Signaling And Artd Family Members,gene_set,Temp_main,-1.39025553,0.105924596,0.302538059,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Photodynamic Therapyinduced Nfkb Survival Signaling,gene_set,WT_heat,2.02732299,1.19298676e-4,0.00310922175,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Photodynamic Therapyinduced Nfkb Survival Signaling,gene_set,KO_heat,1.87783613,0.00141742778,0.0211095494,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Photodynamic Therapyinduced Nfkb Survival Signaling,gene_set,Interaction,1.18805239,0.226235741,0.491355751,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Photodynamic Therapyinduced Nfkb Survival Signaling,gene_set,Temp_main,1.95786054,2.60002544e-4,0.00637770945,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Type I Interferon Induction And Signaling During Sarscov2 Infection,gene_set,WT_heat,-1.34754867,0.118867925,0.300411664,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Type I Interferon Induction And Signaling During Sarscov2 Infection,gene_set,KO_heat,-1.95535943,1.18917487e-4,0.00354204229,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Type I Interferon Induction And Signaling During Sarscov2 Infection,gene_set,Interaction,2.62926116,1.12489796e-11,4.69082449e-9,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Type I Interferon Induction And Signaling During Sarscov2 Infection,gene_set,Temp_main,-1.68198586,0.00618403843,0.0628961958,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Type Ii Interferon Signaling,gene_set,WT_heat,-1.37846264,0.0695970696,0.235552893,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Type Ii Interferon Signaling,gene_set,KO_heat,-1.51240922,0.0212010542,0.121107392,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Type Ii Interferon Signaling,gene_set,Interaction,2.02883167,1.5830858e-4,0.00785802864,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,GSEA:WikiPathways,Type Ii Interferon Signaling,gene_set,Temp_main,-1.51003349,0.02709101,0.15234403,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,JAK-STAT,pathway,WT_heat,-6.46686417,1.02411655e-10,3.58440793e-10,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,JAK-STAT,pathway,KO_heat,-11.7201094,1.2810032999999998e-31,1.79340462e-30,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,JAK-STAT,pathway,Interaction,16.792135,7.638126599999999e-63,1.06933772e-61,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,JAK-STAT,pathway,Temp_main,-9.25384017,2.3818070300000002e-20,3.3345298399999997e-19,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,NFkB,pathway,WT_heat,7.24759451,4.39938441e-13,3.07956909e-12,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,NFkB,pathway,KO_heat,6.38361621,1.76820419e-10,6.18871467e-10,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,NFkB,pathway,Interaction,2.06380862,0.039048955,0.136671342,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,NFkB,pathway,Temp_main,6.90230618,5.27236922e-12,2.46043897e-11,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,TNFa,pathway,WT_heat,-2.50044924,0.0124116647,0.0173763306,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,TNFa,pathway,KO_heat,-1.87462622,0.0608589747,0.0774568769,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,TNFa,pathway,Interaction,-1.72579378,0.0844002286,0.177188057,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,PROGENy,TNFa,pathway,Temp_main,-2.21293463,0.0269135932,0.034253664,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf1,TF,WT_heat,-0.645512729,0.518602499,0.715388772,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf1,TF,KO_heat,-1.71691484,0.0860104704,0.267203982,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf1,TF,Interaction,3.38168907,7.21818322e-4,0.0791594093,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf1,TF,Temp_main,-1.2049164,0.228250069,0.455117574,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf3,TF,WT_heat,-1.29130233,0.196614031,0.424170598,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf3,TF,KO_heat,-3.16342362,0.00156162342,0.0177163484,Down,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf3,TF,Interaction,5.9251867,3.17139607e-9,1.04338931e-6,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf3,TF,Temp_main,-2.27088956,0.0231644213,0.105118547,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf7,TF,WT_heat,1.38364091,0.16648413,0.389527779,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf7,TF,KO_heat,1.060727,0.288827007,0.526650215,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf7,TF,Interaction,0.881016754,0.378319513,0.912978396,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Irf7,TF,Temp_main,1.23637203,0.216335066,0.447636709,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Nfkb1,TF,WT_heat,5.48818193,4.11104904e-8,4.50845045e-6,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Nfkb1,TF,KO_heat,4.63660859,3.56447728e-6,1.95452171e-4,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Nfkb1,TF,Interaction,2.15832256,0.0309148177,0.597687199,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Nfkb1,TF,Temp_main,5.12470586,3.00820779e-7,1.97940072e-5,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Rela,TF,WT_heat,5.59206501,2.27365142e-8,4.42263896e-6,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Rela,TF,KO_heat,4.77832812,1.78034031e-6,1.17146392e-4,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Rela,TF,Interaction,2.03180109,0.0421872041,0.630890462,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Rela,TF,Temp_main,5.24945295,1.54135418e-7,1.45013882e-5,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Stat1,TF,WT_heat,2.01600339,0.0438131851,0.161240784,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Stat1,TF,KO_heat,0.250774409,0.801991146,0.897466283,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Stat1,TF,Interaction,5.30465365,1.14107817e-7,1.87707358e-5,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Stat1,TF,Temp_main,1.13587066,0.256024535,0.479954826,Up,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Stat2,TF,WT_heat,-0.767050591,0.44306064,0.66107532,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Stat2,TF,KO_heat,-2.62905622,0.00856887568,0.0558249524,Down,FALSE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Stat2,TF,Interaction,5.8487094,5.0324488e-9,1.10378377e-6,Up,TRUE
IFN_ISG,IFN/ISG (cGAS-dependent hypothesis),cGAS-dependent,TF:CollecTRI,Stat2,TF,Temp_main,-1.73438202,0.082865983,0.25360845,Down,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Aldoa,gene,WT_heat,4.53935844,3.14264252e-4,0.00126032326,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Aldoa,gene,KO_heat,4.77183743,1.93526721e-4,7.92593621e-4,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Aldoa,gene,Interaction,-0.164387465,0.871430507,1,Down,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Aldoa,gene,Temp_main,6.58400974,5.49207576e-6,2.10597348e-5,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Bnip3,gene,WT_heat,-1.42890799,0.171970875,0.273825944,Down,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Bnip3,gene,KO_heat,-1.05299172,0.307750647,0.429306371,Down,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Bnip3,gene,Interaction,-0.265812943,0.793726084,1,Down,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Bnip3,gene,Temp_main,-1.75496811,0.0980962205,0.149149397,Down,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Egln3,gene,WT_heat,6.807492,3.91601852e-6,2.63543277e-5,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Egln3,gene,KO_heat,6.25942119,1.07074215e-5,6.11217952e-5,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Egln3,gene,Interaction,0.38754459,0.703391445,1,Up,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Egln3,gene,Temp_main,9.23970293,7.26931715e-8,4.02172877e-7,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Hk2,gene,WT_heat,9.71988286,3.51776335e-8,4.35110402e-7,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Hk2,gene,KO_heat,10.1185952,1.99744774e-8,2.42042943e-7,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Hk2,gene,Interaction,-0.281932217,0.781552085,1,Down,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Hk2,gene,Temp_main,14.0279224,1.66186665e-10,1.65505434e-9,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Ldha,gene,WT_heat,0.429648896,0.672143139,0.768303022,Up,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Ldha,gene,KO_heat,0.770973987,0.449928439,0.572379712,Up,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Ldha,gene,Interaction,-0.241353286,0.811791358,1,Down,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Ldha,gene,Temp_main,0.848968582,0.406161366,0.497779754,Up,FALSE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Pgk1,gene,WT_heat,2.59241548,0.0192341906,0.0442442591,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Pgk1,gene,KO_heat,3.32417137,0.00412305617,0.0115712525,Up,TRUE
HIF_glycolysis,HIF/glycolysis (no-detectable-cGAS-dependence hypothesis),no detectable cGAS-dependence at n=5,DE:limma-trend,Pgk1,gene,Interaction,-0.51742955,0.611684645,1,Down,FALSE
