database,n_overlap_before_alias,gene_set,n_unique_set_genes,n_matched,n_matched_via_alias,n_alias_flagged_for_review,n_alias_rejected_ambiguous,n_expression_filtered,n_below_detection,n_absent_from_reference,set_size_resolved,n_alias_collapsed,reference_vocabulary_available,alias_pairs_applied,alias_pairs_flagged,alias_pairs_rejected
GO_BP,7,GOBP_TERMINATION_OF_RNA_POLYMERASE_I_TRANSCRIPTION,8,7,1,0,0,0,0,0,8,0,FALSE,Polr1h->Znrd1,->,->
GO_BP,15,GOBP_TERPENOID_BIOSYNTHETIC_PROCESS,17,15,0,0,0,0,2,0,15,0,FALSE,->,->,->
GO_BP,4,GOBP_TERPENOID_CATABOLIC_PROCESS,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,6,GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS,11,6,0,0,0,0,5,0,6,0,FALSE,->,->,->
GO_BP,2,GOBP_TESTOSTERONE_BIOSYNTHETIC_PROCESS,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,5,GOBP_TETRAHYDROBIOPTERIN_BIOSYNTHETIC_PROCESS,6,5,0,0,0,0,1,0,5,0,FALSE,->,->,->
GO_BP,5,GOBP_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS,7,5,0,0,0,0,2,0,5,0,FALSE,->,->,->
GO_BP,3,GOBP_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,8,GOBP_TETRAHYDROFOLATE_INTERCONVERSION,8,8,0,0,0,0,0,0,8,0,FALSE,->,->,->
GO_BP,10,GOBP_TETRAHYDROFOLATE_METABOLIC_PROCESS,10,10,0,0,0,0,0,0,10,0,FALSE,->,->,->
GO_BP,22,GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,22,22,0,0,0,0,0,0,22,0,FALSE,->,->,->
GO_BP,6,GOBP_TETRAPYRROLE_CATABOLIC_PROCESS,7,6,0,0,0,0,1,0,6,0,FALSE,->,->,->
GO_BP,31,GOBP_TETRAPYRROLE_METABOLIC_PROCESS,33,31,0,0,0,0,2,0,31,0,FALSE,->,->,->
GO_BP,3,GOBP_THALAMUS_DEVELOPMENT,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,3,GOBP_THELARCHE,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,2,GOBP_THIAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
GO_BP,2,GOBP_THIAMINE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,2,GOBP_THIAMINE_TRANSPORT,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
GO_BP,1,GOBP_THIRD_VENTRICLE_DEVELOPMENT,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,1,GOBP_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,1,GOBP_THREONINE_METABOLIC_PROCESS,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,7,GOBP_THROMBIN_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY,10,7,0,0,0,0,3,0,7,0,FALSE,->,->,->
GO_BP,3,GOBP_THROMBOPOIETIN_MEDIATED_SIGNALING_PATHWAY,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,23,GOBP_THYMIC_T_CELL_SELECTION,24,23,0,0,0,0,1,0,23,0,FALSE,->,->,->
GO_BP,9,GOBP_THYMOCYTE_APOPTOTIC_PROCESS,10,9,0,0,0,0,1,0,9,0,FALSE,->,->,->
GO_BP,4,GOBP_THYMOCYTE_MIGRATION,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,19,GOBP_THYMUS_DEVELOPMENT,22,19,0,0,0,0,3,0,19,0,FALSE,->,->,->
GO_BP,8,GOBP_THYROID_GLAND_DEVELOPMENT,10,8,0,0,0,0,2,0,8,0,FALSE,->,->,->
GO_BP,8,GOBP_THYROID_HORMONE_GENERATION,9,8,0,0,0,0,1,0,8,0,FALSE,->,->,->
GO_BP,9,GOBP_THYROID_HORMONE_METABOLIC_PROCESS,11,9,0,0,0,0,2,0,9,0,FALSE,->,->,->
GO_BP,3,GOBP_THYROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,2,GOBP_THYROID_HORMONE_TRANSPORT,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,1,GOBP_TIE_SIGNALING_PATHWAY,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,31,GOBP_TIGHT_JUNCTION_ORGANIZATION,39,31,0,0,0,0,8,0,31,0,FALSE,->,->,->
GO_BP,93,GOBP_TISSUE_HOMEOSTASIS,121,93,0,0,0,0,28,0,93,0,FALSE,->,->,->
GO_BP,38,GOBP_TISSUE_MIGRATION,43,38,0,0,1,0,4,0,38,0,FALSE,->,->,Tacr1->Spr
GO_BP,218,GOBP_TISSUE_MORPHOGENESIS,278,218,1,0,2,0,57,0,219,0,FALSE,Pals1->Mpp5,->,Fzd2->Fzd10/Nkx3-1->Bax
GO_BP,25,GOBP_TISSUE_REGENERATION,32,25,0,0,0,0,7,0,25,0,FALSE,->,->,->
GO_BP,74,GOBP_TISSUE_REMODELING,98,74,0,0,0,0,24,0,74,0,FALSE,->,->,->
GO_BP,18,GOBP_TOLERANCE_INDUCTION,20,18,0,0,0,0,2,0,18,0,FALSE,->,->,->
GO_BP,4,GOBP_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,3,GOBP_TOLERANCE_INDUCTION_TO_SELF_ANTIGEN,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,10,GOBP_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY,10,10,0,0,0,0,0,0,10,0,FALSE,->,->,->
GO_BP,12,GOBP_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY,14,12,0,0,1,0,1,0,12,0,FALSE,->,->,Oas1g->Oas1b
GO_BP,2,GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,2,GOBP_TOLL_LIKE_RECEPTOR_8_SIGNALING_PATHWAY,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
GO_BP,6,GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,39,GOBP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,42,39,0,0,0,0,3,0,39,0,FALSE,->,->,->
GO_BP,6,GOBP_TOLL_SIGNALING_PATHWAY,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,6,GOBP_TONGUE_DEVELOPMENT,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,4,GOBP_TONGUE_MORPHOGENESIS,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,3,GOBP_TONIC_SMOOTH_MUSCLE_CONTRACTION,5,3,0,0,0,0,2,0,3,0,FALSE,->,->,->
GO_BP,3,GOBP_TOOTH_ERUPTION,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,5,GOBP_TOOTH_MINERALIZATION,9,5,0,0,0,0,4,0,5,0,FALSE,->,->,->
GO_BP,35,GOBP_TORC1_SIGNALING,35,35,0,0,0,0,0,0,35,0,FALSE,->,->,->
GO_BP,9,GOBP_TORC2_SIGNALING,9,9,0,0,0,0,0,0,9,0,FALSE,->,->,->
GO_BP,57,GOBP_TOR_SIGNALING,64,57,1,0,0,0,6,0,58,0,FALSE,Skp1->Skp1a,->,->
GO_BP,3,GOBP_TOXIC_METABOLITE_REPAIR,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,2,GOBP_TOXIN_CATABOLIC_PROCESS,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,3,GOBP_TOXIN_METABOLIC_PROCESS,5,3,0,0,0,0,2,0,3,0,FALSE,->,->,->
GO_BP,12,GOBP_TRABECULA_FORMATION,18,12,0,0,0,0,6,0,12,0,FALSE,->,->,->
GO_BP,22,GOBP_TRABECULA_MORPHOGENESIS,29,22,0,0,0,0,7,0,22,0,FALSE,->,->,->
GO_BP,3,GOBP_TRACHEA_CARTILAGE_DEVELOPMENT,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,7,GOBP_TRACHEA_DEVELOPMENT,8,7,0,0,0,0,1,0,7,0,FALSE,->,->,->
GO_BP,3,GOBP_TRACHEA_FORMATION,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,3,GOBP_TRACHEA_MORPHOGENESIS,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,4,GOBP_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,28,GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I,30,28,1,0,0,0,1,0,29,0,FALSE,Polr1h->Znrd1,->,->
GO_BP,25,GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III,25,25,0,0,0,0,0,0,25,0,FALSE,->,->,->
GO_BP,6,GOBP_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,4,GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,8,GOBP_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_I,9,8,1,0,0,0,0,0,9,0,FALSE,Polr1h->Znrd1,->,->
GO_BP,41,GOBP_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II,42,41,0,0,0,0,1,0,41,0,FALSE,->,->,->
GO_BP,3,GOBP_TRANSCRIPTION_ELONGATION_COUPLED_CHROMATIN_REMODELING,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,12,GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_III_PROMOTER,12,12,0,0,0,0,0,0,12,0,FALSE,->,->,->
GO_BP,55,GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,58,55,0,0,0,0,3,0,55,0,FALSE,->,->,->
GO_BP,9,GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_I_PROMOTER,10,9,1,0,0,0,0,0,10,0,FALSE,Polr1h->Znrd1,->,->
GO_BP,5,GOBP_TRANSCRIPTION_PAUSING_BY_RNA_POLYMERASE_II,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,16,GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY,16,16,0,0,0,0,0,0,16,0,FALSE,->,->,->
GO_BP,10,GOBP_TRANSCYTOSIS,12,10,0,0,0,0,2,0,10,0,FALSE,->,->,->
GO_BP,3,GOBP_TRANSDIFFERENTIATION,6,3,0,0,0,0,3,0,3,0,FALSE,->,->,->
GO_BP,2,GOBP_TRANSEPITHELIAL_AMMONIUM_TRANSPORT,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,1,GOBP_TRANSEPITHELIAL_CHLORIDE_TRANSPORT,3,1,0,0,0,0,2,0,1,0,FALSE,->,->,->
GO_BP,12,GOBP_TRANSEPITHELIAL_TRANSPORT,20,12,0,0,0,0,8,0,12,0,FALSE,->,->,->
GO_BP,0,GOBP_TRANSEPITHELIAL_WATER_TRANSPORT,2,0,0,0,0,0,2,0,0,0,FALSE,->,->,->
GO_BP,3,GOBP_TRANSFERRIN_TRANSPORT,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,9,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,11,9,0,0,0,0,2,0,9,0,FALSE,->,->,->
GO_BP,4,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,19,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,21,19,0,0,0,0,2,0,19,0,FALSE,->,->,->
GO_BP,90,GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,108,90,2,0,0,0,16,0,92,0,FALSE,Ero1a->Ero1l/Pals1->Mpp5,->,->
GO_BP,6,GOBP_TRANSITION_BETWEEN_FAST_AND_SLOW_FIBER,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,34,GOBP_TRANSITION_METAL_ION_TRANSPORT,36,34,0,0,0,0,2,0,34,0,FALSE,->,->,->
GO_BP,193,GOBP_TRANSLATION,199,193,2,0,0,0,4,0,195,0,FALSE,Niban1->Fam129a/Wars1->Wars,->,->
GO_BP,16,GOBP_TRANSLATIONAL_ELONGATION,16,16,0,0,0,0,0,0,16,0,FALSE,->,->,->
GO_BP,56,GOBP_TRANSLATIONAL_INITIATION,57,56,0,0,0,0,1,0,56,0,FALSE,->,->,->
GO_BP,2,GOBP_TRANSLATIONAL_READTHROUGH,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,6,GOBP_TRANSLATIONAL_TERMINATION,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,440,GOBP_TRANSMEMBRANE_TRANSPORT,520,440,1,1,1,0,77,0,441,0,FALSE,Ero1a->Ero1l,Ndufb1->Ndufb1-ps,Fxyd1->Pml
GO_BP,18,GOBP_TRANSMISSION_OF_NERVE_IMPULSE,22,18,0,0,0,0,4,0,18,0,FALSE,->,->,->
GO_BP,3,GOBP_TRANSPORT_OF_VIRUS,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,1,GOBP_TRANSPOSABLE_ELEMENT_SILENCING_BY_HETEROCHROMATIN_FORMATION,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,1,GOBP_TRANSPOSABLE_ELEMENT_SILENCING_BY_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,4,GOBP_TRANSPOSITION,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,3,GOBP_TRANSSULFURATION,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,1,GOBP_TRANS_SYNAPTIC_SIGNALING_BY_BDNF_MODULATING_SYNAPTIC_TRANSMISSION,2,1,0,0,0,0,1,0,1,0,FALSE,->,->,->
GO_BP,3,GOBP_TRANS_SYNAPTIC_SIGNALING_BY_LIPID,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,1,GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX,4,1,0,0,0,0,3,0,1,0,FALSE,->,->,->
GO_BP,0,GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX_MODULATING_SYNAPTIC_TRANSMISSION,1,0,0,0,0,0,1,0,0,0,FALSE,->,->,->
GO_BP,3,GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION,5,3,0,0,0,0,2,0,3,0,FALSE,->,->,->
GO_BP,25,GOBP_TRICARBOXYLIC_ACID_CYCLE,27,25,0,0,0,0,2,0,25,0,FALSE,->,->,->
GO_BP,10,GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS,11,10,0,0,0,0,1,0,10,0,FALSE,->,->,->
GO_BP,1,GOBP_TRICARBOXYLIC_ACID_TRANSPORT,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,4,GOBP_TRICUSPID_VALVE_DEVELOPMENT,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,4,GOBP_TRIF_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,2,GOBP_TRIGEMINAL_NERVE_DEVELOPMENT,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
GO_BP,5,GOBP_TRIGLYCERIDE_CATABOLIC_PROCESS,10,5,0,0,0,0,5,0,5,0,FALSE,->,->,->
GO_BP,32,GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,44,32,0,0,0,0,12,0,32,0,FALSE,->,->,->
GO_BP,2,GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_CLEARANCE,5,2,0,0,0,0,3,0,2,0,FALSE,->,->,->
GO_BP,5,GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING,11,5,0,0,0,0,6,0,5,0,FALSE,->,->,->
GO_BP,1,GOBP_TRIGLYCERIDE_STORAGE,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,5,GOBP_TRIPEPTIDE_TRANSMEMBRANE_TRANSPORT,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,6,GOBP_TRIPEPTIDE_TRANSPORT,8,6,0,0,0,0,2,0,6,0,FALSE,->,->,->
GO_BP,2,GOBP_TRNA_3_END_PROCESSING,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,4,GOBP_TRNA_5_END_PROCESSING,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,3,GOBP_TRNA_5_LEADER_REMOVAL,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,7,GOBP_TRNA_DECAY,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
GO_BP,32,GOBP_TRNA_METABOLIC_PROCESS,33,32,1,0,0,0,0,0,33,0,FALSE,Wars1->Wars,->,->
GO_BP,2,GOBP_TRNA_METHYLATION,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,10,GOBP_TRNA_MODIFICATION,10,10,0,0,0,0,0,0,10,0,FALSE,->,->,->
GO_BP,14,GOBP_TRNA_PROCESSING,14,14,0,0,0,0,0,0,14,0,FALSE,->,->,->
GO_BP,1,GOBP_TRNA_PSEUDOURIDINE_SYNTHESIS,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,5,GOBP_TRNA_SURVEILLANCE,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,4,GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,2,GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_MODIFICATION,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,3,GOBP_TRNA_TRANSCRIPTION,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,2,GOBP_TRNA_TRANSPORT,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,1,GOBP_TRNA_TYPE_INTRON_SPLICE_SITE_RECOGNITION_AND_CLEAVAGE,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,2,GOBP_TRNA_WOBBLE_BASE_MODIFICATION,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,2,GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,10,GOBP_TROPHECTODERMAL_CELL_DIFFERENTIATION,11,10,0,0,0,0,1,0,10,0,FALSE,->,->,->
GO_BP,12,GOBP_TROPHOBLAST_CELL_MIGRATION,14,12,0,0,0,0,2,0,12,0,FALSE,->,->,->
GO_BP,4,GOBP_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
GO_BP,2,GOBP_TRYPTOPHAN_TRANSPORT,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,35,GOBP_TUBE_CLOSURE,38,35,0,0,0,0,3,0,35,0,FALSE,->,->,->
GO_BP,396,GOBP_TUBE_DEVELOPMENT,504,396,1,0,5,0,102,0,397,0,FALSE,Wars1->Wars,->,Klk1b8->Klk8/Klk1b9->Klk9/Krt1->Krt86/Nkx3-1->Bax/Prok2->Prok1
GO_BP,56,GOBP_TUBE_FORMATION,66,56,0,0,0,0,10,0,56,0,FALSE,->,->,->
GO_BP,1,GOBP_TUBE_LUMEN_CAVITATION,4,1,0,0,0,0,3,0,1,0,FALSE,->,->,->
GO_BP,337,GOBP_TUBE_MORPHOGENESIS,431,337,1,0,5,0,88,0,338,0,FALSE,Wars1->Wars,->,Klk1b8->Klk8/Klk1b9->Klk9/Krt1->Krt86/Nkx3-1->Bax/Prok2->Prok1
GO_BP,3,GOBP_TUBULIN_COMPLEX_ASSEMBLY,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,6,GOBP_TUBULIN_DEACETYLATION,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,56,GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,61,56,0,0,0,0,5,0,56,0,FALSE,->,->,->
GO_BP,103,GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,117,103,1,0,1,0,12,0,104,0,FALSE,Rigi->Ddx58,->,Oas1g->Oas1b
GO_BP,28,GOBP_TYPE_2_IMMUNE_RESPONSE,28,28,0,0,0,0,0,0,28,0,FALSE,->,->,->
GO_BP,8,GOBP_TYPE_2_MITOPHAGY,9,8,0,0,0,0,1,0,8,0,FALSE,->,->,->
GO_BP,7,GOBP_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS,12,7,0,0,0,0,5,0,7,0,FALSE,->,->,->
GO_BP,7,GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,11,7,0,0,0,0,4,0,7,0,FALSE,->,->,->
GO_BP,8,GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION,14,8,0,0,0,0,6,0,8,0,FALSE,->,->,->
GO_BP,6,GOBP_TYPE_B_PANCREATIC_CELL_PROLIFERATION,10,6,0,0,0,0,4,0,6,0,FALSE,->,->,->
GO_BP,1,GOBP_TYPE_III_INTERFERON_PRODUCTION,3,1,1,0,0,0,1,0,2,0,FALSE,Rigi->Ddx58,->,->
GO_BP,4,GOBP_TYPE_II_HYPERSENSITIVITY,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
GO_BP,17,GOBP_TYPE_II_INTERFERON_MEDIATED_SIGNALING_PATHWAY,17,17,0,0,0,0,0,0,17,0,FALSE,->,->,->
GO_BP,73,GOBP_TYPE_II_INTERFERON_PRODUCTION,80,73,0,0,0,0,7,0,73,0,FALSE,->,->,->
GO_BP,1,GOBP_TYPE_II_PNEUMOCYTE_DIFFERENTIATION,3,1,0,0,0,0,2,0,1,0,FALSE,->,->,->
GO_BP,1,GOBP_TYPE_IV_HYPERSENSITIVITY,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,2,GOBP_TYPE_I_HYPERSENSITIVITY,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,34,GOBP_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,37,34,0,0,1,0,2,0,34,0,FALSE,->,->,Oas1g->Oas1b
GO_BP,56,GOBP_TYPE_I_INTERFERON_PRODUCTION,60,56,1,0,1,0,2,0,57,0,FALSE,Rigi->Ddx58,->,Oas1g->Oas1b
GO_BP,3,GOBP_TYPE_I_PNEUMOCYTE_DIFFERENTIATION,5,3,0,0,0,0,2,0,3,0,FALSE,->,->,->
GO_BP,3,GOBP_TYROSINE_METABOLIC_PROCESS,9,3,0,0,1,0,5,0,3,0,FALSE,->,->,Il4i1b->Il4i1
GO_BP,23,GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,25,23,0,0,0,0,2,0,23,0,FALSE,->,->,->
GO_BP,284,GOBP_T_CELL_ACTIVATION,307,284,0,0,2,0,21,0,284,0,FALSE,->,->,Igf2->M6pr/Il4i1b->Il4i1
GO_BP,78,GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,82,78,0,0,0,0,4,0,78,0,FALSE,->,->,->
GO_BP,6,GOBP_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,2,GOBP_T_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,25,GOBP_T_CELL_APOPTOTIC_PROCESS,26,25,0,0,0,0,1,0,25,0,FALSE,->,->,->
GO_BP,17,GOBP_T_CELL_CHEMOTAXIS,19,17,0,0,0,0,2,0,17,0,FALSE,->,->,->
GO_BP,28,GOBP_T_CELL_CYTOKINE_PRODUCTION,30,28,0,0,0,0,2,0,28,0,FALSE,->,->,->
GO_BP,166,GOBP_T_CELL_DIFFERENTIATION,178,166,0,0,1,0,11,0,166,0,FALSE,->,->,Il4i1b->Il4i1
GO_BP,64,GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,68,64,0,0,0,0,4,0,64,0,FALSE,->,->,->
GO_BP,51,GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,55,51,0,0,0,0,4,0,51,0,FALSE,->,->,->
GO_BP,4,GOBP_T_CELL_EXTRAVASATION,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
GO_BP,30,GOBP_T_CELL_HOMEOSTASIS,30,30,0,0,0,0,0,0,30,0,FALSE,->,->,->
GO_BP,20,GOBP_T_CELL_LINEAGE_COMMITMENT,23,20,0,0,0,0,3,0,20,0,FALSE,->,->,->
GO_BP,31,GOBP_T_CELL_MEDIATED_CYTOTOXICITY,38,31,1,0,0,0,6,0,32,0,FALSE,Gfus->Tsta3,->,->
GO_BP,8,GOBP_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,9,8,0,0,1,0,0,0,8,0,FALSE,->,->,Il4i1b->Il4i1
GO_BP,67,GOBP_T_CELL_MEDIATED_IMMUNITY,77,67,1,0,1,0,8,0,68,0,FALSE,Gfus->Tsta3,->,Il4i1b->Il4i1
GO_BP,33,GOBP_T_CELL_MIGRATION,37,33,0,0,0,0,4,0,33,0,FALSE,->,->,->
GO_BP,112,GOBP_T_CELL_PROLIFERATION,124,112,0,0,2,0,10,0,112,0,FALSE,->,->,Igf2->M6pr/Il4i1b->Il4i1
GO_BP,76,GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY,77,76,0,0,0,0,1,0,76,0,FALSE,->,->,->
GO_BP,47,GOBP_T_CELL_SELECTION,49,47,0,0,0,0,2,0,47,0,FALSE,->,->,->
GO_BP,11,GOBP_T_CELL_TOLERANCE_INDUCTION,13,11,0,0,0,0,2,0,11,0,FALSE,->,->,->
GO_BP,5,GOBP_T_FOLLICULAR_HELPER_CELL_DIFFERENTIATION,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
