database,n_overlap_before_alias,gene_set,n_unique_set_genes,n_matched,n_matched_via_alias,n_alias_flagged_for_review,n_alias_rejected_ambiguous,n_expression_filtered,n_below_detection,n_absent_from_reference,set_size_resolved,n_alias_collapsed,reference_vocabulary_available,alias_pairs_applied,alias_pairs_flagged,alias_pairs_rejected
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,17,GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,18,17,0,0,0,0,1,0,17,0,FALSE,->,->,->
GO_BP,11,GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,12,11,0,0,0,0,1,0,11,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,10,GOBP_NEGATIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS,12,10,0,0,0,0,2,0,10,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_AMINE_METABOLIC_PROCESS,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT,12,6,0,0,0,0,6,0,6,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT,6,3,0,0,0,0,3,0,3,0,FALSE,->,->,->
GO_BP,8,GOBP_NEGATIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE,8,8,0,0,0,0,0,0,8,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,6,4,0,0,0,0,2,0,4,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,9,GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS,11,9,0,0,0,0,2,0,9,0,FALSE,->,->,->
GO_BP,8,GOBP_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,10,8,0,0,0,0,2,0,8,0,FALSE,->,->,->
GO_BP,13,GOBP_NEGATIVE_REGULATION_OF_ANOIKIS,14,13,0,0,0,0,1,0,13,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,26,GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,26,26,0,0,0,0,0,0,26,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,2,1,0,0,0,0,1,0,1,0,FALSE,->,->,->
GO_BP,111,GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,127,111,0,0,0,0,16,0,111,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_ASTROCYTE_ACTIVATION,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION,6,4,0,0,0,0,2,0,4,0,FALSE,->,->,->
GO_BP,7,GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,8,7,0,0,0,0,1,0,7,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,35,GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY,39,35,0,0,0,0,4,0,35,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,13,GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS,15,13,0,0,0,0,2,0,13,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION,7,6,0,0,0,0,1,0,6,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_BEHAVIOR,6,2,0,0,0,0,4,0,2,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,17,GOBP_NEGATIVE_REGULATION_OF_BINDING,19,17,0,0,0,0,2,0,17,0,FALSE,->,->,->
GO_BP,14,GOBP_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,15,14,0,0,0,0,1,0,14,0,FALSE,->,->,->
GO_BP,11,GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION,11,11,0,0,0,0,0,0,11,0,FALSE,->,->,->
GO_BP,10,GOBP_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE,13,10,0,0,0,0,3,0,10,0,FALSE,->,->,->
GO_BP,18,GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,19,18,0,0,0,0,1,0,18,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,3,1,0,0,0,0,2,0,1,0,FALSE,->,->,->
GO_BP,22,GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY,30,22,0,0,0,0,8,0,22,0,FALSE,->,->,->
GO_BP,8,GOBP_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION,9,8,0,0,0,0,1,0,8,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_BONE_REMODELING,10,6,0,0,0,0,4,0,6,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,17,GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,17,17,0,0,0,0,0,0,17,0,FALSE,->,->,->
GO_BP,8,GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,8,8,0,0,0,0,0,0,8,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,7,GOBP_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,9,GOBP_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING,10,9,0,0,0,0,1,0,9,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,15,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,16,15,0,0,0,0,1,0,15,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,18,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,20,18,0,0,0,0,2,0,18,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,11,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,12,11,0,0,0,0,1,0,11,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CAMP_PKA_SIGNAL_TRANSDUCTION,6,5,0,0,0,0,1,0,5,0,FALSE,->,->,->
GO_BP,38,GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,39,38,0,0,0,0,1,0,38,0,FALSE,->,->,->
GO_BP,44,GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,60,44,0,0,0,0,16,0,44,0,FALSE,->,->,->
GO_BP,19,GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,26,19,0,0,1,0,6,0,19,0,FALSE,->,->,Gck->Gk
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION,7,6,0,0,0,0,1,0,6,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH,9,5,0,0,0,0,4,0,5,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION,7,6,0,0,0,0,1,0,6,0,FALSE,->,->,->
GO_BP,8,GOBP_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT,13,8,0,0,0,0,5,0,8,0,FALSE,->,->,->
GO_BP,121,GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS,137,121,0,0,0,0,16,0,121,0,FALSE,->,->,->
GO_BP,55,GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,60,55,0,0,0,0,5,0,55,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION,7,5,0,0,0,0,2,0,5,0,FALSE,->,->,->
GO_BP,14,GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,14,14,0,0,0,0,0,0,14,0,FALSE,->,->,->
GO_BP,10,GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,10,10,0,0,0,0,0,0,10,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,266,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,298,266,0,0,0,0,32,0,266,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,6,4,0,0,0,0,2,0,4,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPIRATION,6,5,0,0,0,0,1,0,5,0,FALSE,->,->,->
GO_BP,40,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,52,40,0,0,0,0,12,0,40,0,FALSE,->,->,->
GO_BP,7,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,8,7,0,0,0,0,1,0,7,0,FALSE,->,->,->
GO_BP,20,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,21,20,0,0,0,0,1,0,20,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,9,6,0,0,0,0,3,0,6,0,FALSE,->,->,->
GO_BP,11,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE,13,11,0,0,0,0,2,0,11,0,FALSE,->,->,->
GO_BP,106,GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,112,106,0,0,1,0,5,0,106,0,FALSE,->,->,Il4i1b->Il4i1
GO_BP,143,GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,162,143,0,0,1,0,18,0,143,0,FALSE,->,->,Il4i1b->Il4i1
GO_BP,8,GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,10,8,0,0,0,0,2,0,8,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
GO_BP,99,GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,111,99,0,0,1,0,11,0,99,0,FALSE,->,->,Il4i1b->Il4i1
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,7,5,0,0,0,0,2,0,5,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,504,GOBP_NEGATIVE_REGULATION_OF_CELL_COMMUNICATION,581,504,0,0,2,0,75,0,504,0,FALSE,->,->,Nkx3-1->Bax/Oas1g->Oas1b
GO_BP,162,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,171,162,1,0,0,0,8,0,163,0,FALSE,Skp1->Skp1a,->,->
GO_BP,28,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,30,28,0,0,0,0,2,0,28,0,FALSE,->,->,->
GO_BP,29,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,30,29,0,0,0,0,1,0,29,0,FALSE,->,->,->
GO_BP,129,GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,133,129,1,0,0,0,3,0,130,0,FALSE,Skp1->Skp1a,->,->
GO_BP,106,GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,124,106,0,0,0,0,18,0,106,0,FALSE,->,->,->
GO_BP,228,GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,273,228,0,0,1,0,44,0,228,0,FALSE,->,->,Igf2->M6pr
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CELL_FATE_COMMITMENT,7,5,0,0,0,0,2,0,5,0,FALSE,->,->,->
GO_BP,64,GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,77,64,0,0,0,0,13,0,64,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT,6,3,0,0,0,0,3,0,3,0,FALSE,->,->,->
GO_BP,18,GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,23,18,0,0,0,0,5,0,18,0,FALSE,->,->,->
GO_BP,21,GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING,24,21,0,0,0,0,3,0,21,0,FALSE,->,->,->
GO_BP,19,GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION,20,19,0,0,0,0,1,0,19,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_CELL_MATURATION,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,7,GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
GO_BP,267,GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,326,267,1,0,2,0,56,0,268,0,FALSE,Wars1->Wars,->,Il4i1b->Il4i1/Nkx3-1->Bax
GO_BP,55,GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,62,55,0,0,0,0,7,0,55,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,7,GOBP_NEGATIVE_REGULATION_OF_CELL_SIZE,8,7,0,0,0,0,1,0,7,0,FALSE,->,->,->
GO_BP,32,GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,36,32,0,0,0,0,4,0,32,0,FALSE,->,->,->
GO_BP,10,GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,11,10,0,0,0,0,1,0,10,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_CELL_VOLUME,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,7,GOBP_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION,7,7,0,0,0,0,0,0,7,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_CERAMIDE_BIOSYNTHETIC_PROCESS,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CGAS_STING_SIGNALING_PATHWAY,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION,5,4,0,0,1,0,0,0,4,0,FALSE,->,->,Oas1g->Oas1b
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,12,GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION,16,12,0,0,1,0,3,0,12,0,FALSE,->,->,Oas1g->Oas1b
GO_BP,16,GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS,22,16,0,0,0,0,6,0,16,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE,6,4,0,0,0,0,2,0,4,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,8,5,0,0,0,0,3,0,5,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION,3,2,0,0,0,0,1,0,2,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_CHROMATIN_ORGANIZATION,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,46,GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,46,46,0,0,0,0,0,0,46,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY,6,5,0,0,0,0,1,0,5,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,24,GOBP_NEGATIVE_REGULATION_OF_COAGULATION,39,24,0,0,1,0,14,0,24,0,FALSE,->,->,Krt1->Krt86
GO_BP,15,GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,22,15,0,0,0,0,7,0,15,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS,7,6,0,0,0,0,1,0,6,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING,4,3,0,0,0,0,1,0,3,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION,9,5,0,0,0,0,4,0,5,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,136,GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,155,136,0,0,1,0,18,0,136,0,FALSE,->,->,Oas1g->Oas1b
GO_BP,17,GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,18,17,0,0,0,0,1,0,17,0,FALSE,->,->,->
GO_BP,14,GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,19,14,0,0,0,0,5,0,14,0,FALSE,->,->,->
GO_BP,18,GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,20,18,0,0,0,0,2,0,18,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION,2,2,0,0,0,0,0,0,2,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_INITIATION,4,4,0,0,0,0,0,0,4,0,FALSE,->,->,->
GO_BP,53,GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,58,53,0,0,0,0,5,0,53,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,7,6,0,0,0,0,1,0,6,0,FALSE,->,->,->
GO_BP,131,GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,152,131,1,0,2,0,18,0,132,0,FALSE,Ddx39a->Ddx39,->,Krt1->Krt86/Oas1g->Oas1b
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,4,GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,5,4,0,0,0,0,1,0,4,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT,2,1,0,0,0,0,1,0,1,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,2,GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_APOPTOTIC_PROCESS,4,2,0,0,0,0,2,0,2,0,FALSE,->,->,->
GO_BP,6,GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,6,6,0,0,0,0,0,0,6,0,FALSE,->,->,->
GO_BP,3,GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,3,3,0,0,0,0,0,0,3,0,FALSE,->,->,->
GO_BP,5,GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE,5,5,0,0,0,0,0,0,5,0,FALSE,->,->,->
GO_BP,1,GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS,1,1,0,0,0,0,0,0,1,0,FALSE,->,->,->
GO_BP,26,GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,33,26,0,0,0,0,7,0,26,0,FALSE,->,->,->
