"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","arm","ontology","iea_variant","n_query_annotated","n_universe_annotated","term_size","fold_enrichment","simplify_kept","cluster_id","cluster_size","cluster_representative","k_null_matched_mean","k_null_matched_q95","p_matched","frac_matched_reaching_q","k_null_uniform_mean","p_uniform","frac_uniform_reaching_q"
"GO:0061138","morphogenesis of a branching epithelium","8/188","128/11888",0.0625,3.95212765957447,4.256558268991,0.000957724894414224,0.0162043201984557,0.0125535164684393,"ADM/AREG/EPHA2/PAK1/SPINT1/SPRY1/TGM2/YAP1",8,"WT_heat_up","BP","with_iea",188,11888,128,3.95212765957447,FALSE,1,56,"blood vessel morphogenesis",5.2235,9,0.139430284857571,0.167923579688286,1.9245,0.000999500249875062,0
"GO:0002922","positive regulation of humoral immune response","3/188","13/11888",0.230769230769231,14.5924713584288,6.21549066692332,0.000990443981453784,0.0162674384661214,0.012602414305738,"C3/IL17F/LTA",3,"WT_heat_up","BP","with_iea",188,11888,13,14.5924713584288,FALSE,29,2,"regulation of humoral immune response",0.513,2,0.0119940029985007,0.0278787878787879,0.159,0.000999500249875062,0
"GO:0006700","C21-steroid hormone biosynthetic process","3/188","13/11888",0.230769230769231,14.5924713584288,6.21549066692332,0.000990443981453784,0.0162674384661214,0.012602414305738,"ADM/DAB2/EGR1",3,"WT_heat_up","BP","with_iea",188,11888,13,14.5924713584288,TRUE,21,7,"regulation of lipid biosynthetic process",0.3715,1,0.00399800099950025,0.0109375,0.147,0.000499750124937531,0
"GO:0035809","regulation of urine volume","3/188","13/11888",0.230769230769231,14.5924713584288,6.21549066692332,0.000990443981453784,0.0162674384661214,0.012602414305738,"ADM/ADORA2A/NPR3",3,"WT_heat_up","BP","with_iea",188,11888,13,14.5924713584288,TRUE,11,15,"regulation of body fluid levels",0.362,1,0.00449775112443778,0.0128617363344051,0.1605,0.000999500249875062,0
"GO:0042730","fibrinolysis","3/188","13/11888",0.230769230769231,14.5924713584288,6.21549066692332,0.000990443981453784,0.0162674384661214,0.012602414305738,"ANXA2/PLAUR/SERPINE1",3,"WT_heat_up","BP","with_iea",188,11888,13,14.5924713584288,FALSE,7,19,"response to wounding",0.222,1,0.000499750124937531,0,0.1505,0.000999500249875062,0
"GO:0061029","eyelid development in camera-type eye","3/188","13/11888",0.230769230769231,14.5924713584288,6.21549066692332,0.000990443981453784,0.0162674384661214,0.012602414305738,"EGFR/INHBA/STRA6",3,"WT_heat_up","BP","with_iea",188,11888,13,14.5924713584288,TRUE,1,56,"blood vessel morphogenesis",0.4865,2,0.00999500249875063,0.0241730279898219,0.1545,0.00149925037481259,0
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration","3/188","13/11888",0.230769230769231,14.5924713584288,6.21549066692332,0.000990443981453784,0.0162674384661214,0.012602414305738,"NR4A3/PAK1/PDGFB",3,"WT_heat_up","BP","with_iea",188,11888,13,14.5924713584288,FALSE,2,29,"positive regulation of cell migration",0.3895,2,0.00649675162418791,0.0184049079754601,0.157,0.000499750124937531,0
"GO:1902895","positive regulation of miRNA transcription","5/188","49/11888",0.102040816326531,6.45245332175423,4.84791069709014,0.00101744221412809,0.0166146551167306,0.0128714036794455,"EGFR/EGR1/FOSL1/NOTCH3/PDGFB",5,"WT_heat_up","BP","with_iea",188,11888,49,6.45245332175423,TRUE,30,9,"positive regulation of miRNA transcription",2.192,5,0.0604697651174413,0.0666666666666667,0.742,0.000999500249875062,0.000937207122774133
"GO:0035296","regulation of tube diameter","7/188","100/11888",0.07,4.4263829787234,4.3615209758471,0.00102638796087911,0.0166146551167306,0.0128714036794455,"ADM/ADORA2A/ADORA2B/AVPR1A/CALCA/GJA5/NPPC",7,"WT_heat_up","BP","with_iea",188,11888,100,4.4263829787234,FALSE,11,15,"regulation of body fluid levels",3.696,7,0.0709645177411294,0.0852475752935171,1.475,0.00149925037481259,0
"GO:0097746","blood vessel diameter maintenance","7/188","100/11888",0.07,4.4263829787234,4.3615209758471,0.00102638796087911,0.0166146551167306,0.0128714036794455,"ADM/ADORA2A/ADORA2B/AVPR1A/CALCA/GJA5/NPPC",7,"WT_heat_up","BP","with_iea",188,11888,100,4.4263829787234,TRUE,11,15,"regulation of body fluid levels",3.696,7,0.0709645177411294,0.0852475752935171,1.475,0.00149925037481259,0
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","9/188","161/11888",0.0559006211180124,3.53482225452623,4.10477268739042,0.00103579925482244,0.0166867755549625,0.0129272755147319,"ADAM8/CCL3/EGFR/FAM110C/HBEGF/MST1R/PDGFB/PIK3AP1/TNFSF11",9,"WT_heat_up","BP","with_iea",188,11888,161,3.53482225452623,FALSE,6,29,"cytokine-mediated signaling pathway",6.5695,10.05,0.20039980009995,0.232116058029014,2.4295,0.00149925037481259,0
"GO:0045124","regulation of bone resorption","4/188","29/11888",0.137931034482759,8.72193690388848,5.27744041016774,0.0010558110285821,0.0169281701582664,0.0131142843550198,"ADAM8/CALCA/SPP1/TNFSF11",4,"WT_heat_up","BP","with_iea",188,11888,29,8.72193690388848,FALSE,17,13,"regulation of system process",0.972,3,0.0149925037481259,0.022568093385214,0.4075,0.000999500249875062,0
"GO:0002366","leukocyte activation involved in immune response","12/188","266/11888",0.0451127819548872,2.85266357382819,3.87363833967485,0.00106856516111066,0.0170514639690028,0.0132098002954962,"ADORA2B/ANXA3/CCL3/CD40LG/CD80/EOMES/GPR183/GRP/IL2/IL23A/NR4A3/SEMA4A",12,"WT_heat_up","BP","with_iea",188,11888,266,2.85266357382819,TRUE,9,21,"positive regulation of cell activation",10.4745,15,0.346326836581709,0.425,4.11,0.000999500249875062,0
"GO:0035150","regulation of tube size","7/188","101/11888",0.0693069306930693,4.38255740467664,4.32739307636842,0.00108835061459781,0.0172041151143232,0.0133280594167204,"ADM/ADORA2A/ADORA2B/AVPR1A/CALCA/GJA5/NPPC",7,"WT_heat_up","BP","with_iea",188,11888,101,4.38255740467664,FALSE,11,15,"regulation of body fluid levels",3.7325,7,0.0734632683658171,0.0841836734693878,1.4945,0.00199900049975012,0
"GO:0043534","blood vessel endothelial cell migration","7/188","101/11888",0.0693069306930693,4.38255740467664,4.32739307636842,0.00108835061459781,0.0172041151143232,0.0133280594167204,"ATP2B4/EGR3/EPHA2/NR4A1/PDGFB/PLK2/PTGS2",7,"WT_heat_up","BP","with_iea",188,11888,101,4.38255740467664,FALSE,2,29,"positive regulation of cell migration",4.1635,7,0.110944527736132,0.120707070707071,1.513,0.00149925037481259,0
"GO:0032496","response to lipopolysaccharide","12/188","267/11888",0.0449438202247191,2.84197944059288,3.85869794418846,0.00110366363903755,0.0173646517413058,0.0134524274349978,"CD200/CD80/CSF2/FASLG/FOSL2/GFI1/IL1A/IL24/LTA/NR4A1/PTGER2/SERPINE1",12,"WT_heat_up","BP","with_iea",188,11888,267,2.84197944059288,FALSE,15,8,"response to bacterium",10.171,15,0.314342828585707,0.3755,4.1255,0.00149925037481259,0
"GO:0002263","cell activation involved in immune response","12/188","269/11888",0.0446096654275093,2.82084948192676,3.82902265715484,0.00117674171721257,0.0183476716166638,0.0142139747287427,"ADORA2B/ANXA3/CCL3/CD40LG/CD80/EOMES/GPR183/GRP/IL2/IL23A/NR4A3/SEMA4A",12,"WT_heat_up","BP","with_iea",188,11888,269,2.82084948192676,FALSE,9,21,"positive regulation of cell activation",10.6,16,0.365317341329335,0.4245,4.17,0.000999500249875062,0
"GO:0071677","positive regulation of mononuclear cell migration","6/188","75/11888",0.08,5.05872340425532,4.46953261397313,0.00117704100659322,0.0183476716166638,0.0142139747287427,"ADAM8/CCL20/CCL3/CCL4/SERPINE1/TNFSF14",6,"WT_heat_up","BP","with_iea",188,11888,75,5.05872340425532,FALSE,2,29,"positive regulation of cell migration",3.241,6,0.0894552723638181,0.0903027193432529,1.129,0.000999500249875062,0
"GO:0007520","myoblast fusion","4/188","30/11888",0.133333333333333,8.43120567375886,5.16578481026835,0.00120333185332777,0.0185005404116648,0.0143324024635723,"CD53/EHD2/NEO1/TNFSF14",4,"WT_heat_up","BP","with_iea",188,11888,30,8.43120567375887,FALSE,28,7,"positive regulation of myoblast fusion",0.8825,3,0.00849575212393803,0.0138050043140638,0.4045,0.00199900049975012,0
"GO:0010573","vascular endothelial growth factor production","4/188","30/11888",0.133333333333333,8.43120567375886,5.16578481026835,0.00120333185332777,0.0185005404116648,0.0143324024635723,"ADORA2B/C3/IL1A/PTGS2",4,"WT_heat_up","BP","with_iea",188,11888,30,8.43120567375887,TRUE,3,12,"positive regulation of cytokine production",1.1125,3,0.0204897551224388,0.0290909090909091,0.4385,0.00149925037481259,0
"GO:0052652","cyclic purine nucleotide metabolic process","4/188","30/11888",0.133333333333333,8.43120567375886,5.16578481026835,0.00120333185332777,0.0185005404116648,0.0143324024635723,"ADCY4/EPHA2/NPPC/NPR3",4,"WT_heat_up","BP","with_iea",188,11888,30,8.43120567375887,TRUE,30,9,"positive regulation of miRNA transcription",0.6405,2,0.00199900049975012,0.00308008213552361,0.397,0.000999500249875062,0
"GO:1903036","positive regulation of response to wounding","5/188","51/11888",0.0980392156862745,6.1994159365874,4.71672928021171,0.00122186519980465,0.0185625437248165,0.0143804365435716,"CLDN4/EMILIN2/F3/HBEGF/SERPINE1",5,"WT_heat_up","BP","with_iea",188,11888,51,6.1994159365874,FALSE,7,19,"response to wounding",1.8975,4,0.0449775112443778,0.0519859813084112,0.7185,0.00199900049975012,0
"GO:0009190","cyclic nucleotide biosynthetic process","3/188","14/11888",0.214285714285714,13.5501519756839,5.95575200449202,0.00124595630585344,0.0185625437248165,0.0143804365435716,"ADCY4/NPPC/NPR3",3,"WT_heat_up","BP","with_iea",188,11888,14,13.5501519756839,FALSE,30,9,"positive regulation of miRNA transcription",0.248,1,0.000499750124937531,0,0.178,0.000999500249875062,0
"GO:0010755","regulation of plasminogen activation","3/188","14/11888",0.214285714285714,13.5501519756839,5.95575200449202,0.00124595630585344,0.0185625437248165,0.0143804365435716,"ANXA2/PLAUR/SERPINE1",3,"WT_heat_up","BP","with_iea",188,11888,14,13.5501519756839,TRUE,3,12,"positive regulation of cytokine production",0.3865,1,0.00949525237381309,0.0273141122913505,0.187,0.00149925037481259,0
"GO:0031649","heat generation","3/188","14/11888",0.214285714285714,13.5501519756839,5.95575200449202,0.00124595630585344,0.0185625437248165,0.0143804365435716,"IL1A/PTGS2/TNFSF11",3,"WT_heat_up","BP","with_iea",188,11888,14,13.5501519756839,TRUE,17,13,"regulation of system process",0.474,2,0.0114942528735632,0.0282776349614396,0.149,0.00149925037481259,0
"GO:0060602","branch elongation of an epithelium","3/188","14/11888",0.214285714285714,13.5501519756839,5.95575200449202,0.00124595630585344,0.0185625437248165,0.0143804365435716,"AREG/SPRY1/YAP1",3,"WT_heat_up","BP","with_iea",188,11888,14,13.5501519756839,FALSE,1,56,"blood vessel morphogenesis",0.5885,2,0.0164917541229385,0.0352035203520352,0.189,0.00299850074962519,0
"GO:0140131","positive regulation of lymphocyte chemotaxis","3/188","14/11888",0.214285714285714,13.5501519756839,5.95575200449202,0.00124595630585344,0.0185625437248165,0.0143804365435716,"CCL3/CCL4/TNFSF14",3,"WT_heat_up","BP","with_iea",188,11888,14,13.5501519756839,FALSE,2,29,"positive regulation of cell migration",0.5065,2,0.00949525237381309,0.020910209102091,0.1945,0.000999500249875062,0
"GO:1901739","regulation of myoblast fusion","3/188","14/11888",0.214285714285714,13.5501519756839,5.95575200449202,0.00124595630585344,0.0185625437248165,0.0143804365435716,"CD53/EHD2/TNFSF14",3,"WT_heat_up","BP","with_iea",188,11888,14,13.5501519756839,FALSE,28,7,"positive regulation of myoblast fusion",0.4695,2,0.00849575212393803,0.0210249671484888,0.1825,0.000999500249875062,0
"GO:0050921","positive regulation of chemotaxis","7/188","104/11888",0.0673076923076923,4.25613747954173,4.22761238077365,0.00129202621457171,0.0191641068919072,0.0148464686283732,"CCL3/CCL4/F3/IL23A/PDGFB/SERPINE1/TNFSF14",7,"WT_heat_up","BP","with_iea",188,11888,104,4.25613747954174,FALSE,4,4,"chemotaxis",4.4845,8,0.151424287856072,0.151256281407035,1.574,0.00149925037481259,0
"GO:0050670","regulation of lymphocyte proliferation","10/188","201/11888",0.0497512437810945,3.14597226632794,3.88949069480902,0.00134309173758003,0.0197825102516228,0.015325546841174,"CD40LG/CD70/CD80/CDKN1A/GPR183/IL1A/IL2/IL23A/SDC4/TNFSF9",10,"WT_heat_up","BP","with_iea",188,11888,201,3.14597226632793,FALSE,9,21,"positive regulation of cell activation",8.465,13,0.337831084457771,0.355,3.0445,0.00199900049975012,0
"GO:0048145","regulation of fibroblast proliferation","6/188","77/11888",0.0779220779220779,4.92732799115778,4.38249395651606,0.00135035065383431,0.0197825102516228,0.015325546841174,"CDKN1A/EGFR/FOSL2/LTA/PDGFB/SPHK1",6,"WT_heat_up","BP","with_iea",188,11888,77,4.92732799115778,FALSE,12,23,"leukocyte proliferation",2.9005,6,0.0649675162418791,0.0682539682539682,1.17,0.00299850074962519,0
"GO:0043524","negative regulation of neuron apoptotic process","8/188","135/11888",0.0592592592592593,3.74720252167061,4.06916516288996,0.00135134462663298,0.0197825102516228,0.015325546841174,"ADAM8/ADORA2A/CLU/HSPG2/NPPC/NR4A2/NR4A3/TP73",8,"WT_heat_up","BP","with_iea",188,11888,135,3.74720252167061,FALSE,19,7,"positive regulation of programmed cell death",5.076,9,0.133433283358321,0.138121546961326,2.073,0.00149925037481259,0
"GO:0007622","rhythmic behavior","4/188","31/11888",0.129032258064516,8.159231297186,5.05920125201885,0.00136470046599253,0.0198058037456761,0.0153435923535821,"ADORA2A/CSF2/EGR1/EGR2",4,"WT_heat_up","BP","with_iea",188,11888,31,8.159231297186,TRUE,5,5,"positive regulation of locomotion",0.9695,3,0.0134932533733133,0.0207336523125997,0.4275,0.000499750124937531,0
"GO:0009187","cyclic nucleotide metabolic process","4/188","31/11888",0.129032258064516,8.159231297186,5.05920125201885,0.00136470046599253,0.0198058037456761,0.0153435923535821,"ADCY4/EPHA2/NPPC/NPR3",4,"WT_heat_up","BP","with_iea",188,11888,31,8.159231297186,FALSE,30,9,"positive regulation of miRNA transcription",0.652,2,0.00199900049975012,0.00303643724696356,0.4135,0.000999500249875062,0
"GO:0010876","lipid localization","13/188","313/11888",0.0415335463258786,2.62633403575556,3.69609857214394,0.00141721916057689,0.0204797292431862,0.0158656836679897,"ANXA2/C3/CLU/CRABP2/DAB2/ESYT3/FASLG/INHBA/PTGS2/SLC13A3/SPP1/STRA6/TNFSF11",13,"WT_heat_up","BP","with_iea",188,11888,313,2.62633403575556,TRUE,24,6,"lipid export from cell",7.617,12,0.0384807596201899,0.0515257628814407,4.8335,0.00249875062468766,0
"GO:0043500","muscle adaptation","6/188","78/11888",0.0769230769230769,4.86415711947627,4.34009518619749,0.0014439909279552,0.0207257343987396,0.0160562643115304,"ASB2/ATP2B4/GATM/NR4A3/PAK1/PDGFB",6,"WT_heat_up","BP","with_iea",188,11888,78,4.86415711947627,TRUE,8,12,"tissue remodeling",3.0735,6,0.0849575212393803,0.0871821484172288,1.1405,0.00149925037481259,0
"GO:0051962","positive regulation of nervous system development","10/188","203/11888",0.0492610837438424,3.11497746567446,3.85266750744707,0.00144655407891411,0.0207257343987396,0.0160562643115304,"CRABP2/EGR2/LTA/PAK1/PLXNB2/SEMA4A/SPINT1/TGM2/TP73/WNT3",10,"WT_heat_up","BP","with_iea",188,11888,203,3.11497746567446,FALSE,1,56,"blood vessel morphogenesis",7.4135,12,0.199400299850075,0.206810215322984,3.111,0.00249875062468766,0
"GO:0001763","morphogenesis of a branching structure","8/188","137/11888",0.0583941605839416,3.69249883522286,4.01791291607504,0.00148469799007384,0.0211821107312653,0.0164098198902898,"ADM/AREG/EPHA2/PAK1/SPINT1/SPRY1/TGM2/YAP1",8,"WT_heat_up","BP","with_iea",188,11888,137,3.69249883522286,FALSE,1,56,"blood vessel morphogenesis",5.586,9,0.186406796601699,0.187248995983936,2.057,0.00149925037481259,0
"GO:0032944","regulation of mononuclear cell proliferation","10/188","204/11888",0.0490196078431373,3.0997079682937,3.83442573719017,0.00150066618329528,0.0213195908825114,0.0165163260146822,"CD40LG/CD70/CD80/CDKN1A/GPR183/IL1A/IL2/IL23A/SDC4/TNFSF9",10,"WT_heat_up","BP","with_iea",188,11888,204,3.0997079682937,FALSE,12,23,"leukocyte proliferation",8.565,13,0.353823088455772,0.3585,3.091,0.00199900049975012,0
"GO:0002040","sprouting angiogenesis","7/188","107/11888",0.0654205607476635,4.13680652217141,4.13152769435785,0.00152439676309248,0.0215657306778672,0.0167070109639238,"EGR3/EPHA2/EPN2/NR4A1/PLK2/PTGS2/TGM2",7,"WT_heat_up","BP","with_iea",188,11888,107,4.13680652217141,FALSE,1,56,"blood vessel morphogenesis",3.652,7,0.0684657671164418,0.0693523712391637,1.6355,0.00249875062468766,0
"GO:0034112","positive regulation of homotypic cell-cell adhesion","3/188","15/11888",0.2,12.6468085106383,5.72129650903914,0.00153940957797956,0.0215966335377382,0.0167309514659357,"EMILIN2/PLAUR/TNFSF11",3,"WT_heat_up","BP","with_iea",188,11888,15,12.6468085106383,FALSE,10,7,"positive regulation of cell adhesion",0.5915,2,0.0124937531234383,0.0257234726688103,0.185,0.00199900049975012,0
"GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","3/188","15/11888",0.2,12.6468085106383,5.72129650903914,0.00153940957797956,0.0215966335377382,0.0167309514659357,"CD53/EHD2/TNFSF14",3,"WT_heat_up","BP","with_iea",188,11888,15,12.6468085106383,FALSE,28,7,"positive regulation of myoblast fusion",0.5095,2,0.0139930034982509,0.031980319803198,0.187,0.000499750124937531,0
"GO:0051146","striated muscle cell differentiation","10/188","205/11888",0.0487804878048781,3.0845874416191,3.81629540448976,0.00155641335018315,0.0216658031347927,0.0167845372791698,"ASB2/AVPR1A/CD53/EHD2/KDM6B/NEB/NEO1/PAK1/SDC1/TNFSF14",10,"WT_heat_up","BP","with_iea",188,11888,205,3.0845874416191,FALSE,18,31,"positive regulation of cell development",6.966,11,0.15192403798101,0.154,3.159,0.000499750124937531,0
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","12/188","278/11888",0.0431654676258993,2.72952701668452,3.69875668974257,0.00155720949171959,0.0216658031347927,0.0167845372791698,"C3/CD40LG/CD70/CD80/CLU/IGKC/IL2/IL23A/IL9/KLRC1/LTA/SEMA4A",12,"WT_heat_up","BP","with_iea",188,11888,278,2.72952701668452,FALSE,13,8,"humoral immune response",10.3415,15,0.333333333333333,0.348,4.269,0.000999500249875062,0
"GO:0002437","inflammatory response to antigenic stimulus","5/188","54/11888",0.0925925925925926,5.85500394011032,4.53255214593965,0.00158340331874196,0.0218496679270663,0.0169269776697264,"C3/FOSL2/KDM6B/LTA/PLK2",5,"WT_heat_up","BP","with_iea",188,11888,54,5.85500394011032,TRUE,22,5,"acute inflammatory response",2.15,5,0.0549725137431284,0.0580431177446103,0.7755,0.00199900049975012,0
"GO:0061180","mammary gland epithelium development","5/188","54/11888",0.0925925925925926,5.85500394011032,4.53255214593965,0.00158340331874196,0.0218496679270663,0.0169269776697264,"AREG/EPHA2/IRF6/TNFSF11/WNT3",5,"WT_heat_up","BP","with_iea",188,11888,54,5.85500394011032,TRUE,1,56,"blood vessel morphogenesis",2.344,5,0.0869565217391304,0.0926430517711172,0.752,0.000999500249875062,0
"GO:0045596","negative regulation of cell differentiation","17/188","481/11888",0.0353430353430353,2.23488300084045,3.5045701275818,0.00162320912119951,0.0222864751418816,0.0172653730172362,"AREG/CALCA/CCL3/EGFR/IL2/INHBA/NOTCH3/NPPC/PAK1/PDGFB/S1PR3/SPP1/SPRY1/TNFRSF11B/TP73/WNT3/YAP1",17,"WT_heat_up","BP","with_iea",188,11888,481,2.23488300084045,TRUE,18,31,"positive regulation of cell development",17.351,24,0.584707646176912,0.6035,7.4425,0.00249875062468766,0
"GO:0007369","gastrulation","8/188","139/11888",0.0575539568345324,3.63936935557937,3.96761244068165,0.00162829607511223,0.0222864751418816,0.0172653730172362,"EOMES/EPHA2/IL1RN/INHBA/ITGA3/KDM6B/NR4A3/WNT3",8,"WT_heat_up","BP","with_iea",188,11888,139,3.63936935557937,FALSE,1,56,"blood vessel morphogenesis",4.822,8,0.0994502748625687,0.0973406924234822,2.091,0.00199900049975012,0
"GO:0050767","regulation of neurogenesis","12/188","280/11888",0.0428571428571429,2.71003039513678,3.67050881118039,0.00165425440016999,0.0224591716345659,0.0173991613056928,"ANXA2/CRABP2/EGR2/LTA/PAK1/PLXNB2/SPINT1/SPP1/TGM2/TP73/WNT3/YAP1",12,"WT_heat_up","BP","with_iea",188,11888,280,2.71003039513678,FALSE,18,31,"positive regulation of cell development",10.6055,16,0.363818090954523,0.367,4.3375,0.00249875062468766,0.000502765208647562
"GO:0070482","response to oxygen levels","12/188","280/11888",0.0428571428571429,2.71003039513678,3.67050881118039,0.00165425440016999,0.0224591716345659,0.0173991613056928,"ADAM8/AK4/EGR1/FOSL2/HK2/HSPG2/INHBA/LTA/NPPC/NR4A2/PAK1/PTGS2",12,"WT_heat_up","BP","with_iea",188,11888,280,2.71003039513678,FALSE,26,3,"response to hypoxia",9.6505,15,0.260369815092454,0.274,4.264,0.000999500249875062,0
"GO:0042327","positive regulation of phosphorylation","10/188","207/11888",0.0483091787439614,3.05478466440539,3.780363850887,0.00167295893511548,0.0226218985322644,0.0175252261306961,"AREG/C3/CALCA/CD80/CDKN1A/EGFR/MST1R/PDGFB/PLAUR/SPHK1",10,"WT_heat_up","BP","with_iea",188,11888,207,3.05478466440539,TRUE,31,3,"positive regulation of phosphorylation",7.751,12,0.23688155922039,0.237,3.1705,0.00199900049975012,0
"GO:0048660","regulation of smooth muscle cell proliferation","7/188","109/11888",0.0642201834862385,4.06090181534257,4.06940169958407,0.0016965711095195,0.0228494197030087,0.0177014871974288,"CDKN1A/HBEGF/NOTCH3/NPPC/NR4A3/PAK1/PDGFB",7,"WT_heat_up","BP","with_iea",188,11888,109,4.06090181534257,TRUE,12,23,"leukocyte proliferation",4.7705,8,0.192903548225887,0.190452261306533,1.631,0.00149925037481259,0
"GO:0055006","cardiac cell development","5/188","55/11888",0.0909090909090909,5.74854932301741,4.47421645775236,0.00171974895701635,0.0229546520356365,0.0177830108778101,"ASB2/INHBA/NEB/PAK1/SPRY1",5,"WT_heat_up","BP","with_iea",188,11888,55,5.74854932301741,FALSE,1,56,"blood vessel morphogenesis",2.074,4,0.0489755122438781,0.0525423728813559,0.8145,0.00149925037481259,0
"GO:2000630","positive regulation of miRNA metabolic process","5/188","55/11888",0.0909090909090909,5.74854932301741,4.47421645775236,0.00171974895701635,0.0229546520356365,0.0177830108778101,"EGFR/EGR1/FOSL1/NOTCH3/PDGFB",5,"WT_heat_up","BP","with_iea",188,11888,55,5.74854932301741,TRUE,30,9,"positive regulation of miRNA transcription",2.415,5,0.0829585207396302,0.0883947939262473,0.849,0.000999500249875062,0.000859845227858985
"GO:0046850","regulation of bone remodeling","4/188","33/11888",0.121212121212121,7.66473243068988,4.85971761535455,0.00173165477191912,0.0229546520356365,0.0177830108778101,"ADAM8/CALCA/SPP1/TNFSF11",4,"WT_heat_up","BP","with_iea",188,11888,33,7.66473243068988,FALSE,17,13,"regulation of system process",1.131,3,0.0209895052473763,0.028673835125448,0.47,0.00149925037481259,0
"GO:0060428","lung epithelium development","4/188","33/11888",0.121212121212121,7.66473243068988,4.85971761535455,0.00173165477191912,0.0229546520356365,0.0177830108778101,"FOSL2/STRA6/TP73/YAP1",4,"WT_heat_up","BP","with_iea",188,11888,33,7.66473243068988,FALSE,1,56,"blood vessel morphogenesis",1.19,3,0.0289855072463768,0.0391459074733096,0.455,0.00299850074962519,0
"GO:0002237","response to molecule of bacterial origin","12/188","282/11888",0.0425531914893617,2.6908103214124,3.64250608904748,0.00175623400565631,0.0231891760668423,0.0179646970733388,"CD200/CD80/CSF2/FASLG/FOSL2/GFI1/IL1A/IL24/LTA/NR4A1/PTGER2/SERPINE1",12,"WT_heat_up","BP","with_iea",188,11888,282,2.6908103214124,FALSE,15,8,"response to bacterium",10.6535,16,0.375312343828086,0.38,4.3725,0.00199900049975012,0
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","11/188","245/11888",0.0448979591836735,2.83907946157186,3.68700063904198,0.0017829968910259,0.0234267478340893,0.0181487443555479,"CCN1/DAB2/EGR1/FAM83G/GDF6/HSPA1A/IL17F/INHBA/ITGA3/NEO1/SPRY1",11,"WT_heat_up","BP","with_iea",188,11888,245,2.83907946157186,TRUE,32,1,"transforming growth factor beta receptor superfamily signaling pathway",8.319,13,0.213893053473263,0.215,3.726,0.00249875062468766,0
"GO:0045582","positive regulation of T cell differentiation","7/188","110/11888",0.0636363636363636,4.02398452611219,4.03889215752585,0.00178814202357023,0.0234267478340893,0.0181487443555479,"ADAM8/CD80/CD83/EGR3/IL2/IL23A/TNFSF9",7,"WT_heat_up","BP","with_iea",188,11888,110,4.02398452611219,TRUE,18,31,"positive regulation of cell development",4.9355,8,0.221389305347326,0.218436873747495,1.673,0.00299850074962519,0
"GO:1902105","regulation of leukocyte differentiation","12/188","283/11888",0.0424028268551237,2.6813021577325,3.62859535938355,0.00180913297586028,0.0236098865493084,0.0182906222528836,"ADAM8/CALCA/CCL3/CD80/CD83/EGR3/IL2/IL23A/INHBA/TNFRSF11B/TNFSF11/TNFSF9",12,"WT_heat_up","BP","with_iea",188,11888,283,2.6813021577325,TRUE,18,31,"positive regulation of cell development",11.669,17,0.507746126936532,0.504,4.3135,0.00249875062468766,0
"GO:0051402","neuron apoptotic process","11/188","246/11888",0.0447154471544715,2.82753848815084,3.67149053716467,0.0018412494472521,0.0239362428142774,0.0185434510477168,"ADAM8/ADORA2A/CCL3/CLU/EGR1/FASLG/HSPG2/NPPC/NR4A2/NR4A3/TP73",11,"WT_heat_up","BP","with_iea",188,11888,246,2.82753848815084,TRUE,19,7,"positive regulation of programmed cell death",9.0175,14,0.291854072963518,0.29,3.796,0.00299850074962519,0
"GO:0035115","embryonic forelimb morphogenesis","3/188","16/11888",0.1875,11.8563829787234,5.50814453755662,0.0018727335883013,0.0241589808115344,0.0187160065812084,"ALDH1A2/CRABP2/WNT3",3,"WT_heat_up","BP","with_iea",188,11888,16,11.8563829787234,TRUE,1,56,"blood vessel morphogenesis",0.4545,2,0.00999500249875063,0.0224570673712021,0.2105,0.00199900049975012,0
"GO:0035795","negative regulation of mitochondrial membrane permeability","3/188","16/11888",0.1875,11.8563829787234,5.50814453755662,0.0018727335883013,0.0241589808115344,0.0187160065812084,"HK2/HSPA1A/IER3",3,"WT_heat_up","BP","with_iea",188,11888,16,11.8563829787234,TRUE,11,15,"regulation of body fluid levels",0.435,2,0.00999500249875063,0.0238095238095238,0.206,0.00199900049975012,0
"GO:1902107","positive regulation of leukocyte differentiation","9/188","176/11888",0.0511363636363636,3.23355899419729,3.78408039777486,0.00192482360820355,0.0245706249749957,0.019034908066853,"ADAM8/CALCA/CD80/CD83/EGR3/IL2/IL23A/TNFSF11/TNFSF9",9,"WT_heat_up","BP","with_iea",188,11888,176,3.23355899419729,FALSE,18,31,"positive regulation of cell development",7.7565,12,0.373313343328336,0.3665,2.6725,0.00249875062468766,0
