"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","arm","ontology","iea_variant","n_query_annotated","n_universe_annotated","term_size","fold_enrichment","simplify_kept","cluster_id","cluster_size","cluster_representative","k_null_matched_mean","k_null_matched_q95","p_matched","frac_matched_reaching_q","k_null_uniform_mean","p_uniform","frac_uniform_reaching_q"
"GO:0032604","granulocyte macrophage colony-stimulating factor production","3/200","10/11390",0.3,17.085,6.80287804196475,0.000584340598594653,0.0147826934125244,0.0121777053897408,"CD80/IL17F/IL23A",3,"KO_heat_up","BP","no_iea",200,11390,10,17.085,TRUE,7,8,"positive regulation of cytokine production",NA,NA,NA,NA,NA,NA,NA
"GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production","3/200","10/11390",0.3,17.085,6.80287804196475,0.000584340598594653,0.0147826934125244,0.0121777053897408,"CD80/IL17F/IL23A",3,"KO_heat_up","BP","no_iea",200,11390,10,17.085,TRUE,7,8,"positive regulation of cytokine production",NA,NA,NA,NA,NA,NA,NA
"GO:0045780","positive regulation of bone resorption","3/200","10/11390",0.3,17.085,6.80287804196475,0.000584340598594653,0.0147826934125244,0.0121777053897408,"ADAM8/SPP1/TNFSF11",3,"KO_heat_up","BP","no_iea",200,11390,10,17.085,TRUE,13,8,"regulation of coagulation",NA,NA,NA,NA,NA,NA,NA
"GO:0048245","eosinophil chemotaxis","3/200","10/11390",0.3,17.085,6.80287804196475,0.000584340598594653,0.0147826934125244,0.0121777053897408,"CCL22/CCL3/CCL4",3,"KO_heat_up","BP","no_iea",200,11390,10,17.085,FALSE,8,18,"positive regulation of cell motility",NA,NA,NA,NA,NA,NA,NA
"GO:0048520","positive regulation of behavior","3/200","10/11390",0.3,17.085,6.80287804196475,0.000584340598594653,0.0147826934125244,0.0121777053897408,"GRP/NR4A3/STRA6",3,"KO_heat_up","BP","no_iea",200,11390,10,17.085,TRUE,9,5,"positive regulation of locomotion",NA,NA,NA,NA,NA,NA,NA
"GO:0072497","mesenchymal stem cell differentiation","3/200","10/11390",0.3,17.085,6.80287804196475,0.000584340598594653,0.0147826934125244,0.0121777053897408,"LTBP3/SLC4A11/WNT3",3,"KO_heat_up","BP","no_iea",200,11390,10,17.085,TRUE,10,16,"osteoclast differentiation",NA,NA,NA,NA,NA,NA,NA
"GO:0006897","endocytosis","18/200","432/11390",0.0416666666666667,2.37291666666667,3.88922576011707,0.000599348270155541,0.0150179552264688,0.0123715096566442,"ADM/ADORA2A/ANXA2/BICD1/C3/CALCA/CLU/EHD2/EPN2/HAVCR1/MST1R/OPHN1/PAK1/PLXNB2/RAB34/SERPINE1/SPHK1/TGM2",18,"KO_heat_up","BP","no_iea",200,11390,432,2.37291666666667,TRUE,17,9,"positive regulation of secretion by cell",NA,NA,NA,NA,NA,NA,NA
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","9/200","135/11390",0.0666666666666667,3.79666666666667,4.36996130823723,0.000616080094097089,0.0152915729015985,0.0125969107621242,"ADAM8/CCL3/EGFR/FAM110C/HBEGF/MST1R/PDGFA/PDGFB/RET",9,"KO_heat_up","BP","no_iea",200,11390,135,3.79666666666667,TRUE,4,23,"G protein-coupled receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA
"GO:0002274","myeloid leukocyte activation","9/200","137/11390",0.0656934306569343,3.74124087591241,4.31535048744729,0.000685234470206857,0.0168490830945256,0.0138799584275053,"BATF3/CCL3/CD200/CLU/CSF2/GRP/HAVCR1/NR4A3/SPHK1",9,"KO_heat_up","BP","no_iea",200,11390,137,3.74124087591241,FALSE,6,18,"regulation of cell activation",NA,NA,NA,NA,NA,NA,NA
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","9/200","139/11390",0.0647482014388489,3.68741007194245,4.26175549033185,0.000760606339355802,0.0183677611844773,0.0151310169352612,"ADCY4/ADM/ADORA2A/ADORA2B/APLP1/ATP2B4/CALCA/PTGER2/S1PR3",9,"KO_heat_up","BP","no_iea",200,11390,139,3.68741007194245,FALSE,4,23,"G protein-coupled receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA
"GO:0048812","neuron projection morphogenesis","15/200","332/11390",0.0451807228915663,2.5730421686747,3.8887843924826,0.000760960079478534,0.0183677611844773,0.0151310169352612,"ACTBL2/APLP1/ARHGEF25/EFNA2/GAP43/LZTS3/MYO16/NOTCH3/OPHN1/PAK1/PARD3/PLXNB2/RET/SEMA4A/TANC2",15,"KO_heat_up","BP","no_iea",200,11390,332,2.5730421686747,FALSE,18,8,"axonogenesis",NA,NA,NA,NA,NA,NA,NA
"GO:0033993","response to lipid","17/200","405/11390",0.0419753086419753,2.39049382716049,3.80924843029206,0.000783804324917017,0.0183860451117346,0.0151460788913808,"ALDH1A2/CCL3/CD200/CD80/EGFR/GFI1/HSPA1A/IL1A/IL1RN/ILDR1/NR4A1/PAK1/PTGER2/RET/SERPINE1/SPP1/WNT3",17,"KO_heat_up","BP","no_iea",200,11390,405,2.39049382716049,TRUE,15,5,"cytokine-mediated signaling pathway",NA,NA,NA,NA,NA,NA,NA
"GO:0072210","metanephric nephron development","3/200","11/11390",0.272727272727273,15.5318181818182,6.44624786180075,0.000793102536076665,0.0183860451117346,0.0151460788913808,"EGR1/PDGFB/RET",3,"KO_heat_up","BP","no_iea",200,11390,11,15.5318181818182,FALSE,3,23,"tube development",NA,NA,NA,NA,NA,NA,NA
"GO:0030193","regulation of blood coagulation","5/200","42/11390",0.119047619047619,6.77976190476191,5.01669480170124,0.000796658739162961,0.0183860451117346,0.0151460788913808,"F3/PDGFA/PDGFB/PLAUR/SERPINE1",5,"KO_heat_up","BP","no_iea",200,11390,42,6.77976190476191,TRUE,19,5,"regulation of body fluid levels",NA,NA,NA,NA,NA,NA,NA
"GO:0045670","regulation of osteoclast differentiation","5/200","42/11390",0.119047619047619,6.77976190476191,5.01669480170124,0.000796658739162961,0.0183860451117346,0.0151460788913808,"CALCA/CCL3/IL23A/TNFRSF11B/TNFSF11",5,"KO_heat_up","BP","no_iea",200,11390,42,6.77976190476191,TRUE,10,16,"osteoclast differentiation",NA,NA,NA,NA,NA,NA,NA
"GO:1902895","positive regulation of miRNA transcription","5/200","42/11390",0.119047619047619,6.77976190476191,5.01669480170124,0.000796658739162961,0.0183860451117346,0.0151460788913808,"EGFR/EGR1/FOSL1/NOTCH3/PDGFB",5,"KO_heat_up","BP","no_iea",200,11390,42,6.77976190476191,TRUE,16,7,"cyclic nucleotide metabolic process",NA,NA,NA,NA,NA,NA,NA
"GO:0042327","positive regulation of phosphorylation","11/200","202/11390",0.0544554455445545,3.10123762376238,4.02825890086776,0.000871607682275839,0.0198196508239288,0.0163270563709893,"C3/CALCA/CARD10/CD80/CDKN1A/EGFR/MST1R/PDGFA/PDGFB/PLAUR/SPHK1",11,"KO_heat_up","BP","no_iea",200,11390,202,3.10123762376238,TRUE,20,6,"positive regulation of protein phosphorylation",NA,NA,NA,NA,NA,NA,NA
"GO:0014910","regulation of smooth muscle cell migration","4/200","25/11390",0.16,9.112,5.42820170782164,0.000873842453658585,0.0198196508239288,0.0163270563709893,"NR4A3/PDGFA/PDGFB/SERPINE1",4,"KO_heat_up","BP","no_iea",200,11390,25,9.112,TRUE,8,18,"positive regulation of cell motility",NA,NA,NA,NA,NA,NA,NA
"GO:1900046","regulation of hemostasis","5/200","43/11390",0.116279069767442,6.62209302325581,4.9378111790645,0.000888788383313703,0.0199863439016953,0.0164643749999362,"F3/PDGFA/PDGFB/PLAUR/SERPINE1",5,"KO_heat_up","BP","no_iea",200,11390,43,6.62209302325581,TRUE,19,5,"regulation of body fluid levels",NA,NA,NA,NA,NA,NA,NA
"GO:0060284","regulation of cell development","18/200","448/11390",0.0401785714285714,2.28816964285714,3.71883117615566,0.0009131640487069,0.0203604628148123,0.01677256713905,"ADAM8/ANXA2/CALCA/CCL3/CD80/EGR2/HSPA1A/IL2/IL23A/INHBA/NPPC/PLXNB2/S1PR3/TGM2/TNFRSF11B/TNFSF11/TNFSF9/WNT3",18,"KO_heat_up","BP","no_iea",200,11390,448,2.28816964285714,TRUE,10,16,"osteoclast differentiation",NA,NA,NA,NA,NA,NA,NA
"GO:0050729","positive regulation of inflammatory response","8/200","115/11390",0.0695652173913043,3.96173913043478,4.26756553621596,0.000934017393651192,0.0206504181739184,0.017011426921962,"ADAM8/CAMK2N1/CCL3/IL2/IL23A/MAPK13/SERPINE1/TNFSF11",8,"KO_heat_up","BP","no_iea",200,11390,115,3.96173913043478,FALSE,2,9,"inflammatory response",NA,NA,NA,NA,NA,NA,NA
"GO:0061564","axon development","12/200","238/11390",0.0504201680672269,2.87142857142857,3.90057025721633,0.00100686085053982,0.0219679620074218,0.0180967948041695,"ACTBL2/APLP1/ARHGEF25/EFNA2/GAP43/NOTCH3/OPHN1/PAK1/PARD3/PLXNB2/RET/SEMA4A",12,"KO_heat_up","BP","no_iea",200,11390,238,2.87142857142857,TRUE,18,8,"axonogenesis",NA,NA,NA,NA,NA,NA,NA
"GO:0045124","regulation of bone resorption","4/200","26/11390",0.153846153846154,8.76153846153846,5.29677623623256,0.00101865882360527,0.0219679620074218,0.0180967948041695,"ADAM8/CALCA/SPP1/TNFSF11",4,"KO_heat_up","BP","no_iea",200,11390,26,8.76153846153846,FALSE,13,8,"regulation of coagulation",NA,NA,NA,NA,NA,NA,NA
"GO:0048247","lymphocyte chemotaxis","4/200","26/11390",0.153846153846154,8.76153846153846,5.29677623623256,0.00101865882360527,0.0219679620074218,0.0180967948041695,"ADAM8/CCL3/CCL4/GPR183",4,"KO_heat_up","BP","no_iea",200,11390,26,8.76153846153846,FALSE,8,18,"positive regulation of cell motility",NA,NA,NA,NA,NA,NA,NA
"GO:0048259","regulation of receptor-mediated endocytosis","6/200","66/11390",0.0909090909090909,5.17727272727273,4.54996042288889,0.00102928798242486,0.0220167209899172,0.0181369615388343,"ANXA2/BICD1/C3/CLU/OPHN1/SERPINE1",6,"KO_heat_up","BP","no_iea",200,11390,66,5.17727272727273,FALSE,17,9,"positive regulation of secretion by cell",NA,NA,NA,NA,NA,NA,NA
"GO:0071800","podosome assembly","3/200","12/11390",0.25,14.2375,6.13347193582872,0.00104383864678902,0.0221478990298541,0.018245023546168,"ASB2/CSF2/SH3PXD2B",3,"KO_heat_up","BP","no_iea",200,11390,12,14.2375,TRUE,21,1,"podosome assembly",NA,NA,NA,NA,NA,NA,NA
"GO:0050817","coagulation","9/200","146/11390",0.0616438356164384,3.51061643835616,4.08168164569409,0.00107946610892159,0.0227206026605816,0.0187168060485857,"ADORA2A/CD40LG/F3/PDGFA/PDGFB/PLAUR/PLEK/PROCR/SERPINE1",9,"KO_heat_up","BP","no_iea",200,11390,146,3.51061643835616,TRUE,11,8,"tissue remodeling",NA,NA,NA,NA,NA,NA,NA
"GO:0019730","antimicrobial humoral response","6/200","67/11390",0.0895522388059701,5.1,4.49969684624978,0.00111427558729731,0.0232671354776128,0.0191670295258576,"ADM/CALCA/CCL20/CCL22/CCL3/CCL4",6,"KO_heat_up","BP","no_iea",200,11390,67,5.1,FALSE,12,3,"humoral immune response",NA,NA,NA,NA,NA,NA,NA
"GO:0120039","plasma membrane bounded cell projection morphogenesis","15/200","346/11390",0.0433526011560694,2.46893063583815,3.70953001949258,0.00115562956335795,0.0239406407968091,0.0197218505673768,"ACTBL2/APLP1/ARHGEF25/EFNA2/GAP43/LZTS3/MYO16/NOTCH3/OPHN1/PAK1/PARD3/PLXNB2/RET/SEMA4A/TANC2",15,"KO_heat_up","BP","no_iea",200,11390,346,2.46893063583815,FALSE,18,8,"axonogenesis",NA,NA,NA,NA,NA,NA,NA
"GO:0070371","ERK1 and ERK2 cascade","10/200","178/11390",0.0561797752808989,3.19943820224719,3.95387533294741,0.00117649223446647,0.024182430225635,0.0199210321609084,"CCL3/CCN1/EGFR/EPHA2/GPR183/IL1A/PDGFA/PDGFB/SPRY1/TNFSF11",10,"KO_heat_up","BP","no_iea",200,11390,178,3.19943820224719,FALSE,4,23,"G protein-coupled receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA
"GO:0043500","muscle adaptation","5/200","46/11390",0.108695652173913,6.19021739130435,4.71546044884711,0.00121297340893564,0.0247390158055013,0.0203795369155323,"ASB2/ATP2B4/GATM/NR4A3/PDGFB",5,"KO_heat_up","BP","no_iea",200,11390,46,6.19021739130435,TRUE,11,8,"tissue remodeling",NA,NA,NA,NA,NA,NA,NA
"GO:0050863","regulation of T cell activation","12/200","245/11390",0.0489795918367347,2.78938775510204,3.78521208448879,0.00129210458345506,0.026150208915925,0.021542051314445,"ADAM8/CD40LG/CD70/CD80/HSPH1/IL1A/IL2/IL23A/SDC4/TNFSF11/TNFSF14/TNFSF9",12,"KO_heat_up","BP","no_iea",200,11390,245,2.78938775510204,FALSE,6,18,"regulation of cell activation",NA,NA,NA,NA,NA,NA,NA
"GO:0070848","response to growth factor","16/200","387/11390",0.041343669250646,2.35452196382429,3.62433830175469,0.00130822976272874,0.026274446608697,0.0216443959940416,"ATP2B4/CCN1/EGFR/EGR3/EPHA2/EPN2/FAM83G/GDF6/HSPA1A/IL17F/ITGA3/LTBP3/NR4A1/PDGFB/SPHK1/SPRY1",16,"KO_heat_up","BP","no_iea",200,11390,387,2.35452196382429,FALSE,15,5,"cytokine-mediated signaling pathway",NA,NA,NA,NA,NA,NA,NA
"GO:2000401","regulation of lymphocyte migration","5/200","47/11390",0.106382978723404,6.05851063829787,4.64569165846889,0.00133829212393083,0.0266518544829515,0.0219552975176127,"ADAM8/CCL20/CCL3/CCL4/CD200",5,"KO_heat_up","BP","no_iea",200,11390,47,6.05851063829787,FALSE,8,18,"positive regulation of cell motility",NA,NA,NA,NA,NA,NA,NA
"GO:0002762","negative regulation of myeloid leukocyte differentiation","4/200","28/11390",0.142857142857143,8.13571428571429,5.05396030786194,0.00135741106070524,0.0266518544829515,0.0219552975176127,"CALCA/CCL3/INHBA/TNFRSF11B",4,"KO_heat_up","BP","no_iea",200,11390,28,8.13571428571429,FALSE,10,16,"osteoclast differentiation",NA,NA,NA,NA,NA,NA,NA
"GO:0050795","regulation of behavior","4/200","28/11390",0.142857142857143,8.13571428571429,5.05396030786194,0.00135741106070524,0.0266518544829515,0.0219552975176127,"CCL3/GRP/NR4A3/STRA6",4,"KO_heat_up","BP","no_iea",200,11390,28,8.13571428571429,FALSE,9,5,"positive regulation of locomotion",NA,NA,NA,NA,NA,NA,NA
"GO:0042110","T cell activation","15/200","352/11390",0.0426136363636364,2.42684659090909,3.6353494990376,0.00137133038537122,0.0267257055104569,0.0220161346080261,"ADAM8/CD40LG/CD70/CD80/EOMES/GPR183/HSPH1/IL1A/IL2/IL23A/KLRC1/SDC4/TNFSF11/TNFSF14/TNFSF9",15,"KO_heat_up","BP","no_iea",200,11390,352,2.42684659090909,FALSE,6,18,"regulation of cell activation",NA,NA,NA,NA,NA,NA,NA
"GO:0072678","T cell migration","5/200","48/11390",0.104166666666667,5.93229166666667,4.57791050808476,0.0014729136047212,0.0281634679293181,0.0232005363045734,"ADAM8/CCL20/CCL3/CD200/GPR183",5,"KO_heat_up","BP","no_iea",200,11390,48,5.93229166666667,FALSE,8,18,"positive regulation of cell motility",NA,NA,NA,NA,NA,NA,NA
"GO:2000630","positive regulation of miRNA metabolic process","5/200","48/11390",0.104166666666667,5.93229166666667,4.57791050808476,0.0014729136047212,0.0281634679293181,0.0232005363045734,"EGFR/EGR1/FOSL1/NOTCH3/PDGFB",5,"KO_heat_up","BP","no_iea",200,11390,48,5.93229166666667,TRUE,16,7,"cyclic nucleotide metabolic process",NA,NA,NA,NA,NA,NA,NA
"GO:0001822","kidney development","7/200","96/11390",0.0729166666666667,4.15260416666667,4.14690342156428,0.00147721724600756,0.0281634679293181,0.0232005363045734,"EGR1/GDF6/ITGA3/PDGFA/PDGFB/RET/STRA6",7,"KO_heat_up","BP","no_iea",200,11390,96,4.15260416666667,FALSE,3,23,"tube development",NA,NA,NA,NA,NA,NA,NA
"GO:0042325","regulation of phosphorylation","15/200","355/11390",0.0422535211267606,2.40633802816901,3.59882293310283,0.00149129573564435,0.0282273315142466,0.0232531459272375,"C3/CALCA/CARD10/CD80/CDKN1A/EGFR/GPRC5A/INHBA/MST1R/PARD3/PDGFA/PDGFB/PLAUR/PLXNB2/SPHK1",15,"KO_heat_up","BP","no_iea",200,11390,355,2.40633802816901,FALSE,20,6,"positive regulation of protein phosphorylation",NA,NA,NA,NA,NA,NA,NA
"GO:0000165","MAPK cascade","18/200","469/11390",0.0383795309168444,2.18571428571429,3.50572641691695,0.00153098155746715,0.0287715176978291,0.0237014362919163,"ADAM8/CCL3/CCN1/EGFR/EPHA2/GDF6/GPR183/IL1A/MAPK12/MAPK13/MST1R/PAK1/PDGFA/PDGFB/RET/SPHK1/SPRY1/TNFSF11",18,"KO_heat_up","BP","no_iea",200,11390,469,2.18571428571429,FALSE,4,23,"G protein-coupled receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA
"GO:2000403","positive regulation of lymphocyte migration","4/200","29/11390",0.137931034482759,7.8551724137931,4.94142095080644,0.00155318922061902,0.0289581942421513,0.0238552169255594,"ADAM8/CCL20/CCL3/CCL4",4,"KO_heat_up","BP","no_iea",200,11390,29,7.8551724137931,FALSE,8,18,"positive regulation of cell motility",NA,NA,NA,NA,NA,NA,NA
"GO:1903034","regulation of response to wounding","7/200","97/11390",0.0721649484536082,4.10979381443299,4.11202313573384,0.0015689017935059,0.0289581942421513,0.0238552169255594,"CLDN4/F3/HBEGF/PDGFA/PDGFB/PLAUR/SERPINE1",7,"KO_heat_up","BP","no_iea",200,11390,97,4.10979381443299,FALSE,2,9,"inflammatory response",NA,NA,NA,NA,NA,NA,NA
"GO:0043408","regulation of MAPK cascade","16/200","394/11390",0.0406091370558376,2.31269035532995,3.54515959375041,0.00157393454071746,0.0289581942421513,0.0238552169255594,"ADAM8/CCL3/CCN1/EGFR/EPHA2/GDF6/GPR183/IL1A/MST1R/PAK1/PDGFA/PDGFB/RET/SPHK1/SPRY1/TNFSF11",16,"KO_heat_up","BP","no_iea",200,11390,394,2.31269035532995,FALSE,4,23,"G protein-coupled receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA
"GO:0150076","neuroinflammatory response","5/200","49/11390",0.102040816326531,5.81122448979592,4.51201710327845,0.00161724848037598,0.02944456940563,0.0242558836568814,"CCL3/CD200/CLU/DAGLA/SPHK1",5,"KO_heat_up","BP","no_iea",200,11390,49,5.81122448979592,FALSE,2,9,"inflammatory response",NA,NA,NA,NA,NA,NA,NA
"GO:0007369","gastrulation","6/200","72/11390",0.0833333333333333,4.74583333333333,4.26258060436003,0.00162275277986178,0.02944456940563,0.0242558836568814,"EOMES/IL1RN/INHBA/ITGA3/KDM6B/NR4A3",6,"KO_heat_up","BP","no_iea",200,11390,72,4.74583333333333,TRUE,3,23,"tube development",NA,NA,NA,NA,NA,NA,NA
"GO:0050673","epithelial cell proliferation","10/200","186/11390",0.0537634408602151,3.06182795698925,3.79022591887233,0.00163685729691906,0.0294970653985894,0.0242991288706297,"AREG/CALCA/EGFR/EGR3/EPHA2/F3/NR4A1/NR4A3/PDGFB/TGM1",10,"KO_heat_up","BP","no_iea",200,11390,186,3.06182795698925,TRUE,1,12,"positive regulation of cell population proliferation",NA,NA,NA,NA,NA,NA,NA
"GO:0072001","renal system development","7/200","98/11390",0.0714285714285714,4.06785714285714,4.07760813146879,0.00166496125297019,0.0295399363084777,0.024334445121589,"EGR1/GDF6/ITGA3/PDGFA/PDGFB/RET/STRA6",7,"KO_heat_up","BP","no_iea",200,11390,98,4.06785714285714,FALSE,3,23,"tube development",NA,NA,NA,NA,NA,NA,NA
"GO:0009190","cyclic nucleotide biosynthetic process","3/200","14/11390",0.214285714285714,12.2035714285714,5.60748944194835,0.00168289447943089,0.0295399363084777,0.024334445121589,"ADCY4/NPPC/NPR3",3,"KO_heat_up","BP","no_iea",200,11390,14,12.2035714285714,FALSE,16,7,"cyclic nucleotide metabolic process",NA,NA,NA,NA,NA,NA,NA
"GO:0010755","regulation of plasminogen activation","3/200","14/11390",0.214285714285714,12.2035714285714,5.60748944194835,0.00168289447943089,0.0295399363084777,0.024334445121589,"ANXA2/PLAUR/SERPINE1",3,"KO_heat_up","BP","no_iea",200,11390,14,12.2035714285714,FALSE,7,8,"positive regulation of cytokine production",NA,NA,NA,NA,NA,NA,NA
"GO:0001932","regulation of protein phosphorylation","14/200","323/11390",0.043343653250774,2.46842105263158,3.57914802017231,0.00168414688189724,0.0295399363084777,0.024334445121589,"C3/CALCA/CARD10/CD80/CDKN1A/EGFR/GPRC5A/MST1R/PARD3/PDGFA/PDGFB/PLAUR/PLXNB2/SPHK1",14,"KO_heat_up","BP","no_iea",200,11390,323,2.46842105263158,FALSE,20,6,"positive regulation of protein phosphorylation",NA,NA,NA,NA,NA,NA,NA
"GO:0022603","regulation of anatomical structure morphogenesis","18/200","474/11390",0.0379746835443038,2.1626582278481,3.45662469024147,0.00172169021321987,0.0299984566290165,0.0247121655560803,"ATP2B4/CCL3/CLDN4/EPHA2/EPN2/F3/FASLG/HK2/IL17F/IL1A/LZTS3/PAK1/PDGFA/PLXNB2/SERPINE1/SPHK1/TANC2/TGM2",18,"KO_heat_up","BP","no_iea",200,11390,474,2.1626582278481,TRUE,10,16,"osteoclast differentiation",NA,NA,NA,NA,NA,NA,NA
"GO:0014909","smooth muscle cell migration","4/200","30/11390",0.133333333333333,7.59333333333333,4.83414023974294,0.00176778988384505,0.0302016570415346,0.0248795582422212,"NR4A3/PDGFA/PDGFB/SERPINE1",4,"KO_heat_up","BP","no_iea",200,11390,30,7.59333333333333,FALSE,8,18,"positive regulation of cell motility",NA,NA,NA,NA,NA,NA,NA
"GO:0046850","regulation of bone remodeling","4/200","30/11390",0.133333333333333,7.59333333333333,4.83414023974294,0.00176778988384505,0.0302016570415346,0.0248795582422212,"ADAM8/CALCA/SPP1/TNFSF11",4,"KO_heat_up","BP","no_iea",200,11390,30,7.59333333333333,FALSE,13,8,"regulation of coagulation",NA,NA,NA,NA,NA,NA,NA
"GO:0070613","regulation of protein processing","4/200","30/11390",0.133333333333333,7.59333333333333,4.83414023974294,0.00176778988384505,0.0302016570415346,0.0248795582422212,"ADAM8/ANXA2/PLAUR/SERPINE1",4,"KO_heat_up","BP","no_iea",200,11390,30,7.59333333333333,FALSE,7,8,"positive regulation of cytokine production",NA,NA,NA,NA,NA,NA,NA
"GO:0008544","epidermis development","8/200","129/11390",0.062015503875969,3.53178294573643,3.86612237815304,0.00195489743574258,0.0325247391850668,0.0267932697121577,"CLDN4/CRABP2/EPHA2/INHBA/LAMC2/PDGFA/SPINT1/TGM1",8,"KO_heat_up","BP","no_iea",200,11390,129,3.53178294573643,FALSE,3,23,"tube development",NA,NA,NA,NA,NA,NA,NA
"GO:0043588","skin development","7/200","101/11390",0.0693069306930693,3.9470297029703,3.97704233968812,0.00198080777143234,0.0325247391850668,0.0267932697121577,"CLDN4/EPHA2/INHBA/ITGA3/PDGFA/RIPK4/TGM1",7,"KO_heat_up","BP","no_iea",200,11390,101,3.9470297029703,FALSE,3,23,"tube development",NA,NA,NA,NA,NA,NA,NA
"GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway","16/200","403/11390",0.0397022332506203,2.26104218362283,3.4457623900023,0.00198110867379315,0.0325247391850668,0.0267932697121577,"AREG/EFNA2/EGFR/EPHA2/EPN2/F3/GPRC5A/HBEGF/MST1R/NR4A3/PAK1/PDGFA/PDGFB/PLAUR/RET/SPRY1",16,"KO_heat_up","BP","no_iea",200,11390,403,2.26104218362283,FALSE,4,23,"G protein-coupled receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA
"GO:0003073","regulation of systemic arterial blood pressure","4/200","31/11390",0.129032258064516,7.34838709677419,4.73169724166578,0.0020021210462331,0.0325247391850668,0.0267932697121577,"ADM/AVPR1A/CALCA/PDGFB",4,"KO_heat_up","BP","no_iea",200,11390,31,7.34838709677419,TRUE,11,8,"tissue remodeling",NA,NA,NA,NA,NA,NA,NA
"GO:0030195","negative regulation of blood coagulation","4/200","31/11390",0.129032258064516,7.34838709677419,4.73169724166578,0.0020021210462331,0.0325247391850668,0.0267932697121577,"PDGFA/PDGFB/PLAUR/SERPINE1",4,"KO_heat_up","BP","no_iea",200,11390,31,7.34838709677419,FALSE,19,5,"regulation of body fluid levels",NA,NA,NA,NA,NA,NA,NA
"GO:0045453","bone resorption","4/200","31/11390",0.129032258064516,7.34838709677419,4.73169724166578,0.0020021210462331,0.0325247391850668,0.0267932697121577,"ADAM8/CALCA/SPP1/TNFSF11",4,"KO_heat_up","BP","no_iea",200,11390,31,7.34838709677419,FALSE,13,8,"regulation of coagulation",NA,NA,NA,NA,NA,NA,NA
"GO:1900047","negative regulation of hemostasis","4/200","31/11390",0.129032258064516,7.34838709677419,4.73169724166578,0.0020021210462331,0.0325247391850668,0.0267932697121577,"PDGFA/PDGFB/PLAUR/SERPINE1",4,"KO_heat_up","BP","no_iea",200,11390,31,7.34838709677419,FALSE,19,5,"regulation of body fluid levels",NA,NA,NA,NA,NA,NA,NA
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","6/200","75/11390",0.08,4.556,4.13054973616121,0.00200266353020936,0.0325247391850668,0.0267932697121577,"ADAM8/CCL3/CLU/IL17F/IL1A/IL23A",6,"KO_heat_up","BP","no_iea",200,11390,75,4.556,FALSE,7,8,"positive regulation of cytokine production",NA,NA,NA,NA,NA,NA,NA
"GO:0042104","positive regulation of activated T cell proliferation","3/200","15/11390",0.2,11.39,5.38304766631029,0.00207656937787912,0.0335181229030673,0.0276116005750928,"IL2/IL23A/TNFSF9",3,"KO_heat_up","BP","no_iea",200,11390,15,11.39,FALSE,6,18,"regulation of cell activation",NA,NA,NA,NA,NA,NA,NA
"GO:0035051","cardiocyte differentiation","5/200","52/11390",0.0961538461538462,5.47596153846154,4.32476528774839,0.00211268826423727,0.0336877746861106,0.0277513565299173,"ASB2/EGFR/KDM6B/NEB/SPRY1",5,"KO_heat_up","BP","no_iea",200,11390,52,5.47596153846154,FALSE,3,23,"tube development",NA,NA,NA,NA,NA,NA,NA
"GO:1905954","positive regulation of lipid localization","5/200","52/11390",0.0961538461538462,5.47596153846154,4.32476528774839,0.00211268826423727,0.0336877746861106,0.0277513565299173,"ANXA2/C3/FASLG/SPP1/TNFSF11",5,"KO_heat_up","BP","no_iea",200,11390,52,5.47596153846154,TRUE,9,5,"positive regulation of locomotion",NA,NA,NA,NA,NA,NA,NA
"GO:0048729","tissue morphogenesis","11/200","227/11390",0.0484581497797357,2.75969162995595,3.58015463795128,0.00222136290343227,0.0352072638489778,0.0290030831843186,"EOMES/EPHA2/ITGA3/KDM6B/OPHN1/PAK1/PDGFA/PLXNB2/RET/RIPK4/TMEFF2",11,"KO_heat_up","BP","no_iea",200,11390,227,2.75969162995595,TRUE,3,23,"tube development",NA,NA,NA,NA,NA,NA,NA
"GO:0048008","platelet-derived growth factor receptor signaling pathway","4/200","32/11390",0.125,7.11875,4.63371711788334,0.0022570825045414,0.0353475242229072,0.0291186270479369,"F3/NR4A3/PDGFA/PDGFB",4,"KO_heat_up","BP","no_iea",200,11390,32,7.11875,FALSE,4,23,"G protein-coupled receptor signaling pathway",NA,NA,NA,NA,NA,NA,NA
"GO:1903317","regulation of protein maturation","4/200","32/11390",0.125,7.11875,4.63371711788334,0.0022570825045414,0.0353475242229072,0.0291186270479369,"ADAM8/ANXA2/PLAUR/SERPINE1",4,"KO_heat_up","BP","no_iea",200,11390,32,7.11875,FALSE,7,8,"positive regulation of cytokine production",NA,NA,NA,NA,NA,NA,NA
