"arm","ontology","iea_variant","ID","cluster_id","Description","p.adjust","Count","cluster_size","cluster_representative","cluster_min_padj"
"Interaction_up","BP","with_iea","GO:0052372",2,"modulation by symbiont of entry into host",0.0490933975775231,1,12,"regulation of viral life cycle",0.000728675507212398
"Interaction_fdrOnly_up","BP","with_iea","GO:0009615",1,"response to virus",3.13673729836134e-12,12,9,"response to virus",3.13673729836134e-12
"Interaction_fdrOnly_up","BP","with_iea","GO:0051607",1,"defense response to virus",3.93330920032771e-12,11,9,"response to virus",3.13673729836134e-12
"Interaction_fdrOnly_up","BP","with_iea","GO:0050792",2,"regulation of viral process",2.2182994920077e-06,6,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:1903900",2,"regulation of viral life cycle",2.49396763103873e-05,5,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0016032",2,"viral process",2.49396763103873e-05,7,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0001819",3,"positive regulation of cytokine production",0.000112884070928501,7,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0045088",4,"regulation of innate immune response",0.000112884070928501,7,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0048525",2,"negative regulation of viral process",0.000112884070928501,4,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0140374",1,"antiviral innate immune response",0.000166328158887219,4,9,"response to virus",3.13673729836134e-12
"Interaction_fdrOnly_up","BP","with_iea","GO:0002218",4,"activation of innate immune response",0.000198769685421056,6,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0002831",4,"regulation of response to biotic stimulus",0.000208508284727394,7,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0034340",1,"response to type I interferon",0.000251768300555465,4,9,"response to virus",3.13673729836134e-12
"Interaction_fdrOnly_up","BP","with_iea","GO:0032481",3,"positive regulation of type I interferon production",0.000295246690961704,4,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0002753",5,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322,5,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0045089",4,"positive regulation of innate immune response",0.00034518817134585,6,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0030522",5,"intracellular receptor signaling pathway",0.000361442933443294,6,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0002833",4,"positive regulation of response to biotic stimulus",0.000421569686455312,6,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0019058",2,"viral life cycle",0.000676565208904795,5,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0045071",2,"negative regulation of viral genome replication",0.00078437032275413,3,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0032479",3,"regulation of type I interferon production",0.000804213721556177,4,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032606",3,"type I interferon production",0.000804213721556177,4,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0002221",5,"pattern recognition receptor signaling pathway",0.00100200393708188,5,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0031349",4,"positive regulation of defense response",0.00100200393708188,6,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0002758",4,"innate immune response-activating signaling pathway",0.00109372432673299,5,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0039530",5,"MDA-5 signaling pathway",0.00201406580354392,2,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0062207",5,"regulation of pattern recognition receptor signaling pathway",0.00201406580354392,4,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0045069",2,"regulation of viral genome replication",0.00249488698231539,3,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0051092",6,"positive regulation of NF-kappaB transcription factor activity",0.00299080677429124,3,3,"positive regulation of NF-kappaB transcription factor activity",0.00299080677429124
"Interaction_fdrOnly_up","BP","with_iea","GO:0060337",1,"type I interferon-mediated signaling pathway",0.00326593918572274,3,9,"response to virus",3.13673729836134e-12
"Interaction_fdrOnly_up","BP","with_iea","GO:0071357",1,"cellular response to type I interferon",0.0032855365612482,3,9,"response to virus",3.13673729836134e-12
"Interaction_fdrOnly_up","BP","with_iea","GO:0045824",4,"negative regulation of innate immune response",0.00460737203965076,3,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0046596",2,"regulation of viral entry into host cell",0.00491391696573088,2,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0019079",2,"viral genome replication",0.00547789151904861,3,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0051091",6,"positive regulation of DNA-binding transcription factor activity",0.00547789151904861,3,3,"positive regulation of NF-kappaB transcription factor activity",0.00299080677429124
"Interaction_fdrOnly_up","BP","with_iea","GO:0140888",7,"interferon-mediated signaling pathway",0.00584269041720462,3,1,"interferon-mediated signaling pathway",0.00584269041720462
"Interaction_fdrOnly_up","BP","with_iea","GO:0052372",2,"modulation by symbiont of entry into host",0.00738617719590634,2,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0002757",5,"immune response-activating signaling pathway",0.00765705024592348,5,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0032727",3,"positive regulation of interferon-alpha production",0.00765705024592348,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0002764",5,"immune response-regulating signaling pathway",0.00867841120388829,5,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0002832",4,"negative regulation of response to biotic stimulus",0.00867841120388829,3,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0039531",5,"regulation of cytoplasmic pattern recognition receptor signaling pathway",0.00935450332004595,3,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0039529",5,"RIG-I signaling pathway",0.00957722978168152,2,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0032607",3,"interferon-alpha production",0.00983638751479512,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032647",3,"regulation of interferon-alpha production",0.00983638751479512,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0030224",8,"monocyte differentiation",0.0103210639942689,2,1,"monocyte differentiation",0.0103210639942689
"Interaction_fdrOnly_up","BP","with_iea","GO:0043903",2,"regulation of biological process involved in symbiotic interaction",0.010808286297749,2,11,"regulation of viral process",2.2182994920077e-06
"Interaction_fdrOnly_up","BP","with_iea","GO:0035456",9,"response to interferon-beta",0.0133108284636868,2,2,"response to interferon-beta",0.0133108284636868
"Interaction_fdrOnly_up","BP","with_iea","GO:0046825",10,"regulation of protein export from nucleus",0.0133108284636868,2,2,"regulation of protein export from nucleus",0.0133108284636868
"Interaction_fdrOnly_up","BP","with_iea","GO:0051090",6,"regulation of DNA-binding transcription factor activity",0.0162052665832956,3,3,"positive regulation of NF-kappaB transcription factor activity",0.00299080677429124
"Interaction_fdrOnly_up","BP","with_iea","GO:0032728",3,"positive regulation of interferon-beta production",0.0168036900449888,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032480",3,"negative regulation of type I interferon production",0.0209387571688326,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0141085",11,"regulation of inflammasome-mediated signaling pathway",0.0224283061350527,2,1,"regulation of inflammasome-mediated signaling pathway",0.0224283061350527
"Interaction_fdrOnly_up","BP","with_iea","GO:0050777",4,"negative regulation of immune response",0.0234965671505282,3,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0002886",12,"regulation of myeloid leukocyte mediated immunity",0.0234965671505282,2,3,"regulation of myeloid leukocyte mediated immunity",0.0234965671505282
"Interaction_fdrOnly_up","BP","with_iea","GO:0032731",3,"positive regulation of interleukin-1 beta production",0.023600608708833,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032757",3,"positive regulation of interleukin-8 production",0.023600608708833,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:1901224",5,"positive regulation of non-canonical NF-kappaB signal transduction",0.0270730883379589,2,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0039532",5,"negative regulation of cytoplasmic pattern recognition receptor signaling pathway",0.027605143557543,2,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0032732",3,"positive regulation of interleukin-1 production",0.0287252938188737,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0019221",1,"cytokine-mediated signaling pathway",0.0287252938188737,4,9,"response to virus",3.13673729836134e-12
"Interaction_fdrOnly_up","BP","with_iea","GO:0032608",3,"interferon-beta production",0.0287252938188737,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032648",3,"regulation of interferon-beta production",0.0287252938188737,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0006611",10,"protein export from nucleus",0.0303059764817276,2,2,"regulation of protein export from nucleus",0.0133108284636868
"Interaction_fdrOnly_up","BP","with_iea","GO:0032722",3,"positive regulation of chemokine production",0.0303059764817276,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0060760",9,"positive regulation of response to cytokine stimulus",0.0303059764817276,2,2,"response to interferon-beta",0.0133108284636868
"Interaction_fdrOnly_up","BP","with_iea","GO:0031348",4,"negative regulation of defense response",0.0319686598864235,3,11,"regulation of innate immune response",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0141084",13,"inflammasome-mediated signaling pathway",0.0319686598864235,2,1,"inflammasome-mediated signaling pathway",0.0319686598864235
"Interaction_fdrOnly_up","BP","with_iea","GO:0002699",12,"positive regulation of immune effector process",0.0319686598864235,3,3,"regulation of myeloid leukocyte mediated immunity",0.0234965671505282
"Interaction_fdrOnly_up","BP","with_iea","GO:0032637",3,"interleukin-8 production",0.0349353403711197,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032677",3,"regulation of interleukin-8 production",0.0349353403711197,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0009617",1,"response to bacterium",0.0406130877372146,4,9,"response to virus",3.13673729836134e-12
"Interaction_fdrOnly_up","BP","with_iea","GO:0070534",14,"protein K63-linked ubiquitination",0.0406130877372146,2,2,"protein K63-linked ubiquitination",0.0406130877372146
"Interaction_fdrOnly_up","BP","with_iea","GO:0032611",3,"interleukin-1 beta production",0.0406130877372146,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032651",3,"regulation of interleukin-1 beta production",0.0406130877372146,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0001818",3,"negative regulation of cytokine production",0.0406130877372146,3,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032602",3,"chemokine production",0.0406130877372146,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032642",3,"regulation of chemokine production",0.0406130877372146,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:2000106",15,"regulation of leukocyte apoptotic process",0.0432270100560472,2,1,"regulation of leukocyte apoptotic process",0.0432270100560472
"Interaction_fdrOnly_up","BP","with_iea","GO:1901222",5,"regulation of non-canonical NF-kappaB signal transduction",0.0448029838863074,2,12,"cytoplasmic pattern recognition receptor signaling pathway",0.000313040785769322
"Interaction_fdrOnly_up","BP","with_iea","GO:0032755",3,"positive regulation of interleukin-6 production",0.0453088874511639,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0071346",1,"cellular response to type II interferon",0.0488934716528232,2,9,"response to virus",3.13673729836134e-12
"Interaction_fdrOnly_up","BP","with_iea","GO:0000209",14,"protein polyubiquitination",0.0488934716528232,3,2,"protein K63-linked ubiquitination",0.0406130877372146
"Interaction_fdrOnly_up","BP","with_iea","GO:0002444",12,"myeloid leukocyte mediated immunity",0.0488934716528232,2,3,"regulation of myeloid leukocyte mediated immunity",0.0234965671505282
"Interaction_fdrOnly_up","BP","with_iea","GO:0032612",3,"interleukin-1 production",0.0488934716528232,2,25,"positive regulation of cytokine production",0.000112884070928501
"Interaction_fdrOnly_up","BP","with_iea","GO:0032652",3,"regulation of interleukin-1 production",0.0488934716528232,2,25,"positive regulation of cytokine production",0.000112884070928501
"WT_heat_up","BP","no_iea","GO:0008284",1,"positive regulation of cell population proliferation",2.38792096437758e-08,32,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0001944",2,"vasculature development",1.65882817751664e-07,27,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0035295",2,"tube development",2.61363480347542e-07,29,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0001568",2,"blood vessel development",6.59658061583465e-07,25,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0006954",3,"inflammatory response",6.59658061583465e-07,29,19,"inflammatory response",6.59658061583465e-07
"WT_heat_up","BP","no_iea","GO:0048514",2,"blood vessel morphogenesis",6.73442899284925e-07,24,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0035239",2,"tube morphogenesis",1.34965030091075e-06,26,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0001525",2,"angiogenesis",2.63255787210952e-06,22,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0001819",4,"positive regulation of cytokine production",4.38638825706053e-06,23,10,"positive regulation of cytokine production",4.38638825706053e-06
"WT_heat_up","BP","no_iea","GO:0006935",5,"chemotaxis",1.56409450046996e-05,19,2,"chemotaxis",1.56409450046996e-05
"WT_heat_up","BP","no_iea","GO:0042330",5,"taxis",1.56409450046996e-05,19,2,"chemotaxis",1.56409450046996e-05
"WT_heat_up","BP","no_iea","GO:0007186",6,"G protein-coupled receptor signaling pathway",3.54813511037446e-05,24,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0030335",7,"positive regulation of cell migration",3.66731693221114e-05,22,18,"positive regulation of cell migration",3.66731693221114e-05
"WT_heat_up","BP","no_iea","GO:0050865",1,"regulation of cell activation",3.66731693221114e-05,23,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:2000147",7,"positive regulation of cell motility",5.56181079638187e-05,22,18,"positive regulation of cell migration",3.66731693221114e-05
"WT_heat_up","BP","no_iea","GO:0040017",8,"positive regulation of locomotion",6.50336148886334e-05,22,10,"positive regulation of locomotion",6.50336148886334e-05
"WT_heat_up","BP","no_iea","GO:0060326",7,"cell chemotaxis",8.24950979333159e-05,15,18,"positive regulation of cell migration",3.66731693221114e-05
"WT_heat_up","BP","no_iea","GO:2001236",6,"regulation of extrinsic apoptotic signaling pathway",0.000108742565223001,11,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0050867",1,"positive regulation of cell activation",0.000122001808068106,17,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0045765",2,"regulation of angiogenesis",0.000218001686771328,14,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:2001238",6,"positive regulation of extrinsic apoptotic signaling pathway",0.000240444097198737,7,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:1901342",2,"regulation of vasculature development",0.000251722626210668,14,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0002696",1,"positive regulation of leukocyte activation",0.000251722626210668,16,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0002694",1,"regulation of leukocyte activation",0.000258654582280962,20,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0045597",9,"positive regulation of cell differentiation",0.000324775505718834,23,15,"positive regulation of cell differentiation",0.000324775505718834
"WT_heat_up","BP","no_iea","GO:0045744",6,"negative regulation of G protein-coupled receptor signaling pathway",0.000467430684807803,7,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0008277",6,"regulation of G protein-coupled receptor signaling pathway",0.000467430684807803,10,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0070661",1,"leukocyte proliferation",0.000544554232277699,13,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0060429",2,"epithelium development",0.000569914655836583,22,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0097191",6,"extrinsic apoptotic signaling pathway",0.000630044498708864,12,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0006897",10,"endocytosis",0.000712098354973246,21,16,"endocytosis",0.000712098354973246
"WT_heat_up","BP","no_iea","GO:0030316",9,"osteoclast differentiation",0.000739814820833388,8,15,"positive regulation of cell differentiation",0.000324775505718834
"WT_heat_up","BP","no_iea","GO:0071674",7,"mononuclear cell migration",0.00103146481148932,11,18,"positive regulation of cell migration",3.66731693221114e-05
"WT_heat_up","BP","no_iea","GO:0050679",1,"positive regulation of epithelial cell proliferation",0.00111105019032649,9,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0022409",11,"positive regulation of cell-cell adhesion",0.0011128279455554,14,7,"positive regulation of cell-cell adhesion",0.0011128279455554
"WT_heat_up","BP","no_iea","GO:0019221",12,"cytokine-mediated signaling pathway",0.0011128279455554,18,5,"cytokine-mediated signaling pathway",0.0011128279455554
"WT_heat_up","BP","no_iea","GO:0050900",7,"leukocyte migration",0.00124335229151343,14,18,"positive regulation of cell migration",3.66731693221114e-05
"WT_heat_up","BP","no_iea","GO:0048260",10,"positive regulation of receptor-mediated endocytosis",0.00135013554847079,6,16,"endocytosis",0.000712098354973246
"WT_heat_up","BP","no_iea","GO:0002573",9,"myeloid leukocyte differentiation",0.00147334313155569,11,15,"positive regulation of cell differentiation",0.000324775505718834
"WT_heat_up","BP","no_iea","GO:0070665",1,"positive regulation of leukocyte proliferation",0.00147334313155569,9,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0022407",11,"regulation of cell-cell adhesion",0.00159272301957645,17,7,"positive regulation of cell-cell adhesion",0.0011128279455554
"WT_heat_up","BP","no_iea","GO:2001233",6,"regulation of apoptotic signaling pathway",0.00170443679659799,14,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0006959",13,"humoral immune response",0.0018690316261222,10,5,"humoral immune response",0.0018690316261222
"WT_heat_up","BP","no_iea","GO:0072677",7,"eosinophil migration",0.0018690316261222,4,18,"positive regulation of cell migration",3.66731693221114e-05
"WT_heat_up","BP","no_iea","GO:0007189",6,"adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.00272384591603576,9,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0007159",11,"leukocyte cell-cell adhesion",0.00281520161823014,15,7,"positive regulation of cell-cell adhesion",0.0011128279455554
"WT_heat_up","BP","no_iea","GO:0050671",1,"positive regulation of lymphocyte proliferation",0.00281520161823014,8,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:2001235",6,"positive regulation of apoptotic signaling pathway",0.00281520161823014,8,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0042102",1,"positive regulation of T cell proliferation",0.00281520161823014,7,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0032946",1,"positive regulation of mononuclear cell proliferation",0.0029678300032089,8,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0002521",9,"leukocyte differentiation",0.0029983518376019,18,15,"positive regulation of cell differentiation",0.000324775505718834
"WT_heat_up","BP","no_iea","GO:0050818",14,"regulation of coagulation",0.00332463595744378,6,13,"regulation of coagulation",0.00332463595744378
"WT_heat_up","BP","no_iea","GO:0042098",15,"T cell proliferation",0.00335981584022294,9,9,"T cell proliferation",0.00335981584022294
"WT_heat_up","BP","no_iea","GO:0050727",3,"regulation of inflammatory response",0.00335981584022294,14,19,"inflammatory response",6.59658061583465e-07
"WT_heat_up","BP","no_iea","GO:1903039",11,"positive regulation of leukocyte cell-cell adhesion",0.00335981584022294,12,7,"positive regulation of cell-cell adhesion",0.0011128279455554
"WT_heat_up","BP","no_iea","GO:0045785",11,"positive regulation of cell adhesion",0.0033651518323844,16,7,"positive regulation of cell-cell adhesion",0.0011128279455554
"WT_heat_up","BP","no_iea","GO:0007200",6,"phospholipase C-activating G protein-coupled receptor signaling pathway",0.00368436359030612,7,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0002274",15,"myeloid leukocyte activation",0.00374818605172078,10,9,"T cell proliferation",0.00335981584022294
"WT_heat_up","BP","no_iea","GO:0030595",7,"leukocyte chemotaxis",0.00416164495885493,10,18,"positive regulation of cell migration",3.66731693221114e-05
"WT_heat_up","BP","no_iea","GO:0034103",14,"regulation of tissue remodeling",0.00419900029062948,6,13,"regulation of coagulation",0.00332463595744378
"WT_heat_up","BP","no_iea","GO:0048259",10,"regulation of receptor-mediated endocytosis",0.00419900029062948,7,16,"endocytosis",0.000712098354973246
"WT_heat_up","BP","no_iea","GO:0022603",2,"regulation of anatomical structure morphogenesis",0.0044654615319441,20,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0097190",6,"apoptotic signaling pathway",0.00464322422186314,18,23,"G protein-coupled receptor signaling pathway",3.54813511037446e-05
"WT_heat_up","BP","no_iea","GO:0008217",16,"regulation of blood pressure",0.00478940637619219,7,6,"regulation of blood pressure",0.00478940637619219
"WT_heat_up","BP","no_iea","GO:0033993",12,"response to lipid",0.00478940637619219,18,5,"cytokine-mediated signaling pathway",0.0011128279455554
"WT_heat_up","BP","no_iea","GO:0050870",1,"positive regulation of T cell activation",0.00506482166975327,11,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0061844",13,"antimicrobial humoral immune response mediated by antimicrobial peptide",0.00534365636300983,6,5,"humoral immune response",0.0018690316261222
"WT_heat_up","BP","no_iea","GO:0150076",3,"neuroinflammatory response",0.00534365636300983,6,19,"inflammatory response",6.59658061583465e-07
"WT_heat_up","BP","no_iea","GO:0060284",9,"regulation of cell development",0.00534365636300983,19,15,"positive regulation of cell differentiation",0.000324775505718834
"WT_heat_up","BP","no_iea","GO:0008015",16,"blood circulation",0.00547550064494346,13,6,"regulation of blood pressure",0.00478940637619219
"WT_heat_up","BP","no_iea","GO:0045766",2,"positive regulation of angiogenesis",0.00552547238178015,8,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0006898",10,"receptor-mediated endocytosis",0.00552626672891454,11,16,"endocytosis",0.000712098354973246
"WT_heat_up","BP","no_iea","GO:0070663",1,"regulation of leukocyte proliferation",0.00552626672891454,10,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0071345",12,"cellular response to cytokine stimulus",0.00552626672891454,19,5,"cytokine-mediated signaling pathway",0.0011128279455554
"WT_heat_up","BP","no_iea","GO:0002548",7,"monocyte chemotaxis",0.00552626672891454,5,18,"positive regulation of cell migration",3.66731693221114e-05
"WT_heat_up","BP","no_iea","GO:0048771",14,"tissue remodeling",0.00587066544976004,7,13,"regulation of coagulation",0.00332463595744378
"WT_heat_up","BP","no_iea","GO:1903532",10,"positive regulation of secretion by cell",0.00618443203225717,10,16,"endocytosis",0.000712098354973246
"WT_heat_up","BP","no_iea","GO:0042129",1,"regulation of T cell proliferation",0.00618443203225717,8,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:1904018",2,"positive regulation of vasculature development",0.00618443203225717,8,24,"vasculature development",1.65882817751664e-07
"WT_heat_up","BP","no_iea","GO:0046651",15,"lymphocyte proliferation",0.00643384633510755,10,9,"T cell proliferation",0.00335981584022294
"WT_heat_up","BP","no_iea","GO:0032943",1,"mononuclear cell proliferation",0.00670386807271651,10,24,"positive regulation of cell population proliferation",2.38792096437758e-08
"WT_heat_up","BP","no_iea","GO:0150077",3,"regulation of neuroinflammatory response",0.00680174382637979,5,19,"inflammatory response",6.59658061583465e-07
"WT_heat_up","BP","no_iea","GO:1903037",11,"regulation of leukocyte cell-cell adhesion",0.00685867435228694,13,7,"positive regulation of cell-cell adhesion",0.0011128279455554
"WT_heat_up","BP","no_iea","GO:0009187",17,"cyclic nucleotide metabolic process",0.00685867435228694,4,8,"cyclic nucleotide metabolic process",0.00685867435228694
"WT_heat_up","BP","no_iea","GO:0052652",17,"cyclic purine nucleotide metabolic process",0.00685867435228694,4,8,"cyclic nucleotide metabolic process",0.00685867435228694
"WT_heat_up","BP","no_iea","GO:0044057",14,"regulation of system process",0.00685867435228694,13,13,"regulation of coagulation",0.00332463595744378
"WT_heat_up","BP","no_iea","GO:0050878",8,"regulation of body fluid levels",0.00685867435228694,11,10,"positive regulation of locomotion",6.50336148886334e-05
"WT_heat_up","BP","no_iea","GO:0007610",8,"behavior",0.00685867435228694,10,10,"positive regulation of locomotion",6.50336148886334e-05
"WT_heat_up","BP","no_iea","GO:0097529",7,"myeloid leukocyte migration",0.00694235827153072,9,18,"positive regulation of cell migration",3.66731693221114e-05
"WT_heat_up","BP","no_iea","GO:1903557",4,"positive regulation of tumor necrosis factor superfamily cytokine production",0.00694235827153072,7,10,"positive regulation of cytokine production",4.38638825706053e-06
