"arm","ontology","iea_variant","ID","cluster_id","Description","p.adjust","Count","cluster_size","cluster_representative","cluster_min_padj"
"WT_heat_up","BP","with_iea","GO:0043491",6,"phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.0383746136236339,11,29,"cytokine-mediated signaling pathway",2.03952409726322e-05
"WT_heat_up","BP","with_iea","GO:0060627",16,"regulation of vesicle-mediated transport",0.0391459897913422,15,12,"positive regulation of secretion by cell",0.00110278628228388
"WT_heat_up","BP","with_iea","GO:0002762",18,"negative regulation of myeloid leukocyte differentiation",0.0391459897913422,4,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0006949",27,"syncytium formation",0.0391459897913422,4,7,"positive regulation of myoblast fusion",0.0121689410951606
"WT_heat_up","BP","with_iea","GO:0042311",11,"vasodilation",0.0391459897913422,4,15,"regulation of body fluid levels",0.000326939861902462
"WT_heat_up","BP","with_iea","GO:0048638",14,"regulation of developmental growth",0.0392430621722603,10,8,"positive regulation of cell growth",0.000846924741030785
"WT_heat_up","BP","with_iea","GO:0001936",12,"regulation of endothelial cell proliferation",0.0394657998249236,6,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:0048144",12,"fibroblast proliferation",0.0394657998249236,6,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:0001938",12,"positive regulation of endothelial cell proliferation",0.0407725066957594,5,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:0032637",3,"interleukin-8 production",0.0407725066957594,5,12,"positive regulation of cytokine production",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0032677",3,"regulation of interleukin-8 production",0.0407725066957594,5,12,"positive regulation of cytokine production",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0008207",21,"C21-steroid hormone metabolic process",0.0411338550120524,3,7,"regulation of lipid biosynthetic process",0.00344161916400282
"WT_heat_up","BP","with_iea","GO:0060669",1,"embryonic placenta morphogenesis",0.0411338550120524,3,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0045926",14,"negative regulation of growth",0.0417720468985231,8,8,"positive regulation of cell growth",0.000846924741030785
"WT_heat_up","BP","with_iea","GO:0090257",17,"regulation of muscle system process",0.0417720468985231,8,10,"regulation of system process",0.00114603895048557
"WT_heat_up","BP","with_iea","GO:0048661",12,"positive regulation of smooth muscle cell proliferation",0.0428365157539785,5,23,"leukocyte proliferation",0.000438689922351499
"WT_heat_up","BP","with_iea","GO:0030100",16,"regulation of endocytosis",0.0441575277777037,10,12,"positive regulation of secretion by cell",0.00110278628228388
"WT_heat_up","BP","with_iea","GO:0070374",6,"positive regulation of ERK1 and ERK2 cascade",0.0447974500016059,7,29,"cytokine-mediated signaling pathway",2.03952409726322e-05
"WT_heat_up","BP","with_iea","GO:0019722",6,"calcium-mediated signaling",0.0456422639438214,8,29,"cytokine-mediated signaling pathway",2.03952409726322e-05
"WT_heat_up","BP","with_iea","GO:1903706",18,"regulation of hemopoiesis",0.0456422639438214,13,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0019934",6,"cGMP-mediated signaling",0.0456422639438214,3,29,"cytokine-mediated signaling pathway",2.03952409726322e-05
"WT_heat_up","BP","with_iea","GO:0035886",18,"vascular associated smooth muscle cell differentiation",0.0456422639438214,3,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:1904738",2,"vascular associated smooth muscle cell migration",0.0456422639438214,3,29,"positive regulation of cell migration",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:2000353",19,"positive regulation of endothelial cell apoptotic process",0.0456422639438214,3,7,"positive regulation of programmed cell death",0.00148903823093093
"WT_heat_up","BP","with_iea","GO:0008637",36,"apoptotic mitochondrial changes",0.046035071635667,6,2,"podosome assembly",0.0346349097086571
"WT_heat_up","BP","with_iea","GO:0010721",18,"negative regulation of cell development",0.0465985970178389,9,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0060541",1,"respiratory system development",0.0467444239138717,8,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0048640",14,"negative regulation of developmental growth",0.0468925499748731,5,8,"positive regulation of cell growth",0.000846924741030785
"WT_heat_up","BP","with_iea","GO:2000404",2,"regulation of T cell migration",0.0472561251059265,4,29,"positive regulation of cell migration",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0007173",6,"epidermal growth factor receptor signaling pathway",0.0475529924559295,6,29,"cytokine-mediated signaling pathway",2.03952409726322e-05
"WT_heat_up","BP","with_iea","GO:0043367",18,"CD4-positive, alpha-beta T cell differentiation",0.0475529924559295,6,31,"positive regulation of cell development",0.00116665492851909
"WT_heat_up","BP","with_iea","GO:0042325",31,"regulation of phosphorylation",0.0477983536183559,13,3,"positive regulation of phosphorylation",0.0243707653826633
"WT_heat_up","BP","with_iea","GO:0010594",2,"regulation of endothelial cell migration",0.0483507864846495,7,29,"positive regulation of cell migration",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0030308",14,"negative regulation of cell growth",0.0483507864846495,7,8,"positive regulation of cell growth",0.000846924741030785
"WT_heat_up","BP","with_iea","GO:0042445",21,"hormone metabolic process",0.0483507864846495,7,7,"regulation of lipid biosynthetic process",0.00344161916400282
"WT_heat_up","BP","with_iea","GO:0019216",21,"regulation of lipid metabolic process",0.0483507864846495,10,7,"regulation of lipid biosynthetic process",0.00344161916400282
"WT_heat_up","BP","with_iea","GO:0002690",2,"positive regulation of leukocyte chemotaxis",0.0483507864846495,5,29,"positive regulation of cell migration",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:0050830",15,"defense response to Gram-positive bacterium",0.0483507864846495,5,8,"response to bacterium",0.000947414405690874
"WT_heat_up","BP","with_iea","GO:0051092",30,"positive regulation of NF-kappaB transcription factor activity",0.0483507864846495,5,9,"positive regulation of miRNA transcription",0.0172372424512549
"WT_heat_up","BP","with_iea","GO:0030879",1,"mammary gland development",0.0487124417659441,6,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0002250",13,"adaptive immune response",0.048958635087895,15,8,"humoral immune response",0.000445570403798779
"WT_heat_up","BP","with_iea","GO:0003401",1,"axis elongation",0.048958635087895,3,56,"blood vessel morphogenesis",3.51386249216754e-09
"WT_heat_up","BP","with_iea","GO:0050820",17,"positive regulation of coagulation",0.048958635087895,3,10,"regulation of system process",0.00114603895048557
"WT_heat_up","BP","with_iea","GO:0061900",22,"glial cell activation",0.048958635087895,4,5,"acute inflammatory response",0.00375328653765685
"WT_heat_up","BP","with_iea","GO:0070613",3,"regulation of protein processing",0.048958635087895,4,12,"positive regulation of cytokine production",1.50042459533541e-06
"WT_heat_up","BP","with_iea","GO:2000351",19,"regulation of endothelial cell apoptotic process",0.048958635087895,4,7,"positive regulation of programmed cell death",0.00148903823093093
"WT_heat_up","BP","with_iea","GO:0060562",1,"epithelial tube morphogenesis",0.0498059303117189,10,56,"blood vessel morphogenesis",3.51386249216754e-09
"KO_heat_up","BP","with_iea","GO:0001525",1,"angiogenesis",2.5882288412748e-07,29,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0048514",1,"blood vessel morphogenesis",5.89565972075282e-07,30,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0006935",2,"chemotaxis",1.95142033550533e-06,24,4,"chemotaxis",1.95142033550533e-06
"KO_heat_up","BP","with_iea","GO:0042330",2,"taxis",1.95142033550533e-06,24,4,"chemotaxis",1.95142033550533e-06
"KO_heat_up","BP","with_iea","GO:0048771",3,"tissue remodeling",5.3939541571968e-06,15,15,"tissue remodeling",5.3939541571968e-06
"KO_heat_up","BP","with_iea","GO:2000147",4,"positive regulation of cell motility",1.0225870084457e-05,27,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0040017",5,"positive regulation of locomotion",1.37844085896314e-05,27,6,"positive regulation of locomotion",1.37844085896314e-05
"KO_heat_up","BP","with_iea","GO:0030335",4,"positive regulation of cell migration",1.64988161587382e-05,26,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0001819",6,"positive regulation of cytokine production",1.9887449437322e-05,25,9,"positive regulation of cytokine production",1.9887449437322e-05
"KO_heat_up","BP","with_iea","GO:0007200",7,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05,11,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0002694",8,"regulation of leukocyte activation",0.000103048231253322,26,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0060326",4,"cell chemotaxis",0.000107188680236872,17,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0048729",1,"tissue morphogenesis",0.000124512328510459,24,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0019221",7,"cytokine-mediated signaling pathway",0.000252652322532504,23,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0050867",8,"positive regulation of cell activation",0.00026494216882854,20,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0009611",9,"response to wounding",0.0004241973774196,23,6,"response to wounding",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0070661",10,"leukocyte proliferation",0.0004241973774196,18,14,"leukocyte proliferation",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0002696",8,"positive regulation of leukocyte activation",0.0004241973774196,19,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0050727",11,"regulation of inflammatory response",0.0004241973774196,19,13,"regulation of inflammatory response",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0030316",12,"osteoclast differentiation",0.000971767070963237,10,24,"osteoclast differentiation",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0050878",13,"regulation of body fluid levels",0.000971767070963237,17,9,"regulation of body fluid levels",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0042060",9,"wound healing",0.000971767070963237,19,6,"response to wounding",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0071674",4,"mononuclear cell migration",0.000971767070963237,13,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0045765",1,"regulation of angiogenesis",0.000971767070963237,15,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0045785",8,"positive regulation of cell adhesion",0.000971767070963237,21,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0006959",14,"humoral immune response",0.000996988947512225,12,7,"humoral immune response",0.000996988947512225
"KO_heat_up","BP","with_iea","GO:0050900",4,"leukocyte migration",0.00111291533044496,17,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:1901342",1,"regulation of vasculature development",0.00111673031358529,15,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:2001233",7,"regulation of apoptotic signaling pathway",0.00124304529257463,18,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0001501",1,"skeletal system development",0.00147571525237552,19,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0007409",15,"axonogenesis",0.00149439510071441,18,8,"axonogenesis",0.00149439510071441
"KO_heat_up","BP","with_iea","GO:0010720",16,"positive regulation of cell development",0.00149590558416219,19,8,"positive regulation of cell development",0.00149590558416219
"KO_heat_up","BP","with_iea","GO:0045744",7,"negative regulation of G protein-coupled receptor signaling pathway",0.00159012875364701,7,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0002573",12,"myeloid leukocyte differentiation",0.00159012875364701,14,24,"osteoclast differentiation",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0001707",1,"mesoderm formation",0.00175428306681738,7,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:2001236",7,"regulation of extrinsic apoptotic signaling pathway",0.00175428306681738,11,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0048332",1,"mesoderm morphogenesis",0.00190590025436993,7,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0050729",11,"positive regulation of inflammatory response",0.0019107040028848,11,13,"regulation of inflammatory response",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:2001238",7,"positive regulation of extrinsic apoptotic signaling pathway",0.00206564078111726,7,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0048812",15,"neuron projection morphogenesis",0.00222703199229865,22,8,"axonogenesis",0.00149439510071441
"KO_heat_up","BP","with_iea","GO:0008277",7,"regulation of G protein-coupled receptor signaling pathway",0.00225298534690113,10,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0050819",17,"negative regulation of coagulation",0.0023774621982406,6,8,"negative regulation of coagulation",0.0023774621982406
"KO_heat_up","BP","with_iea","GO:0007159",8,"leukocyte cell-cell adhesion",0.0023774621982406,18,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0030595",4,"leukocyte chemotaxis",0.00251034661732897,12,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0034103",17,"regulation of tissue remodeling",0.00251034661732897,7,8,"negative regulation of coagulation",0.0023774621982406
"KO_heat_up","BP","with_iea","GO:0050818",17,"regulation of coagulation",0.00251034661732897,7,8,"negative regulation of coagulation",0.0023774621982406
"KO_heat_up","BP","with_iea","GO:0061844",14,"antimicrobial humoral immune response mediated by antimicrobial peptide",0.00251034661732897,7,7,"humoral immune response",0.000996988947512225
"KO_heat_up","BP","with_iea","GO:0045780",17,"positive regulation of bone resorption",0.00254900878215286,4,8,"negative regulation of coagulation",0.0023774621982406
"KO_heat_up","BP","with_iea","GO:0072677",4,"eosinophil migration",0.00254900878215286,4,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0097191",7,"extrinsic apoptotic signaling pathway",0.00256689288925067,13,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0120039",15,"plasma membrane bounded cell projection morphogenesis",0.00277924922459426,22,8,"axonogenesis",0.00149439510071441
"KO_heat_up","BP","with_iea","GO:0048598",1,"embryonic morphogenesis",0.00295819142867119,20,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0044057",17,"regulation of system process",0.00295819142867119,18,8,"negative regulation of coagulation",0.0023774621982406
"KO_heat_up","BP","with_iea","GO:1903131",12,"mononuclear cell differentiation",0.00295819142867119,21,24,"osteoclast differentiation",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:2001235",7,"positive regulation of apoptotic signaling pathway",0.00321658699215827,10,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0002009",1,"morphogenesis of an epithelium",0.00328593342115891,18,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0048667",15,"cell morphogenesis involved in neuron differentiation",0.00366495034934767,20,8,"axonogenesis",0.00149439510071441
"KO_heat_up","BP","with_iea","GO:0051249",8,"regulation of lymphocyte activation",0.00372455901738494,20,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0030900",1,"forebrain development",0.00372455901738494,15,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0008544",1,"epidermis development",0.00372455901738494,14,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0061564",15,"axon development",0.00372455901738494,18,8,"axonogenesis",0.00149439510071441
"KO_heat_up","BP","with_iea","GO:0048568",1,"embryonic organ development",0.00375282121992548,16,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:1903039",8,"positive regulation of leukocyte cell-cell adhesion",0.00379726978921711,14,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0048520",5,"positive regulation of behavior",0.00379726978921711,4,6,"positive regulation of locomotion",1.37844085896314e-05
"KO_heat_up","BP","with_iea","GO:0022407",8,"regulation of cell-cell adhesion",0.00379726978921711,19,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0022409",8,"positive regulation of cell-cell adhesion",0.00412941838148547,15,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0043068",7,"positive regulation of programmed cell death",0.00412941838148547,20,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0048146",10,"positive regulation of fibroblast proliferation",0.00470432844837195,6,14,"leukocyte proliferation",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0050795",5,"regulation of behavior",0.00470432844837195,6,6,"positive regulation of locomotion",1.37844085896314e-05
"KO_heat_up","BP","with_iea","GO:0016525",1,"negative regulation of angiogenesis",0.00478396890194807,8,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:2000181",1,"negative regulation of blood vessel morphogenesis",0.00478396890194807,8,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0046849",3,"bone remodeling",0.00491574506775346,7,15,"tissue remodeling",5.3939541571968e-06
"KO_heat_up","BP","with_iea","GO:0001822",1,"kidney development",0.00491574506775346,13,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:1901343",1,"negative regulation of vasculature development",0.00498731874364161,8,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0007189",7,"adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.0050080263217121,9,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0042110",18,"T cell activation",0.00510319766534785,21,8,"T cell activation",0.00510319766534785
"KO_heat_up","BP","with_iea","GO:0046651",18,"lymphocyte proliferation",0.00510319766534785,14,8,"T cell activation",0.00510319766534785
"KO_heat_up","BP","with_iea","GO:0045124",17,"regulation of bone resorption",0.00510319766534785,5,8,"negative regulation of coagulation",0.0023774621982406
"KO_heat_up","BP","with_iea","GO:0060348",1,"bone development",0.00510319766534785,11,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:1903037",8,"regulation of leukocyte cell-cell adhesion",0.00511129999885816,16,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0050870",8,"positive regulation of T cell activation",0.00530849123910558,13,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0070665",10,"positive regulation of leukocyte proliferation",0.00531028008642839,10,14,"leukocyte proliferation",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:1903532",19,"positive regulation of secretion by cell",0.00541644963191126,13,6,"positive regulation of secretion by cell",0.00541644963191126
"KO_heat_up","BP","with_iea","GO:0072676",4,"lymphocyte migration",0.00559706453266531,8,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0032943",10,"mononuclear cell proliferation",0.00562120728666748,14,14,"leukocyte proliferation",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0042063",12,"gliogenesis",0.00562120728666748,14,24,"osteoclast differentiation",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0072001",1,"renal system development",0.00564410910189462,13,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0051251",8,"positive regulation of lymphocyte activation",0.0058427561887673,15,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0043065",7,"positive regulation of apoptotic process",0.00587444825012984,19,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0001656",1,"metanephros development",0.00592254360521134,6,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0048247",4,"lymphocyte chemotaxis",0.00613581824033969,5,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0001890",1,"placenta development",0.00613581824033969,9,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0001892",1,"embryonic placenta development",0.00622034911301173,7,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0061041",11,"regulation of wound healing",0.00630917080305519,8,13,"regulation of inflammatory response",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:1990823",20,"response to leukemia inhibitory factor",0.00673125352903629,8,3,"response to leukemia inhibitory factor",0.00673125352903629
"KO_heat_up","BP","with_iea","GO:0043588",1,"skin development",0.00686132699589447,12,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0030193",11,"regulation of blood coagulation",0.00691608465050174,6,13,"regulation of inflammatory response",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0070372",7,"regulation of ERK1 and ERK2 cascade",0.00703547880961042,12,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0051047",19,"positive regulation of secretion",0.00751576280413253,13,6,"positive regulation of secretion by cell",0.00541644963191126
"KO_heat_up","BP","with_iea","GO:0002548",4,"monocyte chemotaxis",0.00751576280413253,5,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0046850",17,"regulation of bone remodeling",0.00751576280413253,5,8,"negative regulation of coagulation",0.0023774621982406
"KO_heat_up","BP","with_iea","GO:0042327",21,"positive regulation of phosphorylation",0.00802662667574779,12,10,"positive regulation of phosphorylation",0.00802662667574779
"KO_heat_up","BP","with_iea","GO:0050671",8,"positive regulation of lymphocyte proliferation",0.00802662667574779,9,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:1900046",13,"regulation of hemostasis",0.00803239388248155,6,9,"regulation of body fluid levels",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0030195",11,"negative regulation of blood coagulation",0.00835877699047125,5,13,"regulation of inflammatory response",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0019730",14,"antimicrobial humoral response",0.00846868403698194,7,7,"humoral immune response",0.000996988947512225
"KO_heat_up","BP","with_iea","GO:0032946",10,"positive regulation of mononuclear cell proliferation",0.00864744065512875,9,14,"leukocyte proliferation",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:1903034",11,"regulation of response to wounding",0.00864744065512875,9,13,"regulation of inflammatory response",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0009617",14,"response to bacterium",0.00892192768161619,20,7,"humoral immune response",0.000996988947512225
"KO_heat_up","BP","with_iea","GO:1900047",13,"negative regulation of hemostasis",0.00918005108199832,5,9,"regulation of body fluid levels",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0007411",15,"axon guidance",0.00960429391349607,10,8,"axonogenesis",0.00149439510071441
"KO_heat_up","BP","with_iea","GO:0061448",1,"connective tissue development",0.00993676816505848,12,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0097485",15,"neuron projection guidance",0.00993676816505848,10,8,"axonogenesis",0.00149439510071441
"KO_heat_up","BP","with_iea","GO:0048145",10,"regulation of fibroblast proliferation",0.0099891699854622,7,14,"leukocyte proliferation",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0048565",1,"digestive tract development",0.0099891699854622,7,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0035051",12,"cardiocyte differentiation",0.0109186987930895,8,24,"osteoclast differentiation",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0030098",12,"lymphocyte differentiation",0.0109186987930895,17,24,"osteoclast differentiation",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:2000403",4,"positive regulation of lymphocyte migration",0.0109186987930895,5,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:2001239",7,"regulation of extrinsic apoptotic signaling pathway in absence of ligand",0.0109186987930895,5,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0001934",21,"positive regulation of protein phosphorylation",0.0109186987930895,11,10,"positive regulation of phosphorylation",0.00802662667574779
"KO_heat_up","BP","with_iea","GO:0090066",13,"regulation of anatomical structure size",0.0109186987930895,17,9,"regulation of body fluid levels",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0001503",3,"ossification",0.0109186987930895,15,15,"tissue remodeling",5.3939541571968e-06
"KO_heat_up","BP","with_iea","GO:0003073",3,"regulation of systemic arterial blood pressure",0.0111844466114056,6,15,"tissue remodeling",5.3939541571968e-06
"KO_heat_up","BP","with_iea","GO:0097192",7,"extrinsic apoptotic signaling pathway in absence of ligand",0.0111844466114056,6,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0030307",5,"positive regulation of cell growth",0.0118760223652172,9,6,"positive regulation of locomotion",1.37844085896314e-05
"KO_heat_up","BP","with_iea","GO:0051897",7,"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.0120568601846271,10,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:0030217",12,"T cell differentiation",0.012170542321629,14,24,"osteoclast differentiation",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0070663",10,"regulation of leukocyte proliferation",0.0126489874554482,12,14,"leukocyte proliferation",0.0004241973774196
"KO_heat_up","BP","with_iea","GO:0038034",7,"signal transduction in absence of ligand",0.0128754091763881,6,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
"KO_heat_up","BP","with_iea","GO:2000401",4,"regulation of lymphocyte migration",0.0128754091763881,6,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0042325",21,"regulation of phosphorylation",0.0129376083225503,16,10,"positive regulation of phosphorylation",0.00802662667574779
"KO_heat_up","BP","with_iea","GO:0042692",12,"muscle cell differentiation",0.0134271478550396,14,24,"osteoclast differentiation",0.000971767070963237
"KO_heat_up","BP","with_iea","GO:0042100",18,"B cell proliferation",0.0136197050880626,7,8,"T cell activation",0.00510319766534785
"KO_heat_up","BP","with_iea","GO:0048245",4,"eosinophil chemotaxis",0.0136197050880626,3,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0097529",4,"myeloid leukocyte migration",0.0136528501724256,10,27,"positive regulation of cell motility",1.0225870084457e-05
"KO_heat_up","BP","with_iea","GO:0007507",1,"heart development",0.0136986736932773,18,57,"angiogenesis",2.5882288412748e-07
"KO_heat_up","BP","with_iea","GO:0002274",18,"myeloid leukocyte activation",0.0137488884776681,11,8,"T cell activation",0.00510319766534785
"KO_heat_up","BP","with_iea","GO:0050863",8,"regulation of T cell activation",0.013759757216071,15,19,"regulation of leukocyte activation",0.000103048231253322
"KO_heat_up","BP","with_iea","GO:0070371",7,"ERK1 and ERK2 cascade",0.0147432605639956,12,24,"phospholipase C-activating G protein-coupled receptor signaling pathway",6.02659803085206e-05
