"rank","ID","Description","term_size","k_obs","p_adjust_hypergeometric","p_matched","frac_matched_reaching_q","k_null_matched_mean","simplify_kept"
142,"GO:2000401","regulation of lymphocyte migration",59,6,0.0076930542,0.0134932534,0.0487252125,2.0465,FALSE
143,"GO:0016049","cell growth",378,16,0.00774432258,0.145427286,0.296,12.0955,TRUE
144,"GO:0042100","B cell proliferation",83,7,0.00779484588,0.0499750125,0.119732785,3.37,FALSE
145,"GO:0002675","positive regulation of acute inflammatory response",22,4,0.00823206863,0.007996002,0.025974026,0.839,FALSE
146,"GO:0043523","regulation of neuron apoptotic process",202,11,0.00841436656,0.137931034,0.2455,7.67,TRUE
147,"GO:0001935","endothelial cell proliferation",111,8,0.00850417403,0.0529735132,0.125944584,4.3515,FALSE
148,"GO:0043588","skin development",203,11,0.00865729523,0.0474762619,0.106159239,6.4405,FALSE
149,"GO:0003014","renal system process",85,7,0.00872140842,0.0099950025,0.0313531353,2.366,TRUE
150,"GO:0042102","positive regulation of T cell proliferation",86,7,0.00924514989,0.0649675162,0.151376147,3.6705,FALSE
151,"GO:0090066","regulation of anatomical structure size",386,16,0.00924514989,0.162918541,0.2875,12.335,TRUE
152,"GO:0046631","alpha-beta T cell activation",173,10,0.00934537573,0.15842079,0.255255255,7.0405,FALSE
153,"GO:0032352","positive regulation of hormone metabolic process",10,3,0.00934903276,0.00449775112,0.0133333333,0.348,TRUE
154,"GO:0035914","skeletal muscle cell differentiation",62,6,0.00934903276,0.0059970015,0.0255319149,1.7125,TRUE
155,"GO:0048245","eosinophil chemotaxis",10,3,0.00934903276,0.0019990005,0.00642398287,0.259,FALSE
156,"GO:0001649","osteoblast differentiation",175,10,0.00990850219,0.063968016,0.121621622,5.8085,TRUE
157,"GO:0043542","endothelial cell migration",175,10,0.00990850219,0.122938531,0.206309464,6.6895,TRUE
158,"GO:0010575","positive regulation of vascular endothelial growth factor production",24,4,0.0107064018,0.0124937531,0.0205930807,0.89,FALSE
159,"GO:0072678","T cell migration",64,6,0.010710171,0.019990005,0.0533553355,2.239,FALSE
160,"GO:0072676","lymphocyte migration",89,7,0.0107527768,0.0329835082,0.0762402089,3.1235,FALSE
161,"GO:0001666","response to hypoxia",245,12,0.0108601308,0.151924038,0.241,8.683,TRUE
162,"GO:0001501","skeletal system development",356,15,0.0110264887,0.101949025,0.185,10.5125,FALSE
163,"GO:0048667","cell morphogenesis involved in neuron differentiation",435,17,0.0111092285,0.156421789,0.2615,13.1245,TRUE
164,"GO:0014706","striated muscle tissue development",282,13,0.01115224,0.169915042,0.267133567,9.835,FALSE
165,"GO:0001704","formation of primary germ layer",90,7,0.0111553503,0.0274862569,0.060385216,3.0005,FALSE
166,"GO:1903035","negative regulation of response to wounding",65,6,0.0111553503,0.0259870065,0.0545454545,2.2595,FALSE
167,"GO:0019724","B cell mediated immunity",118,8,0.0112929759,0.0299850075,0.0794701987,3.8515,TRUE
168,"GO:0044703","multi-organism reproductive process",148,9,0.0113594653,0.0484757621,0.0960281549,4.7825,TRUE
169,"GO:0032604","granulocyte macrophage colony-stimulating factor production",11,3,0.0115167819,0.00549725137,0.015128593,0.387,TRUE
170,"GO:0032645","regulation of granulocyte macrophage colony-stimulating factor production",11,3,0.0115167819,0.00549725137,0.015128593,0.387,TRUE
171,"GO:1901741","positive regulation of myoblast fusion",11,3,0.0115167819,0.00299850075,0.00803858521,0.363,TRUE
172,"GO:0006953","acute-phase response",25,4,0.0115646079,0.00549725137,0.0111214087,0.7495,FALSE
173,"GO:0071396","cellular response to lipid",480,18,0.0116911867,0.489755122,0.625,17.4665,TRUE
174,"GO:0043616","keratinocyte proliferation",44,5,0.0118147365,0.0139930035,0.0192184497,1.4635,FALSE
175,"GO:0048146","positive regulation of fibroblast proliferation",44,5,0.0118147365,0.0229885057,0.0330275229,1.6835,TRUE
176,"GO:0090303","positive regulation of wound healing",44,5,0.0118147365,0.019990005,0.0343964978,1.589,FALSE
177,"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",150,9,0.0118825972,0.00899550225,0.020971867,3.66,FALSE
178,"GO:0050920","regulation of chemotaxis",151,9,0.0123964647,0.138930535,0.22972973,5.9755,TRUE
179,"GO:0044060","regulation of endocrine process",26,4,0.0129717227,0.0184907546,0.0282574568,1.018,FALSE
180,"GO:0007596","blood coagulation",185,10,0.0133444887,0.0414792604,0.0758412858,5.3785,TRUE
181,"GO:0007411","axon guidance",153,9,0.0134019228,0.0379810095,0.0686521959,4.4875,FALSE
182,"GO:0042692","muscle cell differentiation",291,13,0.013480576,0.154422789,0.237,9.7135,TRUE
183,"GO:0050817","coagulation",186,10,0.0136846576,0.0444777611,0.0798192771,5.442,TRUE
184,"GO:0044706","multi-multicellular organism process",154,9,0.0137019017,0.055972014,0.0949271723,4.916,TRUE
185,"GO:0097485","neuron projection guidance",154,9,0.0137019017,0.0379810095,0.0676426047,4.5085,FALSE
186,"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production",95,7,0.0137019017,0.109945027,0.154311649,4.0975,FALSE
187,"GO:0045780","positive regulation of bone resorption",12,3,0.0138788772,0.00249875062,0.00804828974,0.274,TRUE
188,"GO:0010574","regulation of vascular endothelial growth factor production",27,4,0.0143209582,0.0144927536,0.0216383308,0.9865,FALSE
189,"GO:0036293","response to decreased oxygen levels",258,12,0.0146047137,0.195902049,0.2795,9.124,FALSE
190,"GO:0050829","defense response to Gram-negative bacterium",47,5,0.0148780925,0.0129935032,0.0158328056,1.468,FALSE
191,"GO:0070663","regulation of leukocyte proliferation",224,11,0.0152743262,0.323338331,0.436,9.311,FALSE
192,"GO:0071772","response to BMP",98,7,0.0158894524,0.0584707646,0.0732714138,3.5035,TRUE
193,"GO:0071773","cellular response to BMP stimulus",98,7,0.0158894524,0.0584707646,0.0732714138,3.5035,TRUE
194,"GO:0001656","metanephros development",48,5,0.0159773945,0.0364817591,0.0421545667,1.8825,FALSE
195,"GO:0002920","regulation of humoral immune response",28,4,0.0159773945,0.0104947526,0.0165562914,0.898,TRUE
196,"GO:0007599","hemostasis",192,10,0.0162043202,0.0489755122,0.0748367654,5.542,FALSE
197,"GO:0046632","alpha-beta T cell differentiation",128,8,0.0162043202,0.153423288,0.191767068,5.3875,FALSE
198,"GO:0061138","morphogenesis of a branching epithelium",128,8,0.0162043202,0.139430285,0.16792358,5.2235,FALSE
199,"GO:1905954","positive regulation of lipid localization",72,6,0.0162043202,0.0344827586,0.0386079391,2.4025,TRUE
200,"GO:0002922","positive regulation of humoral immune response",13,3,0.0162674385,0.011994003,0.0278787879,0.513,FALSE
201,"GO:0006700","C21-steroid hormone biosynthetic process",13,3,0.0162674385,0.003998001,0.0109375,0.3715,TRUE
202,"GO:0035809","regulation of urine volume",13,3,0.0162674385,0.00449775112,0.0128617363,0.362,TRUE
203,"GO:0042730","fibrinolysis",13,3,0.0162674385,0.000499750125,0,0.222,FALSE
204,"GO:0061029","eyelid development in camera-type eye",13,3,0.0162674385,0.0099950025,0.024173028,0.4865,TRUE
205,"GO:1904754","positive regulation of vascular associated smooth muscle cell migration",13,3,0.0162674385,0.00649675162,0.018404908,0.3895,FALSE
206,"GO:0035296","regulation of tube diameter",100,7,0.0166146551,0.0709645177,0.0852475753,3.696,FALSE
207,"GO:0097746","blood vessel diameter maintenance",100,7,0.0166146551,0.0709645177,0.0852475753,3.696,TRUE
208,"GO:1902895","positive regulation of miRNA transcription",49,5,0.0166146551,0.0604697651,0.0666666667,2.192,TRUE
209,"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",161,9,0.0166867756,0.2003998,0.232116058,6.5695,FALSE
210,"GO:0045124","regulation of bone resorption",29,4,0.0169281702,0.0149925037,0.0225680934,0.972,FALSE
211,"GO:0002366","leukocyte activation involved in immune response",266,12,0.017051464,0.346326837,0.425,10.4745,TRUE
212,"GO:0035150","regulation of tube size",101,7,0.0172041151,0.0734632684,0.0841836735,3.7325,FALSE
213,"GO:0043534","blood vessel endothelial cell migration",101,7,0.0172041151,0.110944528,0.120707071,4.1635,FALSE
214,"GO:0032496","response to lipopolysaccharide",267,12,0.0173646517,0.314342829,0.3755,10.171,FALSE
215,"GO:0002263","cell activation involved in immune response",269,12,0.0183476716,0.365317341,0.4245,10.6,FALSE
216,"GO:0071677","positive regulation of mononuclear cell migration",75,6,0.0183476716,0.0894552724,0.0903027193,3.241,FALSE
217,"GO:0007520","myoblast fusion",30,4,0.0185005404,0.00849575212,0.0138050043,0.8825,FALSE
218,"GO:0010573","vascular endothelial growth factor production",30,4,0.0185005404,0.0204897551,0.0290909091,1.1125,TRUE
219,"GO:0052652","cyclic purine nucleotide metabolic process",30,4,0.0185005404,0.0019990005,0.00308008214,0.6405,TRUE
220,"GO:0009190","cyclic nucleotide biosynthetic process",14,3,0.0185625437,0.000499750125,0,0.248,FALSE
221,"GO:0010755","regulation of plasminogen activation",14,3,0.0185625437,0.00949525237,0.0273141123,0.3865,TRUE
222,"GO:0031649","heat generation",14,3,0.0185625437,0.0114942529,0.028277635,0.474,TRUE
223,"GO:0060602","branch elongation of an epithelium",14,3,0.0185625437,0.0164917541,0.0352035204,0.5885,FALSE
224,"GO:0140131","positive regulation of lymphocyte chemotaxis",14,3,0.0185625437,0.00949525237,0.0209102091,0.5065,FALSE
225,"GO:1901739","regulation of myoblast fusion",14,3,0.0185625437,0.00849575212,0.0210249671,0.4695,FALSE
226,"GO:1903036","positive regulation of response to wounding",51,5,0.0185625437,0.0449775112,0.0519859813,1.8975,FALSE
227,"GO:0050921","positive regulation of chemotaxis",104,7,0.0191641069,0.151424288,0.151256281,4.4845,FALSE
228,"GO:0043524","negative regulation of neuron apoptotic process",135,8,0.0197825103,0.133433283,0.138121547,5.076,FALSE
229,"GO:0048145","regulation of fibroblast proliferation",77,6,0.0197825103,0.0649675162,0.0682539683,2.9005,FALSE
230,"GO:0050670","regulation of lymphocyte proliferation",201,10,0.0197825103,0.337831084,0.355,8.465,FALSE
231,"GO:0007622","rhythmic behavior",31,4,0.0198058037,0.0134932534,0.0207336523,0.9695,TRUE
232,"GO:0009187","cyclic nucleotide metabolic process",31,4,0.0198058037,0.0019990005,0.00303643725,0.652,FALSE
233,"GO:0010876","lipid localization",313,13,0.0204797292,0.0384807596,0.0515257629,7.617,TRUE
234,"GO:0043500","muscle adaptation",78,6,0.0207257344,0.0849575212,0.0871821484,3.0735,TRUE
235,"GO:0051962","positive regulation of nervous system development",203,10,0.0207257344,0.1994003,0.206810215,7.4135,FALSE
236,"GO:0001763","morphogenesis of a branching structure",137,8,0.0211821107,0.186406797,0.187248996,5.586,FALSE
237,"GO:0032944","regulation of mononuclear cell proliferation",204,10,0.0213195909,0.353823088,0.3585,8.565,FALSE
238,"GO:0002040","sprouting angiogenesis",107,7,0.0215657307,0.0684657671,0.0693523712,3.652,FALSE
239,"GO:0034112","positive regulation of homotypic cell-cell adhesion",15,3,0.0215966335,0.0124937531,0.0257234727,0.5915,FALSE
240,"GO:0060143","positive regulation of syncytium formation by plasma membrane fusion",15,3,0.0215966335,0.0139930035,0.0319803198,0.5095,FALSE
241,"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",278,12,0.0216658031,0.333333333,0.348,10.3415,FALSE
242,"GO:0051146","striated muscle cell differentiation",205,10,0.0216658031,0.151924038,0.154,6.966,FALSE
243,"GO:0002437","inflammatory response to antigenic stimulus",54,5,0.0218496679,0.0549725137,0.0580431177,2.15,TRUE
244,"GO:0061180","mammary gland epithelium development",54,5,0.0218496679,0.0869565217,0.0926430518,2.344,TRUE
245,"GO:0007369","gastrulation",139,8,0.0222864751,0.0994502749,0.0973406924,4.822,FALSE
246,"GO:0045596","negative regulation of cell differentiation",481,17,0.0222864751,0.584707646,0.6035,17.351,TRUE
247,"GO:0050767","regulation of neurogenesis",280,12,0.0224591716,0.363818091,0.367,10.6055,FALSE
248,"GO:0070482","response to oxygen levels",280,12,0.0224591716,0.260369815,0.274,9.6505,FALSE
249,"GO:0042327","positive regulation of phosphorylation",207,10,0.0226218985,0.236881559,0.237,7.751,TRUE
250,"GO:0048660","regulation of smooth muscle cell proliferation",109,7,0.0228494197,0.192903548,0.190452261,4.7705,TRUE
251,"GO:0046850","regulation of bone remodeling",33,4,0.022954652,0.0209895052,0.0286738351,1.131,FALSE
252,"GO:0055006","cardiac cell development",55,5,0.022954652,0.0489755122,0.0525423729,2.074,FALSE
253,"GO:0060428","lung epithelium development",33,4,0.022954652,0.0289855072,0.0391459075,1.19,FALSE
254,"GO:2000630","positive regulation of miRNA metabolic process",55,5,0.022954652,0.0829585207,0.0883947939,2.415,TRUE
255,"GO:0002237","response to molecule of bacterial origin",282,12,0.0231891761,0.375312344,0.38,10.6535,FALSE
256,"GO:0045582","positive regulation of T cell differentiation",110,7,0.0234267478,0.221389305,0.218436874,4.9355,TRUE
257,"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway",245,11,0.0234267478,0.213893053,0.215,8.319,TRUE
258,"GO:1902105","regulation of leukocyte differentiation",283,12,0.0236098865,0.507746127,0.504,11.669,TRUE
259,"GO:0051402","neuron apoptotic process",246,11,0.0239362428,0.291854073,0.29,9.0175,TRUE
260,"GO:0035115","embryonic forelimb morphogenesis",16,3,0.0241589808,0.0099950025,0.0224570674,0.4545,TRUE
261,"GO:0035795","negative regulation of mitochondrial membrane permeability",16,3,0.0241589808,0.0099950025,0.0238095238,0.435,TRUE
262,"GO:0001659","temperature homeostasis",143,8,0.024570625,0.101449275,0.0967254408,4.722,FALSE
263,"GO:0002673","regulation of acute inflammatory response",34,4,0.024570625,0.0379810095,0.0475543478,1.289,FALSE
264,"GO:0030195","negative regulation of blood coagulation",34,4,0.024570625,0.0179910045,0.0255639098,1.04,FALSE
265,"GO:0030324","lung development",143,8,0.024570625,0.141429285,0.139628327,5.213,FALSE
266,"GO:1902107","positive regulation of leukocyte differentiation",176,9,0.024570625,0.373313343,0.3665,7.7565,FALSE
267,"GO:1903708","positive regulation of hemopoiesis",176,9,0.024570625,0.373313343,0.3665,7.7565,FALSE
268,"GO:0007566","embryo implantation",57,5,0.0252588127,0.0329835082,0.0370806357,1.829,TRUE
269,"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand",57,5,0.0252588127,0.0574712644,0.0608743774,2.204,FALSE
270,"GO:0006887","exocytosis",288,12,0.0258221092,0.104947526,0.100550275,8.0075,TRUE
271,"GO:0048659","smooth muscle cell proliferation",113,7,0.0258221092,0.216391804,0.211953792,4.9065,FALSE
272,"GO:0051960","regulation of nervous system development",327,13,0.0258221092,0.395302349,0.3845,11.8945,FALSE
273,"GO:0071675","regulation of mononuclear cell migration",113,7,0.0258221092,0.15942029,0.15407855,4.5255,FALSE
274,"GO:0010837","regulation of keratinocyte proliferation",35,4,0.0264705328,0.0259870065,0.0321199143,1.1665,FALSE
275,"GO:1900047","negative regulation of hemostasis",35,4,0.0264705328,0.0224887556,0.0302137067,1.0805,FALSE
276,"GO:0030323","respiratory tube development",146,8,0.0270773448,0.145427286,0.140060241,5.2575,FALSE
277,"GO:0031639","plasminogen activation",17,3,0.0272235169,0.011994003,0.0280748663,0.453,TRUE
278,"GO:0046885","regulation of hormone biosynthetic process",17,3,0.0272235169,0.0219890055,0.0406320542,0.5735,TRUE
279,"GO:0016064","immunoglobulin mediated immune response",115,7,0.027817476,0.0769615192,0.0733571065,3.7795,FALSE
280,"GO:0003012","muscle system process",292,12,0.0279875531,0.228885557,0.2145,9.405,FALSE
281,"GO:0038034","signal transduction in absence of ligand",59,5,0.0279875531,0.0584707646,0.0612921038,2.2175,FALSE
282,"GO:0045670","regulation of osteoclast differentiation",59,5,0.0279875531,0.055972014,0.0588565022,2.1205,FALSE
283,"GO:0050769","positive regulation of neurogenesis",181,9,0.0279875531,0.243378311,0.231462926,6.903,FALSE
284,"GO:0002287","alpha-beta T cell activation involved in immune response",86,6,0.0281464377,0.157421289,0.153611394,3.7585,TRUE
285,"GO:0002293","alpha-beta T cell differentiation involved in immune response",86,6,0.0281464377,0.157421289,0.153611394,3.7585,FALSE
286,"GO:0002687","positive regulation of leukocyte migration",116,7,0.0284022894,0.175412294,0.166331658,4.697,FALSE
287,"GO:0042098","T cell proliferation",182,9,0.0284022894,0.347326337,0.333166583,7.549,FALSE
288,"GO:0002449","lymphocyte mediated immunity",255,11,0.0285115913,0.286356822,0.2715,8.975,FALSE
289,"GO:0007610","behavior",458,16,0.0290492654,0.268865567,0.255,13.574,TRUE
290,"GO:0010001","glial cell differentiation",183,9,0.0291310362,0.229885057,0.2175,6.74,FALSE
291,"GO:0002444","myeloid leukocyte mediated immunity",87,6,0.0292178342,0.0929535232,0.0893042575,3.134,FALSE
292,"GO:0032370","positive regulation of lipid transport",60,5,0.0292178342,0.0504747626,0.0518814139,2.0235,TRUE
