"ID","term_size","k_obs","p_obs_recomputed","q_obs_recomputed","k_null_matched_mean","k_null_matched_q95","p_matched","frac_matched_reaching_q","k_null_uniform_mean","p_uniform","frac_uniform_reaching_q","arm","ontology","iea_variant","Description","p_adjust_hypergeometric","simplify_kept"
"GO:0097746",100,7,0.00102638796087911,0.0166146551167306,3.696,7,0.0709645177411294,0.0852475752935171,1.475,0.00149925037481259,0,"WT_heat_up","BP","with_iea","blood vessel diameter maintenance",0.0166146551167306,TRUE
"GO:1902895",49,5,0.00101744221412809,0.0166146551167306,2.192,5,0.0604697651174413,0.0666666666666667,0.742,0.000999500249875062,0.000937207122774133,"WT_heat_up","BP","with_iea","positive regulation of miRNA transcription",0.0166146551167306,TRUE
"GO:0051897",161,9,0.00103579925482244,0.0166867755549625,6.5695,10.05,0.20039980009995,0.232116058029014,2.4295,0.00149925037481259,0,"WT_heat_up","BP","with_iea","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.0166867755549625,FALSE
"GO:0045124",29,4,0.0010558110285821,0.0169281701582664,0.972,3,0.0149925037481259,0.022568093385214,0.4075,0.000999500249875062,0,"WT_heat_up","BP","with_iea","regulation of bone resorption",0.0169281701582664,FALSE
"GO:0002366",266,12,0.00106856516111066,0.0170514639690028,10.4745,15,0.346326836581709,0.425,4.11,0.000999500249875062,0,"WT_heat_up","BP","with_iea","leukocyte activation involved in immune response",0.0170514639690028,TRUE
"GO:0035150",101,7,0.00108835061459781,0.0172041151143232,3.7325,7,0.0734632683658171,0.0841836734693878,1.4945,0.00199900049975012,0,"WT_heat_up","BP","with_iea","regulation of tube size",0.0172041151143232,FALSE
"GO:0043534",101,7,0.00108835061459781,0.0172041151143232,4.1635,7,0.110944527736132,0.120707070707071,1.513,0.00149925037481259,0,"WT_heat_up","BP","with_iea","blood vessel endothelial cell migration",0.0172041151143232,FALSE
"GO:0032496",267,12,0.00110366363903755,0.0173646517413058,10.171,15,0.314342828585707,0.3755,4.1255,0.00149925037481259,0,"WT_heat_up","BP","with_iea","response to lipopolysaccharide",0.0173646517413058,FALSE
"GO:0002263",269,12,0.00117674171721257,0.0183476716166638,10.6,16,0.365317341329335,0.4245,4.17,0.000999500249875062,0,"WT_heat_up","BP","with_iea","cell activation involved in immune response",0.0183476716166638,FALSE
"GO:0071677",75,6,0.00117704100659322,0.0183476716166638,3.241,6,0.0894552723638181,0.0903027193432529,1.129,0.000999500249875062,0,"WT_heat_up","BP","with_iea","positive regulation of mononuclear cell migration",0.0183476716166638,FALSE
"GO:0007520",30,4,0.00120333185332777,0.0185005404116648,0.8825,3,0.00849575212393803,0.0138050043140638,0.4045,0.00199900049975012,0,"WT_heat_up","BP","with_iea","myoblast fusion",0.0185005404116648,FALSE
"GO:0010573",30,4,0.00120333185332777,0.0185005404116648,1.1125,3,0.0204897551224388,0.0290909090909091,0.4385,0.00149925037481259,0,"WT_heat_up","BP","with_iea","vascular endothelial growth factor production",0.0185005404116648,TRUE
"GO:0052652",30,4,0.00120333185332777,0.0185005404116648,0.6405,2,0.00199900049975012,0.00308008213552361,0.397,0.000999500249875062,0,"WT_heat_up","BP","with_iea","cyclic purine nucleotide metabolic process",0.0185005404116648,TRUE
"GO:0009190",14,3,0.00124595630585344,0.0185625437248165,0.248,1,0.000499750124937531,0,0.178,0.000999500249875062,0,"WT_heat_up","BP","with_iea","cyclic nucleotide biosynthetic process",0.0185625437248165,FALSE
"GO:0010755",14,3,0.00124595630585344,0.0185625437248165,0.3865,1,0.00949525237381309,0.0273141122913505,0.187,0.00149925037481259,0,"WT_heat_up","BP","with_iea","regulation of plasminogen activation",0.0185625437248165,TRUE
"GO:0031649",14,3,0.00124595630585344,0.0185625437248165,0.474,2,0.0114942528735632,0.0282776349614396,0.149,0.00149925037481259,0,"WT_heat_up","BP","with_iea","heat generation",0.0185625437248165,TRUE
"GO:0060602",14,3,0.00124595630585344,0.0185625437248165,0.5885,2,0.0164917541229385,0.0352035203520352,0.189,0.00299850074962519,0,"WT_heat_up","BP","with_iea","branch elongation of an epithelium",0.0185625437248165,FALSE
"GO:0140131",14,3,0.00124595630585344,0.0185625437248165,0.5065,2,0.00949525237381309,0.020910209102091,0.1945,0.000999500249875062,0,"WT_heat_up","BP","with_iea","positive regulation of lymphocyte chemotaxis",0.0185625437248165,FALSE
"GO:1901739",14,3,0.00124595630585344,0.0185625437248165,0.4695,2,0.00849575212393803,0.0210249671484888,0.1825,0.000999500249875062,0,"WT_heat_up","BP","with_iea","regulation of myoblast fusion",0.0185625437248165,FALSE
"GO:1903036",51,5,0.00122186519980465,0.0185625437248165,1.8975,4,0.0449775112443778,0.0519859813084112,0.7185,0.00199900049975012,0,"WT_heat_up","BP","with_iea","positive regulation of response to wounding",0.0185625437248165,FALSE
"GO:0050921",104,7,0.00129202621457171,0.0191641068919072,4.4845,8,0.151424287856072,0.151256281407035,1.574,0.00149925037481259,0,"WT_heat_up","BP","with_iea","positive regulation of chemotaxis",0.0191641068919072,FALSE
"GO:0043524",135,8,0.00135134462663298,0.0197825102516228,5.076,9,0.133433283358321,0.138121546961326,2.073,0.00149925037481259,0,"WT_heat_up","BP","with_iea","negative regulation of neuron apoptotic process",0.0197825102516228,FALSE
"GO:0048145",77,6,0.00135035065383431,0.0197825102516228,2.9005,6,0.0649675162418791,0.0682539682539682,1.17,0.00299850074962519,0,"WT_heat_up","BP","with_iea","regulation of fibroblast proliferation",0.0197825102516228,FALSE
"GO:0050670",201,10,0.00134309173758003,0.0197825102516228,8.465,13,0.337831084457771,0.355,3.0445,0.00199900049975012,0,"WT_heat_up","BP","with_iea","regulation of lymphocyte proliferation",0.0197825102516228,FALSE
"GO:0007622",31,4,0.00136470046599253,0.0198058037456761,0.9695,3,0.0134932533733133,0.0207336523125997,0.4275,0.000499750124937531,0,"WT_heat_up","BP","with_iea","rhythmic behavior",0.0198058037456761,TRUE
"GO:0009187",31,4,0.00136470046599253,0.0198058037456761,0.652,2,0.00199900049975012,0.00303643724696356,0.4135,0.000999500249875062,0,"WT_heat_up","BP","with_iea","cyclic nucleotide metabolic process",0.0198058037456761,FALSE
"GO:0010876",313,13,0.00141721916057689,0.0204797292431862,7.617,12,0.0384807596201899,0.0515257628814407,4.8335,0.00249875062468766,0,"WT_heat_up","BP","with_iea","lipid localization",0.0204797292431862,TRUE
"GO:0043500",78,6,0.0014439909279552,0.0207257343987396,3.0735,6,0.0849575212393803,0.0871821484172288,1.1405,0.00149925037481259,0,"WT_heat_up","BP","with_iea","muscle adaptation",0.0207257343987396,TRUE
"GO:0051962",203,10,0.00144655407891411,0.0207257343987396,7.4135,12,0.199400299850075,0.206810215322984,3.111,0.00249875062468766,0,"WT_heat_up","BP","with_iea","positive regulation of nervous system development",0.0207257343987396,FALSE
"GO:0001763",137,8,0.00148469799007384,0.0211821107312653,5.586,9,0.186406796601699,0.187248995983936,2.057,0.00149925037481259,0,"WT_heat_up","BP","with_iea","morphogenesis of a branching structure",0.0211821107312653,FALSE
"GO:0032944",204,10,0.00150066618329528,0.0213195908825114,8.565,13,0.353823088455772,0.3585,3.091,0.00199900049975012,0,"WT_heat_up","BP","with_iea","regulation of mononuclear cell proliferation",0.0213195908825114,FALSE
"GO:0002040",107,7,0.00152439676309248,0.0215657306778672,3.652,7,0.0684657671164418,0.0693523712391637,1.6355,0.00249875062468766,0,"WT_heat_up","BP","with_iea","sprouting angiogenesis",0.0215657306778672,FALSE
"GO:0034112",15,3,0.00153940957797956,0.0215966335377382,0.5915,2,0.0124937531234383,0.0257234726688103,0.185,0.00199900049975012,0,"WT_heat_up","BP","with_iea","positive regulation of homotypic cell-cell adhesion",0.0215966335377382,FALSE
"GO:0060143",15,3,0.00153940957797956,0.0215966335377382,0.5095,2,0.0139930034982509,0.031980319803198,0.187,0.000499750124937531,0,"WT_heat_up","BP","with_iea","positive regulation of syncytium formation by plasma membrane fusion",0.0215966335377382,FALSE
"GO:0002460",278,12,0.00155720949171959,0.0216658031347927,10.3415,15,0.333333333333333,0.348,4.269,0.000999500249875062,0,"WT_heat_up","BP","with_iea","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.0216658031347927,FALSE
"GO:0051146",205,10,0.00155641335018315,0.0216658031347927,6.966,11,0.15192403798101,0.154,3.159,0.000499750124937531,0,"WT_heat_up","BP","with_iea","striated muscle cell differentiation",0.0216658031347927,FALSE
"GO:0002437",54,5,0.00158340331874196,0.0218496679270663,2.15,5,0.0549725137431284,0.0580431177446103,0.7755,0.00199900049975012,0,"WT_heat_up","BP","with_iea","inflammatory response to antigenic stimulus",0.0218496679270663,TRUE
"GO:0061180",54,5,0.00158340331874196,0.0218496679270663,2.344,5,0.0869565217391304,0.0926430517711172,0.752,0.000999500249875062,0,"WT_heat_up","BP","with_iea","mammary gland epithelium development",0.0218496679270663,TRUE
"GO:0007369",139,8,0.00162829607511223,0.0222864751418816,4.822,8,0.0994502748625687,0.0973406924234822,2.091,0.00199900049975012,0,"WT_heat_up","BP","with_iea","gastrulation",0.0222864751418816,FALSE
"GO:0045596",481,17,0.00162320912119951,0.0222864751418816,17.351,24,0.584707646176912,0.6035,7.4425,0.00249875062468766,0,"WT_heat_up","BP","with_iea","negative regulation of cell differentiation",0.0222864751418816,TRUE
"GO:0050767",280,12,0.00165425440016999,0.0224591716345659,10.6055,16,0.363818090954523,0.367,4.3375,0.00249875062468766,0.000502765208647562,"WT_heat_up","BP","with_iea","regulation of neurogenesis",0.0224591716345659,FALSE
"GO:0070482",280,12,0.00165425440016999,0.0224591716345659,9.6505,15,0.260369815092454,0.274,4.264,0.000999500249875062,0,"WT_heat_up","BP","with_iea","response to oxygen levels",0.0224591716345659,FALSE
"GO:0042327",207,10,0.00167295893511548,0.0226218985322644,7.751,12,0.23688155922039,0.237,3.1705,0.00199900049975012,0,"WT_heat_up","BP","with_iea","positive regulation of phosphorylation",0.0226218985322644,TRUE
"GO:0048660",109,7,0.0016965711095195,0.0228494197030087,4.7705,8,0.192903548225887,0.190452261306533,1.631,0.00149925037481259,0,"WT_heat_up","BP","with_iea","regulation of smooth muscle cell proliferation",0.0228494197030087,TRUE
"GO:0046850",33,4,0.00173165477191912,0.0229546520356365,1.131,3,0.0209895052473763,0.028673835125448,0.47,0.00149925037481259,0,"WT_heat_up","BP","with_iea","regulation of bone remodeling",0.0229546520356365,FALSE
"GO:0055006",55,5,0.00171974895701635,0.0229546520356365,2.074,4,0.0489755122438781,0.0525423728813559,0.8145,0.00149925037481259,0,"WT_heat_up","BP","with_iea","cardiac cell development",0.0229546520356365,FALSE
"GO:0060428",33,4,0.00173165477191912,0.0229546520356365,1.19,3,0.0289855072463768,0.0391459074733096,0.455,0.00299850074962519,0,"WT_heat_up","BP","with_iea","lung epithelium development",0.0229546520356365,FALSE
"GO:2000630",55,5,0.00171974895701635,0.0229546520356365,2.415,5,0.0829585207396302,0.0883947939262473,0.849,0.000999500249875062,0.000859845227858985,"WT_heat_up","BP","with_iea","positive regulation of miRNA metabolic process",0.0229546520356365,TRUE
"GO:0002237",282,12,0.00175623400565631,0.0231891760668423,10.6535,16,0.375312343828086,0.38,4.3725,0.00199900049975012,0,"WT_heat_up","BP","with_iea","response to molecule of bacterial origin",0.0231891760668423,FALSE
"GO:0045582",110,7,0.00178814202357023,0.0234267478340893,4.9355,8,0.221389305347326,0.218436873747495,1.673,0.00299850074962519,0,"WT_heat_up","BP","with_iea","positive regulation of T cell differentiation",0.0234267478340893,TRUE
"GO:0141091",245,11,0.0017829968910259,0.0234267478340893,8.319,13,0.213893053473263,0.215,3.726,0.00249875062468766,0,"WT_heat_up","BP","with_iea","transforming growth factor beta receptor superfamily signaling pathway",0.0234267478340893,TRUE
"GO:1902105",283,12,0.00180913297586028,0.0236098865493084,11.669,17,0.507746126936532,0.504,4.3135,0.00249875062468766,0,"WT_heat_up","BP","with_iea","regulation of leukocyte differentiation",0.0236098865493084,TRUE
"GO:0051402",246,11,0.0018412494472521,0.0239362428142774,9.0175,14,0.291854072963518,0.29,3.796,0.00299850074962519,0,"WT_heat_up","BP","with_iea","neuron apoptotic process",0.0239362428142774,TRUE
"GO:0035115",16,3,0.0018727335883013,0.0241589808115344,0.4545,2,0.00999500249875063,0.0224570673712021,0.2105,0.00199900049975012,0,"WT_heat_up","BP","with_iea","embryonic forelimb morphogenesis",0.0241589808115344,TRUE
"GO:0035795",16,3,0.0018727335883013,0.0241589808115344,0.435,2,0.00999500249875063,0.0238095238095238,0.206,0.00199900049975012,0,"WT_heat_up","BP","with_iea","negative regulation of mitochondrial membrane permeability",0.0241589808115344,TRUE
"GO:0001659",143,8,0.00194842793832013,0.0245706249749957,4.722,8,0.101449275362319,0.0967254408060453,2.1555,0.00399800099950025,0,"WT_heat_up","BP","with_iea","temperature homeostasis",0.0245706249749957,FALSE
"GO:0002673",34,4,0.001938568191399,0.0245706249749957,1.289,3,0.0379810094952524,0.047554347826087,0.4605,0.00149925037481259,0,"WT_heat_up","BP","with_iea","regulation of acute inflammatory response",0.0245706249749957,FALSE
"GO:0030195",34,4,0.001938568191399,0.0245706249749957,1.04,3,0.0179910044977511,0.0255639097744361,0.476,0.00299850074962519,0,"WT_heat_up","BP","with_iea","negative regulation of blood coagulation",0.0245706249749957,FALSE
"GO:0030324",143,8,0.00194842793832013,0.0245706249749957,5.213,9,0.141429285357321,0.139628327473631,2.096,0.000999500249875062,0,"WT_heat_up","BP","with_iea","lung development",0.0245706249749957,FALSE
"GO:1902107",176,9,0.00192482360820355,0.0245706249749957,7.7565,12,0.373313343328336,0.3665,2.6725,0.00249875062468766,0,"WT_heat_up","BP","with_iea","positive regulation of leukocyte differentiation",0.0245706249749957,FALSE
"GO:1903708",176,9,0.00192482360820355,0.0245706249749957,7.7565,12,0.373313343328336,0.3665,2.6725,0.00249875062468766,0,"WT_heat_up","BP","with_iea","positive regulation of hemopoiesis",0.0245706249749957,FALSE
"GO:0007566",57,5,0.00201800433978509,0.0252588126842245,1.829,4,0.0329835082458771,0.03708063566804,0.858,0.00149925037481259,0,"WT_heat_up","BP","with_iea","embryo implantation",0.0252588126842245,TRUE
"GO:0097192",57,5,0.00201800433978509,0.0252588126842245,2.204,5,0.0574712643678161,0.06087437742114,0.8285,0.00149925037481259,0,"WT_heat_up","BP","with_iea","extrinsic apoptotic signaling pathway in absence of ligand",0.0252588126842245,FALSE
"GO:0006887",288,12,0.00209368453329914,0.0258221092440227,8.0075,12,0.104947526236882,0.100550275137569,4.3965,0.00349825087456272,0,"WT_heat_up","BP","with_iea","exocytosis",0.0258221092440227,TRUE
"GO:0048659",113,7,0.0020860451085563,0.0258221092440227,4.9065,8,0.216391804097951,0.211953792064289,1.6965,0.00149925037481259,0,"WT_heat_up","BP","with_iea","smooth muscle cell proliferation",0.0258221092440227,FALSE
"GO:0051960",327,13,0.00208912625572958,0.0258221092440227,11.8945,17,0.395302348825587,0.3845,5.0455,0.00299850074962519,0.00050125313283208,"WT_heat_up","BP","with_iea","regulation of nervous system development",0.0258221092440227,FALSE
"GO:0071675",113,7,0.0020860451085563,0.0258221092440227,4.5255,8,0.159420289855072,0.154078549848943,1.74,0.00199900049975012,0,"WT_heat_up","BP","with_iea","regulation of mononuclear cell migration",0.0258221092440227,FALSE
"GO:0010837",35,4,0.00216198292708431,0.0264705327836104,1.1665,3,0.0259870064967516,0.0321199143468951,0.5005,0.00249875062468766,0,"WT_heat_up","BP","with_iea","regulation of keratinocyte proliferation",0.0264705327836104,FALSE
"GO:1900047",35,4,0.00216198292708431,0.0264705327836104,1.0805,3,0.0224887556221889,0.0302137067059691,0.4895,0.00349825087456272,0,"WT_heat_up","BP","with_iea","negative regulation of hemostasis",0.0264705327836104,FALSE
"GO:0030323",146,8,0.00221958632505083,0.0270773447697324,5.2575,9,0.145427286356822,0.140060240963855,2.146,0.000999500249875062,0,"WT_heat_up","BP","with_iea","respiratory tube development",0.0270773447697324,FALSE
"GO:0031639",17,3,0.00224773914361804,0.0272235168941077,0.453,2,0.0119940029985007,0.0280748663101604,0.2415,0.00349825087456272,0,"WT_heat_up","BP","with_iea","plasminogen activation",0.0272235168941077,TRUE
"GO:0046885",17,3,0.00224773914361804,0.0272235168941077,0.5735,2,0.0219890054972514,0.0406320541760722,0.215,0.000999500249875062,0,"WT_heat_up","BP","with_iea","regulation of hormone biosynthetic process",0.0272235168941077,TRUE
"GO:0016064",115,7,0.00230504182044796,0.0278174760195279,3.7795,7,0.0769615192403798,0.0733571064696893,1.7115,0.000999500249875062,0,"WT_heat_up","BP","with_iea","immunoglobulin mediated immune response",0.0278174760195279,FALSE
"GO:0003012",292,12,0.0023468888471985,0.0279875531450698,9.405,14,0.228885557221389,0.2145,4.4665,0.00349825087456272,0,"WT_heat_up","BP","with_iea","muscle system process",0.0279875531450698,FALSE
"GO:0038034",59,5,0.00235238418178044,0.0279875531450698,2.2175,5,0.0584707646176912,0.0612921038100497,0.855,0.00149925037481259,0,"WT_heat_up","BP","with_iea","signal transduction in absence of ligand",0.0279875531450698,FALSE
"GO:0045670",59,5,0.00235238418178044,0.0279875531450698,2.1205,5,0.0559720139930035,0.0588565022421525,0.856,0.00149925037481259,0,"WT_heat_up","BP","with_iea","regulation of osteoclast differentiation",0.0279875531450698,FALSE
"GO:0050769",181,9,0.00232941513937978,0.0279875531450698,6.903,11,0.243378310844578,0.231462925851703,2.7725,0.00449775112443778,0,"WT_heat_up","BP","with_iea","positive regulation of neurogenesis",0.0279875531450698,FALSE
"GO:0002287",86,6,0.00238245760068218,0.0281464376894628,3.7585,7,0.157421289355322,0.153611393692777,1.307,0.00249875062468766,0,"WT_heat_up","BP","with_iea","alpha-beta T cell activation involved in immune response",0.0281464376894628,TRUE
"GO:0002293",86,6,0.00238245760068218,0.0281464376894628,3.7585,7,0.157421289355322,0.153611393692777,1.307,0.00249875062468766,0,"WT_heat_up","BP","with_iea","alpha-beta T cell differentiation involved in immune response",0.0281464376894628,FALSE
"GO:0002687",116,7,0.00242098517037205,0.0284022894377795,4.697,8,0.175412293853073,0.166331658291457,1.7575,0.00299850074962519,0,"WT_heat_up","BP","with_iea","positive regulation of leukocyte migration",0.0284022894377795,FALSE
"GO:0042098",182,9,0.00241791023724282,0.0284022894377795,7.549,12,0.347326336831584,0.333166583291646,2.8025,0.00199900049975012,0,"WT_heat_up","BP","with_iea","T cell proliferation",0.0284022894377795,FALSE
"GO:0002449",255,11,0.00243876991401631,0.0285115913211559,8.975,14,0.286356821589205,0.2715,3.874,0.00149925037481259,0,"WT_heat_up","BP","with_iea","lymphocyte mediated immunity",0.0285115913211559,FALSE
"GO:0007610",458,16,0.00249338808844197,0.0290492653764156,13.574,19,0.268865567216392,0.255,7.0995,0.000999500249875062,0,"WT_heat_up","BP","with_iea","behavior",0.0290492653764156,TRUE
"GO:0010001",183,9,0.00250905865348788,0.0291310361596335,6.74,11,0.229885057471264,0.2175,2.8385,0.00149925037481259,0,"WT_heat_up","BP","with_iea","glial cell differentiation",0.0291310361596335,FALSE
"GO:0002444",87,6,0.00252597564976644,0.0292178342268346,3.134,6,0.0929535232383808,0.0893042575285566,1.3055,0.00199900049975012,0,"WT_heat_up","BP","with_iea","myeloid leukocyte mediated immunity",0.0292178342268346,FALSE
"GO:0032370",60,5,0.002533889989378,0.0292178342268346,2.0235,4.04999999999995,0.0504747626186907,0.0518814139110604,0.879,0.00199900049975012,0,"WT_heat_up","BP","with_iea","positive regulation of lipid transport",0.0292178342268346,TRUE
"GO:0010566",18,3,0.00266612205789278,0.0298233653452658,0.5005,2,0.0119940029985007,0.0237797246558198,0.223,0.000499750124937531,0,"WT_heat_up","BP","with_iea","regulation of ketone biosynthetic process",0.0298233653452658,TRUE
"GO:0035929",18,3,0.00266612205789278,0.0298233653452658,0.6225,2,0.0254872563718141,0.0399137001078749,0.229,0.00199900049975012,0,"WT_heat_up","BP","with_iea","steroid hormone secretion",0.0298233653452658,TRUE
"GO:0038128",18,3,0.00266612205789278,0.0298233653452658,0.6425,2,0.0249875062468766,0.0481675392670157,0.2345,0.00349825087456272,0,"WT_heat_up","BP","with_iea","ERBB2 signaling pathway",0.0298233653452658,TRUE
"GO:0048670",18,3,0.00266612205789278,0.0298233653452658,0.5215,2,0.0194902548725637,0.0379436964504284,0.243,0.000999500249875062,0.00232558139534884,"WT_heat_up","BP","with_iea","regulation of collateral sprouting",0.0298233653452658,TRUE
"GO:0060142",18,3,0.00266612205789278,0.0298233653452658,0.616,2,0.0264867566216892,0.0492505353319058,0.244,0.00199900049975012,0,"WT_heat_up","BP","with_iea","regulation of syncytium formation by plasma membrane fusion",0.0298233653452658,FALSE
"GO:0072012",18,3,0.00266612205789278,0.0298233653452658,0.726,2,0.0339830084957521,0.053926206244087,0.234,0.000999500249875062,0,"WT_heat_up","BP","with_iea","glomerulus vasculature development",0.0298233653452658,FALSE
"GO:1901623",18,3,0.00266612205789278,0.0298233653452658,0.633,2,0.0194902548725637,0.0355276907001045,0.2635,0.00249875062468766,0,"WT_heat_up","BP","with_iea","regulation of lymphocyte chemotaxis",0.0298233653452658,FALSE
"GO:1905709",18,3,0.00266612205789278,0.0298233653452658,0.4985,2,0.0124937531234383,0.0224438902743142,0.237,0.00199900049975012,0,"WT_heat_up","BP","with_iea","negative regulation of membrane permeability",0.0298233653452658,TRUE
"GO:2001239",37,4,0.00266091143702845,0.0298233653452658,1.4305,4,0.0524737631184408,0.0571612074502248,0.54,0.00299850074962519,0,"WT_heat_up","BP","with_iea","regulation of extrinsic apoptotic signaling pathway in absence of ligand",0.0298233653452658,FALSE
"GO:0044093",420,15,0.00274909954307418,0.0306497290116913,13.047,19,0.309345327336332,0.285,6.478,0.00199900049975012,0,"WT_heat_up","BP","with_iea","positive regulation of molecular function",0.0306497290116913,TRUE
"GO:0006869",298,12,0.00277319449839539,0.0308163230234233,7.118,12,0.0544727636181909,0.0476429287863591,4.619,0.00349825087456272,0,"WT_heat_up","BP","with_iea","lipid transport",0.0308163230234233,FALSE
"GO:0006909",186,9,0.0027989849923647,0.031000600227934,6.392,10,0.181409295352324,0.164747120681022,2.86,0.00199900049975012,0,"WT_heat_up","BP","with_iea","phagocytosis",0.031000600227934,TRUE
"GO:0042129",152,8,0.00285044615758146,0.031467056434678,6.456,10,0.308345827086457,0.282565130260521,2.329,0.00299850074962519,0,"WT_heat_up","BP","with_iea","regulation of T cell proliferation",0.031467056434678,FALSE
"GO:0001934",187,9,0.00290131053537234,0.0319238972960741,6.9705,11,0.261369315342329,0.226,2.8665,0.00249875062468766,0,"WT_heat_up","BP","with_iea","positive regulation of protein phosphorylation",0.0319238972960741,TRUE
"GO:0030855",467,16,0.00302291398816437,0.033153587616122,14.8695,21,0.419790104947526,0.377,7.2085,0.00349825087456272,0,"WT_heat_up","BP","with_iea","epithelial cell differentiation",0.033153587616122,TRUE
"GO:0002292",91,6,0.00316585041006876,0.0336259253334433,3.9485,7,0.182408795602199,0.164300202839757,1.389,0.00299850074962519,0,"WT_heat_up","BP","with_iea","T cell differentiation involved in immune response",0.0336259253334433,FALSE
"GO:0007229",91,6,0.00316585041006876,0.0336259253334433,2.7025,5.04999999999995,0.0504747626186907,0.0407944176060118,1.361,0.00249875062468766,0,"WT_heat_up","BP","with_iea","integrin-mediated signaling pathway",0.0336259253334433,FALSE
"GO:0030194",19,3,0.00312946703661755,0.0336259253334433,0.5525,2,0.0144927536231884,0.0243055555555556,0.258,0.00249875062468766,0,"WT_heat_up","BP","with_iea","positive regulation of blood coagulation",0.0336259253334433,FALSE
"GO:0030216",91,6,0.00316585041006876,0.0336259253334433,2.6495,5,0.0474762618690655,0.0385232744783307,1.388,0.00599700149925037,0,"WT_heat_up","BP","with_iea","keratinocyte differentiation",0.0336259253334433,TRUE
"GO:0035136",19,3,0.00312946703661755,0.0336259253334433,0.5805,2,0.0174912543728136,0.025164113785558,0.2615,0.00199900049975012,0,"WT_heat_up","BP","with_iea","forelimb morphogenesis",0.0336259253334433,FALSE
"GO:0046849",63,5,0.00313938147349997,0.0336259253334433,2.0125,4,0.0459770114942529,0.0400916380297824,0.9295,0.00299850074962519,0,"WT_heat_up","BP","with_iea","bone remodeling",0.0336259253334433,FALSE
"GO:0050886",63,5,0.00313938147349997,0.0336259253334433,2.2345,5,0.0759620189905048,0.0575740637227501,0.9155,0.00199900049975012,0,"WT_heat_up","BP","with_iea","endocrine process",0.0336259253334433,TRUE
"GO:0060713",19,3,0.00312946703661755,0.0336259253334433,0.671,2,0.023488255872064,0.0340466926070039,0.2555,0.00199900049975012,0,"WT_heat_up","BP","with_iea","labyrinthine layer morphogenesis",0.0336259253334433,FALSE
"GO:0071800",19,3,0.00312946703661755,0.0336259253334433,0.5505,2,0.015992003998001,0.0288018433179724,0.2575,0.00499750124937531,0,"WT_heat_up","BP","with_iea","podosome assembly",0.0336259253334433,TRUE
"GO:1900048",19,3,0.00312946703661755,0.0336259253334433,0.5525,2,0.0144927536231884,0.0243055555555556,0.258,0.00249875062468766,0,"WT_heat_up","BP","with_iea","positive regulation of hemostasis",0.0336259253334433,FALSE
"GO:0090092",190,9,0.00322614887632293,0.0341586266244632,6.2605,10,0.171914042978511,0.141141141141141,2.916,0.00349825087456272,0,"WT_heat_up","BP","with_iea","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.0341586266244632,FALSE
"GO:0003018",191,9,0.00334057877825795,0.0349437355611614,6.1675,10,0.158420789605197,0.12456228114057,2.909,0.00349825087456272,0,"WT_heat_up","BP","with_iea","vascular process in circulatory system",0.0349437355611614,FALSE
"GO:0030509",92,6,0.00334316223030884,0.0349437355611614,3.3245,6.04999999999995,0.112443778110945,0.0893970893970894,1.349,0.00199900049975012,0,"WT_heat_up","BP","with_iea","BMP signaling pathway",0.0349437355611614,FALSE
"GO:0043299",64,5,0.00336256914814859,0.0349437355611614,2.498,5,0.105447276361819,0.0813890396093326,0.945,0.00249875062468766,0,"WT_heat_up","BP","with_iea","leukocyte degranulation",0.0349437355611614,FALSE
"GO:0048738",156,8,0.00334330878778491,0.0349437355611614,6.025,10,0.251874062968516,0.202202202202202,2.4105,0.00299850074962519,0,"WT_heat_up","BP","with_iea","cardiac muscle tissue development",0.0349437355611614,FALSE
"GO:1902893",64,5,0.00336256914814859,0.0349437355611614,2.948,6,0.162918540729635,0.135866736074961,0.9735,0.00149925037481259,0.000791765637371338,"WT_heat_up","BP","with_iea","regulation of miRNA transcription",0.0349437355611614,FALSE
"GO:1990823",92,6,0.00334316223030884,0.0349437355611614,2.184,5,0.0229885057471264,0.0162829870859068,1.34,0.00199900049975012,0,"WT_heat_up","BP","with_iea","response to leukemia inhibitory factor",0.0349437355611614,TRUE
"GO:0007178",266,11,0.00337316691515771,0.0349460092410339,8.9665,14,0.282358820589705,0.238,4.0635,0.00549725137431284,0,"WT_heat_up","BP","with_iea","cell surface receptor protein serine/threonine kinase signaling pathway",0.0349460092410339,FALSE
"GO:0000768",40,4,0.00354908636254193,0.0360392931071739,1.115,3,0.0279860069965017,0.0208955223880597,0.581,0.00549725137431284,0,"WT_heat_up","BP","with_iea","syncytium formation by plasma membrane fusion",0.0360392931071739,FALSE
"GO:0002762",40,4,0.00354908636254193,0.0360392931071739,1.532,4,0.0609695152423788,0.0442092154420922,0.5775,0.00349825087456272,0,"WT_heat_up","BP","with_iea","negative regulation of myeloid leukocyte differentiation",0.0360392931071739,FALSE
"GO:0010818",20,3,0.00363925145721388,0.0360392931071739,0.7115,2,0.0344827586206897,0.0347490347490347,0.2975,0.00349825087456272,0,"WT_heat_up","BP","with_iea","T cell chemotaxis",0.0360392931071739,FALSE
