"gene_symbol","ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","contrast"
"Gja5","ENSMUSG00000057123.14",1.75090571,4.75423573,40.1882009,2.39298376e-27,4.70915275e-23,"Temp_main"
"Rbm3","ENSMUSG00000031167.16",-1.03134431,7.17539717,-36.6283977,3.51876213e-26,3.462286e-22,"Temp_main"
"Galm","ENSMUSG00000035473.10",0.993845075,5.36387702,35.9387283,6.09703287e-26,3.99945033e-22,"Temp_main"
"Timp1","ENSMUSG00000001131.11",2.11708407,2.66864123,34.9667956,1.34616994e-25,6.62281957e-22,"Temp_main"
"Sgk3","ENSMUSG00000025915.14",-1.04584108,4.54435272,-32.5874745,1.02619577e-24,4.03890131e-21,"Temp_main"
"Sdc1","ENSMUSG00000020592.14",1.47033227,3.40988543,31.8805472,1.92807265e-24,5.82092847e-21,"Temp_main"
"Cirbp","ENSMUSG00000045193.13",-1.0392828,5.87533316,-31.8015475,2.07055741e-24,5.82092847e-21,"Temp_main"
"Serpinb6a","ENSMUSG00000060147.15",0.867897649,6.42971479,31.2141503,3.53689558e-24,8.70032103e-21,"Temp_main"
"Hsph1","ENSMUSG00000029657.15",1.07533718,7.38336961,33.8255082,6.65028888e-24,1.45412261e-20,"Temp_main"
"Plek2","ENSMUSG00000021118.7",2.02168995,1.77815404,30.0872215,1.01514045e-23,1.87603703e-20,"Temp_main"
"Rbm3-ps","ENSMUSG00000099875.1",-1.21012208,6.82378532,-34.9722011,1.04865122e-23,1.87603703e-20,"Temp_main"
"Cd40","ENSMUSG00000017652.16",-1.27598035,4.48298757,-29.2488659,2.27900506e-23,3.73737838e-20,"Temp_main"
"Slco4a1","ENSMUSG00000038963.15",0.875204506,5.22422456,28.6525023,4.10549631e-23,6.214774e-20,"Temp_main"
"Gm10156","ENSMUSG00000066245.5",-1.15541852,4.97639496,-28.3496938,5.55988247e-23,7.81520908e-20,"Temp_main"
"Abca1","ENSMUSG00000015243.4",-0.82410371,5.61469483,-28.2369086,6.22951595e-23,8.17270963e-20,"Temp_main"
"Gramd1b","ENSMUSG00000040111.17",0.810236842,6.71334162,27.737545,1.03598761e-22,1.27420001e-19,"Temp_main"
"Csgalnact1","ENSMUSG00000036356.15",0.978096004,4.83609554,27.6637617,1.11765156e-22,1.2937803e-19,"Temp_main"
"Pde1b","ENSMUSG00000022489.6",-0.971365088,4.3741631,-27.257059,1.70379654e-22,1.76468485e-19,"Temp_main"
"Zfp944","ENSMUSG00000033972.9",-0.776613561,5.66800071,-27.2775861,1.66768969e-22,1.76468485e-19,"Temp_main"
"Slc44a1","ENSMUSG00000028412.17",-0.75150575,6.30542843,-27.013245,2.19992636e-22,2.16461754e-19,"Temp_main"
"Rhob","ENSMUSG00000054364.5",-1.05532519,4.26596589,-26.9412603,2.37331113e-22,2.22401855e-19,"Temp_main"
"Usp22","ENSMUSG00000042506.15",-0.65198606,7.11450913,-26.7419873,2.93079564e-22,2.6215967e-19,"Temp_main"
"Dot1l","ENSMUSG00000061589.14",0.663286885,8.12014758,26.1831055,5.33796609e-22,4.37690978e-19,"Temp_main"
"Acsl6","ENSMUSG00000020333.17",-0.596160343,6.69275219,-26.1960083,5.26388876e-22,4.37690978e-19,"Temp_main"
"Zc3h6","ENSMUSG00000042851.17",-1.12398169,3.24750655,-26.0865175,5.92782518e-22,4.66614687e-19,"Temp_main"
"Itga5","ENSMUSG00000000555.8",0.873660157,4.97252475,25.6423661,9.64333527e-22,7.29889211e-19,"Temp_main"
"Ahr","ENSMUSG00000019256.17",-1.12018439,3.99799298,-25.5936264,1.01770582e-21,7.41756775e-19,"Temp_main"
"Il1rn","ENSMUSG00000026981.15",1.90166509,5.03962297,36.1538391,1.37126059e-21,9.63751324e-19,"Temp_main"
"Gm48583","ENSMUSG00000114277.1",-1.22409424,5.70924289,-29.6200397,2.24910554e-21,1.526212e-18,"Temp_main"
"Tspan3","ENSMUSG00000032324.11",0.985144392,5.01436396,24.835896,2.38053553e-21,1.56155196e-18,"Temp_main"
"Arl5c","ENSMUSG00000038352.15",-1.17089813,4.89033355,-26.2533386,2.62026654e-21,1.61138204e-18,"Temp_main"
"Rcbtb2","ENSMUSG00000022106.14",-0.920430812,4.57695798,-24.7702299,2.56530856e-21,1.61138204e-18,"Temp_main"
"Fah","ENSMUSG00000030630.16",1.28181847,3.65144281,24.6607581,2.90694302e-21,1.73350702e-18,"Temp_main"
"Ophn1","ENSMUSG00000031214.13",1.78226606,1.95923542,24.461254,3.6555717e-21,1.89310515e-18,"Temp_main"
"Fam83g","ENSMUSG00000042377.8",1.66512741,4.4658382,30.0827112,3.56046893e-21,1.89310515e-18,"Temp_main"
"C3","ENSMUSG00000024164.15",1.61059989,3.65074346,26.1961539,3.49582398e-21,1.89310515e-18,"Temp_main"
"Satb1","ENSMUSG00000023927.15",-0.91432844,5.36329606,-24.543629,3.32487206e-21,1.89310515e-18,"Temp_main"
"St6galnac6","ENSMUSG00000026811.18",0.797768209,5.26802717,24.530129,3.37687651e-21,1.89310515e-18,"Temp_main"
"Sp100","ENSMUSG00000026222.16",-0.599887778,7.15706725,-24.4164632,3.84945949e-21,1.94239778e-18,"Temp_main"
"Lgals3","ENSMUSG00000050335.17",0.930293598,5.43904938,24.5416628,4.11987221e-21,1.97743818e-18,"Temp_main"
"Crebrf","ENSMUSG00000048249.14",-0.844978501,5.85602926,-24.3781267,4.02383058e-21,1.97743818e-18,"Temp_main"
"Sidt1","ENSMUSG00000022696.17",-1.43948952,3.16675269,-24.3230374,4.28879808e-21,1.97858625e-18,"Temp_main"
"Traf5","ENSMUSG00000026637.13",-0.769609989,4.67132058,-24.3161138,4.32335022e-21,1.97858625e-18,"Temp_main"
"Rpl10a-ps2","ENSMUSG00000061988.3",2.10427777,1.81279272,24.2944765,4.4331953e-21,1.9827466e-18,"Temp_main"
"Scarb2","ENSMUSG00000029426.8",-0.620139702,6.17794825,-24.0909741,5.61866194e-21,2.4571033e-18,"Temp_main"
"Myo1c","ENSMUSG00000017774.19",0.636316239,7.781593,24.0262088,6.06110263e-21,2.57202071e-18,"Temp_main"
"Igfbp4","ENSMUSG00000017493.12",-0.474121792,9.32851269,-24.0147794,6.14284127e-21,2.57202071e-18,"Temp_main"
"Uvssa","ENSMUSG00000037355.14",-0.816585213,4.4201933,-23.7497699,8.39399447e-21,3.37113096e-18,"Temp_main"
"Gm12940","ENSMUSG00000085334.7",-0.745462813,5.19083447,-23.7639545,8.25422203e-21,3.37113096e-18,"Temp_main"
"Maged1","ENSMUSG00000025151.16",0.939500666,4.76406246,23.6825602,9.09024913e-21,3.44013486e-18,"Temp_main"
"Rbmx","ENSMUSG00000031134.16",-0.672609331,6.2357189,-23.7135944,8.76162985e-21,3.44013486e-18,"Temp_main"
"Zc3h7b","ENSMUSG00000022390.11",-0.590879905,6.43705742,-23.6837517,9.07740056e-21,3.44013486e-18,"Temp_main"
"Rorc","ENSMUSG00000028150.14",0.855622245,7.06690893,25.9558667,9.42837332e-21,3.5007728e-18,"Temp_main"
"Hspa4l","ENSMUSG00000025757.13",0.618130257,7.2540347,23.5514458,1.06253762e-20,3.87216255e-18,"Temp_main"
"A630001G21Rik","ENSMUSG00000052760.16",-0.712859114,5.53542125,-23.4477663,1.20274664e-20,4.30342746e-18,"Temp_main"
"Ncmap","ENSMUSG00000043924.16",-1.68264946,3.47760354,-25.5524981,1.3866791e-20,4.87293894e-18,"Temp_main"
"Glb1","ENSMUSG00000045594.10",0.539593798,6.1970441,23.1779999,1.66435812e-20,5.74612339e-18,"Temp_main"
"Sell","ENSMUSG00000026581.14",-0.666698158,7.3004298,-23.1221027,1.78099429e-20,6.04279081e-18,"Temp_main"
"Grap2","ENSMUSG00000042351.9",-0.663609328,8.31828054,-23.6213463,2.10958838e-20,7.03637115e-18,"Temp_main"
"Uba7","ENSMUSG00000032596.14",-0.891888956,5.65016818,-23.6930172,2.85924118e-20,9.37783451e-18,"Temp_main"
"Sacs","ENSMUSG00000048279.19",0.495374087,7.63311311,22.5567872,3.5628618e-20,1.14940258e-17,"Temp_main"
"Rab34","ENSMUSG00000002059.18",1.29136776,2.82890412,22.4817874,3.91072158e-20,1.24127565e-17,"Temp_main"
"Dnaja3","ENSMUSG00000004069.17",0.518428151,5.81447736,22.4461116,4.08831307e-20,1.27704624e-17,"Temp_main"
"Smurf1","ENSMUSG00000038780.14",-0.575919059,6.43331294,-22.4300655,4.17088312e-20,1.28248139e-17,"Temp_main"
"Wdyhv1","ENSMUSG00000022359.10",-0.58564687,5.54999535,-22.2931445,4.94941217e-20,1.49845357e-17,"Temp_main"
"Lrp4","ENSMUSG00000027253.15",-1.61417713,1.52733099,-22.0602245,6.63637195e-20,1.94084512e-17,"Temp_main"
"Olfr56","ENSMUSG00000040328.16",-1.42708186,2.09518775,-22.0672654,6.57752893e-20,1.94084512e-17,"Temp_main"
"Lgals9","ENSMUSG00000001123.15",-0.701339644,5.61263214,-22.0519154,6.70651295e-20,1.94084512e-17,"Temp_main"
"Anxa4","ENSMUSG00000029994.17",0.79597885,5.45106721,21.7954903,9.29322327e-20,2.61259058e-17,"Temp_main"
"Zadh2","ENSMUSG00000049090.3",-0.653271099,5.53896145,-21.7985011,9.2575149e-20,2.61259058e-17,"Temp_main"
"Tcf12","ENSMUSG00000032228.16",-0.617158205,6.70778142,-21.7510929,9.83660278e-20,2.702277e-17,"Temp_main"
"Fgfr1op","ENSMUSG00000069135.11",-0.51873168,6.29930209,-21.7471134,9.88688164e-20,2.702277e-17,"Temp_main"
"Tmx4","ENSMUSG00000034723.11",-0.637754347,5.06270443,-21.7194243,1.02441448e-19,2.76156885e-17,"Temp_main"
"Jcad","ENSMUSG00000033960.6",0.709588598,5.803431,21.6992271,1.0513125e-19,2.79578089e-17,"Temp_main"
"Clk1","ENSMUSG00000026034.17",-0.612453217,7.65378763,-21.6846413,1.07118987e-19,2.8106594e-17,"Temp_main"
"Pdcd1lg2","ENSMUSG00000016498.10",0.81037012,5.09204894,21.6376979,1.13783701e-19,2.83436639e-17,"Temp_main"
"Slc39a14","ENSMUSG00000022094.15",0.61074406,6.41701489,21.6390577,1.13584748e-19,2.83436639e-17,"Temp_main"
"Fam129a","ENSMUSG00000026483.13",0.607916465,7.14110663,21.6672916,1.09533972e-19,2.83436639e-17,"Temp_main"
"Ampd2","ENSMUSG00000027889.17",0.502773533,6.85771351,21.6395781,1.13508707e-19,2.83436639e-17,"Temp_main"
"Smarca2","ENSMUSG00000024921.17",-0.762974936,6.52318931,-22.7568448,1.17623946e-19,2.89340205e-17,"Temp_main"
"Ankrd16","ENSMUSG00000047909.11",-0.660866406,5.88589053,-21.5671524,1.24614356e-19,3.02751347e-17,"Temp_main"
"Wnt10b","ENSMUSG00000022996.15",-0.81882776,5.12751629,-21.5021255,1.3554028e-19,3.25280144e-17,"Temp_main"
"Pou2f2","ENSMUSG00000008496.19",0.599941018,6.99332035,21.4812884,1.39246764e-19,3.30149045e-17,"Temp_main"
"Inpp5k","ENSMUSG00000006127.9",-0.544952638,6.34159085,-21.4651645,1.42186545e-19,3.33105837e-17,"Temp_main"
"Arhgef5","ENSMUSG00000033542.13",0.815879567,4.64015848,21.3716703,1.60542275e-19,3.67361795e-17,"Temp_main"
"Zdhhc2","ENSMUSG00000039470.15",0.753818898,5.5519783,21.3801578,1.58779353e-19,3.67361795e-17,"Temp_main"
"Gm9745","ENSMUSG00000021148.11",2.08749995,2.00309477,22.6778229,1.65187832e-19,3.73647282e-17,"Temp_main"
"Tbc1d16","ENSMUSG00000039976.4",-0.945214923,5.96429243,-24.271564,1.90841379e-19,4.08931651e-17,"Temp_main"
"Atg9b","ENSMUSG00000038295.14",0.888433185,4.27559744,21.2644127,1.84643577e-19,4.08931651e-17,"Temp_main"
"Itgav","ENSMUSG00000027087.11",0.711080459,7.36409662,22.6257181,1.9117695e-19,4.08931651e-17,"Temp_main"
"Glipr2","ENSMUSG00000028480.14",0.497129294,6.01160678,21.2486712,1.88482934e-19,4.08931651e-17,"Temp_main"
"Socs2","ENSMUSG00000020027.18",-0.388526125,9.46533592,-21.2458525,1.89179066e-19,4.08931651e-17,"Temp_main"
"Zdhhc20","ENSMUSG00000021969.8",-0.647657976,7.9755018,-22.1127516,2.0619454e-19,4.27625202e-17,"Temp_main"
"Hbp1","ENSMUSG00000002996.17",-0.641655817,5.89972553,-21.1792052,2.06435257e-19,4.27625202e-17,"Temp_main"
"Hspe1","ENSMUSG00000073676.4",0.496824654,6.99727905,21.1869361,2.0435296e-19,4.27625202e-17,"Temp_main"
"Adora2a","ENSMUSG00000020178.6",1.15254054,4.42147219,22.6487244,2.12594727e-19,4.35797044e-17,"Temp_main"
"Ets1","ENSMUSG00000032035.16",-0.37653105,9.33479735,-21.1287905,2.20562112e-19,4.47468227e-17,"Temp_main"
"Perp","ENSMUSG00000019851.8",0.718293565,4.90685728,21.1128966,2.2521969e-19,4.52254926e-17,"Temp_main"
"Klrc1","ENSMUSG00000030167.15",1.3058618,3.91348819,22.5555512,2.37146728e-19,4.71394996e-17,"Temp_main"
"Tanc2","ENSMUSG00000053580.16",1.10308426,3.94402406,21.0316421,2.50666774e-19,4.93287145e-17,"Temp_main"
"Rarg","ENSMUSG00000001288.15",0.645313283,6.19161143,20.8907755,3.02043846e-19,5.88507014e-17,"Temp_main"
"Irf6","ENSMUSG00000026638.15",1.33238535,2.96947967,20.8695134,3.10694484e-19,5.99427132e-17,"Temp_main"
"9830144P21Rik","ENSMUSG00000087528.1",-0.98547279,3.67833981,-20.8494297,3.19100513e-19,6.09667863e-17,"Temp_main"
"Ctsz","ENSMUSG00000016256.10",0.672851046,7.31966777,21.7576446,3.40495122e-19,6.44288798e-17,"Temp_main"
"Uhrf1bp1","ENSMUSG00000039512.12",-0.592277077,6.44762349,-20.7890675,3.45805942e-19,6.48106204e-17,"Temp_main"
"Gm12216","ENSMUSG00000081769.9",-1.51906279,2.04069654,-20.7259779,3.76192017e-19,6.95396596e-17,"Temp_main"
"Scyl2","ENSMUSG00000069539.11",0.493111365,6.60890217,20.7221822,3.78105777e-19,6.95396596e-17,"Temp_main"
"Ptpn5","ENSMUSG00000030854.17",1.13144713,4.36697728,22.0129584,3.94447522e-19,7.18734518e-17,"Temp_main"
"Orai1","ENSMUSG00000049686.14",0.717736778,5.40944501,20.6718458,4.04455995e-19,7.30210049e-17,"Temp_main"
"Dennd3","ENSMUSG00000036661.14",1.05526103,3.26302567,20.6570536,4.12554298e-19,7.38059639e-17,"Temp_main"
"Irak2","ENSMUSG00000060477.14",0.792524491,4.90939619,20.5931155,4.49529734e-19,7.96963572e-17,"Temp_main"
"Itpr2","ENSMUSG00000030287.15",-0.692248169,5.55250329,-20.5745179,4.6091437e-19,8.09851239e-17,"Temp_main"
"Baz1a","ENSMUSG00000035021.13",0.437700119,7.64547627,20.5448718,4.79681119e-19,8.3536679e-17,"Temp_main"
"Art2b","ENSMUSG00000030651.5",-0.967907497,4.01182488,-20.4146532,5.71930866e-19,9.87283115e-17,"Temp_main"
"Kcnk5","ENSMUSG00000023243.9",0.808238365,5.06279915,20.3884425,5.92612775e-19,9.96754427e-17,"Temp_main"
"Pnpla2","ENSMUSG00000025509.15",-0.597882118,5.8918676,-20.391275,5.90341043e-19,9.96754427e-17,"Temp_main"
"Rpl13a","ENSMUSG00000074129.14",0.466378826,6.83549601,20.3889288,5.92222096e-19,9.96754427e-17,"Temp_main"
"Herc3","ENSMUSG00000029804.17",-0.554620981,6.44672696,-20.3587809,6.16950919e-19,1.02859268e-16,"Temp_main"
"Rasgrp1","ENSMUSG00000027347.18",-0.53503306,7.3737132,-20.3527838,6.21995678e-19,1.02859268e-16,"Temp_main"
"Rsrp1","ENSMUSG00000037266.18",-0.496900474,8.58833416,-20.2942145,6.7356014e-19,1.1045825e-16,"Temp_main"
"Srgn","ENSMUSG00000020077.14",0.546266392,7.69745186,20.2437887,7.21482525e-19,1.17339294e-16,"Temp_main"
"Ikzf2","ENSMUSG00000025997.13",-1.02054459,3.83302662,-20.2324447,7.32739797e-19,1.18193332e-16,"Temp_main"
"Rab19","ENSMUSG00000029923.4",-1.40575134,1.63281706,-20.2218349,7.43432449e-19,1.18943148e-16,"Temp_main"
"Rcbtb1","ENSMUSG00000035469.17",-0.586208065,7.0513881,-20.2079332,7.5768691e-19,1.20246135e-16,"Temp_main"
"Atmin","ENSMUSG00000047388.10",0.577277253,5.79416008,20.1896328,7.76882656e-19,1.2230619e-16,"Temp_main"
"Nrde2","ENSMUSG00000021179.8",-0.630125029,5.53945193,-20.1265923,8.46935949e-19,1.32276608e-16,"Temp_main"
"Tmeff2","ENSMUSG00000026109.14",1.0717183,3.85650591,20.0946425,8.84896696e-19,1.37117182e-16,"Temp_main"
"Axl","ENSMUSG00000002602.16",0.597304588,7.67346377,20.4021321,9.29707338e-19,1.4293524e-16,"Temp_main"
"Klhl6","ENSMUSG00000043008.9",-0.550527383,6.90294026,-20.0146315,9.87858158e-19,1.50698145e-16,"Temp_main"
"Samhd1","ENSMUSG00000027639.16",-0.596470559,9.57798389,-21.7944422,1.01400199e-18,1.53496501e-16,"Temp_main"
"Gm12715","ENSMUSG00000059195.10",0.478052313,8.38602594,19.9665529,1.05559802e-18,1.58573386e-16,"Temp_main"
"Zdhhc18","ENSMUSG00000037553.14",0.567678827,7.16525244,19.8984649,1.15982706e-18,1.72910884e-16,"Temp_main"
"Pyroxd2","ENSMUSG00000060224.4",-2.31493969,2.72953576,-25.522037,1.21420986e-18,1.79657412e-16,"Temp_main"
"Mkrn1","ENSMUSG00000029922.15",-0.459372793,6.15927675,-19.8515945,1.23769828e-18,1.81766153e-16,"Temp_main"
"Zswim4","ENSMUSG00000035671.6",0.619891413,5.89502658,19.8008924,1.32803173e-18,1.93587678e-16,"Temp_main"
"Prkacb","ENSMUSG00000005034.15",-0.455778228,7.01827515,-19.7696587,1.38703874e-18,2.00702465e-16,"Temp_main"
"Trpm6","ENSMUSG00000024727.9",1.62736465,1.58373318,19.7378665,1.44988258e-18,2.08264521e-16,"Temp_main"
"Scn9a","ENSMUSG00000075316.11",1.56621246,1.1267671,19.7274529,1.47109989e-18,2.09780977e-16,"Temp_main"
"Galnt10","ENSMUSG00000020520.14",-1.05888362,5.87964704,-24.7908477,1.50146717e-18,2.11721335e-16,"Temp_main"
"Il21r","ENSMUSG00000030745.9",0.779988256,6.30506585,21.5956565,1.50622424e-18,2.11721335e-16,"Temp_main"
"Ncs1","ENSMUSG00000062661.6",0.725758605,5.5228237,19.6991921,1.53030899e-18,2.12077117e-16,"Temp_main"
"Slc20a1","ENSMUSG00000027397.14",-0.59556115,7.35234285,-19.9223931,1.52257512e-18,2.12077117e-16,"Temp_main"
"Ildr1","ENSMUSG00000022900.14",1.45169292,1.67384506,19.6832549,1.56477735e-18,2.15337437e-16,"Temp_main"
"Cystm1","ENSMUSG00000046727.13",1.08900703,2.94038246,19.6774003,1.57763975e-18,2.1559981e-16,"Temp_main"
"1110002J07Rik","ENSMUSG00000097134.2",1.76432746,2.3227664,20.7188616,1.59786695e-18,2.16858094e-16,"Temp_main"
"Samd9l","ENSMUSG00000047735.14",-1.39111573,3.84848685,-22.3078754,1.65675928e-18,2.23310724e-16,"Temp_main"
"Stat3","ENSMUSG00000004040.16",-0.422962164,8.4910086,-19.6045006,1.74724477e-18,2.33904965e-16,"Temp_main"
"A530013C23Rik","ENSMUSG00000006462.6",1.4426331,1.51313512,19.5853586,1.79482329e-18,2.37049178e-16,"Temp_main"
"Jak2","ENSMUSG00000024789.13",0.549101072,8.05601427,19.6517502,1.7930853e-18,2.37049178e-16,"Temp_main"
"1600014C10Rik","ENSMUSG00000054676.15",-0.620072323,6.49354752,-19.5714926,1.830121e-18,2.39738406e-16,"Temp_main"
"Lcp2","ENSMUSG00000002699.13",0.505043482,8.56234576,19.5678353,1.83954974e-18,2.39738406e-16,"Temp_main"
"Ttc39c","ENSMUSG00000024424.15",1.1890263,4.52754271,22.4519597,1.86057867e-18,2.40883735e-16,"Temp_main"
"Cul9","ENSMUSG00000040327.16",-1.10432872,3.18253542,-19.5455831,1.89800827e-18,2.4412356e-16,"Temp_main"
"Plek","ENSMUSG00000020120.15",1.12823563,6.31119974,26.4656048,2.021607e-18,2.58332494e-16,"Temp_main"
"Tsc22d3","ENSMUSG00000031431.13",-0.651317772,5.46786606,-19.4912275,2.04900109e-18,2.60143822e-16,"Temp_main"
"Gm5970","ENSMUSG00000085977.1",-1.91705713,2.47937739,-21.883572,2.32548159e-18,2.91485045e-16,"Temp_main"
"Trib2","ENSMUSG00000020601.8",-0.746117136,6.38090888,-21.0414261,2.3218245e-18,2.91485045e-16,"Temp_main"
"Slfn10-ps","ENSMUSG00000072621.13",0.814563401,4.3174981,19.3389163,2.54169167e-18,3.16569306e-16,"Temp_main"
"Olr1","ENSMUSG00000030162.14",1.34687775,2.81815587,19.3147308,2.630515e-18,3.23536904e-16,"Temp_main"
"Gtf2e1","ENSMUSG00000022828.10",0.580752326,6.00934496,19.3184341,2.61670931e-18,3.23536904e-16,"Temp_main"
"Sfn","ENSMUSG00000047281.3",0.767139493,5.02115749,19.2834667,2.75010045e-18,3.36144266e-16,"Temp_main"
"Rnf123","ENSMUSG00000041528.15",-0.528575143,6.65014979,-19.2563623,2.85830932e-18,3.46056022e-16,"Temp_main"
"Hmgn2","ENSMUSG00000003038.15",-0.483539416,7.43142844,-19.2543878,2.86636169e-18,3.46056022e-16,"Temp_main"
"Ppp6r2","ENSMUSG00000036561.9",-0.610286845,4.68726452,-19.2438468,2.9097475e-18,3.49151958e-16,"Temp_main"
"Atp8a1","ENSMUSG00000037685.15",-0.693183327,4.08635845,-19.2359951,2.94250414e-18,3.5094266e-16,"Temp_main"
"Armcx4","ENSMUSG00000049804.9",-0.624089955,6.0329509,-19.2143392,3.034836e-18,3.58938626e-16,"Temp_main"
"Kif1b","ENSMUSG00000063077.15",-0.478361195,6.24394404,-19.2117609,3.04602625e-18,3.58938626e-16,"Temp_main"
"Dyrk3","ENSMUSG00000016526.8",0.711246293,4.10658188,19.1834025,3.17195014e-18,3.71552422e-16,"Temp_main"
"Ehd2","ENSMUSG00000074364.6",1.68995231,1.33461681,19.1327572,3.41036375e-18,3.9711567e-16,"Temp_main"
"Sesn3","ENSMUSG00000032009.8",-0.548106608,7.14050605,-19.0959535,3.59515556e-18,4.16170978e-16,"Temp_main"
"Cobll1","ENSMUSG00000034903.18",0.775155989,4.40703219,19.0912739,3.6193806e-18,4.16525092e-16,"Temp_main"
"Clcn6","ENSMUSG00000029016.13",-0.635730372,5.28884826,-19.0669094,3.74825902e-18,4.28848775e-16,"Temp_main"
"Accs","ENSMUSG00000040272.14",-1.13326999,4.26373953,-20.8226232,3.77510899e-18,4.28913614e-16,"Temp_main"
"Gimap4","ENSMUSG00000054435.16",-0.44577019,8.34383809,-19.054773,3.81421223e-18,4.28913614e-16,"Temp_main"
"Top1","ENSMUSG00000070544.6",0.334720749,8.2173838,19.0585318,3.79365842e-18,4.28913614e-16,"Temp_main"
"Dipk1a","ENSMUSG00000029270.10",-0.627985351,4.31437441,-19.0328615,3.93633398e-18,4.40131344e-16,"Temp_main"
"Fnip1","ENSMUSG00000035992.15",-0.509201401,6.84346392,-18.9918752,4.17571011e-18,4.64258753e-16,"Temp_main"
"Mpp1","ENSMUSG00000031402.12",0.474112501,6.9884702,18.9568056,4.39243312e-18,4.85610626e-16,"Temp_main"
"Denn2b","ENSMUSG00000031024.13",0.730978313,5.15152467,18.9275155,4.58231648e-18,5.03773218e-16,"Temp_main"
"Gramd3","ENSMUSG00000001700.10",-0.66219269,5.19556994,-18.9160438,4.65897443e-18,5.06615825e-16,"Temp_main"
"Gstt2","ENSMUSG00000033318.7",0.531868808,5.756517,18.915942,4.65966077e-18,5.06615825e-16,"Temp_main"
"Etnk1","ENSMUSG00000030275.6",-0.500027208,8.36659311,-18.8999283,4.76890477e-18,5.15644379e-16,"Temp_main"
"Crabp2","ENSMUSG00000004885.5",1.60821762,4.94479432,27.7091322,4.82494657e-18,5.18853134e-16,"Temp_main"
"Septin1","ENSMUSG00000000486.13",-0.385222586,7.89487923,-18.8199115,5.35570823e-18,5.72798817e-16,"Temp_main"
"Zfp945","ENSMUSG00000059142.16",-1.28325965,2.81620141,-18.8014106,5.5016829e-18,5.85230366e-16,"Temp_main"
"Slc5a3","ENSMUSG00000089774.2",0.471714304,6.95323245,18.7470123,5.95512981e-18,6.30059138e-16,"Temp_main"
"Sh3rf1","ENSMUSG00000031642.9",0.556798461,5.51624249,18.7274955,6.12706149e-18,6.44783118e-16,"Temp_main"
"Vps37a","ENSMUSG00000031600.11",0.405825383,6.223786,18.6722421,6.64211756e-18,6.95267189e-16,"Temp_main"
"Asb2","ENSMUSG00000021200.14",1.2710847,2.67637069,18.6311285,7.05419448e-18,7.34494673e-16,"Temp_main"
"Lpxn","ENSMUSG00000024696.9",-0.613636268,5.74825831,-18.5743352,7.66722743e-18,7.94122993e-16,"Temp_main"
"Zfp1","ENSMUSG00000055835.10",-0.47244594,5.30103824,-18.5590413,7.84151997e-18,8.07922887e-16,"Temp_main"
"Actbl2","ENSMUSG00000055194.3",1.45622165,0.620160993,18.5122591,8.40046107e-18,8.61003507e-16,"Temp_main"
"Arhgef1","ENSMUSG00000040940.18",-0.521653313,9.24881428,-19.3843146,8.49444379e-18,8.61905269e-16,"Temp_main"
"Fam129b","ENSMUSG00000026796.16",0.460572102,7.83602957,18.5045166,8.49685565e-18,8.61905269e-16,"Temp_main"
"Epcam","ENSMUSG00000045394.9",1.20968771,5.38979233,24.5618665,8.75314763e-18,8.83349703e-16,"Temp_main"
"Plcg1","ENSMUSG00000016933.17",-0.488261274,8.13631577,-18.4765587,8.85453146e-18,8.89022064e-16,"Temp_main"
"B3gnt5","ENSMUSG00000022686.14",1.1175973,5.26969187,23.1729117,9.09811616e-18,9.08841766e-16,"Temp_main"
"Plod3","ENSMUSG00000004846.10",0.535037275,5.89472111,18.4517841,9.18445243e-18,9.12832522e-16,"Temp_main"
"Dyrk4","ENSMUSG00000030345.16",-1.37407556,1.5965776,-18.4438905,9.29221129e-18,9.18901638e-16,"Temp_main"
"Procr","ENSMUSG00000027611.12",1.203734,3.67920589,19.5708904,9.70916461e-18,9.55333251e-16,"Temp_main"
"Ints6","ENSMUSG00000035161.7",0.525489142,6.91590221,18.3747553,1.02935752e-17,1.00779735e-15,"Temp_main"
"BE692007","ENSMUSG00000099757.1",-1.23340505,4.48658371,-22.0308346,1.08431188e-17,1.05634522e-15,"Temp_main"
"Slfn2","ENSMUSG00000072620.3",0.528056876,7.35094446,18.3294872,1.10089485e-17,1.06721723e-15,"Temp_main"
"Mical3","ENSMUSG00000051586.17",-0.579679061,5.80163455,-18.3222055,1.11287213e-17,1.07353973e-15,"Temp_main"
"Trim12a","ENSMUSG00000066258.13",-0.745350178,4.75136828,-18.3084939,1.13579158e-17,1.09030451e-15,"Temp_main"
"Epha2","ENSMUSG00000006445.3",2.03182908,1.59469133,19.7323624,1.14413596e-17,1.09298309e-15,"Temp_main"
"Rilpl2","ENSMUSG00000029401.8",0.527496597,6.35753384,18.279931,1.18511166e-17,1.1266576e-15,"Temp_main"
"Rasgrp3","ENSMUSG00000071042.12",-0.943443877,3.30791001,-18.2201028,1.29570484e-17,1.22587383e-15,"Temp_main"
"Tspan32","ENSMUSG00000000244.17",-0.549526673,6.90999433,-18.2054691,1.32434059e-17,1.24103326e-15,"Temp_main"
"Cyth4","ENSMUSG00000018008.8",0.498192992,7.8480295,18.2078581,1.31962145e-17,1.24103326e-15,"Temp_main"
"Epg5","ENSMUSG00000039840.8",-0.509225903,6.09195608,-18.1976017,1.34000463e-17,1.24976071e-15,"Temp_main"
