"tf","regulon_class","target","mor","t_wt","aligned_contrib","is_stress_contaminant"
"Hif1a","promiscuous","Atp13a2",1,-6.68900005749438,-6.68900005749438,FALSE
"Hif1a","promiscuous","Angptl4",1,-6.76846141860404,-6.76846141860404,FALSE
"Hif1a","promiscuous","Mlh1",1,-6.97795646717192,-6.97795646717192,FALSE
"Hif1a","promiscuous","Mmut",1,-7.08371318125004,-7.08371318125004,FALSE
"Hif1a","promiscuous","Sat1",1,-7.4410047732044,-7.4410047732044,FALSE
"Hif1a","promiscuous","Hif1a",-1,7.48596013728489,-7.48596013728489,FALSE
"Hif1a","promiscuous","Nfe2l2",1,-7.53589203152885,-7.53589203152885,FALSE
"Hif1a","promiscuous","Foxp3",1,-7.60676754875636,-7.60676754875636,FALSE
"Hif1a","promiscuous","Gata1",1,-7.67014517606629,-7.67014517606629,FALSE
"Hif1a","promiscuous","Tcirg1",1,-7.81673643591789,-7.81673643591789,FALSE
"Hif1a","promiscuous","Msh6",-1,8.2798084029273,-8.2798084029273,FALSE
"Hif1a","promiscuous","Btg2",1,-8.45541237118691,-8.45541237118691,FALSE
"Hif1a","promiscuous","Itgb3",1,-8.45825155642991,-8.45825155642991,FALSE
"Hif1a","promiscuous","Cx3cr1",1,-8.80400382947784,-8.80400382947784,FALSE
"Hif1a","promiscuous","Cdkn1b",1,-9.02931743776933,-9.02931743776933,FALSE
"Hif1a","promiscuous","Slc29a1",-1,10.1803237635447,-10.1803237635447,FALSE
"Hif1a","promiscuous","Mapk9",1,-10.9569604822314,-10.9569604822314,FALSE
"Hif1a","promiscuous","Lpin1",1,-11.206444522066,-11.206444522066,FALSE
"Hif1a","promiscuous","Pecam1",1,-12.3299572135026,-12.3299572135026,FALSE
"Hif1a","promiscuous","Abcc8",1,-12.8288852140129,-12.8288852140129,FALSE
"Hif1a","promiscuous","Slc22a5",1,-13.0061095285552,-13.0061095285552,FALSE
"Hif1a","promiscuous","Stat3",1,-13.4790869880396,-13.4790869880396,FALSE
"Hif1a","promiscuous","Abca1",1,-18.9943599269988,-18.9943599269988,FALSE
"Hif1a","promiscuous","Hk2",1,9.71988286026395,9.71988286026395,FALSE
"Hif1a","promiscuous","Aldoa",1,4.53935844328088,4.53935844328088,FALSE
"Hif1a","promiscuous","Pgk1",1,2.59241547851486,2.59241547851486,FALSE
"Hif1a","promiscuous","Ldha",1,0.429648895550747,0.429648895550747,FALSE
"Hif1a","promiscuous","Eno1",1,0.0215029644520647,0.0215029644520647,FALSE
"Hif1a","promiscuous","Pkm",1,-0.229195092892813,-0.229195092892813,FALSE
"Stat2","specific","Cbl",1,-0.120829229477557,-0.120829229477557,FALSE
"Stat2","specific","Eif2ak2",1,-1.54539928321406,-1.54539928321406,FALSE
"Stat2","specific","Samhd1",1,-15.0309988147637,-15.0309988147637,FALSE
"Stat2","specific","Il21",1,3.29221655537627,3.29221655537627,FALSE
"Stat2","specific","Ifnb1",1,0.41377191334494,0.41377191334494,FALSE
"Stat2","specific","Jun",1,-1.26834547682528,-1.26834547682528,FALSE
"Stat2","specific","Ifit2",1,-8.88101593806753,-8.88101593806753,FALSE
"Stat2","specific","Pml",1,-2.59565484560644,-2.59565484560644,FALSE
"Stat2","specific","H2-T23",1,-6.57602748043461,-6.57602748043461,FALSE
"Stat2","specific","Nos2",1,5.5178864893198,5.5178864893198,FALSE
"Stat2","specific","Scarb1",-1,2.71006984336511,-2.71006984336511,FALSE
"Stat2","specific","Ifit3",1,-2.58128210202759,-2.58128210202759,FALSE
"Stat2","specific","Il6",1,0.533988604027013,0.533988604027013,FALSE
"Stat2","specific","Ifng",1,4.99436412431093,4.99436412431093,FALSE
"Stat2","specific","Nfkb2",1,9.27808042331082,9.27808042331082,FALSE
"Stat2","specific","Crebbp",1,-1.6241006297964,-1.6241006297964,FALSE
"Stat2","specific","Oas1a",1,3.6032451120156,3.6032451120156,FALSE
"Stat2","specific","Irf9",1,-5.67396335218288,-5.67396335218288,FALSE
"Stat2","specific","Sirpa",1,-1.30423043433645,-1.30423043433645,FALSE
"Stat2","specific","Irf1",1,-6.10179662412308,-6.10179662412308,FALSE
"Stat2","specific","Serpine1",1,11.2113044225909,11.2113044225909,FALSE
"Stat2","specific","Stat1",1,-8.31598089254935,-8.31598089254935,FALSE
"Stat2","specific","Ptgs2",1,7.60821713681234,7.60821713681234,FALSE
"Stat2","specific","Rcan1",1,7.35623747359002,7.35623747359002,FALSE
"Stat2","specific","Scarb2",1,-16.6611216747272,-16.6611216747272,FALSE
"Stat2","specific","Cldn4",1,7.50802103215316,7.50802103215316,FALSE
"Stat2","specific","Dgke",1,-5.17308689397933,-5.17308689397933,FALSE
"Stat2","specific","Irf7",1,0.863484974224934,0.863484974224934,FALSE
"Stat2","specific","Jund",1,9.19026725396643,9.19026725396643,FALSE
"Stat2","specific","Il27",1,-0.57279440123516,-0.57279440123516,FALSE
"Stat2","specific","Hgf",1,-1.37042146992409,-1.37042146992409,FALSE
"Stat2","specific","Mcl1",1,-3.16876157769455,-3.16876157769455,FALSE
