"source","target","t_wt","contrib","module","isoform_attribution","direction"
"Hif1a","Tlr6",-3.75723610464876,-3.75723610464876,"other_unclassified","unclassified","Down"
"Hif1a","Bace1",-3.78601992404384,-3.78601992404384,"other_unclassified","unclassified","Down"
"Hif1a","Kdm7a",-3.80091917219676,-3.80091917219676,"other_unclassified","unclassified","Down"
"Hif1a","Lct",-3.82077833537038,-3.82077833537038,"other_unclassified","unclassified","Down"
"Hif1a","Pfkfb2",-3.98048111927452,-3.98048111927452,"other_unclassified","unclassified","Down"
"Hif1a","Sh3bp2",-4.14128231193665,-4.14128231193665,"other_unclassified","unclassified","Down"
"Hif1a","Ebp",-4.30597753251118,-4.30597753251118,"other_unclassified","unclassified","Down"
"Hif1a","Itgam",-4.31401444516013,-4.31401444516013,"other_unclassified","unclassified","Down"
"Hif1a","Lgals1",4.35720343415945,-4.35720343415945,"other_unclassified","unclassified","Down"
"Hif1a","Kdm2a",-4.36238633274805,-4.36238633274805,"other_unclassified","unclassified","Down"
"Hif1a","Mmp15",-4.47409363235062,-4.47409363235062,"other_unclassified","unclassified","Down"
"Hif1a","Naa10",-4.5727189235745,-4.5727189235745,"other_unclassified","unclassified","Down"
"Hif1a","Ikbkb",-4.62578887899526,-4.62578887899526,"other_unclassified","unclassified","Down"
"Hif1a","Pten",-4.63382781522554,-4.63382781522554,"other_unclassified","unclassified","Down"
"Hif1a","App",-4.86068325182062,-4.86068325182062,"other_unclassified","unclassified","Down"
"Hif1a","Fech",-4.92295236945806,-4.92295236945806,"other_unclassified","unclassified","Down"
"Hif1a","Qsox1",-4.93820108679233,-4.93820108679233,"other_unclassified","unclassified","Down"
"Hif1a","Cox4i1",-4.93986929907876,-4.93986929907876,"other_unclassified","unclassified","Down"
"Hif1a","Tm9sf4",4.95909349631266,-4.95909349631266,"other_unclassified","unclassified","Down"
"Hif1a","Mad1l1",-5.06650413548456,-5.06650413548456,"other_unclassified","unclassified","Down"
"Hif1a","Kdm5a",-5.12400834196078,-5.12400834196078,"other_unclassified","unclassified","Down"
"Hif1a","Fasn",-5.24567747968479,-5.24567747968479,"other_unclassified","unclassified","Down"
"Hif1a","Trp53",-5.30949685529192,-5.30949685529192,"other_unclassified","unclassified","Down"
"Hif1a","Dnase1",-5.35269763596927,-5.35269763596927,"other_unclassified","unclassified","Down"
"Hif1a","Prmt1",-5.42759803619619,-5.42759803619619,"other_unclassified","unclassified","Down"
"Hif1a","Sp1",5.47154245417112,-5.47154245417112,"other_unclassified","unclassified","Down"
"Hif1a","Apln",-5.59297403839713,-5.59297403839713,"other_unclassified","unclassified","Down"
"Hif1a","Abl1",-5.66066284055482,-5.66066284055482,"other_unclassified","unclassified","Down"
"Hif1a","Cxcr4",-5.75780146102391,-5.75780146102391,"other_unclassified","unclassified","Down"
"Hif1a","Cybb",-6.00850930572522,-6.00850930572522,"other_unclassified","unclassified","Down"
"Hif1a","Xpc",-6.11794462121182,-6.11794462121182,"other_unclassified","unclassified","Down"
"Hif1a","Ass1",-6.15310839134756,-6.15310839134756,"other_unclassified","unclassified","Down"
"Hif1a","Kdm4b",-6.22222729329121,-6.22222729329121,"other_unclassified","unclassified","Down"
"Hif1a","Timp2",-6.37389555952042,-6.37389555952042,"other_unclassified","unclassified","Down"
"Hif1a","Nrp2",6.41956917135209,-6.41956917135209,"other_unclassified","unclassified","Down"
"Hif1a","Atp13a2",-6.68900005749438,-6.68900005749438,"other_unclassified","unclassified","Down"
"Hif1a","Angptl4",-6.76846141860404,-6.76846141860404,"other_unclassified","unclassified","Down"
"Hif1a","Mlh1",-6.97795646717192,-6.97795646717192,"other_unclassified","unclassified","Down"
"Hif1a","Mmut",-7.08371318125004,-7.08371318125004,"other_unclassified","unclassified","Down"
"Hif1a","Sat1",-7.4410047732044,-7.4410047732044,"other_unclassified","unclassified","Down"
"Hif1a","Hif1a",7.48596013728489,-7.48596013728489,"other_unclassified","unclassified","Down"
"Hif1a","Nfe2l2",-7.53589203152885,-7.53589203152885,"other_unclassified","unclassified","Down"
"Hif1a","Foxp3",-7.60676754875636,-7.60676754875636,"other_unclassified","unclassified","Down"
"Hif1a","Gata1",-7.67014517606629,-7.67014517606629,"other_unclassified","unclassified","Down"
"Hif1a","Tcirg1",-7.81673643591789,-7.81673643591789,"other_unclassified","unclassified","Down"
"Hif1a","Msh6",8.2798084029273,-8.2798084029273,"other_unclassified","unclassified","Down"
"Hif1a","Btg2",-8.45541237118691,-8.45541237118691,"other_unclassified","unclassified","Down"
"Hif1a","Itgb3",-8.45825155642991,-8.45825155642991,"other_unclassified","unclassified","Down"
"Hif1a","Cx3cr1",-8.80400382947784,-8.80400382947784,"other_unclassified","unclassified","Down"
"Hif1a","Cdkn1b",-9.02931743776933,-9.02931743776933,"other_unclassified","unclassified","Down"
"Hif1a","Slc29a1",10.1803237635447,-10.1803237635447,"other_unclassified","unclassified","Down"
"Hif1a","Mapk9",-10.9569604822314,-10.9569604822314,"other_unclassified","unclassified","Down"
"Hif1a","Lpin1",-11.206444522066,-11.206444522066,"other_unclassified","unclassified","Down"
"Hif1a","Pecam1",-12.3299572135026,-12.3299572135026,"other_unclassified","unclassified","Down"
"Hif1a","Abcc8",-12.8288852140129,-12.8288852140129,"other_unclassified","unclassified","Down"
"Hif1a","Slc22a5",-13.0061095285552,-13.0061095285552,"other_unclassified","unclassified","Down"
"Hif1a","Stat3",-13.4790869880396,-13.4790869880396,"other_unclassified","unclassified","Down"
"Hif1a","Abca1",-18.9943599269988,-18.9943599269988,"other_unclassified","unclassified","Down"
