signature,gene_symbol,group,temperature,genotype,n_samples,mean_logcpm,sd_logcpm,se_logcpm,z_across_groups
KO_heat_up,Zbtb32,WT_37,37,WT,5,5.2985843,0.328014352,0.146692478,-0.794310253
KO_heat_up,Zbtb32,WT_39,39,WT,5,6.81108721,0.0621456781,0.0277923921,0.876300178
KO_heat_up,Zbtb32,cGASKO_37,37,cGASKO,5,5.17138219,0.0935540968,0.041838664,-0.934809273
KO_heat_up,Zbtb32,cGASKO_39,39,cGASKO,5,6.78982862,0.0958135142,0.0428491062,0.852819348
KO_heat_up,Dennd3,WT_37,37,WT,5,2.74787522,0.126054979,0.0563735003,-0.844685496
KO_heat_up,Dennd3,WT_39,39,WT,5,3.82184971,0.0633779716,0.0283434905,0.916296499
KO_heat_up,Dennd3,cGASKO_37,37,cGASKO,5,2.7229151,0.154353493,0.0690289805,-0.885612265
KO_heat_up,Dennd3,cGASKO_39,39,cGASKO,5,3.75946266,0.0873474334,0.0390629597,0.814001262
KO_heat_up,Lta,WT_37,37,WT,5,8.50609808,0.180670859,0.0807984644,-0.91159341
KO_heat_up,Lta,WT_39,39,WT,5,9.77504918,0.114409958,0.0511656885,0.870419351
KO_heat_up,Lta,cGASKO_37,37,cGASKO,5,8.57188286,0.0636701262,0.0284741461,-0.819210552
KO_heat_up,Lta,cGASKO_39,39,cGASKO,5,9.76790356,0.150082349,0.0671188671,0.860384611
KO_heat_up,Epha2,WT_37,37,WT,5,0.611578656,0.26680232,0.119317625,-0.837844184
KO_heat_up,Epha2,WT_39,39,WT,5,2.60882883,0.322908963,0.144409279,0.864284656
KO_heat_up,Epha2,cGASKO_37,37,cGASKO,5,0.545974928,0.256881709,0.114880993,-0.893754054
KO_heat_up,Epha2,cGASKO_39,39,cGASKO,5,2.61238292,0.194927982,0.0871744435,0.867313581
KO_heat_up,Ankrd33b,WT_37,37,WT,5,0.455117776,0.308863511,0.138127961,-0.731866208
KO_heat_up,Ankrd33b,WT_39,39,WT,5,1.83385636,0.234822111,0.105015641,0.738179795
KO_heat_up,Ankrd33b,cGASKO_37,37,cGASKO,5,0.219760185,0.153216479,0.0685204923,-0.982810435
KO_heat_up,Ankrd33b,cGASKO_39,39,cGASKO,5,2.05737107,0.156051131,0.0697881874,0.976496848
KO_heat_up,Olr1,WT_37,37,WT,5,2.20524264,0.100685241,0.0450278088,-0.786117753
KO_heat_up,Olr1,WT_39,39,WT,5,3.52516814,0.155739686,0.0696489049,0.906808439
KO_heat_up,Olr1,cGASKO_37,37,cGASKO,5,2.08419136,0.291344165,0.130293071,-0.941377184
KO_heat_up,Olr1,cGASKO_39,39,cGASKO,5,3.45802136,0.0633335759,0.0283236362,0.820686499
KO_heat_up,A530013C23Rik,WT_37,37,WT,5,0.759390288,0.083104783,0.0371655888,-0.903923687
KO_heat_up,A530013C23Rik,WT_39,39,WT,5,2.1979231,0.123220095,0.0551057018,0.821227613
KO_heat_up,A530013C23Rik,cGASKO_37,37,cGASKO,5,0.824246857,0.251716781,0.112571167,-0.826144861
KO_heat_up,A530013C23Rik,cGASKO_39,39,cGASKO,5,2.27098025,0.115240456,0.0515370988,0.908840935
KO_heat_up,Ier3,WT_37,37,WT,5,1.70188875,0.300143894,0.13422843,-0.669072741
KO_heat_up,Ier3,WT_39,39,WT,5,2.95520542,0.205338706,0.091830261,0.817385622
KO_heat_up,Ier3,cGASKO_37,37,cGASKO,5,1.38750033,0.213483138,0.0954725618,-1.04194362
KO_heat_up,Ier3,cGASKO_39,39,cGASKO,5,3.01949197,0.0822314715,0.036775032,0.893630741
KO_heat_up,Slc41a1,WT_37,37,WT,5,5.39084189,0.185993621,0.083178876,-0.875717486
KO_heat_up,Slc41a1,WT_39,39,WT,5,6.68613946,0.210762606,0.0942559027,0.862673032
KO_heat_up,Slc41a1,cGASKO_37,37,cGASKO,5,5.4053307,0.0441998776,0.0197667862,-0.856272374
KO_heat_up,Slc41a1,cGASKO_39,39,cGASKO,5,6.69108984,0.109469712,0.0489563435,0.869316828
KO_heat_up,Ebf1,WT_37,37,WT,5,0.258373774,0.489621431,0.218965361,-0.820021253
KO_heat_up,Ebf1,WT_39,39,WT,5,2.91816963,0.220134593,0.098447183,0.914114383
KO_heat_up,Ebf1,cGASKO_37,37,cGASKO,5,0.121185095,0.270546323,0.120991994,-0.909465628
KO_heat_up,Ebf1,cGASKO_39,39,cGASKO,5,2.76672054,0.297037887,0.132839381,0.815372498
KO_heat_up,Lzts3,WT_37,37,WT,5,2.03346758,0.112950586,0.0505130378,-0.718757872
KO_heat_up,Lzts3,WT_39,39,WT,5,2.83884084,0.0784474777,0.0350827786,0.760959865
KO_heat_up,Lzts3,cGASKO_37,37,cGASKO,5,1.8822116,0.0814434574,0.0364226214,-0.996661528
KO_heat_up,Lzts3,cGASKO_39,39,cGASKO,5,2.94415785,0.13782447,0.0616369766,0.954459535
KO_heat_up,Trpm6,WT_37,37,WT,5,0.74073395,0.149155242,0.0667042523,-0.896878023
KO_heat_up,Trpm6,WT_39,39,WT,5,2.41063734,0.242871236,0.108615319,0.879754262
KO_heat_up,Trpm6,cGASKO_37,37,cGASKO,5,0.799367768,0.246969106,0.110447942,-0.83449673
KO_heat_up,Trpm6,cGASKO_39,39,cGASKO,5,2.38419367,0.100130044,0.0447795172,0.85162049
KO_heat_up,Cdkn1a,WT_37,37,WT,5,6.19975164,0.221866485,0.0992217086,-0.87059001
KO_heat_up,Cdkn1a,WT_39,39,WT,5,7.30848239,0.156934751,0.0701833544,0.776078933
KO_heat_up,Cdkn1a,cGASKO_37,37,cGASKO,5,6.20891093,0.0586896209,0.0262467964,-0.856986783
KO_heat_up,Cdkn1a,cGASKO_39,39,cGASKO,5,7.42659499,0.0854383481,0.0382091909,0.95149786
KO_heat_up,Gatm,WT_37,37,WT,5,4.14816725,0.283293578,0.12669274,-0.847333984
KO_heat_up,Gatm,WT_39,39,WT,5,5.6609612,0.162969126,0.0728820087,0.910876612
KO_heat_up,Gatm,cGASKO_37,37,cGASKO,5,4.11719423,0.115684404,0.0517356383,-0.883331671
KO_heat_up,Gatm,cGASKO_39,39,cGASKO,5,5.58258793,0.0931749455,0.0416691024,0.819789043
KO_heat_up,Bcam,WT_37,37,WT,5,2.05339978,0.202498346,0.0905600133,-0.784815396
KO_heat_up,Bcam,WT_39,39,WT,5,3.68052256,0.252718695,0.113019236,0.887261269
KO_heat_up,Bcam,cGASKO_37,37,cGASKO,5,1.89918104,0.0636812613,0.0284791258,-0.943294867
KO_heat_up,Bcam,cGASKO_39,39,cGASKO,5,3.63535808,0.32136599,0.14371924,0.840848993
KO_heat_up,Srxn1,WT_37,37,WT,5,2.71508027,0.160198844,0.0716431008,-0.821628607
KO_heat_up,Srxn1,WT_39,39,WT,5,4.24944766,0.21223773,0.0949155982,0.933377548
KO_heat_up,Srxn1,cGASKO_37,37,cGASKO,5,2.64078605,0.13573434,0.0607022422,-0.906606177
KO_heat_up,Srxn1,cGASKO_39,39,cGASKO,5,4.12834207,0.260099376,0.116319977,0.794857236
KO_heat_up,Ehd2,WT_37,37,WT,5,0.42711545,0.37512006,0.167758791,-0.928551658
KO_heat_up,Ehd2,WT_39,39,WT,5,2.14989448,0.106078694,0.0474398343,0.834188749
KO_heat_up,Ehd2,cGASKO_37,37,cGASKO,5,0.552165869,0.0963910884,0.0431074052,-0.800600584
KO_heat_up,Ehd2,cGASKO_39,39,cGASKO,5,2.20929146,0.133948699,0.0599036793,0.894963493
KO_heat_up,Serpine1,WT_37,37,WT,5,0.656800273,0.241728149,0.108104114,-0.664614694
KO_heat_up,Serpine1,WT_39,39,WT,5,2.04284579,0.145373547,0.0650130265,0.904520291
KO_heat_up,Serpine1,cGASKO_37,37,cGASKO,5,0.320816107,0.234359445,0.10480873,-1.04498064
KO_heat_up,Serpine1,cGASKO_39,39,cGASKO,5,1.95500399,0.187358303,0.0837891802,0.80507504
KO_heat_up,Cd80,WT_37,37,WT,5,4.38510712,0.336260036,0.15038006,-0.863728129
KO_heat_up,Cd80,WT_39,39,WT,5,5.88147204,0.135225653,0.0604747503,0.807364271
KO_heat_up,Cd80,cGASKO_37,37,cGASKO,5,4.38271598,0.133376379,0.0596477302,-0.866398479
KO_heat_up,Cd80,cGASKO_39,39,cGASKO,5,5.98480421,0.0765942211,0.034253977,0.922762337
KO_heat_up,Gfpt2,WT_37,37,WT,5,2.9298098,0.258935355,0.115799411,-0.892926059
KO_heat_up,Gfpt2,WT_39,39,WT,5,4.54973475,0.236604419,0.105812713,0.849599939
KO_heat_up,Gfpt2,cGASKO_37,37,cGASKO,5,2.98036238,0.171062262,0.0765013693,-0.838547501
KO_heat_up,Gfpt2,cGASKO_39,39,cGASKO,5,4.57973772,0.141488991,0.0632758004,0.881873622
KO_heat_up,Nab2,WT_37,37,WT,5,5.21896,0.0813673562,0.0363885879,-0.832738872
KO_heat_up,Nab2,WT_39,39,WT,5,6.2726502,0.204889427,0.0916293375,0.854953842
KO_heat_up,Nab2,cGASKO_37,37,cGASKO,5,5.17782859,0.0365676029,0.0163535292,-0.898618935
KO_heat_up,Nab2,cGASKO_39,39,cGASKO,5,6.28604232,0.173350799,0.0775248341,0.876403964
KO_heat_up,Cd200,WT_37,37,WT,5,5.23984604,0.216525379,0.0968330932,-0.853682502
KO_heat_up,Cd200,WT_39,39,WT,5,6.39603851,0.0788844175,0.035278184,0.936121025
KO_heat_up,Cd200,cGASKO_37,37,cGASKO,5,5.22585734,0.0892933909,0.0399332184,-0.875337226
KO_heat_up,Cd200,cGASKO_39,39,cGASKO,5,6.30351854,0.124326942,0.0556006989,0.792898703
KO_heat_up,Procr,WT_37,37,WT,5,2.97749417,0.145284389,0.0649731539,-1.0024383
KO_heat_up,Procr,WT_39,39,WT,5,4.2575453,0.165527359,0.0740260855,0.826193373
KO_heat_up,Procr,cGASKO_37,37,cGASKO,5,3.17718362,0.151939678,0.0679494897,-0.717169663
KO_heat_up,Procr,cGASKO_39,39,cGASKO,5,4.30460048,0.167048136,0.0747061974,0.893414592
KO_heat_up,Asb2,WT_37,37,WT,5,2.01843193,0.211061992,0.0943897925,-0.896265356
KO_heat_up,Asb2,WT_39,39,WT,5,3.31103108,0.0473203386,0.0211622988,0.864554819
KO_heat_up,Asb2,cGASKO_37,37,cGASKO,5,2.06322475,0.204573755,0.0914881644,-0.835247134
KO_heat_up,Asb2,cGASKO_39,39,cGASKO,5,3.31279499,0.151284713,0.0676565807,0.866957671
KO_heat_up,Ret,WT_37,37,WT,5,3.57900614,0.13780513,0.0616283275,-0.689087664
KO_heat_up,Ret,WT_39,39,WT,5,4.50222251,0.115071372,0.0514614819,0.92813640100000006
KO_heat_up,Ret,cGASKO_37,37,cGASKO,5,3.38797482,0.177781638,0.0795063656,-1.02372259
KO_heat_up,Ret,cGASKO_39,39,cGASKO,5,4.42032479,0.140743925,0.0629425966,0.784673858
KO_heat_up,Actbl2,WT_37,37,WT,5,-0.0887384455,0.209893815,0.0938673676,-0.842448819
KO_heat_up,Actbl2,WT_39,39,WT,5,1.38648036,0.110311313,0.049332719,0.910686075
KO_heat_up,Actbl2,cGASKO_37,37,cGASKO,5,-0.127161221,0.10874533,0.0486323902,-0.888110051
KO_heat_up,Actbl2,cGASKO_39,39,cGASKO,5,1.31006328,0.166753893,0.0745746079,0.819872794
KO_heat_up,Tnfsf11,WT_37,37,WT,5,5.69957663,0.259130791,0.115886813,-0.858135822
KO_heat_up,Tnfsf11,WT_39,39,WT,5,7.11828019,0.13436263,0.0600887947,0.926221811
KO_heat_up,Tnfsf11,cGASKO_37,37,cGASKO,5,5.68877788,0.105966379,0.0473896051,-0.871717817
KO_heat_up,Tnfsf11,cGASKO_39,39,cGASKO,5,7.02081158,0.116011916,0.0518821062,0.803631828
KO_heat_up,Fam160a1,WT_37,37,WT,5,0.883284678,0.353252303,0.157979232,-0.797472284
KO_heat_up,Fam160a1,WT_39,39,WT,5,2.36367721,0.0938286917,0.0419614666,0.911826112
KO_heat_up,Fam160a1,cGASKO_37,37,cGASKO,5,0.767901644,0.0692771645,0.0309816898,-0.930696433
KO_heat_up,Fam160a1,cGASKO_39,39,cGASKO,5,2.28098066,0.129744108,0.0580233291,0.816342605
KO_heat_up,Hspa1b,WT_37,37,WT,5,1.39666094,0.286100954,0.127948236,-0.814300406
KO_heat_up,Hspa1b,WT_39,39,WT,5,3.26709739,0.203355171,0.0909431972,0.960834534
KO_heat_up,Hspa1b,cGASKO_37,37,cGASKO,5,1.29496394,0.27007253,0.120780107,-0.910815786
KO_heat_up,Hspa1b,cGASKO_39,39,cGASKO,5,3.0599922,0.217044552,0.0970652744,0.764281657
KO_heat_up,Fasl,WT_37,37,WT,5,3.44439717,0.243797566,0.109029586,-0.811273615
KO_heat_up,Fasl,WT_39,39,WT,5,4.53663765,0.105388962,0.0471313766,0.949299047
KO_heat_up,Fasl,cGASKO_37,37,cGASKO,5,3.38009191,0.0492920775,0.0220440872,-0.914926698
KO_heat_up,Fasl,cGASKO_39,39,cGASKO,5,4.42968391,0.125237124,0.0560077447,0.776901267
KO_heat_up,Grp,WT_37,37,WT,5,-0.899384806,0.0740262701,0.0331055544,-0.860352319
KO_heat_up,Grp,WT_39,39,WT,5,0.114697338,0.0992898333,0.0444037634,0.723095609
KO_heat_up,Grp,cGASKO_37,37,cGASKO,5,-0.899642708,0.0934176038,0.0417776225,-0.860755022
KO_heat_up,Grp,cGASKO_39,39,cGASKO,5,0.290760931,0.166357075,0.0743971456,0.998011733
KO_heat_up,Adora2b,WT_37,37,WT,5,2.74742134,0.197822648,0.0884689776,-0.88162078
KO_heat_up,Adora2b,WT_39,39,WT,5,4.2956821100000004,0.204240122,0.0913389593,0.88657737700000006
KO_heat_up,Adora2b,cGASKO_37,37,cGASKO,5,2.77507616,0.285179421,0.127536114,-0.850037462
KO_heat_up,Adora2b,cGASKO_39,39,cGASKO,5,4.25934714,0.0567014149,0.0253576436,0.845080865
KO_heat_up,Tex15,WT_37,37,WT,5,2.93627471,0.159016032,0.0711141312,-0.713231996
KO_heat_up,Tex15,WT_39,39,WT,5,4.1510221,0.0886059107,0.0396257679,0.994282463
KO_heat_up,Tex15,cGASKO_37,37,cGASKO,5,2.73520693,0.189560514,0.0847740389,-0.995863711
KO_heat_up,Tex15,cGASKO_39,39,cGASKO,5,3.95220417,0.227976761,0.101954307,0.714813244
KO_heat_up,Pla1a,WT_37,37,WT,5,1.42955789,0.284918937,0.127419622,-0.823185146
KO_heat_up,Pla1a,WT_39,39,WT,5,2.87787801,0.223480589,0.0999435575,0.873682361
KO_heat_up,Pla1a,cGASKO_37,37,cGASKO,5,1.35734263,0.182899707,0.0817952355,-0.907793327
KO_heat_up,Pla1a,cGASKO_39,39,cGASKO,5,2.86389193,0.138258772,0.0618312026,0.857296112
KO_heat_up,Arid3a,WT_37,37,WT,5,4.74215939,0.156061427,0.0697927917,-0.801476221
KO_heat_up,Arid3a,WT_39,39,WT,5,5.72056662,0.162618604,0.0727252504,0.869407617
KO_heat_up,Arid3a,cGASKO_37,37,cGASKO,5,4.66793029,0.0612164465,0.0273768271,-0.928241641
KO_heat_up,Arid3a,cGASKO_39,39,cGASKO,5,5.71523954,0.161023255,0.0720117887,0.860310245
KO_heat_up,Gm36070,WT_37,37,WT,5,1.27810777,0.217740255,0.0973764022,-0.858835291
KO_heat_up,Gm36070,WT_39,39,WT,5,2.47563686,0.180162667,0.0805711941,0.823584535
KO_heat_up,Gm36070,cGASKO_37,37,cGASKO,5,1.26861276,0.109208577,0.0488395603,-0.872174923
KO_heat_up,Gm36070,cGASKO_39,39,cGASKO,5,2.53531412,0.0856386593,0.0382987727,0.907425679
KO_heat_up,Pxdc1,WT_37,37,WT,5,0.586867823,0.127152437,0.0568642986,-0.835098545
KO_heat_up,Pxdc1,WT_39,39,WT,5,2.17373617,0.216131626,0.0966570015,0.87746828
KO_heat_up,Pxdc1,cGASKO_37,37,cGASKO,5,0.530129495,0.273067699,0.122119587,-0.89633121
KO_heat_up,Pxdc1,cGASKO_39,39,cGASKO,5,2.15195471,0.247366045,0.110625458,0.853961474
KO_heat_up,Igf2bp2,WT_37,37,WT,5,4.07946746,0.206119517,0.0921794501,-0.787155011
KO_heat_up,Igf2bp2,WT_39,39,WT,5,5.09669364,0.2026609,0.0906327096,0.804706998
KO_heat_up,Igf2bp2,cGASKO_37,37,cGASKO,5,3.98208469,0.0609926305,0.0272767336,-0.939549758
KO_heat_up,Igf2bp2,cGASKO_39,39,cGASKO,5,5.17164439,0.133461502,0.0596857982,0.921997771
KO_heat_up,Syt15,WT_37,37,WT,5,0.17315589,0.269302794,0.120435871,-0.915039816
KO_heat_up,Syt15,WT_39,39,WT,5,1.80076621,0.225022991,0.100633341,0.828959963
KO_heat_up,Syt15,cGASKO_37,37,cGASKO,5,0.266694035,0.166260171,0.0743538087,-0.814812813
KO_heat_up,Syt15,cGASKO_39,39,cGASKO,5,1.86789834,0.17747383,0.0793687097,0.900892666
KO_heat_up,Gprc5a,WT_37,37,WT,5,1.09872777,0.232691875,0.10406297,-0.727086207
KO_heat_up,Gprc5a,WT_39,39,WT,5,2.45375995,0.152701833,0.0682903359,0.92113772
KO_heat_up,Gprc5a,cGASKO_37,37,cGASKO,5,0.880463649,0.201546912,0.0901345191,-0.992576691
KO_heat_up,Gprc5a,cGASKO_39,39,cGASKO,5,2.35295815,0.211291806,0.0944925681,0.798525179
KO_heat_up,Plxnb2,WT_37,37,WT,5,2.94594657,0.260909482,0.116682268,-0.846315639
KO_heat_up,Plxnb2,WT_39,39,WT,5,4.12449228,0.11577259,0.051775076,0.89216186
KO_heat_up,Plxnb2,cGASKO_37,37,cGASKO,5,2.91964448,0.0901103898,0.0402985914,-0.885113958
KO_heat_up,Plxnb2,cGASKO_39,39,cGASKO,5,4.08863439,0.161155259,0.0720708228,0.839267737
KO_heat_up,Gm44851,WT_37,37,WT,5,1.98942849,0.200891806,0.0898415468,-0.780656574
KO_heat_up,Gm44851,WT_39,39,WT,5,3.18010311,0.0924035678,0.0413241318,0.982292189
KO_heat_up,Gm44851,cGASKO_37,37,cGASKO,5,1.88243484,0.118464535,0.0529789507,-0.939074603
KO_heat_up,Gm44851,cGASKO_39,39,cGASKO,5,3.01473217,0.159316373,0.0712484478,0.737438987
KO_heat_up,Epn2,WT_37,37,WT,5,1.53863124,0.258713017,0.115699979,-0.836690381
KO_heat_up,Epn2,WT_39,39,WT,5,2.82271276,0.103101193,0.0461082551,0.865350191
KO_heat_up,Epn2,cGASKO_37,37,cGASKO,5,1.49473716,0.100051433,0.0447443612,-0.894871659
KO_heat_up,Epn2,cGASKO_39,39,cGASKO,5,2.82336283,0.219362739,0.0981019991,0.866211849
KO_heat_up,Sphk1,WT_37,37,WT,5,3.27841817,0.264112921,0.118114889,-0.829427644
KO_heat_up,Sphk1,WT_39,39,WT,5,4.80217555,0.204160736,0.0913034567,0.886273858
KO_heat_up,Sphk1,cGASKO_37,37,cGASKO,5,3.21430054,0.173173877,0.0774457122,-0.901622021
KO_heat_up,Sphk1,cGASKO_39,39,cGASKO,5,4.7653201,0.180964175,0.0809296394,0.844775807
KO_heat_up,Dmwd,WT_37,37,WT,5,2.60849071,0.265330714,0.118659502,-0.847189051
KO_heat_up,Dmwd,WT_39,39,WT,5,3.6818842,0.119398933,0.0533968263,0.871715655
KO_heat_up,Dmwd,cGASKO_37,37,cGASKO,5,2.58510404,0.0615941927,0.0275457604,-0.88463987
KO_heat_up,Dmwd,cGASKO_39,39,cGASKO,5,3.67463893,0.102479418,0.0458301892,0.860113266
KO_heat_up,Pdzk1ip1,WT_37,37,WT,5,4.59151276,0.15438798,0.0690444037,-0.896224438
KO_heat_up,Pdzk1ip1,WT_39,39,WT,5,5.56292981,0.127694436,0.0571066876,0.791222111
KO_heat_up,Pdzk1ip1,cGASKO_37,37,cGASKO,5,4.62839521,0.145464014,0.0650534847,-0.832155997
KO_heat_up,Pdzk1ip1,cGASKO_39,39,cGASKO,5,5.64694132,0.149330591,0.0667826704,0.937158324
KO_heat_up,Dagla,WT_37,37,WT,5,0.92270845,0.293922136,0.131445975,-0.877065788
KO_heat_up,Dagla,WT_39,39,WT,5,2.4507769,0.195277657,0.0873308229,0.852290182
KO_heat_up,Dagla,cGASKO_37,37,cGASKO,5,0.942377333,0.219800205,0.0982976402,-0.854805986
KO_heat_up,Dagla,cGASKO_39,39,cGASKO,5,2.47489174,0.187922048,0.0840412947,0.879581592
KO_heat_up,Batf3,WT_37,37,WT,5,1.84751617,0.425538227,0.19030648,-0.778558625
KO_heat_up,Batf3,WT_39,39,WT,5,3.99458017,0.256147734,0.114552749,0.926693656
KO_heat_up,Batf3,cGASKO_37,37,cGASKO,5,1.63540068,0.0975126788,0.0436089957,-0.947026089
KO_heat_up,Batf3,cGASKO_39,39,cGASKO,5,3.83366536,0.32892115,0.14709801,0.798891058
KO_heat_up,Slc13a3,WT_37,37,WT,5,-0.0283762811,0.294871403,0.1318705,-0.840036388
KO_heat_up,Slc13a3,WT_39,39,WT,5,1.58239728,0.19333894,0.0864638025,0.877391618
KO_heat_up,Slc13a3,cGASKO_37,37,cGASKO,5,-0.0766942465,0.285441154,0.127653165,-0.89155364
KO_heat_up,Slc13a3,cGASKO_39,39,cGASKO,5,1.5606444,0.1322316,0.0591357695,0.85419841
KO_heat_up,Sspo,WT_37,37,WT,5,2.08792072,0.0917006356,0.041009771,-0.768495567
KO_heat_up,Sspo,WT_39,39,WT,5,3.09727147,0.200775953,0.0897897359,0.80595139
KO_heat_up,Sspo,cGASKO_37,37,cGASKO,5,1.96733922,0.0711046185,0.0317989521,-0.956585964
KO_heat_up,Sspo,cGASKO_39,39,cGASKO,5,3.16982841,0.272971181,0.122076423,0.91913014
KO_heat_up,Pard3,WT_37,37,WT,5,2.36724916,0.165729208,0.0741163551,-0.803257423
KO_heat_up,Pard3,WT_39,39,WT,5,3.25368138,0.100815243,0.0450859472,0.784981026
KO_heat_up,Pard3,cGASKO_37,37,cGASKO,5,2.30032049,0.167159474,0.0747559893,-0.923174863
KO_heat_up,Pard3,cGASKO_39,39,cGASKO,5,3.34101099,0.170340705,0.0761786792,0.941451259
KO_heat_up,Tnfsf14,WT_37,37,WT,5,3.15157033,0.418085977,0.186973733,-0.882169981
KO_heat_up,Tnfsf14,WT_39,39,WT,5,5.18009464,0.279677824,0.125075725,0.854894235
KO_heat_up,Tnfsf14,cGASKO_37,37,cGASKO,5,3.18953731,0.190368555,0.085135406,-0.849658133
KO_heat_up,Tnfsf14,cGASKO_39,39,cGASKO,5,5.20583229,0.175434132,0.0784565288,0.876933879
KO_heat_up,Gprin2,WT_37,37,WT,5,3.57992259,0.0762798532,0.0341133874,-0.900196389
KO_heat_up,Gprin2,WT_39,39,WT,5,4.9027397,0.244580288,0.10937963,0.83621342
KO_heat_up,Gprin2,cGASKO_37,37,cGASKO,5,3.63289368,0.113201071,0.0506250581,-0.830663333
KO_heat_up,Gprin2,cGASKO_39,39,cGASKO,5,4.94725455,0.266930163,0.119374798,0.894646301
KO_heat_up,Ano1,WT_37,37,WT,5,0.426480254,0.0928925223,0.0415427989,-0.693521043
KO_heat_up,Ano1,WT_39,39,WT,5,1.7431149,0.315774634,0.14121871,0.853630717
KO_heat_up,Ano1,cGASKO_37,37,cGASKO,5,0.146264598,0.315926552,0.141286649,-1.02279701
KO_heat_up,Ano1,cGASKO_39,39,cGASKO,5,1.75082213,0.2137229,0.0955797865,0.862687336
KO_heat_up,Hspa1a,WT_37,37,WT,5,0.897972263,0.173693883,0.077678266,-0.734565832
KO_heat_up,Hspa1a,WT_39,39,WT,5,2.30282733,0.225065182,0.100652209,0.94955852
KO_heat_up,Hspa1a,cGASKO_37,37,cGASKO,5,0.690109016,0.33335111,0.149079148,-0.98374994
KO_heat_up,Hspa1a,cGASKO_39,39,cGASKO,5,2.15200737,0.134498922,0.0601497463,0.768757251
KO_heat_up,Oaf,WT_37,37,WT,5,0.171640072,0.203631766,0.0910668944,-0.783415465
KO_heat_up,Oaf,WT_39,39,WT,5,1.52442476,0.255369163,0.114204562,0.946986167
KO_heat_up,Oaf,cGASKO_37,37,cGASKO,5,0.0485353979,0.0977219829,0.0437025993,-0.940883635
KO_heat_up,Oaf,cGASKO_39,39,cGASKO,5,1.39177847,0.144091556,0.0644397026,0.777312932
KO_heat_up,Gm12708,WT_37,37,WT,5,0.112244699,0.0867650962,0.0388025306,-0.861020296
KO_heat_up,Gm12708,WT_39,39,WT,5,1.13972856,0.121764625,0.0544547958,0.79648288
KO_heat_up,Gm12708,cGASKO_37,37,cGASKO,5,0.107709902,0.058817462,0.0263039687,-0.868335681
KO_heat_up,Gm12708,cGASKO_39,39,cGASKO,5,1.22427667,0.165901835,0.0741935562,0.932873098
KO_heat_up,Uap1,WT_37,37,WT,5,6.33642389,0.274072039,0.122568742,-0.824515219
KO_heat_up,Uap1,WT_39,39,WT,5,7.38139817,0.0920387203,0.041160967,0.883075957
KO_heat_up,Uap1,cGASKO_37,37,cGASKO,5,6.28632096,0.0901289905,0.0403069099,-0.906388352
KO_heat_up,Uap1,cGASKO_39,39,cGASKO,5,7.35982766,0.0681932913,0.030496967,0.847827614
KO_heat_up,Nrbp2,WT_37,37,WT,5,1.46880975,0.1531463,0.0684891074,-0.757972799
KO_heat_up,Nrbp2,WT_39,39,WT,5,2.41450793,0.110231596,0.0492970686,0.884997176
KO_heat_up,Nrbp2,cGASKO_37,37,cGASKO,5,1.34823687,0.173674568,0.0776696281,-0.967445161
KO_heat_up,Nrbp2,cGASKO_39,39,cGASKO,5,2.38884963,0.101583597,0.0454295655,0.840420785
KO_heat_up,Pla2g4c,WT_37,37,WT,5,1.87635499,0.261663388,0.117019425,-0.86825309
KO_heat_up,Pla2g4c,WT_39,39,WT,5,3.03626541,0.121900416,0.0545155233,0.888608708
KO_heat_up,Pla2g4c,cGASKO_37,37,cGASKO,5,1.87949568,0.105782182,0.0473072298,-0.863496027
KO_heat_up,Pla2g4c,cGASKO_39,39,cGASKO,5,3.00624646,0.169989533,0.0760216304,0.843140409
KO_heat_up,Il9,WT_37,37,WT,5,1.59623877,0.492648312,0.220319023,-0.862898447
KO_heat_up,Il9,WT_39,39,WT,5,3.72363046,0.233510111,0.104428897,0.891648489
KO_heat_up,Il9,cGASKO_37,37,cGASKO,5,1.58912858,0.210454832,0.0941182623,-0.86876251
KO_heat_up,Il9,cGASKO_39,39,cGASKO,5,3.66102168,0.1965492,0.0878994744,0.840012467
KO_heat_up,Calca,WT_37,37,WT,5,2.78565181,0.0591652656,0.0264595112,-0.910253689
KO_heat_up,Calca,WT_39,39,WT,5,3.94915414,0.328435788,0.14688095,0.749970991
KO_heat_up,Calca,cGASKO_37,37,cGASKO,5,2.85366431,0.10930186,0.048881278,-0.813205298
KO_heat_up,Calca,cGASKO_39,39,cGASKO,5,4.10579713,0.200507729,0.0896697824,0.973487996
KO_heat_up,Igkc,WT_37,37,WT,5,0.577097047,0.162857636,0.0728321491,-0.96385324000000006
KO_heat_up,Igkc,WT_39,39,WT,5,2.13529022,0.116757409,0.0522155009,0.935737732
KO_heat_up,Igkc,cGASKO_37,37,cGASKO,5,0.745200026,0.270251136,0.120859982,-0.75891915
KO_heat_up,Igkc,cGASKO_39,39,cGASKO,5,2.01331232,0.175082648,0.0782993404,0.787034658
KO_heat_up,Il2,WT_37,37,WT,5,-0.48485345,0.137584759,0.0615297747,-0.816961636
KO_heat_up,Il2,WT_39,39,WT,5,1.3567146,0.406199311,0.181657854,0.927979226
KO_heat_up,Il2,cGASKO_37,37,cGASKO,5,-0.584572654,0.200417284,0.0896293341,-0.911448567
KO_heat_up,Il2,cGASKO_39,39,cGASKO,5,1.22210329,0.375058554,0.167731284,0.800430978
