"gene_symbol","ensembl","logFC","AveExpr","t","P.Value","adj.P.Val","contrast"
"Gm16638","ENSMUSG00000087088.2",-0.484304553,0.203081532,-3.45993247,0.00166492675,0.00524813287,"KO_heat"
"Cops7a","ENSMUSG00000030127.15",0.139760385,5.98549793,3.45984912,0.00166529231,0.00524844448,"KO_heat"
"Ppp2r5d","ENSMUSG00000059409.9",0.0996649417,6.64608997,3.45957528,0.00166649383,0.00525139023,"KO_heat"
"Rab3ip","ENSMUSG00000064181.6",-0.127280843,5.63897447,-3.45908114,0.00166866414,0.00525738737,"KO_heat"
"Gm47585","ENSMUSG00000114104.1",0.389562348,0.0286689252,3.45849943,0.00167122255,0.00526460517,"KO_heat"
"5530601H04Rik","ENSMUSG00000087174.7",-0.197307874,4.4154923,-3.45837913,0.00167175212,0.00526543054,"KO_heat"
"Tmem50b","ENSMUSG00000022964.14",-0.170282605,4.70990059,-3.45830701,0.00167206965,0.00526558788,"KO_heat"
"Selenom","ENSMUSG00000075702.9",0.396874483,-0.402717247,3.45783337,0.00167415657,0.00527131635,"KO_heat"
"Sptlc2","ENSMUSG00000021036.10",-0.115585983,5.91273497,-3.45712281,0.00167729213,0.00528034425,"KO_heat"
"Tgfb1","ENSMUSG00000002603.15",0.233703075,8.26357328,3.67301084,0.0016789599,0.00528474919,"KO_heat"
"Acbd5","ENSMUSG00000026781.17",-0.139352102,5.4828419,-3.45633636,0.00168076922,0.00528875238,"KO_heat"
"Spc24","ENSMUSG00000074476.6",-0.138627545,5.63280996,-3.45635701,0.0016806778,0.00528875238,"KO_heat"
"Zfp592","ENSMUSG00000005621.11",-0.108639972,6.97088844,-3.45607143,0.00168194205,0.00529159675,"KO_heat"
"Cavin3","ENSMUSG00000037060.3",0.460747924,-0.400468627,3.45403646,0.00169097756,0.00531917317,"KO_heat"
"Fkbp2","ENSMUSG00000056629.16",0.206441998,4.95719493,3.45721761,0.00169205595,0.00532104142,"KO_heat"
"Vps26a","ENSMUSG00000020078.16",-0.147597394,5.95046625,-3.45378164,0.00169211226,0.00532104142,"KO_heat"
"Gm25788","ENSMUSG00000064655.1",0.398618707,-0.403155755,3.45311477,0.00169508537,0.00532953905,"KO_heat"
"Thap11","ENSMUSG00000036442.8",0.162506088,4.71601342,3.45252913,0.00169770044,0.00533690845,"KO_heat"
"Xpnpep3","ENSMUSG00000022401.12",-0.189064184,4.27871219,-3.45215998,0.00169935084,0.00534124344,"KO_heat"
"Gm48357","ENSMUSG00000114524.1",0.460511207,0.775983016,3.45193812,0.0017003435,0.00534351002,"KO_heat"
"Nup107","ENSMUSG00000052798.13",0.114236786,6.99616116,3.45167742,0.00170151064,0.00534632409,"KO_heat"
"Gm6619","ENSMUSG00000095577.2",0.338595129,-0.629723342,3.45144762,0.00170254008,0.00534870468,"KO_heat"
"Lrrc45","ENSMUSG00000025145.13",-0.183094598,5.12779235,-3.45072689,0.00170577263,0.00535800473,"KO_heat"
"Ddr2","ENSMUSG00000026674.9",0.365016507,-0.570130421,3.45049592,0.0017068098,0.00536040698,"KO_heat"
"Dync1li1","ENSMUSG00000032435.9",0.108225501,6.39426026,3.4497284,0.00171026076,0.005370388,"KO_heat"
"1700021A07Rik","ENSMUSG00000037535.5",0.377734075,0.567239165,3.44955281,0.00171105122,0.0053720129,"KO_heat"
"Gm18564","ENSMUSG00000116950.1",0.487350808,-0.0044813072,3.4489976,0.0017135529,0.00537900901,"KO_heat"
"Chst12","ENSMUSG00000036599.10",0.179271479,5.22141964,3.44869601,0.00171491327,0.00538242077,"KO_heat"
"Zbtb10","ENSMUSG00000069114.8",0.329788968,4.69304153,3.61159545,0.00171891513,0.00539412068,"KO_heat"
"Sec61g","ENSMUSG00000078974.10",0.259845493,2.26750403,3.44638708,0.00172536291,0.00541349118,"KO_heat"
"Fchsd1","ENSMUSG00000038524.13",-0.221530052,3.36962397,-3.44589645,0.00172759128,0.00541878272,"KO_heat"
"Cul3","ENSMUSG00000004364.14",-0.108773371,7.87249834,-3.4458945,0.00172760012,0.00541878272,"KO_heat"
"Purg","ENSMUSG00000049184.6",0.33931618,1.65023213,3.44573083,0.0017283441,0.00541938871,"KO_heat"
"Hdac8","ENSMUSG00000067567.12",-0.219270006,3.56959329,-3.44574108,0.00172829753,0.00541938871,"KO_heat"
"Gm26348","ENSMUSG00000088153.1",0.418730263,-0.154972928,3.44531587,0.00173023179,0.00542444344,"KO_heat"
"Gm44822","ENSMUSG00000109154.1",0.609495729,0.374833114,3.48292125,0.00173273384,0.00543142231,"KO_heat"
"Gm11423","ENSMUSG00000085175.7",-0.370828944,1.29510185,-3.44446398,0.00173411327,0.00543488056,"KO_heat"
"Gtf2h3","ENSMUSG00000029387.10",0.124003359,5.42437402,3.44396404,0.0017363951,0.00544116548,"KO_heat"
"Anapc4","ENSMUSG00000029176.13",-0.115460399,6.27290617,-3.44377805,0.00173724471,0.0054429611,"KO_heat"
"L3hypdh","ENSMUSG00000019718.8",0.411454399,-0.105442237,3.44371012,0.00173755514,0.00544306713,"KO_heat"
"Tfcp2","ENSMUSG00000009733.9",-0.273292688,3.1506282,-3.44344306,0.001738776,0.00544602464,"KO_heat"
"Ncln","ENSMUSG00000020238.14",0.123611825,6.55610319,3.44277539,0.00174183194,0.00545325244,"KO_heat"
"Fbxo11","ENSMUSG00000005371.15",0.119542455,7.12996606,3.44275726,0.00174191498,0.00545325244,"KO_heat"
"Tsn","ENSMUSG00000026374.14",-0.0955992992,7.51635581,-3.4428127,0.001741661,0.00545325244,"KO_heat"
"Gm7107","ENSMUSG00000115280.1",0.309996332,2.79127693,3.44255328,0.00174284967,0.00545531074,"KO_heat"
"Kbtbd3","ENSMUSG00000025893.8",-0.345395942,2.08933062,-3.4424386,0.00174337539,0.00545608846,"KO_heat"
"Gm29676","ENSMUSG00000113689.1",0.337957572,-0.745275404,3.44196904,0.00174552948,0.00546196131,"KO_heat"
"Borcs6","ENSMUSG00000045176.3",-0.256831384,2.9712845,-3.44177374,0.00174642619,0.00546389841,"KO_heat"
"Dcun1d5","ENSMUSG00000032002.10",0.100509998,6.77761498,3.44060867,0.00175178475,0.0054797921,"KO_heat"
"Gm7895","ENSMUSG00000100347.1",0.229319925,3.51402524,3.44050045,0.00175228331,0.00548048048,"KO_heat"
"Gm49331","ENSMUSG00000114025.1",-0.301053165,2.06731589,-3.43999367,0.00175461977,0.005486916,"KO_heat"
"Cnga1","ENSMUSG00000067220.12",0.392008514,0.121680023,3.43980867,0.00175547343,0.00548871332,"KO_heat"
"Flywch2","ENSMUSG00000023911.12",0.449509361,0.039918439,3.43970918,0.0017559327,0.00548927715,"KO_heat"
"H2ac6","ENSMUSG00000069270.6",0.374977585,-0.452520278,3.43916621,0.00175844116,0.00549624581,"KO_heat"
"Gm37132","ENSMUSG00000103443.1",-0.391493165,-0.444765116,-3.43809455,0.00176340223,0.00551087699,"KO_heat"
"Sympk","ENSMUSG00000023118.15",0.113277018,7.73508184,3.43536458,0.00177610139,0.00554968233,"KO_heat"
"Gpt","ENSMUSG00000022546.5",0.27272254,2.69190929,3.43469468,0.00177923106,0.00555857882,"KO_heat"
"Fundc2","ENSMUSG00000031198.4",-0.10405657,6.50690551,-3.43453881,0.00177996003,0.00555997358,"KO_heat"
"Gm7094","ENSMUSG00000096375.2",0.489439645,0.887238531,3.43414883,0.00178178513,0.00556479125,"KO_heat"
"Uchl4","ENSMUSG00000035337.3",-0.150529945,4.85584547,-3.43391701,0.00178287091,0.00556729875,"KO_heat"
"BC003965","ENSMUSG00000067722.4",0.180886942,4.74653495,3.43375391,0.00178363518,0.00556826873,"KO_heat"
"Synj2bp","ENSMUSG00000090935.10",0.137769351,5.96281334,3.43372996,0.00178374745,0.00556826873,"KO_heat"
"Gm13192","ENSMUSG00000069188.5",-0.190810313,3.69452089,-3.43361464,0.00178428808,0.00556907297,"KO_heat"
"Gm4240","ENSMUSG00000115025.1",0.315346404,-0.451198201,3.43308971,0.00178675093,0.00557587561,"KO_heat"
"Dtx3","ENSMUSG00000040415.15",-0.142715534,6.24006708,-3.43266511,0.00178874549,0.00558121491,"KO_heat"
"Gm13743","ENSMUSG00000083688.1",0.42762662,0.282261216,3.43212976,0.00179126332,0.00558818498,"KO_heat"
"Haus5","ENSMUSG00000078762.10",-0.246326856,3.18345773,-3.43155924,0.00179395031,0.00559568048,"KO_heat"
"Rhod","ENSMUSG00000041845.11",0.522180824,0.408073719,3.4308051,0.00179750813,0.00560588946,"KO_heat"
"Yipf3","ENSMUSG00000071074.9",-0.121826733,6.2107375,-3.43073432,0.0017978424,0.0056060435,"KO_heat"
"Pex16","ENSMUSG00000027222.14",0.159288057,4.28338846,3.43039122,0.00179946358,0.00561020973,"KO_heat"
"Emg1","ENSMUSG00000004268.11",0.0944957992,7.27010282,3.43001423,0.00180124653,0.00561487889,"KO_heat"
"Caskin2","ENSMUSG00000034471.12",0.268895615,3.46158319,3.42986548,0.00180195049,0.00561618366,"KO_heat"
"Spx","ENSMUSG00000071112.12",0.488004908,0.814470701,3.42971433,0.00180266609,0.0056175243,"KO_heat"
"Gm43863","ENSMUSG00000107608.1",0.384899488,1.5105481,3.42792034,0.0018111805,0.00564316355,"KO_heat"
"Qtrt1","ENSMUSG00000002825.8",0.162755282,4.44406296,3.42724641,0.00181438903,0.00565226559,"KO_heat"
"6330403L08Rik","ENSMUSG00000075585.3",0.383154639,-0.678434321,3.42713636,0.00181491351,0.00565300457,"KO_heat"
"Eif1ax","ENSMUSG00000067194.6",0.109538682,7.18403239,3.42672797,0.00181686104,0.00565817508,"KO_heat"
"Rps26-ps1","ENSMUSG00000059775.5",-0.111132809,7.43138506,-3.42661291,0.00181741008,0.00565898939,"KO_heat"
"Pold4","ENSMUSG00000024854.4",0.222594097,4.47802094,3.42569642,0.00182178927,0.00567172774,"KO_heat"
"Gstp1","ENSMUSG00000060803.6",0.137322972,5.77755381,3.42515866,0.00182436358,0.00567884385,"KO_heat"
"Exosc3","ENSMUSG00000028322.11",0.144999132,5.7979138,3.42494876,0.00182536932,0.00568107589,"KO_heat"
"Gm49087","ENSMUSG00000115724.1",-0.494052916,-0.211487279,-3.42469572,0.00182658248,0.00568395265,"KO_heat"
"Zfp709","ENSMUSG00000056019.12",-0.248763083,3.86818699,-3.42427177,0.00182861679,0.00568938336,"KO_heat"
"Gm22935","ENSMUSG00000077148.1",-0.481056474,-0.322233151,-3.42407493,0.00182956206,0.00569142458,"KO_heat"
"Rnf144a","ENSMUSG00000020642.13",-0.423208999,0.298789088,-3.42377144,0.00183102045,0.00569506109,"KO_heat"
"Gm14567","ENSMUSG00000080896.5",0.176998953,4.07569281,3.42355278,0.00183207186,0.0056974308,"KO_heat"
"Gm42715","ENSMUSG00000107023.2",-0.312633383,2.26661527,-3.42283575,0.0018355238,0.00570726386,"KO_heat"
"Ago2","ENSMUSG00000036698.11",0.092580942,8.40429266,3.42249928,0.0018371458,0.00571140476,"KO_heat"
"1700030K09Rik","ENSMUSG00000052794.13",0.239238099,3.52687144,3.42098827,0.00184444692,0.00573319711,"KO_heat"
"Gm37642","ENSMUSG00000103197.1",0.544229461,-0.265889531,3.45113766,0.00184686512,0.00573980711,"KO_heat"
"Gm50335","ENSMUSG00000118026.1",-0.399848376,0.760492409,-3.4201026,0.0018487394,0.00574472489,"KO_heat"
"Lap3","ENSMUSG00000039682.12",0.120052872,6.26985006,3.42001379,0.00184917035,0.00574515683,"KO_heat"
"Rprd1b","ENSMUSG00000027651.16",0.112393508,6.33742151,3.41984543,0.0018499876,0.00574678864,"KO_heat"
"Gm37729","ENSMUSG00000103222.1",0.372251053,-0.26582146,3.41919495,0.00185314843,0.00575569884,"KO_heat"
"Gpat2","ENSMUSG00000046338.4",-0.49975483,-0.239851541,-3.42237178,0.00185390963,0.00575715443,"KO_heat"
"Mcmbp","ENSMUSG00000048170.14",0.0968903006,7.61630311,3.41894822,0.00185434871,0.00575760937,"KO_heat"
"Gm9958","ENSMUSG00000054945.4",-0.47782957,1.20107922,-3.41810497,0.00185845661,0.00576945381,"KO_heat"
"Hyi","ENSMUSG00000006395.16",-0.232566938,3.32148605,-3.417935,0.00185928567,0.00577111716,"KO_heat"
"Gm38160","ENSMUSG00000102775.1",0.329405239,-0.5954743,3.4178229,0.00185983267,0.00577190461,"KO_heat"
"Ino80b","ENSMUSG00000030034.12",-0.199629648,3.94207506,-3.41710421,0.00186334316,0.00578188744,"KO_heat"
"Rpl3-ps2","ENSMUSG00000084131.1",-0.185271682,4.22782188,-3.41688266,0.00186442661,0.00578433727,"KO_heat"
"Marchf9","ENSMUSG00000040502.5",0.25085056,2.79794846,3.41617814,0.00186787609,0.00579412571,"KO_heat"
"Cops5","ENSMUSG00000025917.9",-0.106968601,6.7177199,-3.41572178,0.00187011375,0.00580015265,"KO_heat"
"Haus6","ENSMUSG00000038047.18",0.130307723,6.64096583,3.41379913,0.00187956964,0.00582856145,"KO_heat"
"Mdh2","ENSMUSG00000019179.10",-0.114295626,7.77299617,-3.41336315,0.00188172026,0.00583431117,"KO_heat"
"Xpo5","ENSMUSG00000067150.6",0.102776546,7.19805144,3.41315674,0.00188273927,0.00583655107,"KO_heat"
"Klf7","ENSMUSG00000025959.13",-0.166956773,4.86981283,-3.41289085,0.00188405273,0.00583970289,"KO_heat"
"Gm19345","ENSMUSG00000092216.3",-0.425065832,0.291247614,-3.41152596,0.00189080897,0.00585941215,"KO_heat"
"Cacna1a","ENSMUSG00000034656.18",-0.24204497,4.32580461,-3.41998323,0.00189100699,0.00585941215,"KO_heat"
"Plpp5","ENSMUSG00000031570.17",-0.175782878,4.45777658,-3.41043323,0.00189623482,0.00587468594,"KO_heat"
"Eipr1","ENSMUSG00000036613.8",-0.131711768,5.27880033,-3.40989483,0.00189891372,0.00588205936,"KO_heat"
"Zc3h12a","ENSMUSG00000042677.7",-0.283067129,5.06575865,-3.54686528,0.00190333329,0.00589482149,"KO_heat"
"Mrps25","ENSMUSG00000014551.8",0.159508238,4.82616822,3.40850892,0.00190582637,0.00590161402,"KO_heat"
"Fbxo22","ENSMUSG00000032309.15",-0.162295453,5.05342853,-3.40812063,0.00190776743,0.0059066953,"KO_heat"
"Gm43039","ENSMUSG00000107200.1",-0.360412812,1.61751263,-3.40780861,0.00190932865,0.00590966948,"KO_heat"
"Nphp1","ENSMUSG00000027378.16",0.32448974,2.55527881,3.40782041,0.00190926959,0.00590966948,"KO_heat"
"P2rx6","ENSMUSG00000022758.14",0.356709545,-0.541878474,3.407583,0.00191045821,0.00591223576,"KO_heat"
"Gm48161","ENSMUSG00000113424.1",-0.389370315,-0.603846573,-3.40686546,0.00191405514,0.0059224357,"KO_heat"
"Gm16071","ENSMUSG00000081343.1",-0.374893209,-0.239106842,-3.40618748,0.00191745972,0.00593203738,"KO_heat"
"Lrrcc1","ENSMUSG00000027550.14",-0.135746492,5.17597456,-3.40576659,0.00191957621,0.00593765171,"KO_heat"
"Pop7","ENSMUSG00000029715.5",0.179848151,4.06108121,3.40552103,0.00192081211,0.00594054085,"KO_heat"
"Gm46432","ENSMUSG00000114827.1",-0.338879263,1.68225747,-3.40506967,0.00192308573,0.00594663797,"KO_heat"
"Myo1f","ENSMUSG00000024300.17",-0.471501399,1.90837532,-3.43553856,0.00192408836,0.00594779269,"KO_heat"
"Cxadr","ENSMUSG00000022865.14",0.396434617,1.15780776,3.40481577,0.00192436588,0.00594779269,"KO_heat"
"Ighv6-3","ENSMUSG00000076677.1",-0.328861563,-0.735940208,-3.40493517,0.00192376377,0.00594779269,"KO_heat"
"Mrpl45","ENSMUSG00000018882.12",0.120666283,5.90406242,3.40380976,0.00192944607,0.00596255797,"KO_heat"
"Ptpra","ENSMUSG00000027303.18",-0.121443574,6.21810847,-3.40324947,0.00193228106,0.00597038136,"KO_heat"
"Svip","ENSMUSG00000074093.4",-0.396482259,0.959052444,-3.40254687,0.00193584183,0.00598044448,"KO_heat"
"Gpr108","ENSMUSG00000005823.9",0.117511767,5.57141882,3.40200784,0.00193857787,0.00598795698,"KO_heat"
"Afap1","ENSMUSG00000029094.12",-0.293304698,3.41842166,-3.40154136,0.0019409487,0.00599433923,"KO_heat"
"Zfp772","ENSMUSG00000066838.7",0.268875588,2.28496424,3.40114875,0.00194294622,0.00599956672,"KO_heat"
"Gm37706","ENSMUSG00000103646.1",0.567086808,0.731591046,3.42563758,0.00194481833,0.00600440537,"KO_heat"
"Gm26779","ENSMUSG00000097140.1",-0.379160426,1.17286248,-3.40066897,0.00194539001,0.00600522823,"KO_heat"
"H2-Oa","ENSMUSG00000024334.9",-0.404610847,1.55277341,-3.40043699,0.00194657265,0.00600793652,"KO_heat"
"Sec11a","ENSMUSG00000025724.12",0.102918716,6.7141801,3.40037587,0.00194688434,0.00600795623,"KO_heat"
"Gm10130","ENSMUSG00000095315.2",-0.245064929,3.15502453,-3.40024619,0.0019475459,0.00600905548,"KO_heat"
"Gm8184","ENSMUSG00000117877.1",0.261696544,2.94144315,3.39953215,0.0019511922,0.00601936217,"KO_heat"
"Tuft1","ENSMUSG00000005968.14",0.282884893,2.34995822,3.39937816,0.00195197947,0.00602084703,"KO_heat"
"Gm7450","ENSMUSG00000116940.1",0.365083914,-0.306969719,3.39902874,0.00195376688,0.00602541583,"KO_heat"
"Bbof1","ENSMUSG00000057265.13",-0.449897234,0.200455891,-3.39865949,0.0019556575,0.00603030147,"KO_heat"
"Timm9","ENSMUSG00000021079.16",0.142316286,5.33231219,3.39786149,0.00195974938,0.00604197211,"KO_heat"
"Zbtb7a","ENSMUSG00000035011.15",0.133646661,6.81961899,3.39709318,0.00196369686,0.00605319399,"KO_heat"
"Camsap3","ENSMUSG00000044433.16",0.450876916,0.0503567354,3.3968297,0.00196505232,0.00605642358,"KO_heat"
"2900089D17Rik","ENSMUSG00000087484.1",-0.429208495,0.752699828,-3.39626958,0.0019679369,0.00606436426,"KO_heat"
"4931413K12Rik","ENSMUSG00000085088.1",-0.363568086,1.13277545,-3.39534356,0.00197271477,0.00607813589,"KO_heat"
"BC064078","ENSMUSG00000087150.7",-0.366354814,-0.29586415,-3.3945164,0.00197699197,0.00609036084,"KO_heat"
"9230112E08Rik","ENSMUSG00000070461.3",0.275643696,2.84098028,3.39406066,0.00197935246,0.00609667821,"KO_heat"
"Fam122a","ENSMUSG00000074922.1",0.217418357,4.17874244,3.39365616,0.00198144978,0.00610218313,"KO_heat"
"Rbfaos","ENSMUSG00000118061.1",-0.426664884,0.311386319,-3.39322245,0.00198370095,0.00610816007,"KO_heat"
"Glud-ps","ENSMUSG00000108799.1",0.222982603,3.73436787,3.39301078,0.00198480052,0.00611058971,"KO_heat"
"Cfap126","ENSMUSG00000026649.14",-0.350427971,-0.502282604,-3.39193829,0.00199038082,0.00612681124,"KO_heat"
"Pak6","ENSMUSG00000074923.10",0.396141328,0.992477113,3.39186693,0.00199075267,0.00612699747,"KO_heat"
"Larp6","ENSMUSG00000034839.5",0.392238719,-0.367259477,3.39175994,0.00199131028,0.00612775527,"KO_heat"
"Per1","ENSMUSG00000020893.17",-0.215521994,5.83696226,-3.47921253,0.00199225875,0.00612971545,"KO_heat"
"Gm46404","ENSMUSG00000113440.1",-0.524836191,0.155146471,-3.39053155,0.00199772327,0.00614556765,"KO_heat"
"B230217O12Rik","ENSMUSG00000097785.2",-0.38760591,1.20337045,-3.38993307,0.00200085492,0.00615423944,"KO_heat"
"Gm43707","ENSMUSG00000104903.1",0.397867589,-0.517212093,3.38983308,0.00200137857,0.00615488807,"KO_heat"
"Ccdc38","ENSMUSG00000036168.15",-0.451594598,1.2256273,-3.38967404,0.00200221181,0.00615648846,"KO_heat"
"Micu1","ENSMUSG00000020111.15",-0.151066876,4.85085397,-3.38908536,0.0020052988,0.00616501719,"KO_heat"
"A630091E08Rik","ENSMUSG00000055446.5",0.194694638,3.78374089,3.38886883,0.00200643541,0.00616754801,"KO_heat"
"Arhgef10","ENSMUSG00000071176.10",0.282181223,2.8043626,3.38865814,0.00200754196,0.00616902221,"KO_heat"
"Gm11993","ENSMUSG00000101841.1",0.164616831,4.4199169,3.38869401,0.00200735354,0.00616902221,"KO_heat"
"Fam110a","ENSMUSG00000027459.16",0.20924229,4.40443345,3.38757993,0.00201321407,0.00618548628,"KO_heat"
"Ppil2","ENSMUSG00000022771.17",-0.103409964,6.5347539,-3.38629251,0.00202000699,0.00620538833,"KO_heat"
"Nudt22","ENSMUSG00000037349.9",-0.256300803,3.07415647,-3.38574548,0.00202289998,0.00621330555,"KO_heat"
"Cryz","ENSMUSG00000028199.18",0.241795424,3.33053358,3.3853824,0.0020248224,0.00621726948,"KO_heat"
"Mdc1","ENSMUSG00000061607.15",0.125669102,6.5480078,3.38540005,0.0020247289,0.00621726948,"KO_heat"
"Trib3","ENSMUSG00000032715.9",0.230243912,4.13093964,3.38527118,0.00202541161,0.00621810844,"KO_heat"
"Rbm14","ENSMUSG00000006456.10",0.108338421,6.59081362,3.38510495,0.00202629255,0.00621984261,"KO_heat"
"Ssh1","ENSMUSG00000042121.16",-0.152937917,5.18473434,-3.38484194,0.00202768717,0.0062231528,"KO_heat"
"Gm18860","ENSMUSG00000110569.1",0.383495294,1.39783569,3.38440732,0.00202999383,0.00622926065,"KO_heat"
"5730405O15Rik","ENSMUSG00000087424.1",-0.454396771,0.674673689,-3.38333183,0.00203571258,0.00624583534,"KO_heat"
"Fam160a2","ENSMUSG00000044465.19",0.146801852,5.57562721,3.38239996,0.00204068019,0.00626010063,"KO_heat"
"Tmem167","ENSMUSG00000012422.14",0.117382862,6.5295743,3.38226034,0.00204142549,0.00626141087,"KO_heat"
"Zfp612","ENSMUSG00000044676.10",0.522457089,0.40550943,3.38215269,0.00204200029,0.00626219787,"KO_heat"
"Olfr374","ENSMUSG00000046881.7",-0.381618697,0.0754846253,-3.3815691,0.00204511918,0.00627078534,"KO_heat"
"Asl","ENSMUSG00000025533.15",-0.147312759,4.78480982,-3.38003426,0.00205334377,0.00629467559,"KO_heat"
"Cct8","ENSMUSG00000025613.13",0.0971083211,9.05119645,3.37999579,0.00205355035,0.00629467559,"KO_heat"
"Gm38329","ENSMUSG00000103632.1",0.389566201,1.78594798,3.3798448,0.00205436126,0.00629618055,"KO_heat"
"Csnk1e","ENSMUSG00000022433.20",0.161038165,4.4992444,3.37943603,0.00205655811,0.00630193197,"KO_heat"
"Gm24391","ENSMUSG00000088763.1",-0.346307491,-0.337931207,-3.37906595,0.00205854896,0.00630572314,"KO_heat"
"Irs2","ENSMUSG00000038894.7",0.306673539,5.33057937,3.56736481,0.0020587566,0.00630572314,"KO_heat"
"Lamtor2","ENSMUSG00000028062.15",0.135900143,5.28762241,3.3790767,0.00205849111,0.00630572314,"KO_heat"
"Nr2c2","ENSMUSG00000005893.14",-0.132809226,6.50767263,-3.37863952,0.00206084532,0.00631113835,"KO_heat"
"Cad","ENSMUSG00000013629.16",-0.209963105,7.83943159,-3.54091828,0.00206552744,0.00632449268,"KO_heat"
"Trp53i11","ENSMUSG00000068735.14",0.233608094,5.93481382,3.50444855,0.00206729236,0.00632891201,"KO_heat"
"Gm13535","ENSMUSG00000084292.1",0.371838916,-0.670554872,3.37689453,0.00207026784,0.00633703543,"KO_heat"
"Pigc","ENSMUSG00000026698.8",0.187164054,4.32824384,3.37661129,0.00207180113,0.00634074254,"KO_heat"
"Slc4a2","ENSMUSG00000028962.14",0.107296143,6.17969348,3.37520405,0.00207943558,0.00636311815,"KO_heat"
"H2al1m","ENSMUSG00000100200.1",0.357856188,-0.515485616,3.37291208,0.00209192779,0.00640034933,"KO_heat"
"Bmyc","ENSMUSG00000049086.8",0.23228374,3.33579837,3.37283992,0.00209232227,0.00640056116,"KO_heat"
"Paip2","ENSMUSG00000037058.16",-0.123031322,7.40522366,-3.3726225,0.00209351126,0.00640320299,"KO_heat"
"Sulf1","ENSMUSG00000016918.15",-0.429149542,-0.265550318,-3.37227058,0.00209543715,0.00640710187,"KO_heat"
"Hexdc","ENSMUSG00000039307.16",-0.234911391,2.9330021,-3.37230914,0.00209522604,0.00640710187,"KO_heat"
"Gm19261","ENSMUSG00000100529.1",-0.39885266,-0.0966400588,-3.371563,0.00209931462,0.00641796059,"KO_heat"
"Alkbh2","ENSMUSG00000044339.12",0.344607068,1.82492342,3.37137387,0.00210035223,0.00642013538,"KO_heat"
"Cxcl3","ENSMUSG00000029379.10",0.291331309,-0.829655332,3.37128711,0.00210082838,0.00642059351,"KO_heat"
"Helq","ENSMUSG00000035266.16",0.140291461,4.89642701,3.37068157,0.00210415446,0.00642976018,"KO_heat"
"Zfp942","ENSMUSG00000071267.11",-0.158653018,4.93778514,-3.37059303,0.00210464119,0.00643024904,"KO_heat"
"Rsbn1","ENSMUSG00000044098.14",0.169642067,5.26821207,3.3697002,0.00210955563,0.00644426345,"KO_heat"
"Glis2","ENSMUSG00000014303.13",0.276036189,3.27083284,3.36898773,0.00211348526,0.00645526563,"KO_heat"
"Canx","ENSMUSG00000020368.15",0.0879056498,9.56885874,3.36870171,0.00211506479,0.00645908752,"KO_heat"
"Nkd2","ENSMUSG00000021567.15",0.400620318,0.99424347,3.36861683,0.00211553375,0.00645951723,"KO_heat"
"Gm11520","ENSMUSG00000085143.1",0.338682162,-0.219464143,3.36852211,0.00211605719,0.00646011318,"KO_heat"
"Ap2b1","ENSMUSG00000035152.14",0.0878939111,7.56711008,3.36835393,0.00211698694,0.00646194912,"KO_heat"
"Gm38253","ENSMUSG00000102780.1",-0.309684147,2.92127645,-3.36791921,0.00211939188,0.00646828672,"KO_heat"
"Sptbn5","ENSMUSG00000074899.6",0.395086131,-0.245444451,3.36783433,0.0021198618,0.00646871768,"KO_heat"
"Maneal","ENSMUSG00000042763.9",-0.392282075,0.0479977061,-3.36734567,0.00212256889,0.00647499286,"KO_heat"
"H2-K2","ENSMUSG00000067203.8",-0.210349472,3.92617007,-3.36734434,0.0021225763,0.00647499286,"KO_heat"
"Tox4","ENSMUSG00000016831.12",-0.0923243203,7.29627948,-3.36725898,0.00212304952,0.00647543265,"KO_heat"
"Rnf214","ENSMUSG00000042790.16",0.152412955,4.76953422,3.36639518,0.00212784406,0.00648905055,"KO_heat"
"Gm13651","ENSMUSG00000081611.1",0.235579122,3.09556076,3.36541773,0.00213328201,0.00650462608,"KO_heat"
"Tspyl4","ENSMUSG00000039485.8",-0.304977684,2.74047169,-3.36501566,0.00213552275,0.00651044959,"KO_heat"
"4930532G15Rik","ENSMUSG00000097261.2",0.418645524,-0.249932068,3.36392968,0.00214158633,0.00652691303,"KO_heat"
"Gm5905","ENSMUSG00000110275.1",-0.108982694,7.63806689,-3.36396094,0.00214141153,0.00652691303,"KO_heat"
"Gnaz","ENSMUSG00000040009.6",0.404153953,-0.50120587,3.36356909,0.00214360332,0.00653204857,"KO_heat"
"Trim34b","ENSMUSG00000090215.9",-0.342709742,-0.623309587,-3.3633213,0.00214499044,0.00653526349,"KO_heat"
"Ngf","ENSMUSG00000027859.10",0.444519756,-0.420946133,3.36323088,0.00214549685,0.00653579449,"KO_heat"
"Cdca8","ENSMUSG00000028873.16",0.124299124,7.00436929,3.36286486,0.00214754783,0.00654102982,"KO_heat"
"Btf3l4","ENSMUSG00000028568.16",-0.174169715,4.44243812,-3.36268668,0.00214854697,0.00654306033,"KO_heat"
"Slc49a4","ENSMUSG00000022848.8",-0.221501678,4.0646568,-3.36118614,0.00215697883,0.00656670581,"KO_heat"
"Tspan13","ENSMUSG00000020577.17",-0.121280137,6.35139186,-3.36124169,0.00215666609,0.00656670581,"KO_heat"
"Phc2","ENSMUSG00000028796.17",-0.105440842,7.11549204,-3.36110875,0.00215741457,0.00656701646,"KO_heat"
"Gm15455","ENSMUSG00000081402.4",0.213112446,3.28060262,3.36018586,0.00216261733,0.00658183519,"KO_heat"
