built_by,org_mm_eg_db_version,annotationdbi_version,msigdbr_version,species,matrix_vocabulary_path,matrix_vocabulary_sha256,n_matrix_symbols,n_reference_symbols,n_reference_sources,reference_sources,n_reference_absent_from_vocabulary,n_reference_not_in_org_db,n_reference_no_alias_in_vocabulary,n_candidate_pairs,n_accepted,n_flagged_for_review,n_rejected,flagged_for_review
02_analysis/scripts/00_symbol_alias_map.R,3.22.0,1.72.0,26.1.0,Mus musculus,03_results/objects/gene_universe.txt,297d8d7f8e5112b434a8e8b5939af948eb2f35cefbca1f0c6401a69b62b32109,19679,5886,13,msigdb:Hallmark; msigdb:KEGG; msigdb:Reactome; msigdb:WikiPathways; msigdb:GO_BP; msigdb:GO_MF; msigdb:GO_CC; msigdb:TF_Targets; custom:TransportDB; custom:MitoPathways; custom:MitoXplorer; custom:HSR_lens; custom:TCR_activation,1109,25,1021,63,34,2,27,Ndufb1->Ndufb1-ps; H2ac25->H2aw
