pathway_id,pathway_name,database,nes,pvalue,padj,set_size,core_enrichment,contrast,direction
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,Aerobic Respiration and Respiratory Electron Transport,Reactome,-1.98802024,6.60395069e-7,4.38502326e-4,134,Slc25a11/Ndufs2/Uqcrb/Cox5b/Ndufb8/Me2/Ndufs7/Pdk1/Uqcr10/Atp5pb/Ndufs4/Pcx/Ndufc2/Atp5g3/Iscu/Mdh2/Ndufb6/Ndufv3/Ndufa3/Cox5a/Ndufa4/Atp5o/Atp5e/Ndufs3/Surf1/Cox8a/Uqcrfs1/Idh3b/Ldhb/Uqcrq/Ranbp9/Ndufa6/Cox7a2l/Sdhd/Ndufa1/Ndufb2/Ubc/Uqcrh/Slc25a4/Sdhc/Ndufa5/Suclg1/Hagh/Ndufb4/Atp5g1/Pdp1/Cox11/Atp5h/Idh3g/Dmac2l/Pdhb/Cox6a1/Acat1/Ndufb5/Ndufa2/Cox7b/Pdk2/Gstz1/Ndufs8/Atp5k/Got2/Suclg2/Got1/Atp5d/Ndufaf4/Ucp2/Pdk3,Geno_at_37,Down
KEGG_RIBOSOME,Ribosome,KEGG,-2.24196821,8.4580722e-6,0.00110800746,19,Rpl6/Rpl22/Rps19/Rps27l/Rpl9/Rps12/Rpl36/Rplp0/Rpl34/Rps5/Rps9/Rps3a1/Rpl39,Geno_at_37,Down
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Eukaryotic Translation Elongation,Reactome,-2.25499026,6.58652028e-6,0.00218672473,23,Rpl6/Rpl22/Rps19/Rps27l/Rpl9/Rps12/Rpl36/Rplp0/Rpl34/Rps5/Rps9/Eef1b2/Rps3a1/Rpl39,Geno_at_37,Down
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,Hallmark,-1.72689229,5.05269722e-5,0.00252634861,196,Slc25a3/Atp6v0b/Atp6v1c1/Mrps15/Timm10/Htra2/Acadsb/Atp5b/Mrpl11/Atp6v0c/Atp6v1h/Gpi1/Slc25a11/Ndufs2/Uqcrb/Cox5b/Ndufb8/Ndufs7/Mrps22/Casp7/Prdx3/Atp6ap1/Uqcr10/Cpt1a/Atp5pb/Ndufs4/Ndufc2/Hadhb/Atp5g3/Atp6v1f/Decr1/Iscu/Mdh2/Ndufb6/Por/Ndufa3/Cox5a/Alas1/Ndufa4/Atp5o/Atp5e/Ndufs3/Surf1/Cox8a/Uqcrfs1/Tomm22/Idh3b/Ldhb/Cyb5r3/Uqcrq/Ndufa6/Bckdha/Cox7a2l/Sdhd/Mrps30/Ndufa1/Ndufb2/Fdx1/Aifm1/Uqcrh/Slc25a4/Sdhc/Ndufa5/Suclg1/Ndufb4/Bdh2/Atp5g1/Phyh/Pdp1/Cox11/Atp5h/Idh3g/Grpel1/Mrpl34/Atp6v0e/Pdhb/Cox6a1/Acat1/Ndufb5/Slc25a5/Retsat/Vdac2/Ndufa2/Cox7b/Timm50/Ndufs8/Atp5k/Got2/Atp6v1e1/Aldh6a1/Atp5d/Mgst3/Echs1/Hsd17b10/Timm9,Geno_at_37,Down
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,Srp Dependent Cotranslational Protein Targeting to Membrane,Reactome,-2.1864971,1.39602211e-5,0.0025747217,33,Rpl6/Rpl22/Rps19/Rps27l/Rpl9/Rps12/Rpl36/Spcs1/Rplp0/Rpl34/Rps5/Rps9/Srp9/Rps3a1/Rpl39,Geno_at_37,Down
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,Nonsense Mediated Decay Nmd,Reactome,-2.17567754,1.55103717e-5,0.0025747217,32,Rpl6/Rpl22/Rps19/Rps27l/Rpl9/Rps12/Upf3b/Rpl36/Rplp0/Rpl34/Rps5/Rps9/Rps3a1/Pabpc1/Rpl39,Geno_at_37,Down
KEGG_OXIDATIVE_PHOSPHORYLATION,Oxidative Phosphorylation,KEGG,-1.90160639,4.22399167e-5,0.00276671455,88,Atp5c1/Lhpp/Atp6v0b/Atp6v1c1/Atp5b/Atp6v0c/Atp6v1h/Ndufs2/Uqcrb/Cox5b/Ndufb8/Ndufs7/Atp6ap1/Uqcr10/Atp5pb/Ndufs4/Ndufc2/Atp5g3/Atp6v1f/Ndufb6/Ndufv3/Ndufa3/Cox5a/Ndufa4/Atp5o/Atp5e/Ndufs3/Cox8a/Uqcrfs1/Uqcrq/Ndufa6/Cox7a2l/Sdhd/Ndufa1/Ndufb2/Uqcrh/Sdhc/Ndufa5/Ndufb4/Atp5g1/Cox11/Atp5h/Atp6v0a1/Atp6v0e/Cox6a1/Ndufb5/Ndufa2/Cox7b/Ndufs8/Atp5k/Atp6v1e1/Atp5d/Atp6v0d1,Geno_at_37,Down
HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon-alpha Response,Hallmark,1.85857171,1.21715249e-4,0.00304288123,96,Isg15/Irf7/Tdrd7/Trim12c/Dhx58/Ifi27/Trim25/Ifit3/Bst2/Ifi44/Samd9l/Sell/Helz2/Oasl1/Adar/Ifit2/Trim5/Ncoa7/Trim14/Isg20/H2-Q7/Ccrl2/Rtp4/Cmtr1/Psmb8/Rsad2/Casp1/Tent5a/Lap3/Pnpt1/Cmpk2/Tmem140/Mx2,Geno_at_37,Up
GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,Proton Transmembrane Transporter Activity,GO_MF,-1.98756236,1.74001987e-5,0.00336693844,88,Tcirg1/Slc11a2/Atp5c1/Slc25a3/Atp6v0b/Atp6v1c1/Atp5b/Atp6v0c/Atp6v1h/Ndufs2/Cox5b/Ndufb8/Ndufs7/Uqcr10/Atp5pb/Ndufs4/Ndufc2/Atp5g3/Atp6v1f/Slc7a11/Ndufb6/Ndufv3/Ndufa3/Slc16a3/Cox5a/Ndufa4/Atp5o/Atp5e/Ndufs3/Surf1/Cox8a/Uqcrfs1/Ndufa6/Cox7a2l/Ndufa1/Ndufb2/Uqcrh/Slc25a4/Ndufa5/Ndufb4/Atp5g1/Atp5h/Atp6v0a1/Dmac2l/Atp6v0e/Slc30a5/Ndufb5/Slc25a5/Ndufa2/Cox7b/Ndufs8/Atp5k/Ctns/Atp6v1e1/Atp5d/Atp6v0d1/Ucp2,Geno_at_37,Down
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID,Catalytic Activity Acting On A Nucleic Acid,GO_MF,1.77135981,1.73519432e-5,0.00336693844,180,Rad51/Dhx58/Rad54l/Pms2/Helz2/Rars/Polq/Tfb2m/Exo1/Mcm2/Atrx/Nudt12/Eif4a2/Mcm5/Adar/Pds5b/Hells/Ern1/Polr1c/Rfc4/Pold1/Apex1/Dnmt1/Ago2/Ptges3/Enpp2/Msh5/Mcm3/Pus1/Msh2/Isg20/Lig1/Pole/Rad51c/Polr2j/Ercc2/Rad17/Tsn/Prim1/Ercc3/Nop2/Dhx15/Khnyn/Mettl3/Cmtr1/Pole4/Enpp1/Dcp2/Pnpt1/Kars/Ankzf1/Exosc4/Iars/Adad1/Wrn/Dclre1b/Nipbl/Top2a/Polr2k/Mcm4/Eif4a3/Xrcc6/Ifih1/Dcps/Rev3l/Nav2/Pola1/Rad9a/Pold3/Aen/Fen1/Ddx21/Parn/Lig3/Las1l/Aars/Pcna,Geno_at_37,Up
